"etort1","etort2","divergence"
"etort-52","etort-97",0.196444
"etort-53","etort-97",0.219709
"etort-54","etort-97",0.190417
"etort-55","etort-97",0.209624
"etort-56","etort-97",0.210944
"etort-57","etort-97",0.202159
"etort-58","etort-97",0.223125
"etort-59","etort-97",0.20694
"etort-60","etort-97",0.197695
"etort-61","etort-97",0.202903
"etort-62","etort-97",0.214513
"etort-63","etort-97",0.19994
"etort-64","etort-97",0.200191
"etort-65","etort-97",0.199236
"etort-66","etort-97",0.200358
"etort-67","etort-97",0.201385
"etort-68","etort-97",0.19977
"etort-69","etort-97",0.199389
"etort-70","etort-97",0.199475
"etort-71","etort-97",0.200149
"etort-72","etort-97",0.201309
"etort-73","etort-97",0.197193
"etort-74","etort-97",0.201875
"etort-75","etort-97",0.212985
"etort-76","etort-97",0.211266
"etort-77","etort-97",0.195226
"etort-78","etort-97",0.219811
"etort-79","etort-97",0.216418
"etort-80","etort-97",0.214082
"etort-81","etort-97",0.208977
"etort-82","etort-97",0.213751
"etort-83","etort-97",0.212156
"etort-84","etort-97",0.211679
"etort-85","etort-97",0.212541
"etort-86","etort-97",0.217483
"etort-87","etort-97",0.213666
"etort-88","etort-97",0.206427
"etort-89","etort-97",0.212306
"etort-90","etort-97",0.216391
"etort-91","etort-97",0.209825
"etort-92","etort-97",0.207978
"etort-93","etort-97",0.213251
"etort-94","etort-97",0.214075
"etort-95","etort-97",0.214281
"etort-96","etort-97",0.194087
"etort-97","etort-97",0.135095
"etort-1","etort-98",0.215632
"etort-2","etort-98",0.20336
"etort-3","etort-98",0.203588
"etort-4","etort-98",0.202594
"etort-5","etort-98",0.197669
"etort-6","etort-98",0.201811
"etort-7","etort-98",0.207369
"etort-8","etort-98",0.201848
"etort-9","etort-98",0.19313
"etort-10","etort-98",0.202696
"etort-11","etort-98",0.204159
"etort-12","etort-98",0.213498
"etort-13","etort-98",0.203839
"etort-14","etort-98",0.204106
"etort-15","etort-98",0.223801
"etort-16","etort-98",0.205351
"etort-17","etort-98",0.224971
"etort-18","etort-98",0.20092
"etort-19","etort-98",0.202696
"etort-20","etort-98",0.205962
"etort-21","etort-98",0.203363
"etort-22","etort-98",0.203697
"etort-23","etort-98",0.206216
"etort-24","etort-98",0.202341
"etort-25","etort-98",0.206985
"etort-26","etort-98",0.194768
"etort-27","etort-98",0.205447
"etort-28","etort-98",0.207007
"etort-30","etort-98",0.212736
"etort-31","etort-98",0.230318
"etort-32","etort-98",0.200217
"etort-33","etort-98",0.197637
"etort-34","etort-98",0.19509
"etort-35","etort-98",0.204208
"etort-36","etort-98",0.222253
"etort-37","etort-98",0.225744
"etort-38","etort-98",0.227776
"etort-39","etort-98",0.196641
"etort-40","etort-98",0.19637
"etort-41","etort-98",0.198166
"etort-42","etort-98",0.197037
"etort-43","etort-98",0.196272
"etort-44","etort-98",0.197532
"etort-45","etort-98",0.196071
"etort-46","etort-98",0.215064
"etort-47","etort-98",0.215135
"etort-48","etort-98",0.209916
"etort-49","etort-98",0.21337
"etort-50","etort-98",0.201973
"etort-51","etort-98",0.217332
"etort-52","etort-98",0.197813
"etort-53","etort-98",0.226689
"etort-54","etort-98",0.194494
"etort-55","etort-98",0.214878
"etort-56","etort-98",0.217688
"etort-57","etort-98",0.205155
"etort-58","etort-98",0.227479
"etort-59","etort-98",0.210795
"etort-60","etort-98",0.202119
"etort-61","etort-98",0.208708
"etort-62","etort-98",0.219157
"etort-63","etort-98",0.205599
"etort-64","etort-98",0.204882
"etort-65","etort-98",0.202079
"etort-66","etort-98",0.203648
"etort-67","etort-98",0.205473
"etort-68","etort-98",0.200759
"etort-69","etort-98",0.202328
"etort-70","etort-98",0.206292
"etort-71","etort-98",0.205215
"etort-72","etort-98",0.204794
"etort-73","etort-98",0.202808
"etort-74","etort-98",0.205346
"etort-75","etort-98",0.21736
"etort-76","etort-98",0.213563
"etort-77","etort-98",0.198643
"etort-78","etort-98",0.223889
"etort-79","etort-98",0.219875
"etort-80","etort-98",0.219921
"etort-81","etort-98",0.216194
"etort-82","etort-98",0.218272
"etort-83","etort-98",0.216981
"etort-84","etort-98",0.217157
"etort-85","etort-98",0.218044
"etort-86","etort-98",0.224781
"etort-87","etort-98",0.220327
"etort-88","etort-98",0.211157
"etort-89","etort-98",0.217753
"etort-90","etort-98",0.222116
"etort-91","etort-98",0.214226
"etort-92","etort-98",0.215335
"etort-93","etort-98",0.219466
"etort-94","etort-98",0.218653
"etort-95","etort-98",0.220894
"etort-96","etort-98",0.197858
"etort-97","etort-98",0.193339
"etort-98","etort-98",0.131102
"etort-1","etort-99",0.212819
"etort-2","etort-99",0.205543
"etort-3","etort-99",0.202497
"etort-4","etort-99",0.203068
"etort-5","etort-99",0.197837
"etort-6","etort-99",0.20452
"etort-7","etort-99",0.207462
"etort-8","etort-99",0.201468
"etort-9","etort-99",0.193457
"etort-10","etort-99",0.203018
"etort-11","etort-99",0.205531
"etort-12","etort-99",0.214106
"etort-13","etort-99",0.201402
"etort-14","etort-99",0.207543
"etort-15","etort-99",0.222996
"etort-16","etort-99",0.209053
"etort-17","etort-99",0.224643
"etort-18","etort-99",0.203567
"etort-19","etort-99",0.203595
"etort-20","etort-99",0.205138
"etort-21","etort-99",0.204382
"etort-22","etort-99",0.202647
"etort-23","etort-99",0.207633
"etort-24","etort-99",0.205789
"etort-25","etort-99",0.207422
"etort-26","etort-99",0.195848
"etort-27","etort-99",0.207471
"etort-28","etort-99",0.206521
"etort-30","etort-99",0.212842
"etort-31","etort-99",0.228608
"etort-32","etort-99",0.201769
"etort-33","etort-99",0.196053
"etort-34","etort-99",0.196291
"etort-35","etort-99",0.205549
"etort-36","etort-99",0.220819
"etort-37","etort-99",0.223516
"etort-38","etort-99",0.225106
"etort-39","etort-99",0.19623
"etort-40","etort-99",0.198029
"etort-41","etort-99",0.198565
"etort-42","etort-99",0.196455
"etort-43","etort-99",0.198991
"etort-44","etort-99",0.198166
"etort-45","etort-99",0.197619
"etort-46","etort-99",0.213128
"etort-47","etort-99",0.21433
"etort-48","etort-99",0.210032
"etort-49","etort-99",0.213541
"etort-50","etort-99",0.202589
"etort-51","etort-99",0.215844
"etort-52","etort-99",0.200382
"etort-53","etort-99",0.225114
"etort-54","etort-99",0.195768
"etort-55","etort-99",0.214835
"etort-56","etort-99",0.217009
"etort-57","etort-99",0.205914
"etort-58","etort-99",0.225936
"etort-59","etort-99",0.210017
"etort-60","etort-99",0.202656
"etort-61","etort-99",0.208718
"etort-62","etort-99",0.21777
"etort-63","etort-99",0.205972
"etort-64","etort-99",0.204391
"etort-65","etort-99",0.204023
"etort-66","etort-99",0.202121
"etort-67","etort-99",0.205361
"etort-68","etort-99",0.199445
"etort-69","etort-99",0.202426
"etort-70","etort-99",0.207425
"etort-71","etort-99",0.20473
"etort-72","etort-99",0.204656
"etort-73","etort-99",0.20169
"etort-74","etort-99",0.206057
"etort-75","etort-99",0.216692
"etort-76","etort-99",0.213685
"etort-77","etort-99",0.198919
"etort-78","etort-99",0.222397
"etort-79","etort-99",0.220233
"etort-80","etort-99",0.218288
"etort-81","etort-99",0.215756
"etort-82","etort-99",0.218142
"etort-83","etort-99",0.216802
"etort-84","etort-99",0.216457
"etort-85","etort-99",0.216183
"etort-86","etort-99",0.223079
"etort-87","etort-99",0.21868
"etort-88","etort-99",0.211686
"etort-89","etort-99",0.216744
"etort-90","etort-99",0.222417
"etort-91","etort-99",0.212518
"etort-92","etort-99",0.213328
"etort-93","etort-99",0.21901
"etort-94","etort-99",0.218055
"etort-95","etort-99",0.219103
"etort-96","etort-99",0.197929
"etort-97","etort-99",0.194008
"etort-98","etort-99",0.197665
"etort-99","etort-99",0.129927
"etort-1","etort-100",0.214442
"etort-2","etort-100",0.20424
"etort-3","etort-100",0.202897
"etort-4","etort-100",0.202355
"etort-5","etort-100",0.199442
"etort-6","etort-100",0.204762
"etort-7","etort-100",0.208272
"etort-8","etort-100",0.203116
"etort-9","etort-100",0.19583
"etort-10","etort-100",0.201966
"etort-11","etort-100",0.204397
"etort-12","etort-100",0.215195
"etort-13","etort-100",0.201954
"etort-14","etort-100",0.205119
"etort-15","etort-100",0.224164
"etort-16","etort-100",0.207676
"etort-17","etort-100",0.22569
"etort-18","etort-100",0.201172
"etort-19","etort-100",0.202462
"etort-20","etort-100",0.205028
"etort-21","etort-100",0.203971
"etort-22","etort-100",0.20351
"etort-23","etort-100",0.20631
"etort-24","etort-100",0.203168
"etort-25","etort-100",0.208208
"etort-26","etort-100",0.193633
"etort-27","etort-100",0.206095
"etort-28","etort-100",0.206573
"etort-30","etort-100",0.213132
"etort-31","etort-100",0.23072
"etort-32","etort-100",0.2018
"etort-33","etort-100",0.197076
"etort-34","etort-100",0.193717
"etort-35","etort-100",0.206332
"etort-36","etort-100",0.223381
"etort-37","etort-100",0.22623
"etort-38","etort-100",0.22835
"etort-39","etort-100",0.196008
"etort-40","etort-100",0.195332
"etort-41","etort-100",0.202268
"etort-42","etort-100",0.200292
"etort-43","etort-100",0.199691
"etort-44","etort-100",0.198571
"etort-45","etort-100",0.197246
"etort-46","etort-100",0.214394
"etort-47","etort-100",0.216964
"etort-48","etort-100",0.211301
"etort-49","etort-100",0.216042
"etort-50","etort-100",0.202857
"etort-51","etort-100",0.217872
"etort-52","etort-100",0.200338
"etort-53","etort-100",0.227199
"etort-54","etort-100",0.197341
"etort-55","etort-100",0.216161
"etort-56","etort-100",0.21821
"etort-57","etort-100",0.204495
"etort-58","etort-100",0.227403
"etort-59","etort-100",0.212349
"etort-60","etort-100",0.202103
"etort-61","etort-100",0.20718
"etort-62","etort-100",0.220525
"etort-63","etort-100",0.206151
"etort-64","etort-100",0.205008
"etort-65","etort-100",0.203789
"etort-66","etort-100",0.20385
"etort-67","etort-100",0.205174
"etort-68","etort-100",0.201215
"etort-69","etort-100",0.203195
"etort-70","etort-100",0.206405
"etort-71","etort-100",0.202991
"etort-72","etort-100",0.204161
"etort-73","etort-100",0.202526
"etort-74","etort-100",0.206248
"etort-75","etort-100",0.217136
"etort-76","etort-100",0.214843
"etort-77","etort-100",0.201424
"etort-78","etort-100",0.224442
"etort-79","etort-100",0.222317
"etort-80","etort-100",0.221781
"etort-81","etort-100",0.217249
"etort-82","etort-100",0.219969
"etort-83","etort-100",0.219322
"etort-84","etort-100",0.21839
"etort-85","etort-100",0.217971
"etort-86","etort-100",0.225142
"etort-87","etort-100",0.21956
"etort-88","etort-100",0.212211
"etort-89","etort-100",0.219429
"etort-90","etort-100",0.223727
"etort-91","etort-100",0.215782
"etort-92","etort-100",0.215086
"etort-93","etort-100",0.220487
"etort-94","etort-100",0.219365
"etort-95","etort-100",0.22157
"etort-96","etort-100",0.199461
"etort-97","etort-100",0.192918
"etort-98","etort-100",0.195406
"etort-99","etort-100",0.196913
"etort-100","etort-100",0.130541
"etort-1","etort-102",0.204399
"etort-2","etort-102",0.196583
"etort-3","etort-102",0.195134
"etort-4","etort-102",0.194873
"etort-5","etort-102",0.190539
"etort-6","etort-102",0.194803
"etort-7","etort-102",0.19824
"etort-8","etort-102",0.192837
"etort-9","etort-102",0.184914
"etort-10","etort-102",0.195485
"etort-11","etort-102",0.19447
"etort-12","etort-102",0.204121
"etort-13","etort-102",0.190891
"etort-14","etort-102",0.196359
"etort-15","etort-102",0.213785
"etort-16","etort-102",0.197947
"etort-17","etort-102",0.212587
"etort-18","etort-102",0.194513
"etort-19","etort-102",0.19488
"etort-20","etort-102",0.195037
"etort-21","etort-102",0.193562
"etort-22","etort-102",0.196599
"etort-23","etort-102",0.19819
"etort-24","etort-102",0.193548
"etort-25","etort-102",0.197915
"etort-26","etort-102",0.187379
"etort-27","etort-102",0.196941
"etort-28","etort-102",0.197719
"etort-30","etort-102",0.20061
"etort-31","etort-102",0.217647
"etort-32","etort-102",0.192753
"etort-33","etort-102",0.186843
"etort-34","etort-102",0.187602
"etort-35","etort-102",0.198344
"etort-36","etort-102",0.210336
"etort-37","etort-102",0.213025
"etort-38","etort-102",0.215161
"etort-39","etort-102",0.188695
"etort-40","etort-102",0.189165
"etort-41","etort-102",0.192818
"etort-42","etort-102",0.188621
"etort-43","etort-102",0.191845
"etort-44","etort-102",0.189692
"etort-45","etort-102",0.189997
"etort-46","etort-102",0.203612
"etort-47","etort-102",0.204955
"etort-48","etort-102",0.199616
"etort-49","etort-102",0.20523
"etort-50","etort-102",0.191306
"etort-51","etort-102",0.207279
"etort-52","etort-102",0.191433
"etort-53","etort-102",0.213995
"etort-54","etort-102",0.188416
"etort-55","etort-102",0.203804
"etort-56","etort-102",0.206387
"etort-57","etort-102",0.193788
"etort-58","etort-102",0.21301
"etort-59","etort-102",0.199559
"etort-60","etort-102",0.192734
"etort-61","etort-102",0.199299
"etort-62","etort-102",0.207425
"etort-63","etort-102",0.195106
"etort-64","etort-102",0.195216
"etort-65","etort-102",0.19556
"etort-66","etort-102",0.194754
"etort-67","etort-102",0.197439
"etort-68","etort-102",0.190373
"etort-69","etort-102",0.194132
"etort-70","etort-102",0.195894
"etort-71","etort-102",0.195591
"etort-72","etort-102",0.192999
"etort-73","etort-102",0.192507
"etort-74","etort-102",0.196567
"etort-75","etort-102",0.209059
"etort-76","etort-102",0.203566
"etort-77","etort-102",0.192511
"etort-78","etort-102",0.2107
"etort-79","etort-102",0.207876
"etort-80","etort-102",0.209187
"etort-81","etort-102",0.204994
"etort-82","etort-102",0.207561
"etort-83","etort-102",0.206991
"etort-84","etort-102",0.206537
"etort-85","etort-102",0.205735
"etort-86","etort-102",0.212878
"etort-87","etort-102",0.209351
"etort-88","etort-102",0.201573
"etort-89","etort-102",0.207661
"etort-90","etort-102",0.211897
"etort-91","etort-102",0.205086
"etort-92","etort-102",0.203007
"etort-93","etort-102",0.207151
"etort-94","etort-102",0.206786
"etort-95","etort-102",0.207667
"etort-96","etort-102",0.19084
"etort-97","etort-102",0.184145
"etort-98","etort-102",0.189588
"etort-99","etort-102",0.18886
"etort-100","etort-102",0.189912
"etort-102","etort-102",0.130776
"etort-1","etort-103",0.203655
"etort-2","etort-103",0.19408
"etort-3","etort-103",0.194018
"etort-4","etort-103",0.193436
"etort-5","etort-103",0.190414
"etort-6","etort-103",0.194441
"etort-7","etort-103",0.19805
"etort-8","etort-103",0.192627
"etort-9","etort-103",0.188064
"etort-10","etort-103",0.196033
"etort-11","etort-103",0.196144
"etort-12","etort-103",0.201301
"etort-13","etort-103",0.194096
"etort-14","etort-103",0.196122
"etort-15","etort-103",0.210302
"etort-16","etort-103",0.196847
"etort-17","etort-103",0.212275
"etort-18","etort-103",0.194016
"etort-19","etort-103",0.19346
"etort-20","etort-103",0.195265
"etort-21","etort-103",0.194835
"etort-22","etort-103",0.193784
"etort-23","etort-103",0.195353
"etort-24","etort-103",0.194831
"etort-25","etort-103",0.1992
"etort-26","etort-103",0.186305
"etort-27","etort-103",0.19799
"etort-28","etort-103",0.199081
"etort-30","etort-103",0.201998
"etort-31","etort-103",0.217429
"etort-32","etort-103",0.191775
"etort-33","etort-103",0.187536
"etort-34","etort-103",0.191686
"etort-35","etort-103",0.196694
"etort-36","etort-103",0.208941
"etort-37","etort-103",0.210744
"etort-38","etort-103",0.213572
"etort-39","etort-103",0.190105
"etort-40","etort-103",0.190487
"etort-41","etort-103",0.192761
"etort-42","etort-103",0.188129
"etort-43","etort-103",0.188425
"etort-44","etort-103",0.190089
"etort-45","etort-103",0.188594
"etort-46","etort-103",0.201173
"etort-47","etort-103",0.204497
"etort-48","etort-103",0.198788
"etort-49","etort-103",0.203169
"etort-50","etort-103",0.192511
"etort-51","etort-103",0.207163
"etort-52","etort-103",0.190896
"etort-53","etort-103",0.212488
"etort-54","etort-103",0.187299
"etort-55","etort-103",0.204444
"etort-56","etort-103",0.206079
"etort-57","etort-103",0.195299
"etort-58","etort-103",0.212422
"etort-59","etort-103",0.199877
"etort-60","etort-103",0.192593
"etort-61","etort-103",0.199386
"etort-62","etort-103",0.208721
"etort-63","etort-103",0.196611
"etort-64","etort-103",0.19577
"etort-65","etort-103",0.195389
"etort-66","etort-103",0.191453
"etort-67","etort-103",0.195034
"etort-68","etort-103",0.189982
"etort-69","etort-103",0.19419
"etort-70","etort-103",0.195819
"etort-71","etort-103",0.196125
"etort-72","etort-103",0.193833
"etort-73","etort-103",0.191728
"etort-74","etort-103",0.195814
"etort-75","etort-103",0.205597
"etort-76","etort-103",0.205053
"etort-77","etort-103",0.188962
"etort-78","etort-103",0.211638
"etort-79","etort-103",0.208409
"etort-80","etort-103",0.20734
"etort-81","etort-103",0.204298
"etort-82","etort-103",0.206421
"etort-83","etort-103",0.205246
"etort-84","etort-103",0.205841
"etort-85","etort-103",0.205334
"etort-86","etort-103",0.211421
"etort-87","etort-103",0.206814
"etort-88","etort-103",0.201228
"etort-89","etort-103",0.207261
"etort-90","etort-103",0.210665
"etort-91","etort-103",0.205832
"etort-92","etort-103",0.202331
"etort-93","etort-103",0.207478
"etort-94","etort-103",0.205639
"etort-95","etort-103",0.208524
"etort-96","etort-103",0.189173
"etort-97","etort-103",0.187085
"etort-98","etort-103",0.190944
"etort-99","etort-103",0.190139
"etort-100","etort-103",0.190586
"etort-102","etort-103",0.181047
"etort-103","etort-103",0.129815
"etort-1","etort-104",0.208072
"etort-2","etort-104",0.198627
"etort-3","etort-104",0.19796
"etort-4","etort-104",0.199801
"etort-5","etort-104",0.197809
"etort-6","etort-104",0.197664
"etort-7","etort-104",0.203271
"etort-8","etort-104",0.197459
"etort-9","etort-104",0.191471
"etort-10","etort-104",0.198197
"etort-11","etort-104",0.199967
"etort-12","etort-104",0.20681
"etort-13","etort-104",0.198652
"etort-14","etort-104",0.201105
"etort-15","etort-104",0.215882
"etort-16","etort-104",0.201842
"etort-17","etort-104",0.216298
"etort-18","etort-104",0.197487
"etort-19","etort-104",0.20096
"etort-20","etort-104",0.200842
"etort-21","etort-104",0.200698
"etort-22","etort-104",0.196573
"etort-23","etort-104",0.201601
"etort-24","etort-104",0.200273
"etort-25","etort-104",0.204231
"etort-26","etort-104",0.192099
"etort-27","etort-104",0.202803
"etort-28","etort-104",0.203703
"etort-30","etort-104",0.205523
"etort-31","etort-104",0.221784
"etort-32","etort-104",0.19715
"etort-33","etort-104",0.193157
"etort-34","etort-104",0.194324
"etort-35","etort-104",0.200446
"etort-36","etort-104",0.215654
"etort-37","etort-104",0.218513
"etort-38","etort-104",0.218917
"etort-39","etort-104",0.194561
"etort-40","etort-104",0.193894
"etort-41","etort-104",0.197077
"etort-42","etort-104",0.193893
"etort-43","etort-104",0.193289
"etort-44","etort-104",0.19344
"etort-45","etort-104",0.195498
"etort-46","etort-104",0.204975
"etort-47","etort-104",0.20845
"etort-48","etort-104",0.20247
"etort-49","etort-104",0.208481
"etort-50","etort-104",0.19502
"etort-51","etort-104",0.210854
"etort-52","etort-104",0.193756
"etort-53","etort-104",0.2182
"etort-54","etort-104",0.189576
"etort-55","etort-104",0.208861
"etort-56","etort-104",0.210599
"etort-57","etort-104",0.19854
"etort-58","etort-104",0.21836
"etort-59","etort-104",0.204787
"etort-60","etort-104",0.197884
"etort-61","etort-104",0.203627
"etort-62","etort-104",0.213271
"etort-63","etort-104",0.200936
"etort-64","etort-104",0.200905
"etort-65","etort-104",0.199542
"etort-66","etort-104",0.200301
"etort-67","etort-104",0.201779
"etort-68","etort-104",0.196264
"etort-69","etort-104",0.198802
"etort-70","etort-104",0.202555
"etort-71","etort-104",0.199665
"etort-72","etort-104",0.199528
"etort-73","etort-104",0.200093
"etort-74","etort-104",0.204526
"etort-75","etort-104",0.210079
"etort-76","etort-104",0.20855
"etort-77","etort-104",0.194147
"etort-78","etort-104",0.215957
"etort-79","etort-104",0.214264
"etort-80","etort-104",0.214566
"etort-81","etort-104",0.208748
"etort-82","etort-104",0.212818
"etort-83","etort-104",0.212797
"etort-84","etort-104",0.209786
"etort-85","etort-104",0.212015
"etort-86","etort-104",0.216738
"etort-87","etort-104",0.21262
"etort-88","etort-104",0.206829
"etort-89","etort-104",0.211593
"etort-90","etort-104",0.215137
"etort-91","etort-104",0.209182
"etort-92","etort-104",0.207946
"etort-93","etort-104",0.213541
"etort-94","etort-104",0.21204
"etort-95","etort-104",0.212847
"etort-96","etort-104",0.193098
"etort-97","etort-104",0.189499
"etort-98","etort-104",0.193518
"etort-99","etort-104",0.19412
"etort-100","etort-104",0.193178
"etort-102","etort-104",0.187679
"etort-103","etort-104",0.186625
"etort-104","etort-104",0.127958
"etort-1","etort-105",0.207423
"etort-2","etort-105",0.196825
"etort-3","etort-105",0.195731
"etort-4","etort-105",0.194659
"etort-5","etort-105",0.192549
"etort-6","etort-105",0.196433
"etort-7","etort-105",0.200829
"etort-8","etort-105",0.193768
"etort-9","etort-105",0.185442
"etort-10","etort-105",0.195564
"etort-11","etort-105",0.196287
"etort-12","etort-105",0.205562
"etort-13","etort-105",0.193617
"etort-14","etort-105",0.197552
"etort-15","etort-105",0.215029
"etort-16","etort-105",0.200355
"etort-17","etort-105",0.217039
"etort-18","etort-105",0.197596
"etort-19","etort-105",0.194755
"etort-20","etort-105",0.196735
"etort-21","etort-105",0.193446
"etort-22","etort-105",0.194322
"etort-23","etort-105",0.199642
"etort-24","etort-105",0.196681
"etort-25","etort-105",0.201407
"etort-26","etort-105",0.190184
"etort-27","etort-105",0.197468
"etort-28","etort-105",0.199168
"etort-30","etort-105",0.204015
"etort-31","etort-105",0.221258
"etort-32","etort-105",0.196635
"etort-33","etort-105",0.191495
"etort-34","etort-105",0.187722
"etort-35","etort-105",0.198548
"etort-36","etort-105",0.213211
"etort-37","etort-105",0.216493
"etort-38","etort-105",0.218398
"etort-39","etort-105",0.18949
"etort-40","etort-105",0.191228
"etort-41","etort-105",0.194002
"etort-42","etort-105",0.190056
"etort-43","etort-105",0.190239
"etort-44","etort-105",0.190118
"etort-45","etort-105",0.190527
"etort-46","etort-105",0.205241
"etort-47","etort-105",0.207816
"etort-48","etort-105",0.202494
"etort-49","etort-105",0.207479
"etort-50","etort-105",0.193517
"etort-51","etort-105",0.209914
"etort-52","etort-105",0.192681
"etort-53","etort-105",0.217716
"etort-54","etort-105",0.190627
"etort-55","etort-105",0.207422
"etort-56","etort-105",0.208435
"etort-57","etort-105",0.196932
"etort-58","etort-105",0.217991
"etort-59","etort-105",0.202691
"etort-60","etort-105",0.19502
"etort-61","etort-105",0.201021
"etort-62","etort-105",0.210966
"etort-63","etort-105",0.197344
"etort-64","etort-105",0.19599
"etort-65","etort-105",0.193883
"etort-66","etort-105",0.19593
"etort-67","etort-105",0.198116
"etort-68","etort-105",0.192595
"etort-69","etort-105",0.19534
"etort-70","etort-105",0.195841
"etort-71","etort-105",0.196591
"etort-72","etort-105",0.195152
"etort-73","etort-105",0.194656
"etort-74","etort-105",0.198056
"etort-75","etort-105",0.209007
"etort-76","etort-105",0.205671
"etort-77","etort-105",0.191618
"etort-78","etort-105",0.214386
"etort-79","etort-105",0.212445
"etort-80","etort-105",0.212183
"etort-81","etort-105",0.206679
"etort-82","etort-105",0.209133
"etort-83","etort-105",0.207962
"etort-84","etort-105",0.209133
"etort-85","etort-105",0.208212
"etort-86","etort-105",0.216322
"etort-87","etort-105",0.21115
"etort-88","etort-105",0.203901
"etort-89","etort-105",0.210689
"etort-90","etort-105",0.213482
"etort-91","etort-105",0.204608
"etort-92","etort-105",0.205536
"etort-93","etort-105",0.21034
"etort-94","etort-105",0.209823
"etort-95","etort-105",0.21211
"etort-96","etort-105",0.191533
"etort-97","etort-105",0.186593
"etort-98","etort-105",0.188529
"etort-99","etort-105",0.192109
"etort-100","etort-105",0.191399
"etort-102","etort-105",0.181294
"etort-103","etort-105",0.182771
"etort-104","etort-105",0.187676
"etort-105","etort-105",0.126674
"etort-1","etort-106",0.207211
"etort-2","etort-106",0.187205
"etort-3","etort-106",0.195846
"etort-4","etort-106",0.194752
"etort-5","etort-106",0.199546
"etort-6","etort-106",0.205134
"etort-7","etort-106",0.208117
"etort-8","etort-106",0.203512
"etort-9","etort-106",0.196778
"etort-10","etort-106",0.196212
"etort-11","etort-106",0.200249
"etort-12","etort-106",0.2091
"etort-13","etort-106",0.193665
"etort-14","etort-106",0.190487
"etort-15","etort-106",0.217324
"etort-16","etort-106",0.205976
"etort-17","etort-106",0.216338
"etort-18","etort-106",0.197167
"etort-19","etort-106",0.194163
"etort-20","etort-106",0.194115
"etort-21","etort-106",0.197788
"etort-22","etort-106",0.195995
"etort-23","etort-106",0.202284
"etort-24","etort-106",0.198109
"etort-25","etort-106",0.203047
"etort-26","etort-106",0.197409
"etort-27","etort-106",0.202377
"etort-28","etort-106",0.203754
"etort-30","etort-106",0.211106
"etort-31","etort-106",0.222948
"etort-32","etort-106",0.203249
"etort-33","etort-106",0.20016
"etort-34","etort-106",0.199298
"etort-35","etort-106",0.205665
"etort-36","etort-106",0.215743
"etort-37","etort-106",0.218255
"etort-38","etort-106",0.220328
"etort-39","etort-106",0.199216
"etort-40","etort-106",0.200869
"etort-41","etort-106",0.204205
"etort-42","etort-106",0.199821
"etort-43","etort-106",0.200811
"etort-44","etort-106",0.20081
"etort-45","etort-106",0.199581
"etort-46","etort-106",0.20972
"etort-47","etort-106",0.210652
"etort-48","etort-106",0.205008
"etort-49","etort-106",0.20878
"etort-50","etort-106",0.198022
"etort-51","etort-106",0.21287
"etort-52","etort-106",0.201832
"etort-53","etort-106",0.218661
"etort-54","etort-106",0.198474
"etort-55","etort-106",0.210137
"etort-56","etort-106",0.208826
"etort-57","etort-106",0.189808
"etort-58","etort-106",0.219832
"etort-59","etort-106",0.207281
"etort-60","etort-106",0.195602
"etort-61","etort-106",0.195286
"etort-62","etort-106",0.214525
"etort-63","etort-106",0.196609
"etort-64","etort-106",0.19771
"etort-65","etort-106",0.194533
"etort-66","etort-106",0.195922
"etort-67","etort-106",0.195812
"etort-68","etort-106",0.192797
"etort-69","etort-106",0.196329
"etort-70","etort-106",0.200129
"etort-71","etort-106",0.187704
"etort-72","etort-106",0.187691
"etort-73","etort-106",0.193438
"etort-74","etort-106",0.199283
"etort-75","etort-106",0.212564
"etort-76","etort-106",0.209471
"etort-77","etort-106",0.198761
"etort-78","etort-106",0.216143
"etort-79","etort-106",0.213809
"etort-80","etort-106",0.214066
"etort-81","etort-106",0.211212
"etort-82","etort-106",0.214311
"etort-83","etort-106",0.214153
"etort-84","etort-106",0.213071
"etort-85","etort-106",0.213019
"etort-86","etort-106",0.215891
"etort-87","etort-106",0.211311
"etort-88","etort-106",0.207542
"etort-89","etort-106",0.214703
"etort-90","etort-106",0.217084
"etort-91","etort-106",0.211198
"etort-92","etort-106",0.210427
"etort-93","etort-106",0.213265
"etort-94","etort-106",0.211868
"etort-95","etort-106",0.214856
"etort-96","etort-106",0.199338
"etort-97","etort-106",0.193869
"etort-98","etort-106",0.2009
"etort-99","etort-106",0.200695
"etort-100","etort-106",0.200047
"etort-102","etort-106",0.19288
"etort-103","etort-106",0.189999
"etort-104","etort-106",0.196875
"etort-105","etort-106",0.192046
"etort-106","etort-106",0.127639
"etort-1","etort-107",0.201704
"etort-2","etort-107",0.181791
"etort-3","etort-107",0.189826
"etort-4","etort-107",0.190698
"etort-5","etort-107",0.193369
"etort-6","etort-107",0.198359
"etort-7","etort-107",0.201469
"etort-8","etort-107",0.197571
"etort-9","etort-107",0.191273
"etort-10","etort-107",0.190675
"etort-11","etort-107",0.195329
"etort-12","etort-107",0.204015
"etort-13","etort-107",0.18631
"etort-14","etort-107",0.189281
"etort-15","etort-107",0.209574
"etort-16","etort-107",0.197402
"etort-17","etort-107",0.210307
"etort-18","etort-107",0.192064
"etort-19","etort-107",0.188372
"etort-20","etort-107",0.186988
"etort-21","etort-107",0.192523
"etort-22","etort-107",0.190352
"etort-23","etort-107",0.19602
"etort-24","etort-107",0.193409
