"etort1","etort2","divergence"
"etort-8","etort-43",0.201106
"etort-9","etort-43",0.194332
"etort-10","etort-43",0.202993
"etort-11","etort-43",0.205948
"etort-12","etort-43",0.211678
"etort-13","etort-43",0.202647
"etort-14","etort-43",0.203934
"etort-15","etort-43",0.219168
"etort-16","etort-43",0.204232
"etort-17","etort-43",0.219487
"etort-18","etort-43",0.204355
"etort-19","etort-43",0.204061
"etort-20","etort-43",0.206119
"etort-21","etort-43",0.202474
"etort-22","etort-43",0.202384
"etort-23","etort-43",0.206776
"etort-24","etort-43",0.203945
"etort-25","etort-43",0.209245
"etort-26","etort-43",0.195202
"etort-27","etort-43",0.205689
"etort-28","etort-43",0.206366
"etort-30","etort-43",0.209886
"etort-31","etort-43",0.224991
"etort-32","etort-43",0.199842
"etort-33","etort-43",0.196647
"etort-34","etort-43",0.195742
"etort-35","etort-43",0.203409
"etort-36","etort-43",0.218394
"etort-37","etort-43",0.221348
"etort-38","etort-43",0.222335
"etort-39","etort-43",0.196374
"etort-40","etort-43",0.196331
"etort-41","etort-43",0.20034
"etort-42","etort-43",0.197513
"etort-43","etort-43",0.130169
"etort-1","etort-44",0.2112
"etort-2","etort-44",0.203784
"etort-3","etort-44",0.202321
"etort-4","etort-44",0.203115
"etort-5","etort-44",0.198665
"etort-6","etort-44",0.202888
"etort-7","etort-44",0.204938
"etort-8","etort-44",0.199154
"etort-9","etort-44",0.19389
"etort-10","etort-44",0.201183
"etort-11","etort-44",0.204239
"etort-12","etort-44",0.209582
"etort-13","etort-44",0.201187
"etort-14","etort-44",0.204928
"etort-15","etort-44",0.218512
"etort-16","etort-44",0.205424
"etort-17","etort-44",0.220356
"etort-18","etort-44",0.202023
"etort-19","etort-44",0.202404
"etort-20","etort-44",0.20446
"etort-21","etort-44",0.20194
"etort-22","etort-44",0.200794
"etort-23","etort-44",0.20561
"etort-24","etort-44",0.201519
"etort-25","etort-44",0.20779
"etort-26","etort-44",0.195506
"etort-27","etort-44",0.203664
"etort-28","etort-44",0.205806
"etort-30","etort-44",0.208828
"etort-31","etort-44",0.225155
"etort-32","etort-44",0.202258
"etort-33","etort-44",0.193418
"etort-34","etort-44",0.196371
"etort-35","etort-44",0.204818
"etort-36","etort-44",0.218133
"etort-37","etort-44",0.220307
"etort-38","etort-44",0.222169
"etort-39","etort-44",0.197507
"etort-40","etort-44",0.196913
"etort-41","etort-44",0.201194
"etort-42","etort-44",0.196614
"etort-43","etort-44",0.1962
"etort-44","etort-44",0.130243
"etort-1","etort-45",0.209626
"etort-2","etort-45",0.203207
"etort-3","etort-45",0.201819
"etort-4","etort-45",0.200517
"etort-5","etort-45",0.196611
"etort-6","etort-45",0.200851
"etort-7","etort-45",0.204713
"etort-8","etort-45",0.199653
"etort-9","etort-45",0.193818
"etort-10","etort-45",0.201827
"etort-11","etort-45",0.202838
"etort-12","etort-45",0.210459
"etort-13","etort-45",0.20031
"etort-14","etort-45",0.20252
"etort-15","etort-45",0.219276
"etort-16","etort-45",0.203505
"etort-17","etort-45",0.220502
"etort-18","etort-45",0.202096
"etort-19","etort-45",0.201098
"etort-20","etort-45",0.202496
"etort-21","etort-45",0.198858
"etort-22","etort-45",0.20055
"etort-23","etort-45",0.203116
"etort-24","etort-45",0.202062
"etort-25","etort-45",0.205107
"etort-26","etort-45",0.193874
"etort-27","etort-45",0.20293
"etort-28","etort-45",0.202784
"etort-30","etort-45",0.207827
"etort-31","etort-45",0.225345
"etort-32","etort-45",0.199164
"etort-33","etort-45",0.193096
"etort-34","etort-45",0.1952
"etort-35","etort-45",0.204679
"etort-36","etort-45",0.21708
"etort-37","etort-45",0.220338
"etort-38","etort-45",0.223364
"etort-39","etort-45",0.194002
"etort-40","etort-45",0.193177
"etort-41","etort-45",0.198439
"etort-42","etort-45",0.195498
"etort-43","etort-45",0.194387
"etort-44","etort-45",0.195668
"etort-45","etort-45",0.130034
"etort-1","etort-46",0.202762
"etort-2","etort-46",0.212553
"etort-3","etort-46",0.212564
"etort-4","etort-46",0.213689
"etort-5","etort-46",0.211948
"etort-6","etort-46",0.211467
"etort-7","etort-46",0.203837
"etort-8","etort-46",0.204709
"etort-9","etort-46",0.210416
"etort-10","etort-46",0.210687
"etort-11","etort-46",0.2105
"etort-12","etort-46",0.198969
"etort-13","etort-46",0.210897
"etort-14","etort-46",0.213549
"etort-15","etort-46",0.193764
"etort-16","etort-46",0.217657
"etort-17","etort-46",0.194228
"etort-18","etort-46",0.212278
"etort-19","etort-46",0.214856
"etort-20","etort-46",0.215367
"etort-21","etort-46",0.209383
"etort-22","etort-46",0.208893
"etort-23","etort-46",0.20931
"etort-24","etort-46",0.208587
"etort-25","etort-46",0.213465
"etort-26","etort-46",0.211495
"etort-27","etort-46",0.2138
"etort-28","etort-46",0.213127
"etort-30","etort-46",0.20042
"etort-31","etort-46",0.196924
"etort-32","etort-46",0.206128
"etort-33","etort-46",0.210596
"etort-34","etort-46",0.211495
"etort-35","etort-46",0.204721
"etort-36","etort-46",0.195251
"etort-37","etort-46",0.193673
"etort-38","etort-46",0.196259
"etort-39","etort-46",0.212363
"etort-40","etort-46",0.212551
"etort-41","etort-46",0.215425
"etort-42","etort-46",0.207761
"etort-43","etort-46",0.210456
"etort-44","etort-46",0.211643
"etort-45","etort-46",0.209241
"etort-46","etort-46",0.133074
"etort-1","etort-47",0.201122
"etort-2","etort-47",0.214789
"etort-3","etort-47",0.215122
"etort-4","etort-47",0.215304
"etort-5","etort-47",0.211725
"etort-6","etort-47",0.212836
"etort-7","etort-47",0.204966
"etort-8","etort-47",0.205374
"etort-9","etort-47",0.212666
"etort-10","etort-47",0.210407
"etort-11","etort-47",0.211149
"etort-12","etort-47",0.199085
"etort-13","etort-47",0.213688
"etort-14","etort-47",0.21607
"etort-15","etort-47",0.19397
"etort-16","etort-47",0.217275
"etort-17","etort-47",0.19428
"etort-18","etort-47",0.212223
"etort-19","etort-47",0.215624
"etort-20","etort-47",0.216484
"etort-21","etort-47",0.213121
"etort-22","etort-47",0.210319
"etort-23","etort-47",0.212102
"etort-24","etort-47",0.20948
"etort-25","etort-47",0.214844
"etort-26","etort-47",0.212753
"etort-27","etort-47",0.214866
"etort-28","etort-47",0.215207
"etort-30","etort-47",0.202057
"etort-31","etort-47",0.197017
"etort-32","etort-47",0.206632
"etort-33","etort-47",0.21216
"etort-34","etort-47",0.213875
"etort-35","etort-47",0.206653
"etort-36","etort-47",0.193783
"etort-37","etort-47",0.193825
"etort-38","etort-47",0.194664
"etort-39","etort-47",0.213133
"etort-40","etort-47",0.213934
"etort-41","etort-47",0.216098
"etort-42","etort-47",0.209258
"etort-43","etort-47",0.212603
"etort-44","etort-47",0.211261
"etort-45","etort-47",0.21134
"etort-46","etort-47",0.190414
"etort-47","etort-47",0.135901
"etort-1","etort-48",0.198382
"etort-2","etort-48",0.207221
"etort-3","etort-48",0.20853
"etort-4","etort-48",0.209208
"etort-5","etort-48",0.207213
"etort-6","etort-48",0.208793
"etort-7","etort-48",0.200362
"etort-8","etort-48",0.202546
"etort-9","etort-48",0.206208
"etort-10","etort-48",0.204027
"etort-11","etort-48",0.206911
"etort-12","etort-48",0.19582
"etort-13","etort-48",0.206813
"etort-14","etort-48",0.208617
"etort-15","etort-48",0.190584
"etort-16","etort-48",0.21199
"etort-17","etort-48",0.191255
"etort-18","etort-48",0.206687
"etort-19","etort-48",0.211345
"etort-20","etort-48",0.211675
"etort-21","etort-48",0.206607
"etort-22","etort-48",0.204391
"etort-23","etort-48",0.205698
"etort-24","etort-48",0.203354
"etort-25","etort-48",0.208187
"etort-26","etort-48",0.207751
"etort-27","etort-48",0.209442
"etort-28","etort-48",0.208134
"etort-30","etort-48",0.195425
"etort-31","etort-48",0.192237
"etort-32","etort-48",0.2033
"etort-33","etort-48",0.207958
"etort-34","etort-48",0.208424
"etort-35","etort-48",0.203326
"etort-36","etort-48",0.191671
"etort-37","etort-48",0.191003
"etort-38","etort-48",0.193979
"etort-39","etort-48",0.208082
"etort-40","etort-48",0.20743
"etort-41","etort-48",0.210673
"etort-42","etort-48",0.204154
"etort-43","etort-48",0.206369
"etort-44","etort-48",0.206891
"etort-45","etort-48",0.206167
"etort-46","etort-48",0.184961
"etort-47","etort-48",0.184552
"etort-48","etort-48",0.13098
"etort-1","etort-49",0.203025
"etort-2","etort-49",0.212668
"etort-3","etort-49",0.21286
"etort-4","etort-49",0.213269
"etort-5","etort-49",0.210833
"etort-6","etort-49",0.213473
"etort-7","etort-49",0.207959
"etort-8","etort-49",0.206657
"etort-9","etort-49",0.210079
"etort-10","etort-49",0.207323
"etort-11","etort-49",0.209026
"etort-12","etort-49",0.200558
"etort-13","etort-49",0.212239
"etort-14","etort-49",0.213524
"etort-15","etort-49",0.200164
"etort-16","etort-49",0.215667
"etort-17","etort-49",0.197157
"etort-18","etort-49",0.210079
"etort-19","etort-49",0.214088
"etort-20","etort-49",0.214365
"etort-21","etort-49",0.207772
"etort-22","etort-49",0.209384
"etort-23","etort-49",0.207615
"etort-24","etort-49",0.20521
"etort-25","etort-49",0.211024
"etort-26","etort-49",0.210854
"etort-27","etort-49",0.21077
"etort-28","etort-49",0.211094
"etort-30","etort-49",0.203519
"etort-31","etort-49",0.20091
"etort-32","etort-49",0.208894
"etort-33","etort-49",0.212213
"etort-34","etort-49",0.212832
"etort-35","etort-49",0.20785
"etort-36","etort-49",0.197098
"etort-37","etort-49",0.196929
"etort-38","etort-49",0.19921
"etort-39","etort-49",0.21425
"etort-40","etort-49",0.213511
"etort-41","etort-49",0.214892
"etort-42","etort-49",0.207097
"etort-43","etort-49",0.211186
"etort-44","etort-49",0.21161
"etort-45","etort-49",0.209572
"etort-46","etort-49",0.196618
"etort-47","etort-49",0.195298
"etort-48","etort-49",0.191484
"etort-49","etort-49",0.131551
"etort-1","etort-50",0.197374
"etort-2","etort-50",0.200582
"etort-3","etort-50",0.200484
"etort-4","etort-50",0.201024
"etort-5","etort-50",0.201048
"etort-6","etort-50",0.20332
"etort-7","etort-50",0.198794
"etort-8","etort-50",0.197362
"etort-9","etort-50",0.196904
"etort-10","etort-50",0.198972
"etort-11","etort-50",0.2002
"etort-12","etort-50",0.196153
"etort-13","etort-50",0.200295
"etort-14","etort-50",0.202847
"etort-15","etort-50",0.198546
"etort-16","etort-50",0.205171
"etort-17","etort-50",0.199196
"etort-18","etort-50",0.198826
"etort-19","etort-50",0.201444
"etort-20","etort-50",0.202035
"etort-21","etort-50",0.197562
"etort-22","etort-50",0.194912
"etort-23","etort-50",0.200505
"etort-24","etort-50",0.19799
"etort-25","etort-50",0.202426
"etort-26","etort-50",0.200786
"etort-27","etort-50",0.201573
"etort-28","etort-50",0.201386
"etort-30","etort-50",0.19775
"etort-31","etort-50",0.20213
"etort-32","etort-50",0.198931
"etort-33","etort-50",0.199799
"etort-34","etort-50",0.200364
"etort-35","etort-50",0.199946
"etort-36","etort-50",0.197677
"etort-37","etort-50",0.198796
"etort-38","etort-50",0.202549
"etort-39","etort-50",0.202103
"etort-40","etort-50",0.199858
"etort-41","etort-50",0.204637
"etort-42","etort-50",0.199944
"etort-43","etort-50",0.200912
"etort-44","etort-50",0.200591
"etort-45","etort-50",0.198843
"etort-46","etort-50",0.192927
"etort-47","etort-50",0.19251
"etort-48","etort-50",0.188096
"etort-49","etort-50",0.192763
"etort-50","etort-50",0.131554
"etort-1","etort-51",0.208728
"etort-2","etort-51",0.217673
"etort-3","etort-51",0.215005
"etort-4","etort-51",0.214335
"etort-5","etort-51",0.213141
"etort-6","etort-51",0.214449
"etort-7","etort-51",0.211839
"etort-8","etort-51",0.210637
"etort-9","etort-51",0.213349
"etort-10","etort-51",0.21359
"etort-11","etort-51",0.213783
"etort-12","etort-51",0.206803
"etort-13","etort-51",0.215865
"etort-14","etort-51",0.218307
"etort-15","etort-51",0.206706
"etort-16","etort-51",0.216531
"etort-17","etort-51",0.206833
"etort-18","etort-51",0.214344
"etort-19","etort-51",0.217196
"etort-20","etort-51",0.217348
"etort-21","etort-51",0.214004
"etort-22","etort-51",0.213801
"etort-23","etort-51",0.213718
"etort-24","etort-51",0.210471
"etort-25","etort-51",0.214076
"etort-26","etort-51",0.213788
"etort-27","etort-51",0.217674
"etort-28","etort-51",0.215175
"etort-30","etort-51",0.210216
"etort-31","etort-51",0.209709
"etort-32","etort-51",0.214125
"etort-33","etort-51",0.213652
"etort-34","etort-51",0.215532
"etort-35","etort-51",0.212916
"etort-36","etort-51",0.207278
"etort-37","etort-51",0.205867
"etort-38","etort-51",0.209005
"etort-39","etort-51",0.214771
"etort-40","etort-51",0.215475
"etort-41","etort-51",0.21866
"etort-42","etort-51",0.212819
"etort-43","etort-51",0.214142
"etort-44","etort-51",0.212694
"etort-45","etort-51",0.212149
"etort-46","etort-51",0.203154
"etort-47","etort-51",0.202778
"etort-48","etort-51",0.197666
"etort-49","etort-51",0.200956
"etort-50","etort-51",0.196912
"etort-51","etort-51",0.132338
"etort-1","etort-52",0.212987
"etort-2","etort-52",0.205682
"etort-3","etort-52",0.202895
"etort-4","etort-52",0.204076
"etort-5","etort-52",0.199633
"etort-6","etort-52",0.20053
"etort-7","etort-52",0.207562
"etort-8","etort-52",0.200736
"etort-9","etort-52",0.19623
"etort-10","etort-52",0.201453
"etort-11","etort-52",0.204997
"etort-12","etort-52",0.211767
"etort-13","etort-52",0.20464
"etort-14","etort-52",0.207651
"etort-15","etort-52",0.221352
"etort-16","etort-52",0.205878
"etort-17","etort-52",0.223017
"etort-18","etort-52",0.204401
"etort-19","etort-52",0.203241
"etort-20","etort-52",0.204541
"etort-21","etort-52",0.203512
"etort-22","etort-52",0.201887
"etort-23","etort-52",0.205758
"etort-24","etort-52",0.203648
"etort-25","etort-52",0.205904
"etort-26","etort-52",0.195784
"etort-27","etort-52",0.206903
"etort-28","etort-52",0.204662
"etort-30","etort-52",0.209799
"etort-31","etort-52",0.227679
"etort-32","etort-52",0.202741
"etort-33","etort-52",0.198499
"etort-34","etort-52",0.198967
"etort-35","etort-52",0.20374
"etort-36","etort-52",0.218423
"etort-37","etort-52",0.222684
"etort-38","etort-52",0.225196
"etort-39","etort-52",0.198518
"etort-40","etort-52",0.198341
"etort-41","etort-52",0.201602
"etort-42","etort-52",0.197825
"etort-43","etort-52",0.19723
"etort-44","etort-52",0.197686
"etort-45","etort-52",0.195643
"etort-46","etort-52",0.210386
"etort-47","etort-52",0.212174
"etort-48","etort-52",0.207258
"etort-49","etort-52",0.213923
"etort-50","etort-52",0.201918
"etort-51","etort-52",0.214431
"etort-52","etort-52",0.129054
"etort-1","etort-53",0.205227
"etort-2","etort-53",0.223351
"etort-3","etort-53",0.224902
"etort-4","etort-53",0.224528
"etort-5","etort-53",0.222883
"etort-6","etort-53",0.223258
"etort-7","etort-53",0.207991
"etort-8","etort-53",0.212695
"etort-9","etort-53",0.222171
"etort-10","etort-53",0.22103
"etort-11","etort-53",0.220488
"etort-12","etort-53",0.200333
"etort-13","etort-53",0.223063
"etort-14","etort-53",0.224709
"etort-15","etort-53",0.181953
"etort-16","etort-53",0.227718
"etort-17","etort-53",0.180585
"etort-18","etort-53",0.2239
"etort-19","etort-53",0.225134
"etort-20","etort-53",0.225792
"etort-21","etort-53",0.221302
"etort-22","etort-53",0.221501
"etort-23","etort-53",0.220489
"etort-24","etort-53",0.219689
"etort-25","etort-53",0.223794
"etort-26","etort-53",0.222706
"etort-27","etort-53",0.224451
"etort-28","etort-53",0.224405
"etort-30","etort-53",0.201777
"etort-31","etort-53",0.182584
"etort-32","etort-53",0.215899
"etort-33","etort-53",0.223418
"etort-34","etort-53",0.22418
"etort-35","etort-53",0.210844
"etort-36","etort-53",0.190109
"etort-37","etort-53",0.183866
"etort-38","etort-53",0.183372
"etort-39","etort-53",0.224285
"etort-40","etort-53",0.225817
"etort-41","etort-53",0.226234
"etort-42","etort-53",0.216932
"etort-43","etort-53",0.22066
"etort-44","etort-53",0.222105
"etort-45","etort-53",0.221452
"etort-46","etort-53",0.195571
"etort-47","etort-53",0.193268
"etort-48","etort-53",0.191747
"etort-49","etort-53",0.198437
"etort-50","etort-53",0.199406
"etort-51","etort-53",0.20729
"etort-52","etort-53",0.223287
"etort-53","etort-53",0.118585
"etort-1","etort-54",0.208175
"etort-2","etort-54",0.201
"etort-3","etort-54",0.199611
"etort-4","etort-54",0.199604
"etort-5","etort-54",0.19397
"etort-6","etort-54",0.19846
"etort-7","etort-54",0.201586
"etort-8","etort-54",0.197455
"etort-9","etort-54",0.191353
"etort-10","etort-54",0.199149
"etort-11","etort-54",0.200838
"etort-12","etort-54",0.205848
"etort-13","etort-54",0.199347
"etort-14","etort-54",0.202257
"etort-15","etort-54",0.216453
"etort-16","etort-54",0.20313
"etort-17","etort-54",0.218081
"etort-18","etort-54",0.198765
"etort-19","etort-54",0.197016
"etort-20","etort-54",0.199303
"etort-21","etort-54",0.200625
"etort-22","etort-54",0.199282
"etort-23","etort-54",0.201984
"etort-24","etort-54",0.198751
"etort-25","etort-54",0.201709
"etort-26","etort-54",0.192464
"etort-27","etort-54",0.20155
"etort-28","etort-54",0.20373
"etort-30","etort-54",0.206837
"etort-31","etort-54",0.222599
"etort-32","etort-54",0.198157
"etort-33","etort-54",0.192951
"etort-34","etort-54",0.193305
"etort-35","etort-54",0.201688
"etort-36","etort-54",0.215358
"etort-37","etort-54",0.218222
"etort-38","etort-54",0.221527
"etort-39","etort-54",0.193989
"etort-40","etort-54",0.194729
"etort-41","etort-54",0.196226
"etort-42","etort-54",0.193489
"etort-43","etort-54",0.195045
"etort-44","etort-54",0.193544
"etort-45","etort-54",0.191455
"etort-46","etort-54",0.206786
"etort-47","etort-54",0.20965
"etort-48","etort-54",0.204434
"etort-49","etort-54",0.209087
"etort-50","etort-54",0.19732
"etort-51","etort-54",0.210569
"etort-52","etort-54",0.195241
"etort-53","etort-54",0.21847
"etort-54","etort-54",0.125673
"etort-1","etort-55",0.204541
"etort-2","etort-55",0.21555
"etort-3","etort-55",0.213696
"etort-4","etort-55",0.213711
"etort-5","etort-55",0.212668
"etort-6","etort-55",0.212343
"etort-7","etort-55",0.205409
"etort-8","etort-55",0.208482
"etort-9","etort-55",0.21196
"etort-10","etort-55",0.210851
"etort-11","etort-55",0.212171
"etort-12","etort-55",0.199451
"etort-13","etort-55",0.213906
"etort-14","etort-55",0.216315
"etort-15","etort-55",0.195736
"etort-16","etort-55",0.21682
"etort-17","etort-55",0.195872
"etort-18","etort-55",0.212295
"etort-19","etort-55",0.216445
"etort-20","etort-55",0.215055
"etort-21","etort-55",0.211738
"etort-22","etort-55",0.21059
"etort-23","etort-55",0.212945
"etort-24","etort-55",0.20811
"etort-25","etort-55",0.21419
"etort-26","etort-55",0.213473
"etort-27","etort-55",0.214768
"etort-28","etort-55",0.214638
"etort-30","etort-55",0.20187
"etort-31","etort-55",0.199213
"etort-32","etort-55",0.208264
"etort-33","etort-55",0.210988
"etort-34","etort-55",0.21406
"etort-35","etort-55",0.207134
"etort-36","etort-55",0.196831
"etort-37","etort-55",0.194535
"etort-38","etort-55",0.19728
"etort-39","etort-55",0.215934
"etort-40","etort-55",0.214695
"etort-41","etort-55",0.216453
"etort-42","etort-55",0.209458
"etort-43","etort-55",0.212521
