EM_Tort_ID,Sample_name (collector tort ID),Date_collected,Sex,UTM_Zone,Easting,Northing,MCL_MM,Initial_Weight,Location_ID,Tissue Box,Shearing cycles,Cleaned,Sheared DNA concentration (post cleanup if applicable),uL to get 450ng,Actual ng going into lib prep,beads to add,Adapter,Lib prepped?,Lib plate well,Final lib concentration (ng/uL),Yield,Final library concentration (nM),Sent to Berk?,Lane Number,Berkeley Sample #
etort-225,069CK2004-2,5/3/04,,11N,696575,3672662,,,,Chuckwalla DWMA,,1.0,20.9963,21.43235289,450,64.29705868,BFIDT-014,28-Aug-14,1-F9,7.868758916,57.70%,,10-Sep-14,HSEM024,HSEM024H
etort-226,FW2229,5/11/05,,11N,699471,3707156,,,,2005 box 1,,1.0,28.3960,15.84729382,450,47.54188147,BFIDT-015,28-Aug-14,1-G9,8.050245681,59.04%,,10-Sep-14,HSEM024,HSEM024I
etort-227,037CK2004-1,5/6/04,,11N,688625,3699527,,,,Chuckwalla DWMA,,1.0,22.4997,20.00030748,450,60.00092243,BFIDT-016,28-Aug-14,S-A1,6.32255508,46.37%,2.14,10-Sep-14,HSEM024,HSEM024J
etort-228,FW2412,5/9/05,,11N,655337,3768425,,,,2005 box 1,,1.0,18.6854,24.08300115,450,72.24900346,BFIDT-001,28-Aug-14,S-B1,8.452845142,61.99%,,10-Sep-14,HSEM025,HSEM025A
etort-229,FW2417,5/17/05,,11N,439908,3908803,,,,2005 box 2,,1.0,22.1817,20.28700526,450,60.86101579,BFIDT-004,28-Aug-14,S-C1,8.864954826,65.01%,,10-Sep-14,HSEM025,HSEM025B
etort-230,FW2252,6/4/05,,11N,681589,3815898,,,,2005 box 3,,1.0,23.0624,19.51226618,450,58.53679853,BFIDT-006,28-Aug-14,S-D1,8.577270566,62.90%,,10-Sep-14,HSEM025,HSEM025C
etort-231,2012082,6/14/12,,11N,711975,3923493,,,,2012box,,1.0,26.8421,16.76470873,450,50.29412618,BFIDT-009,28-Aug-14,S-E1,7.856078618,57.61%,4.75,10-Sep-14,HSEM025,HSEM025D
etort-232,FW0205,4/25/05,,11N,686586,3940970,,,,2005 box 1,,1.0,24.0968,18.67467335,450,56.02402005,BFIDT-010,28-Aug-14,S-F1,9.652718339,70.79%,,10-Sep-14,HSEM025,HSEM025E
etort-233,bh045,4/20/04,,11N,662936,3963420,,,,South I-15 Corridor,,1.0,22.5861,19.9237315,450,59.7711945,BFIDT-007,9-Sep-14,S-G1,7.0929849,52.02%,,10-Sep-14,HSEM025,HSEM025F
etort-234,FW0713,6/20/05,,11N,681729,3946968,,,,2005 box 3,,1.0,23.8826,18.84216047,450,56.52648141,BFIDT-012,28-Aug-14,1-H9,7.296560469,53.51%,,10-Sep-14,HSEM025,HSEM025G
etort-235,bh092,5/20/04,,11N,680535,4020850,,,,NELV Valley,,1.0,22.8635,19.6820085,450,59.0460255,BFIDT-014,28-Aug-14,1-A11,4.998256459,36.65%,2.33,10-Sep-14,HSEM025,HSEM025H
etort-236,bh137,6/29/04,,11N,649418,4017215,,,,NW Las Vegas Valley,,1.0,19.5887,22.97239889,450,68.91719667,BFIDT-015,28-Aug-14,1-B11,6.668885719,48.91%,,10-Sep-14,HSEM025,HSEM025I
etort-237,bh220,9/11/04,,11N,682054,4053242,,,,Coyote Springs,,1.0,17.4661,25.76425168,450,77.29275504,BFIDT-016,28-Aug-14,1-C11,8.521794262,62.49%,,10-Sep-14,HSEM025,HSEM025J
etort-238,001MM2004-1,4/19/04,,11N,727055,4072148,,,,mormon mesa,,1.0,17.8439,25.21870677,450,75.6561203,BFIDT-001,28-Aug-14,1-D11,5.451577112,39.98%,1.65,10-Sep-14,HSEM026,HSEM026A
etort-239,012CS2004-1,5/10/04,,11N,692216,4105232,,,,Coyote Springs,,1.0,12.1551,37.02156164,450,111.0646849,BFIDT-004,28-Aug-14,1-E11,7.132509114,52.31%,,10-Sep-14,HSEM026,HSEM026B
etort-240,bh224,9/15/04,,11N,679713,4099531,,,,Coyote Springs,,1.0,17.8319,25.23564045,450,75.70692136,BFIDT-006,28-Aug-14,1-F11,8.807893485,64.59%,,10-Sep-14,HSEM026,HSEM026C
etort-241,FW1000,4/20/05,,11N,685413,4081467,,,,2005 box 1,,1.0,14.3616,31.33364799,450,94.00094397,BFIDT-009,28-Aug-14,1-G11,6.755270249,49.54%,,10-Sep-14,HSEM026,HSEM026D
etort-242,FW0912,6/1/05,,11N,713665,4082852,,,,2005 box 3,,1.0,15.2248,29.55704585,450,88.67113754,BFIDT-010,28-Aug-14,1-H11,9.976065938,73.16%,6.05,10-Sep-14,HSEM026,HSEM026E
etort-243,FW0010,6/6/05,,11N,748590,4098530,,,,2005 box 3,,1.0,13.0555,34.46827388,450,103.4048216,BFIDT-007,5-Sep-14,1-A1,11.90123641,87.28%,16.07,10-Sep-14,HSEM026,HSEM026F
etort-244,FW1221,5/9/05,,11N,645553,3773440,,,,2005 box 1,,1.0,15.5058,29.02141434,450,87.06424303,BFIDT-012,5-Sep-14,1-B1,10.59756793,77.72%,,10-Sep-14,HSEM026,HSEM026G
etort-245,006OR2004-1,4/25/04,,11N,517838,3829417,,,,Ord-Rodman,,1.0,16.3731,27.48412622,450,82.45237866,BFIDT-014,5-Sep-14,1-C1,10.36387228,76.00%,,10-Sep-14,HSEM026,HSEM026H
etort-247,FW2245,5/26/05,,11N,696738,3845801,,,,2005 box 2,,1.0,17.9010,25.13819878,450,75.41459635,BFIDT-015,5-Sep-14,1-D1,9.683165761,71.01%,,10-Sep-14,HSEM026,HSEM026I
etort-248,FW1327,6/2/05,,11N,702602,3818067,,,,2005 box 3,,1.0,16.9758,26.50827212,450,79.52481636,BFIDT-016,5-Sep-14,1-E1,9.049334239,66.36%,,10-Sep-14,HSEM026,HSEM026J
etort-249,RT119,5/25/04,,11N,686898,3918931,,,,Piute Valley 1,,1.0,24.7665,18.16971916,450,54.50915747,BFIDT-001,5-Sep-14,1-F1,8.771480978,64.32%,6.15,10-Sep-14,HSEM027,HSEM027A
etort-250,FW0600,5/12/05,,11N,682062,3952901,,,,2005 box 2,,1.0,22.5693,19.93860366,450,59.81581098,BFIDT-004,5-Sep-14,1-G1,9.147160326,67.08%,,10-Sep-14,HSEM027,HSEM027B
etort-251,bh103,6/3/04,,11N,654477,3984406,,,,Bird Springs Valley,,1.0,18.6711,24.10141919,450,72.30425758,BFIDT-006,5-Sep-14,1-H1,10.83873641,79.48%,,10-Sep-14,HSEM027,HSEM027C
etort-252,20112,4/6/11,,11N,657689,3968268,,,,2011-box2,,1.0,22.3298,20.15247964,450,60.45743891,BFIDT-009,5-Sep-14,1-A3,11.22188859,82.29%,7.46,10-Sep-14,HSEM027,HSEM027D
etort-253,201119,4/15/11,,11N,713118,3825924,,,,2011-box2,,1.0,22.8038,19.73354989,450,59.20064966,BFIDT-010,5-Sep-14,1-B3,10.16618207,74.55%,8.95,10-Sep-14,HSEM027,HSEM027E
etort-254,201171,5/19/11,,11N,512816,3826569,,,,2011-box3,,1.0,23.4416,19.19665461,450,57.58996383,BFIDT-007,5-Sep-14,1-C3,8.408029891,61.66%,10.97,10-Sep-14,HSEM027,HSEM027F
etort-255,201185,5/31/11,,11N,545550,3886973,,,,2011-box2,,1.0,20.9040,21.52693218,450,64.58079654,BFIDT-012,5-Sep-14,1-D3,9.249741848,67.83%,,10-Sep-14,HSEM027,HSEM027G
etort-256,2012083,6/15/12,,11N,710596,3821051,,,,2012box,,1.0,22.8581,19.68663785,450,59.05991354,BFIDT-014,5-Sep-14,1-E3,8.271480978,60.66%,7.74,10-Sep-14,HSEM027,HSEM027H
etort-257,029FK2004-1,4/22/04,,11N,438728,3850869,,,,Fremont-Kramer,,1.0,17.5779,25.60038073,450,76.80114219,BFIDT-015,5-Sep-14,1-F3,10.38561141,76.16%,,10-Sep-14,HSEM027,HSEM027I
etort-258,006PI2004-1,4/27/04,,11N,684019,3957078,,,,Eldorado valley 2004 Hagerty,,1.0,16.0363,28.06129728,450,84.18389185,BFIDT-016,5-Sep-14,1-G3,10.66822011,78.23%,,10-Sep-14,HSEM027,HSEM027J
etort-259,012FE2004-2,4/28/04,,11N,650703,3861936,,,,Fennery Valley,,1.0,17.0502,26.39266304,450,79.17798913,BFIDT-001,5-Sep-14,1-H3,9.424334239,69.11%,,10-Sep-14,HSEM028,HSEM028A
etort-260,012FE2004-1,4/28/04,,11N,650703,3861936,,,,Fennery Valley,,1.0,19.7272,22.8111952,450,68.43358559,BFIDT-004,5-Sep-14,1-A5,10.2504212,75.17%,,10-Sep-14,HSEM028,HSEM028B
etort-261,045CM2004-2,4/30/04,,11N,721323,3796606,,,,Chemehuevi,,1.0,20.1204,22.36535373,450,67.09606118,BFIDT-006,5-Sep-14,1-B5,9.600964674,70.41%,,10-Sep-14,HSEM028,HSEM028C
etort-262,010CK2004-1,5/8/04,,11N,663849,3693150,,,,Chuckwalla DWMA,,1.0,19.8644,22.65355045,450,67.96065135,BFIDT-009,5-Sep-14,1-C5,8.636970109,63.34%,8.55,10-Sep-14,HSEM028,HSEM028D
etort-263,126CK2004-1,5/9/04,,11N,637835,3708632,,,,Chuckwalla DWMA,,1.0,20.4565,21.9979448,450,65.99383441,BFIDT-010,5-Sep-14,1-D5,8.172975543,59.94%,,10-Sep-14,HSEM028,HSEM028E
etort-264,041CK2004-1,5/10/04,,11N,646394,3706917,,,,Chuckwalla DWMA,,1.0,20.1597,22.32172624,450,66.96517872,BFIDT-007,5-Sep-14,1-E5,8.770122283,64.31%,7.48,10-Sep-14,HSEM028,HSEM028F
etort-265,065PI2004-1,6/7/04,,11N,688648,3911407,,,,Piute Valley 6,,1.0,19.9231,22.58688506,450,67.76065517,BFIDT-012,5-Sep-14,1-F5,5.445394022,39.93%,4.03,10-Sep-14,HSEM028,HSEM028G
etort-266,bh214,8/30/04,,11N,695742,3972621,,,,Eldorado valley 2004 Hagerty,,1.0,18.6454,24.13469134,450,72.40407403,BFIDT-014,5-Sep-14,1-G5,8.748383152,64.15%,,10-Sep-14,HSEM028,HSEM028H
etort-267,FW0703,4/15/05,,11N,701279,3893654,,,,2005 box 1,,1.0,19.6399,22.91251038,450,68.73753113,BFIDT-015,5-Sep-14,1-H5,8.094850543,59.36%,,10-Sep-14,HSEM028,HSEM028I
etort-268,FW1998,5/17/05,,11N,677638,3950885,,,,2005 box 2,,1.0,17.1596,26.22440561,450,78.67321683,BFIDT-016,5-Sep-14,1-A7,11.4039538,83.63%,,10-Sep-14,HSEM028,HSEM028J
etort-269,bh545,5/24/05,,11N,611035,3983346,,,,2005 box 2,,1.0,19.0043,23.67886408,450,71.03659225,BFIDT-001,5-Sep-14,1-B7,9.047296196,66.35%,,10-Sep-14,HSEM029,HSEM029A
etort-270,FW0722,6/10/05,,11N,691835,3906294,,,,2005 box 3,,1.0,13.4909,33.35576943,450,100.0673083,BFIDT-004,5-Sep-14,1-C7,9.321752717,68.36%,,10-Sep-14,HSEM029,HSEM029B
etort-271,FW0919,6/10/05,,11N,692822,3942652,,,,2005 box 3,,1.0,17.3662,25.91236969,450,77.73710907,BFIDT-006,5-Sep-14,1-D7,6.310883152,46.28%,7.61,10-Sep-14,HSEM029,HSEM029C
etort-272,FW0920,6/20/05,,11N,678181,3958550,,,,2005 box 3,,1.0,18.6189,24.16898358,450,72.50695074,BFIDT-009,5-Sep-14,1-E7,8.000421196,58.67%,,10-Sep-14,HSEM029,HSEM029D
etort-273,201122,4/20/11,,11N,715336,3827528,,,Chemehuevi,2011-box2,,1.0,24.0408,18.7182141,450,56.1546423,BFIDT-010,5-Sep-14,1-F7,7.138328804,52.35%,7.46,10-Sep-14,HSEM029,HSEM029E
etort-274,201139,5/2/11,,11N,621937,3881078,,,W Providence Kelso Wash,2011-box2,,1.0,21.0020,21.42652876,450,64.27958629,BFIDT-007,5-Sep-14,1-G7,8.897160326,65.25%,10.16,10-Sep-14,HSEM029,HSEM029F
etort-275,201163,5/12/11,,11N,650083,3708020,,,Chuckwalla Bench,2011-box2,,1.0,15.9341,28.24135981,450,84.72407944,BFIDT-012,5-Sep-14,1-H7,10.23955163,75.09%,,10-Sep-14,HSEM029,HSEM029G
etort-276,2011120,6/14/11,,11N,519257,3827098,,,Ord Rodman,2011-box3,,1.0,17.5378,25.65882813,450,76.9764844,BFIDT-014,5-Sep-14,1-A9,11.15259511,81.79%,9.29,10-Sep-14,HSEM029,HSEM029H
etort-277,2011124,6/16/11,,11N,512796,3851148,,,Ord Rodman,2011-box3,,1.0,16.0385,28.05754434,450,84.17263301,BFIDT-015,5-Sep-14,1-B9,9.438600543,69.22%,,10-Sep-14,HSEM029,HSEM029I
etort-278,2012004,4/10/12,,11N,720396,3817182,,,Chemehuevi,2012box,,1.0,18.8949,23.81595677,450,71.44787031,BFIDT-016,5-Sep-14,1-C9,7.28642663,53.43%,,10-Sep-14,HSEM029,HSEM029J
etort-282,201115,4/13/11,,11N,682036,4044895,,,Coyote Springs,2011-box2,,1.0,23.2850,19.32574678,450,57.97724035,BFIDT-009,5-Sep-14,1-G9,7.736834239,56.74%,,10-Sep-14,HSEM030,HSEM030D
etort-283,201176,5/25/11,,11N,685923,4095990,,,Coyote Springs,2011-box2,,1.0,21.9966,20.45773686,450,61.37321059,BFIDT-010,5-Sep-14,1-H9,7.838057065,57.48%,,10-Sep-14,HSEM030,HSEM030E
etort-284,2011122,6/15/11,,11N,510832,3853193,,,Ord Rodman,2011-box3,,1.0,24.1594,18.62625557,450,55.87876671,BFIDT-007,5-Sep-14,1-A11,5.798654891,42.52%,5.04,10-Sep-14,HSEM030,HSEM030F
etort-285,2012041,5/16/12,,11N,599774,4044665,,,Indian Springs,2012box,,1.0,23.9221,18.81108514,450,56.43325542,BFIDT-012,5-Sep-14,1-B11,6.444714674,47.26%,5.78,10-Sep-14,HSEM030,HSEM030G
etort-286,bh042,4/15/04,,11N,653248,3968474,,,South I-15 corridor,South I-15 Corridor,,1.0,20.9441,21.48577788,450,64.45733364,BFIDT-014,5-Sep-14,1-C11,6.849605978,50.23%,6.01,10-Sep-14,HSEM030,HSEM030H
etort-287,018CM2004-1,5/1/04,,11N,709960,3816265,,,Chemehuevi,Chemehuevi,,1.0,17.5049,25.70703853,450,77.12111558,BFIDT-015,5-Sep-14,1-D11,8.03642663,58.93%,,10-Sep-14,HSEM030,HSEM030I
etort-288,042CS2004-1,6/3/04,,11N,687999,4070144,,,Coyote Springs,Coyote Springs,,1.0,15.0425,29.91529774,450,89.74589322,BFIDT-016,5-Sep-14,1-E11,8.958980978,65.70%,,10-Sep-14,HSEM030,HSEM030J
etort-289,bh128,6/17/04,,11N,702623,4070713,,,Upper Mormon Mesa,mormon mesa,,1.0,17.9161,25.11713107,450,75.3513932,BFIDT-001,5-Sep-14,1-F11,7.572432065,55.53%,6.32,10-Sep-14,HSEM030,HSEM030A
etort-296,BS538,10/14/11,Female,NAD83_11N,655843,3930227,218,2050,Control Site,Hershey_-80,,1.0,23.7447,18.95156191,450,56.85468572,BFIDT-004,5-Sep-14,1-G11,4.88017663,35.79%,3.32,10-Sep-14,HSEM030,HSEM030B
etort-297,BS242,9/10/11,Male,NAD83_11N,642192,3934034,210,1600,Recipient Site,Hershey_-80,,1.0,33.9528,13.25368948,450,39.76106843,BFIDT-006,5-Sep-14,1-H11,3.829904891,28.09%,3.43,10-Sep-14,HSEM030,HSEM030C
etort-298,HBS124567--SL432,10/12/12,Male,11S(no way)É,641651,3942617,308,,Stateline,,,,,,,,,,,,,,,,
etort-299,HBS124579--SS1076,10/13/12,Male,11S(no way)É,651306,3940505,214,2100,Silver State,,,,,,,,,,,,,,,,
etort-300,HBS124594--SS1063,5/16/13,Female,11S(no way)É,649427,3945677,264,3010,Silver State,,,,,,,,,,,,,,,,
etort-301,HBS124617--SL425,5/20/13,Male,11S(no way)É,641559,3937712,240,2650,Stateline,,,,,,,,,,,,,,,,
