"geolayers/TIFF/masked/crop_masked_avg_rough_30" "agp_250" "alley_30" "annual_precip" "aspect_30" "barren_30" "bdrock_ss2_st" "bd_ss2_30" "bd_ss2_st_30" "bedrock_ss2" "bike_pat_30" "dem_30" "eastness_30" "grass_herb_30" "imperv_30" "lat_gcs_30" "local_ro_30" "lon_gcs_30" "m2_01_precip" "m2_01tmin" "m2_02_precip" "m2_02tmax" "m2_02tmean" "m2_02tmin" "m2_03_precip" "m2_03tmax" "m2_03tmean" "m2_03tmin" "m2_04_precip" "m2_04tmax" "m2_04tmean" "m2_04tmin" "m2_05_precip" "m2_05tmax" "m2_05tmean" "m2_05tmin" "m2_06_precip" "m2_06tmax" "m2_06tmean" "m2_06tmin" "m2_07_precip" "m2_07tmax" "m2_07tmean" "m2_07tmin" "m2_08_precip" "m2_08tmax" "m2_08tmean" "m2_08tmin" "m2_09_precip" "m2_09tmax" "m2_09tmean" "m2_09tmin" "m2_10_precip" "m2_10tmax" "m2_10tmean" "m2_10tmin" "m2_11_precip" "m2_11tmax" "m2_11tmean" "m2_11tmin" "m2_12_precip" "m2_12tmax" "m2_12tmean" "m2_12tmin" "m2_ann_precip" "m2_anntmax" "m2_anntmean" "m2_anntmin" "nlcd_30" "northness_30" "parking_30" "pedestri_30" "primary_30" "private_30" "pr_ss2" "pr_ss2_st" "ramps_30" "road_30" "secondar_30" "service_30" "shrub_30" "slope_30" "summer_precip" "surfarea_30" "tree_30" "tree_err_30" "vehicula_30" "win_precip"
"etort-44" 1.00024700164795 105.350306978663 0 233.086607025875 184.32686859862 0 201 NA 1.61000001430511 201 0 925.418762285606 -0.0754374697577422 0 0 34.9231056801963 0 -115.391742805724 21.8967585260219 1.74833677256638 27.3274079590273 16.2010796623867 9.70386385422215 3.20364952386978 20.2480464945457 19.8905247894306 12.7067598246411 5.51455647541622 5.85325978363838 23.7477747052471 16.2503101715058 8.75284505585274 3.87152459833083 29.2949781169697 21.4368828331094 13.5747825867902 1.38202827374045 34.4055334564565 26.3929557483708 18.3713852607251 14.3045500531728 37.4960885498275 29.9135110410937 22.32992836976 14.7518596436933 36.5349759807392 29.0368832145792 21.5347827617119 11.4687631564937 32.9355324474013 25.1964315909896 17.4483367255477 10.7624706503444 26.0655333038686 18.7117486259933 11.3495251461833 9.65092645375041 18.9550852498121 12.1258764464711 5.29122871586792 18.7391650660289 13.6040786583482 7.46943054601318 1.33122874256701 160.256757032802 25.2820858920536 18.0778695701792 10.870099407677 52 -0.997024332468688 0 0 0 0 NA 0 0 720.714940767173 0 0 1 1.38886619758712 NA 782.404903098825 0 1.04974037134076 0 152.536087775074
"etort-45" 1.00009262561798 104.088488185181 0 119.853641540064 9.66388094000063 0 201 NA 1.60000002384186 201 0 605.745042679696 0.0874602018045092 0 16.5150677306162 34.8035661959757 0 -115.292590918484 27.5140929126996 3.00474777875782 28.2227312275591 18.6991403329165 11.7445820135671 4.78546525416295 23.6096647711319 22.4613604076501 14.9195571753361 7.37453198647864 10.4985825604447 26.5716449807861 18.6568013676661 10.7368019377917 6.08165990053266 32.0447343097448 23.8428493488998 15.6378744541595 1.20831558225685 37.1616457227026 28.6229814443137 20.0775401280089 7.231014648517 40.0947352882177 32.0602270188663 24.0188078352453 14.1077563626984 39.0798910135096 31.2112283843723 23.332564567905 12.4296081567536 35.4516440525515 27.3631132387098 19.2713598735925 9.89029302033239 28.5216447058238 20.6552006839718 12.7824463452682 8.9171027493709 21.3173379016889 13.9482704962959 6.57229346234926 16.6493202101386 15.9341154795788 9.31324537850748 2.68781711644846 166.360141925284 27.8245823016189 20.1768018254298 12.523580026699 21 0.936609427347282 0 0 0.0296842698284515 0 NA 0 0 0.849675422965497 0 0 0 0.627221190636568 NA 783.40294873632 0.93380225133314 2 0 118.241357201915
"etort-46" 1.00048661231995 100.771506913547 0 169.10410394367 21.7376491298547 0 201 NA 1.41999995708466 201 0 1131.03610559542 0.370299435109964 0 0 35.2937457302558 0 -115.434053787497 18.3790917463312 0.448182038957349 23.4637302139822 14.4625792696759 8.28321990346673 2.09628840893567 22.1105635124279 18.2244354674199 11.2991633417599 4.36779323949349 7.04035173123803 22.0583072085241 14.9625140097764 7.86294248137517 3.48181265412058 27.6047101289492 20.2983807924708 12.9867831594175 0.947529780290307 32.9639411342202 25.4677203479918 17.9691946739873 19.3936621424883 36.3009163688538 28.9693341979665 21.6362770009899 18.3273203424935 35.2961098288753 28.0940812868403 20.8867824043473 12.2210912293933 31.455049333724 24.0300083155657 16.601066499916 9.0966410754625 24.3680134265633 17.3311159810119 10.2865226215964 11.5198149668933 17.0049915145141 10.509351899361 4.00371316506972 15.781086405496 11.9621039391986 6.08918233142685 0.212358689243991 161.762694228125 23.6922239439197 16.823390215492 9.9483491668444 52 0.928740678865353 0 0 0 0 NA 0 0 143.915718960815 0 0 1 1.78743789029078 NA 779.093191756557 0.950259628662086 2 0 143.839893230251
"etort-47" 1.0002338886261 101.670034495897 0 174.968908988877 142.164440596408 0 201 NA 1.41999995708466 201 0 1101.60119712197 0.170996253914827 0 0 35.2991512370004 0 -115.414543712758 18.4941153453265 0.614105518347908 24.0171103738941 14.5409354887954 8.39800646887227 2.25507709030704 22.1817084601792 18.391984474297 11.4733552723854 4.55401229873968 6.73262747251672 22.2046278208961 15.1309376749893 8.04724774465437 3.37946236297441 27.7674999465135 20.4753555071892 13.1785175764738 0.916873825914482 33.1150779188042 25.6473842932251 18.1742477181445 20.4158931868649 36.4228744828622 29.1267843953408 21.8214109531648 17.4796579211131 35.375191929994 28.235076850689 21.090406975768 11.6092643223212 31.5937387574732 24.1963828833125 16.7935814129873 9.11259960753036 24.5155972101421 17.4915342855779 10.4590411633505 11.4678517879439 17.0817548567714 10.6111436191524 4.13522752069634 16.1291808427015 12.0087430562045 6.16670348131671 0.323949044652127 161.936348390389 23.8045573877325 16.9662076770579 10.1224132547008 52 0.975787420995385 0 0 0 0 NA 0 0 442.799226418057 0 0 1 1.57459091048198 NA 778.985724508055 1.57097483262857 3 0 141.639561512637
"etort-48" 1.00023818016052 101.743398987987 0 162.840643019543 47.4194795310593 0 201 NA 1.41999995708466 201 0 1042.12839533893 0.7349939122009 0 0 35.3193882059946 0 -115.42252577236 19.6849444296841 0.660758810692099 25.5268164641326 14.8461938944058 8.66890111258212 2.48694779580052 22.2444436584819 18.8127169322084 11.9926442138446 5.16833582601355 5.58211666849998 22.7446702684531 15.6745265193894 8.60021999507528 3.43605278092903 28.36487841596 21.1150222259123 13.8605057120164 0.942570011826634 33.7305808989056 26.2878732385033 18.8405056986989 20.5487971370317 37.0003637627227 29.7331416862809 22.4616844220942 15.9638173174086 36.0107871313934 28.8877277834566 21.7605057749929 11.0069688553712 32.1019660034655 24.6502197818634 17.1900760934236 9.73977909634672 24.9630701841029 17.8386206127758 10.7057711441557 11.3449345921839 17.3815333529053 10.8772265639149 4.36875732072549 17.5794858660317 12.2244487746256 6.39986118051195 0.572214645340967 163.600721648176 24.2559846071395 17.4102200107453 10.5544555894159 52 0.675384661528966 0 0 0 0 NA 0 0 375.717498408008 0 0 1 1.11674995992146 NA 778.632708820451 0.115938120007623 2 0 128.940952230618
"etort-49" 1.0005259513855 103.541533806186 0 206.099197157391 146.240153017154 0 201 NA 1.61000001430511 201 0 785.829636061052 0.555700700150437 0 0 35.0777513766397 0 -115.64798685012 20.75596648571 1.3492844729974 31.0658489904802 16.9877035973622 10.2313448749953 3.4749866454614 20.2518236994645 20.8468120480769 13.5434127530026 6.23468906476803 11.3441120283583 25.1139626678053 17.5004292470482 9.88311283018635 8.31312978337611 30.584854758771 22.7015802524299 14.8174147742717 1.84904566761905 35.790965416993 27.5950008937492 19.394904068362 9.40308461575512 39.0839622548542 31.259997351575 23.4269234167968 19.7404549489833 38.1010723572771 30.293236340008 22.4762939906807 9.12566132959362 34.2143979004457 26.2599321513962 18.2954645398108 11.6271477819889 27.2381810473049 19.4543916798223 11.6620383029643 10.8977652055718 19.561486151444 12.3036724411229 5.04442301913536 17.9535483946452 14.0714863803259 7.60686383400214 1.13313310960593 172.327594068475 26.3639419280255 18.9014526310857 11.4330952972733 52 -0.831355559925483 0 0 0 0 NA 0 0 958.586682995302 0 0 1 1.6417416644124 NA 781.089695716197 0 0 0 146.509990187468
"etort-50" 1.00021183490753 102.1566413265 0 220.295752272725 204.472918059655 0 201 NA 1.61000001430511 201 0 732.047274825865 -0.414200774929131 0 0 35.0625038937133 0 -115.623899835678 20.338626147122 1.47725846144651 31.8479367600562 17.287076319772 10.3797239216636 3.46792228511346 19.9948696268992 21.1356423846293 13.762357284285 6.38426708474148 10.8886340008384 25.4681238597208 17.6495237569842 9.82537298141126 7.11801534899397 30.9400883141269 22.8240972728393 14.7036576453792 1.69597672513559 36.1300889160895 27.7012553813493 19.264217068348 9.4360702680348 39.4068562188234 31.3293378950931 23.2450507092007 19.0866548053769 38.4243698105918 30.4217818700673 22.4124233118133 8.84289684503303 34.5304432693043 26.3708664342005 18.2042999065958 11.1855464349165 27.5590556030372 19.5884307018622 11.6140472328644 11.6555924850434 19.8674121434715 12.5098479196202 5.15084572519669 17.778148470152 14.4040114333876 7.75007979087585 1.08758633172506 169.868962545034 26.6900883141269 19.0463971207537 11.4027055011603 52 -0.910018878771111 0 0 0 0 NA 0 0 921.76468025668 0 0 1 1.0716896498978 NA 781.015589007771 0 0.950259628662727 0 140.111318662623
"etort-51" 1.00023603439331 103.25225609972 0 225.744860562894 232.717556071371 0 201 NA 1.61000001430512 201 0 692.86401578063 -0.795251043054159 0 0 35.0396482776835 0 -115.633711237045 19.5121014323422 1.52376790054491 31.3988885448837 17.6306395473631 10.5770368173561 3.51540250955664 18.8289430875571 21.4682582368766 14.0228554221835 6.56941978674267 10.468036055895 25.8487548559912 17.8790048930622 9.90728609941459 6.76097942750041 31.2906393947752 23.0432714824859 14.7958194944291 1.52008475139134 36.4607222338251 27.8733545124312 19.2859033413148 8.68048598037671 39.7126065978886 31.4790037423744 23.2354853122291 18.7632956439358 38.7726048751567 30.6689207950017 22.5553187787209 8.88030997467621 34.8707220812372 26.5891702217212 18.2995036860611 10.2026239990427 27.9487552374609 19.8472864458767 11.7457349073903 10.9706536482224 20.2204719236071 12.7072862901495 5.19401733519132 17.248639560074 14.7146558852 7.89917035209626 1.08180088261314 163.235040394169 27.0306391658933 19.259087175922 11.4776192204318 52 -0.605430594300983 0 0 0 0 NA 0 0 81.2010809349607 0 0 1 1.0221692946277 NA 781.240799795315 0 0 0 136.397030237779
"etort-52" 1.00073158740997 104.388812768864 0 199.713117252285 151.620928531041 0 201 NA 1.61000001430512 201 0 888.051467584033 0.474370565597405 0 0 34.8999999687763 0 -115.439405817123 22.766425323532 1.69505434482855 26.5703782958205 16.6132079501266 9.86430481320712 3.11463081249411 19.7691628504048 20.2532073583888 12.8252883950212 5.39726403488823 6.17940700845327 24.283093918389 16.4244109990823 8.55659831460607 3.41936207922734 29.6931913577053 21.5748175013564 13.4563469881641 1.2933715644157 34.8223209999144 26.4547209589538 18.086347102605 13.7022717377528 37.942417836777 29.9752489250517 21.9981856142236 14.6818429029643 36.9425154472948 29.184818111708 21.4262414052251 11.0029838275248 33.3825175570137 25.3937361264926 17.3958338550245 9.83733848140222 26.5225252047258 18.8648349128224 11.2071354309448 9.76498586011523 19.5077464430566 12.3810869409861 5.24529677005225 17.9818570621494 14.0916472058508 7.69440276379976 1.2963781235702 156.969386812384 25.7416386492392 18.2438339510614 10.7368093660432 52 -0.878047046225191 0 0 0 0 NA 0 0 189.694753818321 0 0 1 1.70908485501823 NA 782.808523845671 0 1 0 139.459183445248
"etort-53" 1.00795352458954 102.586956699616 0 42.2576786752231 50.4146785991654 0 46 1.48000001907349 1.48000001907349 46 0 569.605596387454 0.589073228754725 0 0 36.2686892794996 0 -114.486472157651 22.523756431612 3.08481685479334 25.2717439695244 17.4136954178472 11.3338181198807 5.24712428362755 16.8142954620163 21.8198307595542 15.2043831064649 8.58211925225806 7.52261820995779 26.3700445455919 19.2432526842061 12.1133934292453 4.48334032263142 32.4682239193604 25.0959121342262 17.7185093952384 2.43374880257041 37.9944745884824 30.3984941209127 22.7974918141674 12.0907255182332 41.0506279172291 33.6671397204606 26.2768370094014 10.9004640192511 39.8257016753522 32.6688836787833 25.510153835337 7.78250788829184 35.7088861909853 28.2709177316466 20.8247887705288 14.4340673744565 27.9745535868279 20.8797688221804 13.7831437974765 14.3505138166798 20.0195584670251 13.6404314234157 7.25755558929457 20.4368756859328 14.2283998521768 8.6905008030735 3.14885309559274 159.044658460263 27.4719534400142 20.6690779739661 13.8611090961146 52 0.620118524230225 0 0 0 0 44 44 0 560.872102069171 0 0 1 6.3139127140705 NA 785.356766318774 0 0.570974832626541 0 91.3481005133629
"etort-54" 1.00212001800537 106.178892407672 0 256.857898383645 208.229625130584 0 201 NA 1.61000001430511 201 0 1025.28908478865 -0.471433099912897 0 1.45635047065907 34.9652621487129 0.356421020384897 -115.397676504619 23.1008025194811 1.49478525567898 28.9796414813297 15.368277100988 9.16582423592953 2.95337129849829 20.0674420127141 19.0318346232411 12.1110394962789 5.1802438917763 5.50657273212855 22.8030619297197 15.6052715789487 8.39803352333788 3.32791415030301 28.3830618534257 20.8764981014321 13.360487141916 1.16711684118523 33.5207311482629 25.8000563498843 18.0711623803699 12.9403808556322 36.6836149368833 29.2598131670881 21.8342321182589 14.0510580237863 35.6918343420166 28.4151497942579 21.1296904037029 11.3183374789792 32.1041659808669 24.6333707158503 17.1613487307554 11.0142928498022 25.2247189931461 18.1757031888184 11.1261340121351 9.35528521932006 18.1182762643124 11.5839237804722 5.04012308279593 19.4028909727181 12.7682767195183 6.94926047794811 1.12202328154454 160.231742267925 24.4300566593642 17.5004874852388 10.5696914623984 52 -0.877960575968741 0 0 0 0 NA 0 0 18.6443185981345 0 0 1 2.53979830152123 NA 782.909391545569 0.11593812000668 1.182135868673 0 163.965311637456
"etort-55" 1.00054168701172 102.559811157653 0 149.55440367991 38.0554051182094 0 201 NA 1.41999995708466 201 0 1008.10765746555 0.61638433006314 0 0 35.3256779460387 0 -115.408664319491 20.4622843151052 0.766384636769381 27.5427685856277 14.9748599457781 8.7966752731874 2.60858385686274 22.1874526222454 18.9841885436652 12.1900380352107 5.38768740463475 5.57172929999739 22.9639691114999 15.879971227909 8.79587900605459 3.4696648033827 28.5830279696718 21.3625707372041 14.1322056606084 0.996639894239826 33.9384272021291 26.5262630930604 19.1122060925433 20.5270682367376 37.1884272021292 29.9482565138411 22.699212946385 15.1546702774152 36.2197413389979 29.1263566438289 22.0322061688373 10.5946230586191 32.3133005335623 24.8376785849035 17.3613875488859 10.1019382477571 25.1518638242811 17.9861235757231 10.8202901255956 11.182763668739 17.5130601190143 10.9974393337977 4.472947369456 17.9164723537403 12.3139762119514 6.4898834413791 0.657590953944376 165.708076297326 24.4257435774821 17.5809803506876 10.7349948716442 52 0.787365527963379 0 0 0 0 NA 0 0 83.7359855585492 0 0 1 1.59177719367139 NA 778.743439326211 0.115938119999488 1 0 123.152941083561
"etort-56" 1.00027596950531 103.536270829483 0 230.758720937579 122.366400985957 0 201 NA 1.57000005245209 201 0 1010.60451804161 0.831707341058811 0 0 35.5785430958805 0 -115.755819972429 20.3989161854911 -0.142743346903286 28.3055566436222 15.1892600625731 8.57055156365098 1.94992577558079 20.9318148463875 19.0610538598705 12.0065037123101 4.95003659819449 8.70144520818004 23.030292578366 15.7351459669216 8.43112400641091 5.12790535345365 28.5673499215355 21.1008766671748 13.6247280532025 2.05006620007694 33.9265511676588 26.2515391385296 18.5679760725688 15.9061503356273 37.2194932300863 29.6065352916604 21.9916608956217 16.9892014961864 36.3006163637089 28.8545806199778 21.407418050156 11.4305129857859 32.3191680570424 24.4886408280348 16.6577878920622 10.4923038329177 25.3564198746106 17.8062106052581 10.2474512223709 12.3474778090703 17.722301880782 10.657745550164 3.59127256468713 17.7334752004678 12.5170181569815 6.0986407521255 -0.327819592685301 170.414824916362 24.5344517333485 17.3123315757919 10.0824541997948 52 -0.52876841593084 0 0 0 0 NA 0 0 2315.28311598997 0 0 1 0.867905352322897 NA 776.178922855794 0 0 0 159.786327453867
"etort-57" 1.00003325939178 110.385755604024 0 104.601084336918 -1 0.429025168414634 201 NA 1.29999995231628 201 0 499.572124506902 -0.0174524057656527 0 6.86440267787774 33.6105523013556 0 -115.530473745829 18.3647120143338 4.36749764714378 18.4930974755962 19.9393934658199 12.8959917479525 5.84327647742545 14.1599138514535 23.4533499958617 15.8654381870014 8.27541478184375 2.43651598408581 27.5140395582917 19.4315351300016 11.3429091245797 1.08176738849852 32.4347247584613 24.1036463672461 15.7725665040292 0.401080868239314 37.2092900660169 28.5446770412238 19.8772648529686 4.30931241271042 39.8726153743821 31.8054143869696 23.7343334115686 15.0168092542228 39.2268364322764 31.425757223021 23.6201129019014 5.99599054591704 36.1950696662927 27.9282111083664 19.6574738708335 5.76103143151584 29.5643833083403 21.4886049667779 13.4107168908974 6.65440466365971 22.7747273336347 15.2137474637319 7.64888940252423 13.0541120467246 17.6939303481397 10.784223136392 3.86662747309543 105.728746024376 28.6715855203583 20.9001617851999 13.1187384377393 42.9904714860969 0.999847710132599 0 0 0 0 NA 0 0 46.7333037762476 0 0 0.570974831585366 0 NA 794.267563836809 0 0.49522291602981 0 107.358043609056
"etort-58" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"etort-59" 1.00050044059753 102.188344600175 0 234.496360569957 314.52094795585 0.57097483158188 51 1.5900000333786 1.5900000333786 51 0 576.727840097828 -0.712980401519684 0 31.2961792056409 35.7829897189249 0.989096231863479 -114.966986078354 17.1417907187021 2.63764391444494 21.1939918195678 17.6266322411366 11.2170196496006 4.8031217236144 14.3450642010514 21.9364854069919 14.948449160474 7.9521705522198 5.00535411696329 26.5126980539137 19.0296354331957 11.5376441900218 2.81434539247411 32.3609810731271 24.6572910751125 16.9485700068257 2.05041524250586 37.7603821231414 29.8139276616279 21.8606853667567 9.92398627328349 40.8025233595685 33.0827340315578 25.3536292998815 11.8975892510826 39.7758005304485 32.2738070550882 24.7635687567688 8.8201177214636 35.6664226202671 28.0365716980239 20.4024375203559 8.81811675014461 28.258202390211 20.682611092214 13.1031216773705 10.0553247725993 20.181215100933 13.4283888941349 6.67380636557857 13.4137842037146 14.4105303607218 8.44166266403377 2.46707999617074 125.479878207239 27.5375539549579 20.3773169975417 13.2081518888268 40.0095285139886 0.701156504532236 0 0 0 0 0 0 0 10.5142166708481 0 0 0.42902516841812 1.6212696145182 NA 774.425013945344 0 1 0 104.62260555041
"etort-60" 1.00142335891724 103.982214478184 0 385.865529867193 175.800508365937 0 201 NA 1.58000004291534 201 0 984.399019483828 0.0731633048152231 0 0 34.5472317578919 0 -116.809818136098 32.9114977715903 -0.186327127761521 51.7968091347663 16.5793124242341 8.70401946530062 0.824594751098906 28.3306131589109 19.5794496555812 11.3370001766704 3.08468837661706 7.97904862391602 23.5052048217792 14.717044697328 5.92874848184825 2.47637929715925 28.8469085132978 19.5028568405812 10.1587487780275 1.53151432626294 33.9287492488783 23.9287492227041 13.9187484526978 7.47994364699394 36.9986925608711 27.4188298530898 17.8388863014633 6.56917381132077 36.3786127542964 26.8635819488716 17.3444195213796 6.41398767324879 32.5652042722993 23.2557921037933 13.9462430671823 8.05854722096905 26.4133638834912 17.2609147380912 8.10435773038871 11.5680880936856 19.744741242778 11.0437174320927 2.33856234096798 28.569498986569 14.7360989264914 7.07904630394585 -0.582138445067732 193.685103256148 25.3893119009283 16.5605202965644 7.72586022538375 52 -0.996139523943775 0 0 0 0 NA 0 0 438.268843598717 0 0 1 2.65799560142821 NA 786.559351641645 0 0.884061880001455 0 306.591768391157
"etort-61" 1.00137615203857 104.905983135383 0 235.575059034537 181.948610538523 0 201 1.58000004291534 1.58000004291534 201 0 623.605913450675 -0.0337105700178304 0 0 33.6885891797669 0 -115.798074483102 19.4575436865032 3.50530818266624 19.394233082757 18.6980368143372 11.7200311876595 4.73202556901517 15.1482543067765 21.6924505209116 14.3095716226829 6.92592386608979 2.79224900897142 26.6409893772908 18.1689403928461 9.69376131109637 1.02999997138977 31.6145816012646 22.7818606789961 13.9415985407742 0.175182623853209 36.3753516211021 27.1794032739709 17.9817666287354 3.97184536483859 39.0490419262788 30.5101721467885 21.9713038942727 16.666665886593 38.4438587881367 30.1401710206515 21.8305317637083 5.63871685654502 35.4101688102176 26.698939172143 17.9860226236111 6.21209576396206 28.9603756469512 20.5193602555184 12.0714749233862 7.05758381364298 21.9420150618497 14.3296135421046 6.71475339652699 13.5668723575832 17.2214280537747 10.1801432217394 3.13131562964563 111.111244625063 27.8097645510853 19.7618189575407 11.7055615755232 52 -0.992769105145724 0 0 0 0 0 0 0 281.831778855017 0 0 1 3.12764359531561 NA 794.782520328933 0 0.884061880000512 0 140.886544530468
"etort-62" 1.04635739326477 104.700810309812 0 256.414993671527 175.07578998015 0 25 1.61000001430511 1.61000001430511 25 0 826.756377016912 0.0841893422524853 0 0 36.0419734958621 0 -114.903059987241 17.8501272850004 4.26767160197044 21.398268761452 15.883953460702 10.860812145929 5.83767131746171 15.7566434713442 20.3228341587157 14.4502528685305 8.57743670215361 5.6011220325218 24.8310835224709 18.4194951074965 11.9979064636403 3.16649946981537 30.7209206524294 23.8892958830459 17.0576711205816 2.70946081115394 35.8802885773558 28.8690968943964 21.8483402745844 10.6201993642574 38.9404521276685 32.0396563369457 25.1290971232782 11.8678355800692 38.0810835672647 31.3296935305882 24.5685018855033 9.57278341041507 33.9710466718786 27.4296939120579 20.8879058532887 8.09594582630532 26.7625998389785 20.8500185456062 14.9276710026811 11.4847163941518 18.4841514865739 13.3510104927267 8.21767096453408 13.7817008667046 12.9953431092619 8.451606582298 3.90743663059397 131.905307603465 25.8724363270853 19.9100543275382 13.9378697883053 52 -0.945960940483171 0 0 0 0 30 30 0 2094.62187593017 0 0 1 6.97688765278428 NA 784.036910008674 0 1 0 128.987177673149
"etort-63" 1.00032150745392 103.286636518115 0 293.072862913205 349.429063374791 0 201 NA 1.64999997615814 201 0 482.542741505531 -0.115591588030292 0 0 34.0871187540085 0 -115.671320328024 15.5219374185797 4.22208195316302 16.2564970460747 20.0987593260363 12.9689981675326 5.83195512329483 12.3008779162582 23.568759549379 15.9819069510349 8.38777252720435 2.12854304643642 27.8409201116323 19.7098546382131 11.5750537060114 1.61564606466236 32.7792384232287 24.4606522631336 16.1385213055458 0.363068470971004 37.6971849328102 29.0619070704353 20.4213993345696 7.33544850670028 40.3686780805688 32.2684389469636 24.160252478553 15.8125605252417 39.5180117300987 31.6517467865418 23.7769758768031 6.84925848669866 36.1900637661344 28.0581715661475 19.9215079069062 5.14929399004981 29.6008903949248 21.6396651465819 13.6784394554182 5.48364052073208 22.7973141827093 15.228219794646 7.65491232712539 15.0368472968587 17.5952926366915 10.6926219472042 3.78349716875443 103.853621032036 28.8500631859578 21.0732107678499 13.2948639169336 52 0.992192993710514 0 0 0 0 NA 0 0 590.584736731313 0 0 1 1.42019543885807 NA 790.174831222455 0 1 0 154.03977343777
"etort-64" 1.06903803348541 103.074112643683 0 112.487251068315 68.0344617112307 0 32 1.63999998569489 1.63999998569489 32 0 903.356352246075 0.927196968421277 0 0 34.0726323712475 0 -116.039209402568 24.4892158537856 2.56864120117807 23.0807112975886 16.7709486650554 10.0151484608047 3.24934827856623 18.3989787130027 19.9042913908932 12.429349060228 4.94551447434152 5.13977224850906 24.4284216358283 15.7919991953268 7.15446861628112 2.31427726075792 29.4716102930836 20.4285348024558 11.3789130327037 0.299488126947713 34.3463017645688 24.9419884386029 15.5311275502874 11.2680721368623 37.3265472852348 28.2299493783723 19.1298976167775 21.7535396972201 36.3635597049292 27.6405312225664 18.9109564835345 10.2904353306334 33.1086056720817 24.3790499331408 15.6439401844006 7.8375092680044 26.7059932118396 18.4809499116447 10.2559063879323 9.16231169252025 20.1242246845631 12.7353680423996 5.3465107940428 24.7622748424257 15.3542992982419 8.84841126744715 2.33696826184725 158.796588167321 25.8063718138813 17.7578907372277 9.70150908793131 52 0.373962477629983 0 0 0 0 0 0 0 408.865249162099 0 0 1 12.9173683287112 NA 829.884704822841 0 2.01645737732521 0 124.133177448703
"etort-65" 1.00053226947784 104.431260589821 0 171.418203377106 34.6587978118998 0 4 1.63999998569489 1.63999998569489 4 0 692.658391063459 0.56860932212905 0 0 33.8418127343124 0 -115.737224402371 18.8530096390284 3.06065742844561 17.5223353170126 18.4756943220036 11.3906791059614 4.30540716353598 13.2312760268608 21.9330621656319 14.2675243594513 6.59480878845054 3.1907340919537 26.0247797140031 17.7735314761635 9.51349263500736 1.43660430606389 31.007858104386 22.4737879890644 13.9325395448317 0.209046849698643 35.8181167295548 27.0237887771164 18.2225394439427 5.98958898081973 38.570023062494 30.2978197475799 22.0237508249013 17.8002908766813 37.8169437252675 29.774741943586 21.7234924286144 6.33061470935467 34.6557692114911 26.283825456297 17.9037499856679 5.89518047970481 28.2067229842148 20.0914434415258 11.9692413343379 6.78291131975418 21.5557780538466 13.9324420437256 6.30192763649658 15.0540214213814 16.3967232873994 9.52098301279881 2.64498486537062 112.295613007789 27.2876381221753 19.406427906756 11.5173431622018 52 0.822438379937056 0 0 0 0 0 0 0 211.116424912042 0 0 1 1.76451031536859 NA 792.583061415949 0 0.570974832630608 0 149.99289967667
"etort-66" 1.00032222270966 102.534022484007 0 328.496235474371 202.622032979123 0 15 1.62000000476837 1.62000000476837 15 0 1136.67356774783 -0.383628789612694 0 0 34.0814971065222 0 -116.256506012272 30.7809762319074 0.992685768462986 26.8930010512798 15.1730399313074 8.33786753473019 1.49937892477798 19.703823399858 18.2328502858782 10.7454793627702 3.25355503387159 5.06727790509797 21.9610586964553 13.7351362128119 5.504999407453 2.17518861275018 27.1461660997848 18.1563823739023 9.15659845145175 0.769441027940898 31.9704271874542 22.8913541777764 13.8080665893293 10.2113795460754 34.9091906734189 26.3516880254659 17.7932890789152 22.1626025845822 34.2237439577647 25.9099010712554 17.5906120739843 7.89390213023965 31.1218795018255 22.6778295671735 14.2270959384722 8.91011105892309 24.8624393427884 16.6602944240004 8.44904818351255 11.03590621542 18.5463646061109 11.0645631913275 3.58063181033173 27.5368191868107 13.6417892844889 7.13661738782681 0.62931474195249 173.140428299019 23.8327774982895 15.9390582568764 8.04078537984112 52 -0.919858734907602 0 0 0 0 0 0 0 215.848741910756 0 0 1 1.43368373050532 NA 790.687772023809 0.429025167368231 2.37928479603418 0 199.165068270556
