"etort1","etort2","pi"
"etort-57","etort-221",0.16957
"etort-60 (sheared2)","etort-221",0.172436
"etort-61","etort-221",0.171599
"etort-63","etort-221",0.170519
"etort-64","etort-221",0.170974
"etort-65","etort-221",0.169104
"etort-66","etort-221",0.172544
"etort-67","etort-221",0.171845
"etort-68","etort-221",0.17001
"etort-69","etort-221",0.172605
"etort-70","etort-221",0.177419
"etort-71","etort-221",0.171094
"etort-72","etort-221",0.170381
"etort-73","etort-221",0.174081
"etort-74","etort-221",0.173989
"etort-77","etort-221",0.178072
"etort-96","etort-221",0.175921
"etort-97","etort-221",0.17164
"etort-98","etort-221",0.174754
"etort-99","etort-221",0.175971
"etort-100","etort-221",0.174605
"etort-102","etort-221",0.174588
"etort-103","etort-221",0.175581
"etort-104","etort-221",0.175393
"etort-105","etort-221",0.174851
"etort-106","etort-221",0.166642
"etort-107","etort-221",0.168001
"etort-108","etort-221",0.166934
"etort-109","etort-221",0.16936
"etort-110","etort-221",0.168085
"etort-111","etort-221",0.167054
"etort-115","etort-221",0.176515
"etort-116","etort-221",0.175924
"etort-117","etort-221",0.176417
"etort-119","etort-221",0.175765
"etort-120","etort-221",0.175683
"etort-121","etort-221",0.168477
"etort-122","etort-221",0.173205
"etort-123","etort-221",0.168369
"etort-124","etort-221",0.168918
"etort-125","etort-221",0.172989
"etort-126","etort-221",0.168528
"etort-127","etort-221",0.171223
"etort-128","etort-221",0.168794
"etort-129","etort-221",0.168384
"etort-195","etort-221",0.174215
"etort-208","etort-221",0.176012
"etort-209","etort-221",0.176112
"etort-210","etort-221",0.178992
"etort-211","etort-221",0.174961
"etort-212","etort-221",0.175603
"etort-213","etort-221",0.173738
"etort-214","etort-221",0.1726
"etort-215","etort-221",0.175407
"etort-216","etort-221",0.174726
"etort-217","etort-221",0.174761
"etort-218","etort-221",0.173526
"etort-219","etort-221",0.173933
"etort-220","etort-221",0.172341
"etort-221","etort-221",0.113768
"etort-2","etort-222",0.171402
"etort-3","etort-222",0.175558
"etort-4","etort-222",0.174724
"etort-5","etort-222",0.177787
"etort-6","etort-222",0.181082
"etort-9","etort-222",0.176279
"etort-10","etort-222",0.177914
"etort-11","etort-222",0.177239
"etort-13","etort-222",0.171275
"etort-14","etort-222",0.169423
"etort-16","etort-222",0.177311
"etort-18","etort-222",0.175567
"etort-19","etort-222",0.173281
"etort-20","etort-222",0.174898
"etort-21","etort-222",0.176504
"etort-22","etort-222",0.175984
"etort-23","etort-222",0.178717
"etort-24","etort-222",0.178752
"etort-25","etort-222",0.179172
"etort-26","etort-222",0.17701
"etort-27","etort-222",0.17932
"etort-28","etort-222",0.178303
"etort-33","etort-222",0.178777
"etort-34","etort-222",0.177853
"etort-39","etort-222",0.178089
"etort-40","etort-222",0.178134
"etort-41","etort-222",0.179409
"etort-42","etort-222",0.180391
"etort-43","etort-222",0.177884
"etort-44","etort-222",0.178421
"etort-45","etort-222",0.177926
"etort-52","etort-222",0.177743
"etort-54","etort-222",0.177541
"etort-57","etort-222",0.16982
"etort-60 (sheared2)","etort-222",0.17416
"etort-61","etort-222",0.172234
"etort-63","etort-222",0.1724
"etort-64","etort-222",0.172718
"etort-65","etort-222",0.171244
"etort-66","etort-222",0.173849
"etort-67","etort-222",0.173106
"etort-68","etort-222",0.170523
"etort-69","etort-222",0.174414
"etort-70","etort-222",0.178526
"etort-71","etort-222",0.170999
"etort-72","etort-222",0.170629
"etort-73","etort-222",0.174913
"etort-74","etort-222",0.175417
"etort-77","etort-222",0.178379
"etort-96","etort-222",0.176812
"etort-97","etort-222",0.172031
"etort-98","etort-222",0.175669
"etort-99","etort-222",0.176341
"etort-100","etort-222",0.175993
"etort-102","etort-222",0.175559
"etort-103","etort-222",0.176772
"etort-104","etort-222",0.176742
"etort-105","etort-222",0.175595
"etort-106","etort-222",0.167069
"etort-107","etort-222",0.166746
"etort-108","etort-222",0.168062
"etort-109","etort-222",0.167572
"etort-110","etort-222",0.168649
"etort-111","etort-222",0.167407
"etort-115","etort-222",0.176419
"etort-116","etort-222",0.177273
"etort-117","etort-222",0.177367
"etort-119","etort-222",0.176451
"etort-120","etort-222",0.176878
"etort-121","etort-222",0.170194
"etort-122","etort-222",0.173766
"etort-123","etort-222",0.168979
"etort-124","etort-222",0.169832
"etort-125","etort-222",0.173182
"etort-126","etort-222",0.169492
"etort-127","etort-222",0.172913
"etort-128","etort-222",0.168299
"etort-129","etort-222",0.16748
"etort-195","etort-222",0.176323
"etort-208","etort-222",0.177403
"etort-209","etort-222",0.176962
"etort-210","etort-222",0.179337
"etort-211","etort-222",0.176214
"etort-212","etort-222",0.17709
"etort-213","etort-222",0.174848
"etort-214","etort-222",0.17469
"etort-215","etort-222",0.176046
"etort-216","etort-222",0.175989
"etort-217","etort-222",0.175478
"etort-218","etort-222",0.173937
"etort-219","etort-222",0.175653
"etort-220","etort-222",0.173711
"etort-221","etort-222",0.167018
"etort-222","etort-222",0.114182
"etort-2","etort-223",0.170509
"etort-3","etort-223",0.174729
"etort-4","etort-223",0.174525
"etort-5","etort-223",0.177367
"etort-6","etort-223",0.181032
"etort-9","etort-223",0.176281
"etort-10","etort-223",0.176578
"etort-11","etort-223",0.176814
"etort-13","etort-223",0.170574
"etort-14","etort-223",0.170232
"etort-16","etort-223",0.176886
"etort-18","etort-223",0.174363
"etort-19","etort-223",0.172612
"etort-20","etort-223",0.174008
"etort-21","etort-223",0.176268
"etort-22","etort-223",0.176681
"etort-23","etort-223",0.177225
"etort-24","etort-223",0.177543
"etort-25","etort-223",0.178775
"etort-26","etort-223",0.176173
"etort-27","etort-223",0.178513
"etort-28","etort-223",0.177813
"etort-33","etort-223",0.177592
"etort-34","etort-223",0.17696
"etort-39","etort-223",0.177858
"etort-40","etort-223",0.176379
"etort-41","etort-223",0.179554
"etort-42","etort-223",0.180702
"etort-43","etort-223",0.176377
"etort-44","etort-223",0.177264
"etort-45","etort-223",0.177487
"etort-52","etort-223",0.176738
"etort-54","etort-223",0.17733
"etort-57","etort-223",0.168984
"etort-60 (sheared2)","etort-223",0.173069
"etort-61","etort-223",0.172235
"etort-63","etort-223",0.172048
"etort-64","etort-223",0.171684
"etort-65","etort-223",0.169714
"etort-66","etort-223",0.173881
"etort-67","etort-223",0.172534
"etort-68","etort-223",0.169879
"etort-69","etort-223",0.174067
"etort-70","etort-223",0.178378
"etort-71","etort-223",0.169551
"etort-72","etort-223",0.168509
"etort-73","etort-223",0.174527
"etort-74","etort-223",0.175767
"etort-77","etort-223",0.177221
"etort-96","etort-223",0.174944
"etort-97","etort-223",0.171102
"etort-98","etort-223",0.174496
"etort-99","etort-223",0.175623
"etort-100","etort-223",0.174754
"etort-102","etort-223",0.174001
"etort-103","etort-223",0.175521
"etort-104","etort-223",0.175584
"etort-105","etort-223",0.173924
"etort-106","etort-223",0.166133
"etort-107","etort-223",0.166122
"etort-108","etort-223",0.166202
"etort-109","etort-223",0.167821
"etort-110","etort-223",0.168503
"etort-111","etort-223",0.16614
"etort-115","etort-223",0.175716
"etort-116","etort-223",0.176364
"etort-117","etort-223",0.176418
"etort-119","etort-223",0.175266
"etort-120","etort-223",0.175466
"etort-121","etort-223",0.168789
"etort-122","etort-223",0.173202
"etort-123","etort-223",0.167712
"etort-124","etort-223",0.169604
"etort-125","etort-223",0.172371
"etort-126","etort-223",0.169261
"etort-127","etort-223",0.171184
"etort-128","etort-223",0.167417
"etort-129","etort-223",0.167217
"etort-195","etort-223",0.176032
"etort-208","etort-223",0.176128
"etort-209","etort-223",0.176073
"etort-210","etort-223",0.178175
"etort-211","etort-223",0.175831
"etort-212","etort-223",0.176437
"etort-213","etort-223",0.174383
"etort-214","etort-223",0.173396
"etort-215","etort-223",0.17554
"etort-216","etort-223",0.175807
"etort-217","etort-223",0.175454
"etort-218","etort-223",0.174079
"etort-219","etort-223",0.174472
"etort-220","etort-223",0.173162
"etort-221","etort-223",0.165855
"etort-222","etort-223",0.16573
"etort-223","etort-223",0.111973
"etort-2","etort-224",0.170113
"etort-3","etort-224",0.175127
"etort-4","etort-224",0.175336
"etort-5","etort-224",0.177167
"etort-6","etort-224",0.180645
"etort-9","etort-224",0.175934
"etort-10","etort-224",0.176505
"etort-11","etort-224",0.176329
"etort-13","etort-224",0.1707
"etort-14","etort-224",0.168601
"etort-16","etort-224",0.176981
"etort-18","etort-224",0.175265
"etort-19","etort-224",0.173145
"etort-20","etort-224",0.173691
"etort-21","etort-224",0.175796
"etort-22","etort-224",0.176156
"etort-23","etort-224",0.178495
"etort-24","etort-224",0.177581
"etort-25","etort-224",0.178472
"etort-26","etort-224",0.176675
"etort-27","etort-224",0.178591
"etort-28","etort-224",0.178236
"etort-33","etort-224",0.177564
"etort-34","etort-224",0.177653
"etort-39","etort-224",0.177499
"etort-40","etort-224",0.177201
"etort-41","etort-224",0.178237
"etort-42","etort-224",0.179803
"etort-43","etort-224",0.177611
"etort-44","etort-224",0.178153
"etort-45","etort-224",0.17733
"etort-52","etort-224",0.176833
"etort-54","etort-224",0.176911
"etort-57","etort-224",0.168781
"etort-60 (sheared2)","etort-224",0.172698
"etort-61","etort-224",0.170789
"etort-63","etort-224",0.172
"etort-64","etort-224",0.17155
"etort-65","etort-224",0.170115
"etort-66","etort-224",0.173648
"etort-67","etort-224",0.172749
"etort-68","etort-224",0.169729
"etort-69","etort-224",0.173088
"etort-70","etort-224",0.177452
"etort-71","etort-224",0.16944
"etort-72","etort-224",0.169337
"etort-73","etort-224",0.174431
"etort-74","etort-224",0.175391
"etort-77","etort-224",0.176935
"etort-96","etort-224",0.176518
"etort-97","etort-224",0.171272
"etort-98","etort-224",0.175015
"etort-99","etort-224",0.176319
"etort-100","etort-224",0.174771
"etort-102","etort-224",0.174313
"etort-103","etort-224",0.175769
"etort-104","etort-224",0.175644
"etort-105","etort-224",0.174911
"etort-106","etort-224",0.166065
"etort-107","etort-224",0.166942
"etort-108","etort-224",0.167101
"etort-109","etort-224",0.167471
"etort-110","etort-224",0.168496
"etort-111","etort-224",0.166897
"etort-115","etort-224",0.176542
"etort-116","etort-224",0.176195
"etort-117","etort-224",0.176839
"etort-119","etort-224",0.175228
"etort-120","etort-224",0.175782
"etort-121","etort-224",0.167972
"etort-122","etort-224",0.173216
"etort-123","etort-224",0.167855
"etort-124","etort-224",0.168601
"etort-125","etort-224",0.172188
"etort-126","etort-224",0.168883
"etort-127","etort-224",0.170722
"etort-128","etort-224",0.168143
"etort-129","etort-224",0.1661
"etort-195","etort-224",0.175073
"etort-208","etort-224",0.176712
"etort-209","etort-224",0.176797
"etort-210","etort-224",0.178708
"etort-211","etort-224",0.175577
"etort-212","etort-224",0.176538
"etort-213","etort-224",0.17481
"etort-214","etort-224",0.173559
"etort-215","etort-224",0.174748
"etort-216","etort-224",0.175219
"etort-217","etort-224",0.174484
"etort-218","etort-224",0.173668
"etort-219","etort-224",0.17467
"etort-220","etort-224",0.172761
"etort-221","etort-224",0.16619
"etort-222","etort-224",0.166589
"etort-223","etort-224",0.165191
"etort-224","etort-224",0.112303
"etort-2","etort-225",0.170317
"etort-3","etort-225",0.175827
"etort-4","etort-225",0.177162
"etort-5","etort-225",0.178056
"etort-6","etort-225",0.181684
"etort-9","etort-225",0.177432
"etort-10","etort-225",0.178117
"etort-11","etort-225",0.178283
"etort-13","etort-225",0.173198
"etort-14","etort-225",0.171564
"etort-16","etort-225",0.178736
"etort-18","etort-225",0.177055
"etort-19","etort-225",0.175241
"etort-20","etort-225",0.175483
"etort-21","etort-225",0.177302
"etort-22","etort-225",0.17717
"etort-23","etort-225",0.179296
"etort-24","etort-225",0.177936
"etort-25","etort-225",0.179307
"etort-26","etort-225",0.178317
"etort-27","etort-225",0.17983
"etort-28","etort-225",0.178605
"etort-33","etort-225",0.17844
"etort-34","etort-225",0.178455
"etort-39","etort-225",0.179268
"etort-40","etort-225",0.178042
"etort-41","etort-225",0.179516
"etort-42","etort-225",0.181505
"etort-43","etort-225",0.178272
"etort-44","etort-225",0.178997
"etort-45","etort-225",0.179071
"etort-52","etort-225",0.178675
"etort-54","etort-225",0.178168
"etort-57","etort-225",0.171855
"etort-60 (sheared2)","etort-225",0.175208
"etort-61","etort-225",0.172544
"etort-63","etort-225",0.173331
"etort-64","etort-225",0.174007
"etort-65","etort-225",0.172461
"etort-66","etort-225",0.17505
"etort-67","etort-225",0.173852
"etort-68","etort-225",0.17219
"etort-69","etort-225",0.176128
"etort-70","etort-225",0.179452
"etort-71","etort-225",0.171745
"etort-72","etort-225",0.172015
"etort-73","etort-225",0.176096
"etort-74","etort-225",0.177604
"etort-77","etort-225",0.17917
"etort-96","etort-225",0.177506
"etort-97","etort-225",0.173462
"etort-98","etort-225",0.176648
"etort-99","etort-225",0.176882
"etort-100","etort-225",0.17683
"etort-102","etort-225",0.176279
"etort-103","etort-225",0.177607
"etort-104","etort-225",0.177192
"etort-105","etort-225",0.176278
"etort-106","etort-225",0.165979
"etort-107","etort-225",0.167567
"etort-108","etort-225",0.166781
"etort-109","etort-225",0.169386
"etort-110","etort-225",0.168445
"etort-111","etort-225",0.167753
"etort-115","etort-225",0.177571
"etort-116","etort-225",0.177538
"etort-117","etort-225",0.178518
"etort-119","etort-225",0.177159
"etort-120","etort-225",0.177023
"etort-121","etort-225",0.170715
"etort-122","etort-225",0.175001
"etort-123","etort-225",0.169768
"etort-124","etort-225",0.17054
"etort-125","etort-225",0.175183
"etort-126","etort-225",0.17083
"etort-127","etort-225",0.172849
"etort-128","etort-225",0.16984
"etort-129","etort-225",0.16815
"etort-195","etort-225",0.176974
"etort-208","etort-225",0.178051
"etort-209","etort-225",0.178085
"etort-210","etort-225",0.17996
"etort-211","etort-225",0.176562
"etort-212","etort-225",0.177852
"etort-213","etort-225",0.176235
"etort-214","etort-225",0.175028
"etort-215","etort-225",0.176798
"etort-216","etort-225",0.176951
"etort-217","etort-225",0.176188
"etort-218","etort-225",0.175495
"etort-219","etort-225",0.176137
"etort-220","etort-225",0.174863
"etort-221","etort-225",0.167552
"etort-222","etort-225",0.168032
"etort-223","etort-225",0.167614
"etort-224","etort-225",0.166299
"etort-225","etort-225",0.116613
"etort-2","etort-226",0.170852
"etort-3","etort-226",0.174396
"etort-4","etort-226",0.174654
"etort-5","etort-226",0.176502
"etort-6","etort-226",0.179258
"etort-9","etort-226",0.174286
"etort-10","etort-226",0.176705
"etort-11","etort-226",0.176748
"etort-13","etort-226",0.172086
"etort-14","etort-226",0.170237
"etort-16","etort-226",0.176422
"etort-18","etort-226",0.175559
"etort-19","etort-226",0.173999
"etort-20","etort-226",0.17437
"etort-21","etort-226",0.175485
"etort-22","etort-226",0.176159
"etort-23","etort-226",0.177659
"etort-24","etort-226",0.177076
"etort-25","etort-226",0.178185
"etort-26","etort-226",0.174939
"etort-27","etort-226",0.178092
"etort-28","etort-226",0.177792
"etort-33","etort-226",0.175908
"etort-34","etort-226",0.175784
"etort-39","etort-226",0.175443
"etort-40","etort-226",0.175746
"etort-41","etort-226",0.17737
"etort-42","etort-226",0.179272
"etort-43","etort-226",0.175928
"etort-44","etort-226",0.176778
"etort-45","etort-226",0.176234
"etort-52","etort-226",0.175409
"etort-54","etort-226",0.176077
"etort-57","etort-226",0.171824
"etort-60 (sheared2)","etort-226",0.173563
"etort-61","etort-226",0.172548
"etort-63","etort-226",0.172344
"etort-64","etort-226",0.172558
"etort-65","etort-226",0.171574
"etort-66","etort-226",0.173631
"etort-67","etort-226",0.173075
"etort-68","etort-226",0.170878
"etort-69","etort-226",0.173044
"etort-70","etort-226",0.177207
"etort-71","etort-226",0.172268
"etort-72","etort-226",0.17165
"etort-73","etort-226",0.1739
"etort-74","etort-226",0.175419
"etort-77","etort-226",0.176689
"etort-96","etort-226",0.173668
"etort-97","etort-226",0.170274
"etort-98","etort-226",0.173384
"etort-99","etort-226",0.174155
"etort-100","etort-226",0.173438
"etort-102","etort-226",0.173157
"etort-103","etort-226",0.175068
"etort-104","etort-226",0.174584
"etort-105","etort-226",0.17293
"etort-106","etort-226",0.167517
"etort-107","etort-226",0.16801
"etort-108","etort-226",0.167571
"etort-109","etort-226",0.169441
"etort-110","etort-226",0.169679
"etort-111","etort-226",0.168383
"etort-115","etort-226",0.175212
"etort-116","etort-226",0.174551
"etort-117","etort-226",0.175377
"etort-119","etort-226",0.175255
"etort-120","etort-226",0.175606
"etort-121","etort-226",0.171034
"etort-122","etort-226",0.173244
"etort-123","etort-226",0.169225
"etort-124","etort-226",0.168784
"etort-125","etort-226",0.171903
"etort-126","etort-226",0.169856
"etort-127","etort-226",0.172165
"etort-128","etort-226",0.169233
"etort-129","etort-226",0.167993
"etort-195","etort-226",0.175396
"etort-208","etort-226",0.177177
"etort-209","etort-226",0.176553
"etort-210","etort-226",0.177113
"etort-211","etort-226",0.175023
"etort-212","etort-226",0.175731
"etort-213","etort-226",0.174574
"etort-214","etort-226",0.173542
"etort-215","etort-226",0.17449
"etort-216","etort-226",0.175391
"etort-217","etort-226",0.174282
"etort-218","etort-226",0.173937
"etort-219","etort-226",0.173987
"etort-220","etort-226",0.172179
"etort-221","etort-226",0.16936
"etort-222","etort-226",0.168927
"etort-223","etort-226",0.16746
"etort-224","etort-226",0.167439
"etort-225","etort-226",0.168027
"etort-226","etort-226",0.114577
"etort-2","etort-227",0.171645
"etort-3","etort-227",0.175906
"etort-4","etort-227",0.17515
"etort-5","etort-227",0.177054
"etort-6","etort-227",0.180494
"etort-9","etort-227",0.176029
"etort-10","etort-227",0.177619
"etort-11","etort-227",0.178338
"etort-13","etort-227",0.172873
"etort-14","etort-227",0.171473
"etort-16","etort-227",0.178104
"etort-18","etort-227",0.176456
"etort-19","etort-227",0.174303
"etort-20","etort-227",0.175261
"etort-21","etort-227",0.176791
"etort-22","etort-227",0.176648
"etort-23","etort-227",0.178999
"etort-24","etort-227",0.178413
"etort-25","etort-227",0.179548
"etort-26","etort-227",0.176514
"etort-27","etort-227",0.179004
"etort-28","etort-227",0.178677
"etort-33","etort-227",0.177762
"etort-34","etort-227",0.177655
"etort-39","etort-227",0.177548
"etort-40","etort-227",0.176953
"etort-41","etort-227",0.178657
"etort-42","etort-227",0.180474
"etort-43","etort-227",0.177355
"etort-44","etort-227",0.178204
"etort-45","etort-227",0.177891
"etort-52","etort-227",0.176924
"etort-54","etort-227",0.176785
"etort-57","etort-227",0.17135
"etort-60 (sheared2)","etort-227",0.174396
"etort-61","etort-227",0.173382
"etort-63","etort-227",0.173487
"etort-64","etort-227",0.173963
"etort-65","etort-227",0.171994
"etort-66","etort-227",0.173801
"etort-67","etort-227",0.173214
"etort-68","etort-227",0.171519
"etort-69","etort-227",0.1749
"etort-70","etort-227",0.178453
"etort-71","etort-227",0.171828
"etort-72","etort-227",0.172484
"etort-73","etort-227",0.174727
"etort-74","etort-227",0.17621
"etort-77","etort-227",0.177734
"etort-96","etort-227",0.17622
"etort-97","etort-227",0.172677
"etort-98","etort-227",0.174672
"etort-99","etort-227",0.175489
"etort-100","etort-227",0.175505
"etort-102","etort-227",0.175636
"etort-103","etort-227",0.17579
"etort-104","etort-227",0.176494
"etort-105","etort-227",0.175461
"etort-106","etort-227",0.167441
"etort-107","etort-227",0.168495
"etort-108","etort-227",0.167725
"etort-109","etort-227",0.168642
"etort-110","etort-227",0.170288
"etort-111","etort-227",0.169129
"etort-115","etort-227",0.176388
"etort-116","etort-227",0.176648
"etort-117","etort-227",0.176793
"etort-119","etort-227",0.176662
"etort-120","etort-227",0.177318
"etort-121","etort-227",0.170572
"etort-122","etort-227",0.175511
"etort-123","etort-227",0.169897
"etort-124","etort-227",0.169997
"etort-125","etort-227",0.173578
"etort-126","etort-227",0.170897
"etort-127","etort-227",0.172947
"etort-128","etort-227",0.170026
"etort-129","etort-227",0.168594
"etort-195","etort-227",0.176508
"etort-208","etort-227",0.177006
"etort-209","etort-227",0.177632
"etort-210","etort-227",0.178654
"etort-211","etort-227",0.176768
"etort-212","etort-227",0.177375
"etort-213","etort-227",0.175343
"etort-214","etort-227",0.174145
"etort-215","etort-227",0.176923
"etort-216","etort-227",0.17669
"etort-217","etort-227",0.176114
"etort-218","etort-227",0.17473
"etort-219","etort-227",0.175241
"etort-220","etort-227",0.174217
"etort-221","etort-227",0.168692
"etort-222","etort-227",0.169348
"etort-223","etort-227",0.168101
"etort-224","etort-227",0.16825
"etort-225","etort-227",0.168795
"etort-226","etort-227",0.169266
"etort-227","etort-227",0.116292
"etort-2","etort-228",0.172404
"etort-3","etort-228",0.172228
"etort-4","etort-228",0.171784
"etort-5","etort-228",0.173238
"etort-6","etort-228",0.17585
"etort-9","etort-228",0.172245
"etort-10","etort-228",0.174241
"etort-11","etort-228",0.174205
"etort-13","etort-228",0.170199
"etort-14","etort-228",0.172678
"etort-16","etort-228",0.174467
"etort-18","etort-228",0.171728
"etort-19","etort-228",0.170439
"etort-20","etort-228",0.17215
"etort-21","etort-228",0.171663
"etort-22","etort-228",0.172515
"etort-23","etort-228",0.17507
"etort-24","etort-228",0.174551
"etort-25","etort-228",0.175614
"etort-26","etort-228",0.172742
"etort-27","etort-228",0.175388
"etort-28","etort-228",0.175214
"etort-33","etort-228",0.17378
"etort-34","etort-228",0.171779
"etort-39","etort-228",0.172831
"etort-40","etort-228",0.173853
"etort-41","etort-228",0.174428
"etort-42","etort-228",0.176367
"etort-43","etort-228",0.173087
"etort-44","etort-228",0.174283
"etort-45","etort-228",0.173742
"etort-52","etort-228",0.172978
"etort-54","etort-228",0.173419
"etort-57","etort-228",0.174554
"etort-60 (sheared2)","etort-228",0.17105
"etort-61","etort-228",0.17497
"etort-63","etort-228",0.170572
"etort-64","etort-228",0.170123
"etort-65","etort-228",0.170498
"etort-66","etort-228",0.171244
"etort-67","etort-228",0.170515
"etort-68","etort-228",0.168805
"etort-69","etort-228",0.171685
"etort-70","etort-228",0.174299
"etort-71","etort-228",0.176103
"etort-72","etort-228",0.175393
"etort-73","etort-228",0.170873
"etort-74","etort-228",0.173083
"etort-77","etort-228",0.174663
"etort-96","etort-228",0.171092
"etort-97","etort-228",0.168222
"etort-98","etort-228",0.170661
"etort-99","etort-228",0.171949
"etort-100","etort-228",0.170717
"etort-102","etort-228",0.170745
"etort-103","etort-228",0.171467
"etort-104","etort-228",0.171352
"etort-105","etort-228",0.171006
"etort-106","etort-228",0.172151
"etort-107","etort-228",0.173596
"etort-108","etort-228",0.172207
"etort-109","etort-228",0.173084
"etort-110","etort-228",0.174043
"etort-111","etort-228",0.173186
"etort-115","etort-228",0.172444
"etort-116","etort-228",0.171847
"etort-117","etort-228",0.172457
"etort-119","etort-228",0.172405
"etort-120","etort-228",0.174003
"etort-121","etort-228",0.171526
"etort-122","etort-228",0.171027
"etort-123","etort-228",0.172016
"etort-124","etort-228",0.171313
"etort-125","etort-228",0.170829
"etort-126","etort-228",0.172659
"etort-127","etort-228",0.173012
"etort-128","etort-228",0.172101
"etort-129","etort-228",0.172552
"etort-195","etort-228",0.172552
"etort-208","etort-228",0.174086
"etort-209","etort-228",0.173776
"etort-210","etort-228",0.175046
"etort-211","etort-228",0.172459
"etort-212","etort-228",0.173816
"etort-213","etort-228",0.172258
"etort-214","etort-228",0.170476
"etort-215","etort-228",0.171863
"etort-216","etort-228",0.173115
"etort-217","etort-228",0.172358
"etort-218","etort-228",0.170954
"etort-219","etort-228",0.172102
"etort-220","etort-228",0.169638
"etort-221","etort-228",0.172184
"etort-222","etort-228",0.172663
"etort-223","etort-228",0.171953
"etort-224","etort-228",0.172128
"etort-225","etort-228",0.17356
"etort-226","etort-228",0.170628
"etort-227","etort-228",0.173208
"etort-228","etort-228",0.113928
"etort-2","etort-229",0.175355
"etort-3","etort-229",0.172671
"etort-4","etort-229",0.174443
"etort-5","etort-229",0.174923
"etort-6","etort-229",0.179167
"etort-9","etort-229",0.175368
"etort-10","etort-229",0.160343
"etort-11","etort-229",0.164147
"etort-13","etort-229",0.173
"etort-14","etort-229",0.176315
"etort-16","etort-229",0.172583
"etort-18","etort-229",0.167057
"etort-19","etort-229",0.172719
"etort-20","etort-229",0.173198
"etort-21","etort-229",0.158232
"etort-22","etort-229",0.161944
"etort-23","etort-229",0.16613
"etort-24","etort-229",0.164527
"etort-25","etort-229",0.165937
"etort-26","etort-229",0.176038
"etort-27","etort-229",0.162371
"etort-28","etort-229",0.162181
"etort-33","etort-229",0.176359
"etort-34","etort-229",0.176016
"etort-39","etort-229",0.176385
"etort-40","etort-229",0.175882
"etort-41","etort-229",0.176433
"etort-42","etort-229",0.178074
"etort-43","etort-229",0.175674
"etort-44","etort-229",0.176539
"etort-45","etort-229",0.176485
"etort-52","etort-229",0.175394
"etort-54","etort-229",0.175453
"etort-57","etort-229",0.17671
"etort-60 (sheared2)","etort-229",0.167383
"etort-61","etort-229",0.17838
"etort-63","etort-229",0.172416
"etort-64","etort-229",0.170103
"etort-65","etort-229",0.17323
"etort-66","etort-229",0.165615
"etort-67","etort-229",0.169085
"etort-68","etort-229",0.169107
"etort-69","etort-229",0.168546
"etort-70","etort-229",0.171772
"etort-71","etort-229",0.178929
"etort-72","etort-229",0.178501
"etort-73","etort-229",0.173746
"etort-74","etort-229",0.169401
"etort-77","etort-229",0.17544
"etort-96","etort-229",0.173999
"etort-97","etort-229",0.171038
"etort-98","etort-229",0.173396
"etort-99","etort-229",0.174124
"etort-100","etort-229",0.174508
"etort-102","etort-229",0.173745
"etort-103","etort-229",0.17389
"etort-104","etort-229",0.174507
"etort-105","etort-229",0.173876
"etort-106","etort-229",0.175659
"etort-107","etort-229",0.176893
"etort-108","etort-229",0.175517
"etort-109","etort-229",0.176855
"etort-110","etort-229",0.177911
"etort-111","etort-229",0.177259
"etort-115","etort-229",0.174599
"etort-116","etort-229",0.17482
"etort-117","etort-229",0.175377
"etort-119","etort-229",0.157095
"etort-120","etort-229",0.160659
"etort-121","etort-229",0.174732
"etort-122","etort-229",0.174021
"etort-123","etort-229",0.176085
"etort-124","etort-229",0.173155
"etort-125","etort-229",0.1748
"etort-126","etort-229",0.175861
"etort-127","etort-229",0.176119
"etort-128","etort-229",0.17493
"etort-129","etort-229",0.176618
"etort-195","etort-229",0.169236
"etort-208","etort-229",0.164559
"etort-209","etort-229",0.163467
"etort-210","etort-229",0.176738
"etort-211","etort-229",0.160205
"etort-212","etort-229",0.161847
"etort-213","etort-229",0.168826
"etort-214","etort-229",0.165513
"etort-215","etort-229",0.163578
"etort-216","etort-229",0.163715
"etort-217","etort-229",0.163622
"etort-218","etort-229",0.163792
"etort-219","etort-229",0.163071
"etort-220","etort-229",0.166629
"etort-221","etort-229",0.17422
"etort-222","etort-229",0.176047
"etort-223","etort-229",0.175518
"etort-224","etort-229",0.175518
"etort-225","etort-229",0.177251
"etort-226","etort-229",0.175269
"etort-227","etort-229",0.176809
"etort-228","etort-229",0.171324
"etort-229","etort-229",0.109197
"etort-2","etort-230",0.175724
"etort-3","etort-230",0.174612
"etort-4","etort-230",0.176238
"etort-5","etort-230",0.170069
"etort-6","etort-230",0.171643
"etort-9","etort-230",0.166281
"etort-10","etort-230",0.174823
"etort-11","etort-230",0.175006
"etort-13","etort-230",0.174112
"etort-14","etort-230",0.176227
"etort-16","etort-230",0.173691
"etort-18","etort-230",0.173756
"etort-19","etort-230",0.174692
"etort-20","etort-230",0.175358
"etort-21","etort-230",0.173796
"etort-22","etort-230",0.173908
"etort-23","etort-230",0.175461
"etort-24","etort-230",0.174773
"etort-25","etort-230",0.176816
"etort-26","etort-230",0.1673
"etort-27","etort-230",0.176323
"etort-28","etort-230",0.175899
"etort-33","etort-230",0.169028
"etort-34","etort-230",0.168188
"etort-39","etort-230",0.167679
"etort-40","etort-230",0.167607
"etort-41","etort-230",0.170516
"etort-42","etort-230",0.172088
"etort-43","etort-230",0.16831
"etort-44","etort-230",0.169764
