"etort1","etort2","covariance"
"etort-73","etort-224",0.002787
"etort-74","etort-224",0.00398
"etort-77","etort-224",0.002116
"etort-96","etort-224",0.002016
"etort-97","etort-224",0.002407
"etort-98","etort-224",0.003145
"etort-99","etort-224",0.002206
"etort-100","etort-224",0.003796
"etort-102","etort-224",0.001776
"etort-103","etort-224",0.001532
"etort-104","etort-224",0.002982
"etort-105","etort-224",0.002245
"etort-106","etort-224",0.006659
"etort-107","etort-224",0.003512
"etort-108","etort-224",0.003002
"etort-109","etort-224",0.003946
"etort-110","etort-224",0.011366
"etort-111","etort-224",0.007742
"etort-115","etort-224",0.002439
"etort-116","etort-224",0.00162
"etort-117","etort-224",0.001375
"etort-119","etort-224",0.002371
"etort-120","etort-224",0.002218
"etort-121","etort-224",0.004804
"etort-122","etort-224",0.004094
"etort-123","etort-224",0.005478
"etort-124","etort-224",0.004401
"etort-125","etort-224",0.004449
"etort-126","etort-224",0.005638
"etort-127","etort-224",0.007751
"etort-128","etort-224",0.004921
"etort-129","etort-224",0.006104
"etort-195","etort-224",0.002791
"etort-208","etort-224",0.002405
"etort-209","etort-224",0.002361
"etort-210","etort-224",0.000879
"etort-211","etort-224",0.00284
"etort-212","etort-224",0.001897
"etort-213","etort-224",0.003283
"etort-214","etort-224",0.003049
"etort-215","etort-224",0.002583
"etort-216","etort-224",0.002252
"etort-217","etort-224",0.002687
"etort-218","etort-224",0.003263
"etort-219","etort-224",0.002484
"etort-220","etort-224",0.003432
"etort-221","etort-224",0.006169
"etort-222","etort-224",0.007272
"etort-223","etort-224",0.00661
"etort-224","etort-224",0.159252
"etort-2","etort-225",0.004221
"etort-3","etort-225",0.002936
"etort-4","etort-225",0.003216
"etort-5","etort-225",0.002023
"etort-6","etort-225",0.001754
"etort-9","etort-225",0.001882
"etort-10","etort-225",0.001789
"etort-11","etort-225",0.001937
"etort-13","etort-225",0.003239
"etort-14","etort-225",0.004945
"etort-16","etort-225",0.004606
"etort-18","etort-225",0.002367
"etort-19","etort-225",0.003308
"etort-20","etort-225",0.003634
"etort-21","etort-225",0.002006
"etort-22","etort-225",0.00178
"etort-23","etort-225",0.001675
"etort-24","etort-225",0.001797
"etort-25","etort-225",0.002356
"etort-26","etort-225",0.002544
"etort-27","etort-225",0.002544
"etort-28","etort-225",0.002822
"etort-33","etort-225",0.002092
"etort-34","etort-225",0.002379
"etort-39","etort-225",0.002346
"etort-40","etort-225",0.002621
"etort-41","etort-225",0.003233
"etort-42","etort-225",0.000901
"etort-43","etort-225",0.002485
"etort-44","etort-225",0.001846
"etort-45","etort-225",0.001595
"etort-52","etort-225",0.002229
"etort-54","etort-225",0.001567
"etort-57","etort-225",0.00518
"etort-60 (sheared2)","etort-225",0.0026
"etort-61","etort-225",0.009699
"etort-63","etort-225",0.005573
"etort-64","etort-225",0.004565
"etort-65","etort-225",0.005191
"etort-66","etort-225",0.003168
"etort-67","etort-225",0.005976
"etort-68","etort-225",0.003317
"etort-69","etort-225",0.002806
"etort-70","etort-225",0.000865
"etort-71","etort-225",0.005419
"etort-72","etort-225",0.004757
"etort-73","etort-225",0.003138
"etort-74","etort-225",0.004395
"etort-77","etort-225",0.0021
"etort-96","etort-225",0.002431
"etort-97","etort-225",0.003111
"etort-98","etort-225",0.003677
"etort-99","etort-225",0.003139
"etort-100","etort-225",0.004359
"etort-102","etort-225",0.001904
"etort-103","etort-225",0.0016
"etort-104","etort-225",0.003595
"etort-105","etort-225",0.002654
"etort-106","etort-225",0.008559
"etort-107","etort-225",0.004218
"etort-108","etort-225",0.003848
"etort-109","etort-225",0.004529
"etort-110","etort-225",0.014901
"etort-111","etort-225",0.009508
"etort-115","etort-225",0.003178
"etort-116","etort-225",0.001809
"etort-117","etort-225",0.001549
"etort-119","etort-225",0.002474
"etort-120","etort-225",0.002635
"etort-121","etort-225",0.005152
"etort-122","etort-225",0.004591
"etort-123","etort-225",0.006315
"etort-124","etort-225",0.004954
"etort-125","etort-225",0.004696
"etort-126","etort-225",0.006501
"etort-127","etort-225",0.008911
"etort-128","etort-225",0.00562
"etort-129","etort-225",0.006955
"etort-195","etort-225",0.003086
"etort-208","etort-225",0.002879
"etort-209","etort-225",0.002888
"etort-210","etort-225",0.001064
"etort-211","etort-225",0.003668
"etort-212","etort-225",0.002325
"etort-213","etort-225",0.003733
"etort-214","etort-225",0.003523
"etort-215","etort-225",0.002721
"etort-216","etort-225",0.002468
"etort-217","etort-225",0.003066
"etort-218","etort-225",0.003714
"etort-219","etort-225",0.002994
"etort-220","etort-225",0.003757
"etort-221","etort-225",0.007355
"etort-222","etort-225",0.008648
"etort-223","etort-225",0.007431
"etort-224","etort-225",0.008169
"etort-225","etort-225",0.189239
"etort-2","etort-226",0.003619
"etort-3","etort-226",0.002827
"etort-4","etort-226",0.003463
"etort-5","etort-226",0.002053
"etort-6","etort-226",0.002178
"etort-9","etort-226",0.002332
"etort-10","etort-226",0.001789
"etort-11","etort-226",0.001909
"etort-13","etort-226",0.003157
"etort-14","etort-226",0.00478
"etort-16","etort-226",0.004925
"etort-18","etort-226",0.002364
"etort-19","etort-226",0.003243
"etort-20","etort-226",0.003474
"etort-21","etort-226",0.002139
"etort-22","etort-226",0.001692
"etort-23","etort-226",0.001666
"etort-24","etort-226",0.001613
"etort-25","etort-226",0.002099
"etort-26","etort-226",0.003137
"etort-27","etort-226",0.002575
"etort-28","etort-226",0.002549
"etort-33","etort-226",0.00243
"etort-34","etort-226",0.002791
"etort-39","etort-226",0.003033
"etort-40","etort-226",0.00285
"etort-41","etort-226",0.003417
"etort-42","etort-226",0.00114
"etort-43","etort-226",0.002682
"etort-44","etort-226",0.002029
"etort-45","etort-226",0.001887
"etort-52","etort-226",0.002912
"etort-54","etort-226",0.001704
"etort-57","etort-226",0.004411
"etort-60 (sheared2)","etort-226",0.00257
"etort-61","etort-226",0.008405
"etort-63","etort-226",0.005253
"etort-64","etort-226",0.004374
"etort-65","etort-226",0.004739
"etort-66","etort-226",0.00298
"etort-67","etort-226",0.005456
"etort-68","etort-226",0.003032
"etort-69","etort-226",0.003271
"etort-70","etort-226",0.001065
"etort-71","etort-226",0.004502
"etort-72","etort-226",0.004249
"etort-73","etort-226",0.003299
"etort-74","etort-226",0.004576
"etort-77","etort-226",0.002454
"etort-96","etort-226",0.003405
"etort-97","etort-226",0.003542
"etort-98","etort-226",0.004487
"etort-99","etort-226",0.003601
"etort-100","etort-226",0.005159
"etort-102","etort-226",0.002261
"etort-103","etort-226",0.001916
"etort-104","etort-226",0.004007
"etort-105","etort-226",0.003284
"etort-106","etort-226",0.007057
"etort-107","etort-226",0.003725
"etort-108","etort-226",0.003253
"etort-109","etort-226",0.004001
"etort-110","etort-226",0.01239
"etort-111","etort-226",0.00829
"etort-115","etort-226",0.003495
"etort-116","etort-226",0.002251
"etort-117","etort-226",0.002043
"etort-119","etort-226",0.002644
"etort-120","etort-226",0.002591
"etort-121","etort-226",0.004393
"etort-122","etort-226",0.004638
"etort-123","etort-226",0.00575
"etort-124","etort-226",0.004983
"etort-125","etort-226",0.005227
"etort-126","etort-226",0.006129
"etort-127","etort-226",0.008071
"etort-128","etort-226",0.005146
"etort-129","etort-226",0.006292
"etort-195","etort-226",0.002959
"etort-208","etort-226",0.002601
"etort-209","etort-226",0.002856
"etort-210","etort-226",0.001606
"etort-211","etort-226",0.003581
"etort-212","etort-226",0.002406
"etort-213","etort-226",0.003663
"etort-214","etort-226",0.003438
"etort-215","etort-226",0.003077
"etort-216","etort-226",0.002416
"etort-217","etort-226",0.003124
"etort-218","etort-226",0.003532
"etort-219","etort-226",0.003139
"etort-220","etort-226",0.004129
"etort-221","etort-226",0.005897
"etort-222","etort-226",0.007306
"etort-223","etort-226",0.006702
"etort-224","etort-226",0.006889
"etort-225","etort-226",0.008562
"etort-226","etort-226",0.182349
"etort-2","etort-227",0.003135
"etort-3","etort-227",0.002308
"etort-4","etort-227",0.003054
"etort-5","etort-227",0.001913
"etort-6","etort-227",0.001686
"etort-9","etort-227",0.0018
"etort-10","etort-227",0.001551
"etort-11","etort-227",0.001476
"etort-13","etort-227",0.00278
"etort-14","etort-227",0.004013
"etort-16","etort-227",0.003784
"etort-18","etort-227",0.002011
"etort-19","etort-227",0.002901
"etort-20","etort-227",0.00299
"etort-21","etort-227",0.001688
"etort-22","etort-227",0.001538
"etort-23","etort-227",0.001339
"etort-24","etort-227",0.00129
"etort-25","etort-227",0.001642
"etort-26","etort-227",0.002444
"etort-27","etort-227",0.002204
"etort-28","etort-227",0.002169
"etort-33","etort-227",0.001868
"etort-34","etort-227",0.00211
"etort-39","etort-227",0.002302
"etort-40","etort-227",0.002394
"etort-41","etort-227",0.002781
"etort-42","etort-227",0.000923
"etort-43","etort-227",0.002185
"etort-44","etort-227",0.001628
"etort-45","etort-227",0.001523
"etort-52","etort-227",0.002297
"etort-54","etort-227",0.001494
"etort-57","etort-227",0.004282
"etort-60 (sheared2)","etort-227",0.002259
"etort-61","etort-227",0.007225
"etort-63","etort-227",0.004357
"etort-64","etort-227",0.003576
"etort-65","etort-227",0.004187
"etort-66","etort-227",0.002836
"etort-67","etort-227",0.004896
"etort-68","etort-227",0.002754
"etort-69","etort-227",0.002567
"etort-70","etort-227",0.000843
"etort-71","etort-227",0.004295
"etort-72","etort-227",0.003697
"etort-73","etort-227",0.002824
"etort-74","etort-227",0.003869
"etort-77","etort-227",0.002034
"etort-96","etort-227",0.002333
"etort-97","etort-227",0.002595
"etort-98","etort-227",0.00361
"etort-99","etort-227",0.002869
"etort-100","etort-227",0.003829
"etort-102","etort-227",0.001642
"etort-103","etort-227",0.001681
"etort-104","etort-227",0.002957
"etort-105","etort-227",0.002329
"etort-106","etort-227",0.006312
"etort-107","etort-227",0.003278
"etort-108","etort-227",0.002996
"etort-109","etort-227",0.003779
"etort-110","etort-227",0.010571
"etort-111","etort-227",0.00705
"etort-115","etort-227",0.002848
"etort-116","etort-227",0.001632
"etort-117","etort-227",0.001582
"etort-119","etort-227",0.002119
"etort-120","etort-227",0.001906
"etort-121","etort-227",0.004188
"etort-122","etort-227",0.003506
"etort-123","etort-227",0.004964
"etort-124","etort-227",0.004155
"etort-125","etort-227",0.004238
"etort-126","etort-227",0.005139
"etort-127","etort-227",0.006885
"etort-128","etort-227",0.004449
"etort-129","etort-227",0.005466
"etort-195","etort-227",0.002542
"etort-208","etort-227",0.002576
"etort-209","etort-227",0.002421
"etort-210","etort-227",0.001249
"etort-211","etort-227",0.002715
"etort-212","etort-227",0.001892
"etort-213","etort-227",0.003161
"etort-214","etort-227",0.003024
"etort-215","etort-227",0.001987
"etort-216","etort-227",0.001899
"etort-217","etort-227",0.002373
"etort-218","etort-227",0.003114
"etort-219","etort-227",0.002517
"etort-220","etort-227",0.003111
"etort-221","etort-227",0.005501
"etort-222","etort-227",0.006378
"etort-223","etort-227",0.005749
"etort-224","etort-227",0.00588
"etort-225","etort-227",0.007434
"etort-226","etort-227",0.006388
"etort-227","etort-227",0.156092
"etort-2","etort-228",0.002531
"etort-3","etort-228",0.002745
"etort-4","etort-228",0.003424
"etort-5","etort-228",0.002303
"etort-6","etort-228",0.002805
"etort-9","etort-228",0.002215
"etort-10","etort-228",0.001857
"etort-11","etort-228",0.002062
"etort-13","etort-228",0.002867
"etort-14","etort-228",0.003162
"etort-16","etort-228",0.004481
"etort-18","etort-228",0.002689
"etort-19","etort-228",0.003382
"etort-20","etort-228",0.003299
"etort-21","etort-228",0.002485
"etort-22","etort-228",0.001947
"etort-23","etort-228",0.001873
"etort-24","etort-228",0.001747
"etort-25","etort-228",0.002302
"etort-26","etort-228",0.002996
"etort-27","etort-228",0.002698
"etort-28","etort-228",0.002713
"etort-33","etort-228",0.002339
"etort-34","etort-228",0.003147
"etort-39","etort-228",0.002989
"etort-40","etort-228",0.002702
"etort-41","etort-228",0.003656
"etort-42","etort-228",0.001343
"etort-43","etort-228",0.002884
"etort-44","etort-228",0.002114
"etort-45","etort-228",0.001991
"etort-52","etort-228",0.002927
"etort-54","etort-228",0.001852
"etort-57","etort-228",0.002602
"etort-60 (sheared2)","etort-228",0.00256
"etort-61","etort-228",0.005395
"etort-63","etort-228",0.004685
"etort-64","etort-228",0.004266
"etort-65","etort-228",0.003984
"etort-66","etort-228",0.002992
"etort-67","etort-228",0.005206
"etort-68","etort-228",0.002922
"etort-69","etort-228",0.002848
"etort-70","etort-228",0.001404
"etort-71","etort-228",0.002423
"etort-72","etort-228",0.002326
"etort-73","etort-228",0.003279
"etort-74","etort-228",0.004407
"etort-77","etort-228",0.002308
"etort-96","etort-228",0.003298
"etort-97","etort-228",0.003522
"etort-98","etort-228",0.004465
"etort-99","etort-228",0.003506
"etort-100","etort-228",0.005143
"etort-102","etort-228",0.002273
"etort-103","etort-228",0.002216
"etort-104","etort-228",0.004226
"etort-105","etort-228",0.003013
"etort-106","etort-228",0.003864
"etort-107","etort-228",0.001863
"etort-108","etort-228",0.00179
"etort-109","etort-228",0.002336
"etort-110","etort-228",0.007018
"etort-111","etort-228",0.004468
"etort-115","etort-228",0.003639
"etort-116","etort-228",0.002313
"etort-117","etort-228",0.002203
"etort-119","etort-228",0.002785
"etort-120","etort-228",0.002312
"etort-121","etort-228",0.003296
"etort-122","etort-228",0.004261
"etort-123","etort-228",0.003619
"etort-124","etort-228",0.003154
"etort-125","etort-228",0.004388
"etort-126","etort-228",0.003807
"etort-127","etort-228",0.005825
"etort-128","etort-228",0.003228
"etort-129","etort-228",0.003514
"etort-195","etort-228",0.00311
"etort-208","etort-228",0.002902
"etort-209","etort-228",0.003086
"etort-210","etort-228",0.001761
"etort-211","etort-228",0.003566
"etort-212","etort-228",0.002381
"etort-213","etort-228",0.003589
"etort-214","etort-228",0.003653
"etort-215","etort-228",0.0032
"etort-216","etort-228",0.002447
"etort-217","etort-228",0.003083
"etort-218","etort-228",0.003817
"etort-219","etort-228",0.002878
"etort-220","etort-228",0.004023
"etort-221","etort-228",0.00354
"etort-222","etort-228",0.004216
"etort-223","etort-228",0.003744
"etort-224","etort-228",0.003797
"etort-225","etort-228",0.004424
"etort-226","etort-228",0.004887
"etort-227","etort-228",0.003632
"etort-228","etort-228",0.154966
"etort-2","etort-229",0.001709
"etort-3","etort-229",0.002508
"etort-4","etort-229",0.002532
"etort-5","etort-229",0.001707
"etort-6","etort-229",0.000997
"etort-9","etort-229",0.001348
"etort-10","etort-229",0.004962
"etort-11","etort-229",0.004751
"etort-13","etort-229",0.002088
"etort-14","etort-229",0.002017
"etort-16","etort-229",0.005193
"etort-18","etort-229",0.003812
"etort-19","etort-229",0.002606
"etort-20","etort-229",0.002804
"etort-21","etort-229",0.00585
"etort-22","etort-229",0.004214
"etort-23","etort-229",0.004332
"etort-24","etort-229",0.004243
"etort-25","etort-229",0.005378
"etort-26","etort-229",0.0018
"etort-27","etort-229",0.007133
"etort-28","etort-229",0.006917
"etort-33","etort-229",0.001483
"etort-34","etort-229",0.001757
"etort-39","etort-229",0.001797
"etort-40","etort-229",0.001843
"etort-41","etort-229",0.002452
"etort-42","etort-229",0.00075
"etort-43","etort-229",0.001858
"etort-44","etort-229",0.001348
"etort-45","etort-229",0.001172
"etort-52","etort-229",0.001884
"etort-54","etort-229",0.001185
"etort-57","etort-229",0.001816
"etort-60 (sheared2)","etort-229",0.003476
"etort-61","etort-229",0.003499
"etort-63","etort-229",0.003706
"etort-64","etort-229",0.00404
"etort-65","etort-229",0.002832
"etort-66","etort-229",0.004846
"etort-67","etort-229",0.005657
"etort-68","etort-229",0.002719
"etort-69","etort-229",0.003688
"etort-70","etort-229",0.001936
"etort-71","etort-229",0.001502
"etort-72","etort-229",0.001336
"etort-73","etort-229",0.0024
"etort-74","etort-229",0.005862
"etort-77","etort-229",0.001928
"etort-96","etort-229",0.002178
"etort-97","etort-229",0.002127
"etort-98","etort-229",0.002999
"etort-99","etort-229",0.002372
"etort-100","etort-229",0.003042
"etort-102","etort-229",0.001445
"etort-103","etort-229",0.001503
"etort-104","etort-229",0.002657
"etort-105","etort-229",0.001988
"etort-106","etort-229",0.002438
"etort-107","etort-229",0.001153
"etort-108","etort-229",0.001102
"etort-109","etort-229",0.0014
"etort-110","etort-229",0.004222
"etort-111","etort-229",0.002525
"etort-115","etort-229",0.00249
"etort-116","etort-229",0.001396
"etort-117","etort-229",0.001235
"etort-119","etort-229",0.007631
"etort-120","etort-229",0.006393
"etort-121","etort-229",0.002228
"etort-122","etort-229",0.00308
"etort-123","etort-229",0.002092
"etort-124","etort-229",0.002478
"etort-125","etort-229",0.002867
"etort-126","etort-229",0.002467
"etort-127","etort-229",0.003987
"etort-128","etort-229",0.002209
"etort-129","etort-229",0.001991
"etort-195","etort-229",0.004013
"etort-208","etort-229",0.006449
"etort-209","etort-229",0.007141
"etort-210","etort-229",0.000853
"etort-211","etort-229",0.008558
"etort-212","etort-229",0.005933
"etort-213","etort-229",0.004653
"etort-214","etort-229",0.005205
"etort-215","etort-229",0.006355
"etort-216","etort-229",0.005761
"etort-217","etort-229",0.00625
"etort-218","etort-229",0.006395
"etort-219","etort-229",0.006164
"etort-220","etort-229",0.00499
"etort-221","etort-229",0.00265
"etort-222","etort-229",0.002584
"etort-223","etort-229",0.00228
"etort-224","etort-229",0.002338
"etort-225","etort-229",0.002614
"etort-226","etort-229",0.002804
"etort-227","etort-229",0.002121
"etort-228","etort-229",0.003399
"etort-229","etort-229",0.158361
"etort-2","etort-230",0.001509
"etort-3","etort-230",0.001833
"etort-4","etort-230",0.001888
"etort-5","etort-230",0.002775
"etort-6","etort-230",0.004215
"etort-9","etort-230",0.003302
"etort-10","etort-230",0.001441
"etort-11","etort-230",0.001457
"etort-13","etort-230",0.001775
"etort-14","etort-230",0.001863
"etort-16","etort-230",0.004229
"etort-18","etort-230",0.001807
"etort-19","etort-230",0.001927
"etort-20","etort-230",0.002022
"etort-21","etort-230",0.001623
"etort-22","etort-230",0.001418
"etort-23","etort-230",0.001384
"etort-24","etort-230",0.001403
"etort-25","etort-230",0.001477
"etort-26","etort-230",0.004249
"etort-27","etort-230",0.001972
"etort-28","etort-230",0.001986
"etort-33","etort-230",0.003302
"etort-34","etort-230",0.003833
"etort-39","etort-230",0.004114
"etort-40","etort-230",0.004154
"etort-41","etort-230",0.004885
"etort-42","etort-230",0.00213
"etort-43","etort-230",0.003899
"etort-44","etort-230",0.002997
"etort-45","etort-230",0.002755
"etort-52","etort-230",0.003889
"etort-54","etort-230",0.002406
"etort-57","etort-230",0.001684
"etort-60 (sheared2)","etort-230",0.001802
"etort-61","etort-230",0.003086
"etort-63","etort-230",0.003265
"etort-64","etort-230",0.002699
"etort-65","etort-230",0.002359
"etort-66","etort-230",0.002185
"etort-67","etort-230",0.003319
"etort-68","etort-230",0.001921
"etort-69","etort-230",0.002546
"etort-70","etort-230",0.000945
"etort-71","etort-230",0.001666
"etort-72","etort-230",0.001565
"etort-73","etort-230",0.00206
"etort-74","etort-230",0.003365
"etort-77","etort-230",0.003106
"etort-96","etort-230",0.004108
"etort-97","etort-230",0.004504
"etort-98","etort-230",0.005972
"etort-99","etort-230",0.005199
"etort-100","etort-230",0.006524
"etort-102","etort-230",0.003
"etort-103","etort-230",0.002779
"etort-104","etort-230",0.005662
"etort-105","etort-230",0.004132
"etort-106","etort-230",0.0027
"etort-107","etort-230",0.001257
"etort-108","etort-230",0.001112
"etort-109","etort-230",0.001469
"etort-110","etort-230",0.004605
"etort-111","etort-230",0.002885
"etort-115","etort-230",0.005261
"etort-116","etort-230",0.003254
"etort-117","etort-230",0.003151
"etort-119","etort-230",0.001946
"etort-120","etort-230",0.002028
"etort-121","etort-230",0.002276
"etort-122","etort-230",0.002841
"etort-123","etort-230",0.002561
"etort-124","etort-230",0.002364
"etort-125","etort-230",0.002776
"etort-126","etort-230",0.002415
"etort-127","etort-230",0.003459
"etort-128","etort-230",0.002236
"etort-129","etort-230",0.00271
"etort-195","etort-230",0.002466
"etort-208","etort-230",0.00218
"etort-209","etort-230",0.002324
"etort-210","etort-230",0.002687
"etort-211","etort-230",0.002649
"etort-212","etort-230",0.001717
"etort-213","etort-230",0.002472
"etort-214","etort-230",0.002504
"etort-215","etort-230",0.002103
"etort-216","etort-230",0.002054
"etort-217","etort-230",0.00239
"etort-218","etort-230",0.002865
"etort-219","etort-230",0.002182
"etort-220","etort-230",0.002736
"etort-221","etort-230",0.002697
"etort-222","etort-230",0.002801
"etort-223","etort-230",0.002608
"etort-224","etort-230",0.002334
"etort-225","etort-230",0.002877
"etort-226","etort-230",0.003365
"etort-227","etort-230",0.00264
"etort-228","etort-230",0.003419
"etort-229","etort-230",0.002418
"etort-230","etort-230",0.152653
"etort-2","etort-231",0.001752
"etort-3","etort-231",0.002031
"etort-4","etort-231",0.001972
"etort-5","etort-231",0.002789
"etort-6","etort-231",0.004516
"etort-9","etort-231",0.003476
"etort-10","etort-231",0.001332
"etort-11","etort-231",0.001509
"etort-13","etort-231",0.001692
"etort-14","etort-231",0.001684
"etort-16","etort-231",0.004916
"etort-18","etort-231",0.001993
"etort-19","etort-231",0.002005
"etort-20","etort-231",0.001956
"etort-21","etort-231",0.001609
"etort-22","etort-231",0.001313
"etort-23","etort-231",0.001452
"etort-24","etort-231",0.001322
"etort-25","etort-231",0.001441
"etort-26","etort-231",0.004472
"etort-27","etort-231",0.002072
"etort-28","etort-231",0.002143
"etort-33","etort-231",0.003616
"etort-34","etort-231",0.004222
"etort-39","etort-231",0.004564
"etort-40","etort-231",0.004619
"etort-41","etort-231",0.005234
"etort-42","etort-231",0.002234
"etort-43","etort-231",0.003972
"etort-44","etort-231",0.003052
"etort-45","etort-231",0.00262
"etort-52","etort-231",0.004048
"etort-54","etort-231",0.002815
"etort-57","etort-231",0.001721
"etort-60 (sheared2)","etort-231",0.002074
"etort-61","etort-231",0.003581
"etort-63","etort-231",0.003325
"etort-64","etort-231",0.002999
"etort-65","etort-231",0.002512
"etort-66","etort-231",0.002165
"etort-67","etort-231",0.003624
"etort-68","etort-231",0.002039
"etort-69","etort-231",0.002495
"etort-70","etort-231",0.001089
"etort-71","etort-231",0.001788
"etort-72","etort-231",0.001593
"etort-73","etort-231",0.002206
"etort-74","etort-231",0.003467
"etort-77","etort-231",0.003204
"etort-96","etort-231",0.004313
"etort-97","etort-231",0.005236
"etort-98","etort-231",0.00596
"etort-99","etort-231",0.005944
"etort-100","etort-231",0.007391
"etort-102","etort-231",0.00318
"etort-103","etort-231",0.002777
"etort-104","etort-231",0.005894
"etort-105","etort-231",0.004317
"etort-106","etort-231",0.00263
"etort-107","etort-231",0.001214
"etort-108","etort-231",0.001093
"etort-109","etort-231",0.001678
"etort-110","etort-231",0.004879
"etort-111","etort-231",0.003055
"etort-115","etort-231",0.005714
"etort-116","etort-231",0.003361
"etort-117","etort-231",0.003296
"etort-119","etort-231",0.001808
"etort-120","etort-231",0.001802
"etort-121","etort-231",0.002328
"etort-122","etort-231",0.002961
"etort-123","etort-231",0.002745
"etort-124","etort-231",0.002488
"etort-125","etort-231",0.003327
"etort-126","etort-231",0.002904
"etort-127","etort-231",0.003941
"etort-128","etort-231",0.002401
"etort-129","etort-231",0.002436
"etort-195","etort-231",0.002306
"etort-208","etort-231",0.002193
"etort-209","etort-231",0.00222
"etort-210","etort-231",0.003012
"etort-211","etort-231",0.002643
"etort-212","etort-231",0.001808
"etort-213","etort-231",0.002621
"etort-214","etort-231",0.00256
"etort-215","etort-231",0.002312
"etort-216","etort-231",0.001714
"etort-217","etort-231",0.002008
"etort-218","etort-231",0.00267
"etort-219","etort-231",0.002436
"etort-220","etort-231",0.0028
"etort-221","etort-231",0.002751
"etort-222","etort-231",0.0028
"etort-223","etort-231",0.002471
"etort-224","etort-231",0.00254
"etort-225","etort-231",0.003405
"etort-226","etort-231",0.003899
"etort-227","etort-231",0.003057
"etort-228","etort-231",0.00411
"etort-229","etort-231",0.002214
"etort-230","etort-231",0.005237
"etort-231","etort-231",0.16083
"etort-2","etort-244",0.002263
"etort-3","etort-244",0.002693
"etort-4","etort-244",0.003305
"etort-5","etort-244",0.002225
"etort-6","etort-244",0.002218
"etort-9","etort-244",0.002283
"etort-10","etort-244",0.001816
"etort-11","etort-244",0.002083
"etort-13","etort-244",0.002695
"etort-14","etort-244",0.002901
"etort-16","etort-244",0.005189
"etort-18","etort-244",0.002537
"etort-19","etort-244",0.003073
"etort-20","etort-244",0.003213
"etort-21","etort-244",0.002095
"etort-22","etort-244",0.001945
"etort-23","etort-244",0.001897
"etort-24","etort-244",0.001783
"etort-25","etort-244",0.002198
"etort-26","etort-244",0.002931
"etort-27","etort-244",0.002644
"etort-28","etort-244",0.002752
"etort-33","etort-244",0.002345
"etort-34","etort-244",0.002959
"etort-39","etort-244",0.002753
"etort-40","etort-244",0.002887
"etort-41","etort-244",0.003786
"etort-42","etort-244",0.001298
"etort-43","etort-244",0.002569
"etort-44","etort-244",0.002146
"etort-45","etort-244",0.002061
"etort-52","etort-244",0.002787
"etort-54","etort-244",0.001993
"etort-57","etort-244",0.002838
"etort-60 (sheared2)","etort-244",0.002509
"etort-61","etort-244",0.005126
"etort-63","etort-244",0.004558
"etort-64","etort-244",0.004134
"etort-65","etort-244",0.003927
"etort-66","etort-244",0.002865
"etort-67","etort-244",0.005201
"etort-68","etort-244",0.003036
"etort-69","etort-244",0.003212
"etort-70","etort-244",0.001341
"etort-71","etort-244",0.002503
"etort-72","etort-244",0.002526
"etort-73","etort-244",0.003376
"etort-74","etort-244",0.00442
"etort-77","etort-244",0.00219
"etort-96","etort-244",0.003046
"etort-97","etort-244",0.003147
"etort-98","etort-244",0.004211
"etort-99","etort-244",0.003713
"etort-100","etort-244",0.004793
"etort-102","etort-244",0.002147
"etort-103","etort-244",0.001902
"etort-104","etort-244",0.003907
"etort-105","etort-244",0.002966
"etort-106","etort-244",0.003633
"etort-107","etort-244",0.001914
"etort-108","etort-244",0.001668
"etort-109","etort-244",0.002233
"etort-110","etort-244",0.006401
"etort-111","etort-244",0.004279
"etort-115","etort-244",0.003335
"etort-116","etort-244",0.002358
"etort-117","etort-244",0.002061
"etort-119","etort-244",0.0026
"etort-120","etort-244",0.002483
"etort-121","etort-244",0.003126
"etort-122","etort-244",0.004319
"etort-123","etort-244",0.003534
"etort-124","etort-244",0.003664
"etort-125","etort-244",0.004778
"etort-126","etort-244",0.004074
"etort-127","etort-244",0.005518
"etort-128","etort-244",0.003099
"etort-129","etort-244",0.003381
"etort-195","etort-244",0.002984
"etort-208","etort-244",0.002736
"etort-209","etort-244",0.002903
"etort-210","etort-244",0.001804
"etort-211","etort-244",0.003653
"etort-212","etort-244",0.002436
"etort-213","etort-244",0.003614
"etort-214","etort-244",0.003354
"etort-215","etort-244",0.002673
"etort-216","etort-244",0.002449
"etort-217","etort-244",0.002851
"etort-218","etort-244",0.003778
"etort-219","etort-244",0.003204
"etort-220","etort-244",0.003623
"etort-221","etort-244",0.003649
"etort-222","etort-244",0.004041
"etort-223","etort-244",0.003503
"etort-224","etort-244",0.003738
"etort-225","etort-244",0.004322
"etort-226","etort-244",0.004414
"etort-227","etort-244",0.003829
"etort-228","etort-244",0.004374
"etort-229","etort-244",0.003066
"etort-230","etort-244",0.00315
"etort-231","etort-244",0.003634
"etort-244","etort-244",0.147156
"etort-2","etort-245",0.002671
"etort-3","etort-245",0.003394
"etort-4","etort-245",0.003709
"etort-5","etort-245",0.002013
"etort-6","etort-245",0.001534
"etort-9","etort-245",0.00165
"etort-10","etort-245",0.002924
"etort-11","etort-245",0.003576
"etort-13","etort-245",0.002709
"etort-14","etort-245",0.002865
"etort-16","etort-245",0.005619
"etort-18","etort-245",0.004512
"etort-19","etort-245",0.003668
"etort-20","etort-245",0.003799
"etort-21","etort-245",0.003589
"etort-22","etort-245",0.003265
