"etort1","etort2","covariance"
"etort-107","etort-117",0.000764
"etort-108","etort-117",0.000713
"etort-109","etort-117",0.000996
"etort-110","etort-117",0.002643
"etort-111","etort-117",0.001442
"etort-115","etort-117",0.00347
"etort-116","etort-117",0.002284
"etort-117","etort-117",0.122044
"etort-2","etort-119",0.001942
"etort-3","etort-119",0.002472
"etort-4","etort-119",0.002591
"etort-5","etort-119",0.001574
"etort-6","etort-119",0.000819
"etort-9","etort-119",0.001329
"etort-10","etort-119",0.004757
"etort-11","etort-119",0.005285
"etort-13","etort-119",0.002147
"etort-14","etort-119",0.002002
"etort-16","etort-119",0.004455
"etort-18","etort-119",0.003732
"etort-19","etort-119",0.002415
"etort-20","etort-119",0.002774
"etort-21","etort-119",0.005927
"etort-22","etort-119",0.004089
"etort-23","etort-119",0.004126
"etort-24","etort-119",0.004095
"etort-25","etort-119",0.005111
"etort-26","etort-119",0.001743
"etort-27","etort-119",0.007295
"etort-28","etort-119",0.006772
"etort-33","etort-119",0.001471
"etort-34","etort-119",0.001466
"etort-39","etort-119",0.001523
"etort-40","etort-119",0.001951
"etort-41","etort-119",0.001711
"etort-42","etort-119",0.000905
"etort-43","etort-119",0.001666
"etort-44","etort-119",0.00123
"etort-45","etort-119",0.001143
"etort-52","etort-119",0.001709
"etort-54","etort-119",0.001213
"etort-57","etort-119",0.001498
"etort-60 (sheared2)","etort-119",0.003214
"etort-61","etort-119",0.003418
"etort-63","etort-119",0.003645
"etort-64","etort-119",0.003827
"etort-65","etort-119",0.002795
"etort-66","etort-119",0.00447
"etort-67","etort-119",0.005043
"etort-68","etort-119",0.002719
"etort-69","etort-119",0.003746
"etort-70","etort-119",0.001988
"etort-71","etort-119",0.001715
"etort-72","etort-119",0.001358
"etort-73","etort-119",0.002231
"etort-74","etort-119",0.006023
"etort-77","etort-119",0.001699
"etort-96","etort-119",0.001891
"etort-97","etort-119",0.001485
"etort-98","etort-119",0.002478
"etort-99","etort-119",0.001922
"etort-100","etort-119",0.002767
"etort-102","etort-119",0.001436
"etort-103","etort-119",0.001147
"etort-104","etort-119",0.002184
"etort-105","etort-119",0.001795
"etort-106","etort-119",0.002293
"etort-107","etort-119",0.001316
"etort-108","etort-119",0.001049
"etort-109","etort-119",0.001457
"etort-110","etort-119",0.003274
"etort-111","etort-119",0.002304
"etort-115","etort-119",0.00212
"etort-116","etort-119",0.001227
"etort-117","etort-119",0.00116
"etort-119","etort-119",0.143154
"etort-2","etort-120",0.001712
"etort-3","etort-120",0.002448
"etort-4","etort-120",0.002486
"etort-5","etort-120",0.001607
"etort-6","etort-120",0.000984
"etort-9","etort-120",0.001304
"etort-10","etort-120",0.003993
"etort-11","etort-120",0.004628
"etort-13","etort-120",0.002007
"etort-14","etort-120",0.002056
"etort-16","etort-120",0.004454
"etort-18","etort-120",0.003509
"etort-19","etort-120",0.002366
"etort-20","etort-120",0.002685
"etort-21","etort-120",0.00493
"etort-22","etort-120",0.003649
"etort-23","etort-120",0.003787
"etort-24","etort-120",0.003657
"etort-25","etort-120",0.004731
"etort-26","etort-120",0.001692
"etort-27","etort-120",0.006
"etort-28","etort-120",0.005882
"etort-33","etort-120",0.001409
"etort-34","etort-120",0.001583
"etort-39","etort-120",0.001564
"etort-40","etort-120",0.001792
"etort-41","etort-120",0.001923
"etort-42","etort-120",0.000731
"etort-43","etort-120",0.0016
"etort-44","etort-120",0.001282
"etort-45","etort-120",0.001221
"etort-52","etort-120",0.001983
"etort-54","etort-120",0.00125
"etort-57","etort-120",0.001451
"etort-60 (sheared2)","etort-120",0.003197
"etort-61","etort-120",0.003582
"etort-63","etort-120",0.003527
"etort-64","etort-120",0.003715
"etort-65","etort-120",0.002936
"etort-66","etort-120",0.004049
"etort-67","etort-120",0.004607
"etort-68","etort-120",0.002607
"etort-69","etort-120",0.00336
"etort-70","etort-120",0.001805
"etort-71","etort-120",0.001659
"etort-72","etort-120",0.001564
"etort-73","etort-120",0.002207
"etort-74","etort-120",0.005563
"etort-77","etort-120",0.00172
"etort-96","etort-120",0.001917
"etort-97","etort-120",0.001478
"etort-98","etort-120",0.00231
"etort-99","etort-120",0.002113
"etort-100","etort-120",0.002868
"etort-102","etort-120",0.001321
"etort-103","etort-120",0.001237
"etort-104","etort-120",0.002375
"etort-105","etort-120",0.001629
"etort-106","etort-120",0.002302
"etort-107","etort-120",0.001258
"etort-108","etort-120",0.000914
"etort-109","etort-120",0.001435
"etort-110","etort-120",0.003424
"etort-111","etort-120",0.002228
"etort-115","etort-120",0.002284
"etort-116","etort-120",0.001217
"etort-117","etort-120",0.001125
"etort-119","etort-120",0.00628
"etort-120","etort-120",0.136325
"etort-2","etort-121",0.002834
"etort-3","etort-121",0.002649
"etort-4","etort-121",0.003212
"etort-5","etort-121",0.001725
"etort-6","etort-121",0.001176
"etort-9","etort-121",0.001725
"etort-10","etort-121",0.001663
"etort-11","etort-121",0.00159
"etort-13","etort-121",0.002603
"etort-14","etort-121",0.003621
"etort-16","etort-121",0.003541
"etort-18","etort-121",0.002265
"etort-19","etort-121",0.003231
"etort-20","etort-121",0.003262
"etort-21","etort-121",0.001914
"etort-22","etort-121",0.001607
"etort-23","etort-121",0.001605
"etort-24","etort-121",0.001505
"etort-25","etort-121",0.001853
"etort-26","etort-121",0.002086
"etort-27","etort-121",0.002094
"etort-28","etort-121",0.002217
"etort-33","etort-121",0.001728
"etort-34","etort-121",0.001748
"etort-39","etort-121",0.001865
"etort-40","etort-121",0.00213
"etort-41","etort-121",0.002067
"etort-42","etort-121",0.000858
"etort-43","etort-121",0.001862
"etort-44","etort-121",0.001629
"etort-45","etort-121",0.001412
"etort-52","etort-121",0.00186
"etort-54","etort-121",0.001381
"etort-57","etort-121",0.003424
"etort-60 (sheared2)","etort-121",0.002412
"etort-61","etort-121",0.005985
"etort-63","etort-121",0.004429
"etort-64","etort-121",0.003773
"etort-65","etort-121",0.004017
"etort-66","etort-121",0.002663
"etort-67","etort-121",0.00485
"etort-68","etort-121",0.002664
"etort-69","etort-121",0.002795
"etort-70","etort-121",0.001022
"etort-71","etort-121",0.003369
"etort-72","etort-121",0.002985
"etort-73","etort-121",0.002676
"etort-74","etort-121",0.00404
"etort-77","etort-121",0.00183
"etort-96","etort-121",0.002184
"etort-97","etort-121",0.001972
"etort-98","etort-121",0.002826
"etort-99","etort-121",0.002048
"etort-100","etort-121",0.003285
"etort-102","etort-121",0.001508
"etort-103","etort-121",0.001354
"etort-104","etort-121",0.002478
"etort-105","etort-121",0.001735
"etort-106","etort-121",0.004458
"etort-107","etort-121",0.002342
"etort-108","etort-121",0.002175
"etort-109","etort-121",0.002833
"etort-110","etort-121",0.007573
"etort-111","etort-121",0.005391
"etort-115","etort-121",0.002321
"etort-116","etort-121",0.001711
"etort-117","etort-121",0.001169
"etort-119","etort-121",0.002366
"etort-120","etort-121",0.002064
"etort-121","etort-121",0.131557
"etort-2","etort-122",0.002818
"etort-3","etort-122",0.003652
"etort-4","etort-122",0.004653
"etort-5","etort-122",0.002407
"etort-6","etort-122",0.001817
"etort-9","etort-122",0.002018
"etort-10","etort-122",0.002392
"etort-11","etort-122",0.002399
"etort-13","etort-122",0.003498
"etort-14","etort-122",0.003417
"etort-16","etort-122",0.005814
"etort-18","etort-122",0.003036
"etort-19","etort-122",0.004192
"etort-20","etort-122",0.004186
"etort-21","etort-122",0.002926
"etort-22","etort-122",0.002325
"etort-23","etort-122",0.002169
"etort-24","etort-122",0.001998
"etort-25","etort-122",0.002501
"etort-26","etort-122",0.002537
"etort-27","etort-122",0.003308
"etort-28","etort-122",0.002891
"etort-33","etort-122",0.001936
"etort-34","etort-122",0.002288
"etort-39","etort-122",0.002555
"etort-40","etort-122",0.00256
"etort-41","etort-122",0.002836
"etort-42","etort-122",0.001167
"etort-43","etort-122",0.002276
"etort-44","etort-122",0.001718
"etort-45","etort-122",0.001646
"etort-52","etort-122",0.002441
"etort-54","etort-122",0.001724
"etort-57","etort-122",0.003289
"etort-60 (sheared2)","etort-122",0.003106
"etort-61","etort-122",0.006098
"etort-63","etort-122",0.005947
"etort-64","etort-122",0.005349
"etort-65","etort-122",0.005183
"etort-66","etort-122",0.003702
"etort-67","etort-122",0.006664
"etort-68","etort-122",0.003896
"etort-69","etort-122",0.003547
"etort-70","etort-122",0.00164
"etort-71","etort-122",0.002904
"etort-72","etort-122",0.002933
"etort-73","etort-122",0.003622
"etort-74","etort-122",0.005574
"etort-77","etort-122",0.00232
"etort-96","etort-122",0.002403
"etort-97","etort-122",0.002232
"etort-98","etort-122",0.003444
"etort-99","etort-122",0.002801
"etort-100","etort-122",0.004012
"etort-102","etort-122",0.001759
"etort-103","etort-122",0.001648
"etort-104","etort-122",0.003287
"etort-105","etort-122",0.00245
"etort-106","etort-122",0.00381
"etort-107","etort-122",0.002131
"etort-108","etort-122",0.001819
"etort-109","etort-122",0.002595
"etort-110","etort-122",0.007184
"etort-111","etort-122",0.004563
"etort-115","etort-122",0.002901
"etort-116","etort-122",0.001757
"etort-117","etort-122",0.001614
"etort-119","etort-122",0.003108
"etort-120","etort-122",0.002863
"etort-121","etort-122",0.0038
"etort-122","etort-122",0.154863
"etort-2","etort-123",0.002897
"etort-3","etort-123",0.002614
"etort-4","etort-123",0.003102
"etort-5","etort-123",0.001831
"etort-6","etort-123",0.001637
"etort-9","etort-123",0.001603
"etort-10","etort-123",0.001787
"etort-11","etort-123",0.00168
"etort-13","etort-123",0.003023
"etort-14","etort-123",0.004188
"etort-16","etort-123",0.004072
"etort-18","etort-123",0.002345
"etort-19","etort-123",0.003346
"etort-20","etort-123",0.003312
"etort-21","etort-123",0.001896
"etort-22","etort-123",0.001593
"etort-23","etort-123",0.001387
"etort-24","etort-123",0.001519
"etort-25","etort-123",0.001881
"etort-26","etort-123",0.002382
"etort-27","etort-123",0.002438
"etort-28","etort-123",0.002518
"etort-33","etort-123",0.001699
"etort-34","etort-123",0.00197
"etort-39","etort-123",0.002275
"etort-40","etort-123",0.001921
"etort-41","etort-123",0.002366
"etort-42","etort-123",0.000794
"etort-43","etort-123",0.001877
"etort-44","etort-123",0.001505
"etort-45","etort-123",0.001477
"etort-52","etort-123",0.001847
"etort-54","etort-123",0.001342
"etort-57","etort-123",0.003961
"etort-60 (sheared2)","etort-123",0.002491
"etort-61","etort-123",0.007064
"etort-63","etort-123",0.004586
"etort-64","etort-123",0.004153
"etort-65","etort-123",0.004628
"etort-66","etort-123",0.002906
"etort-67","etort-123",0.004859
"etort-68","etort-123",0.002904
"etort-69","etort-123",0.00263
"etort-70","etort-123",0.000939
"etort-71","etort-123",0.004047
"etort-72","etort-123",0.003589
"etort-73","etort-123",0.002642
"etort-74","etort-123",0.004112
"etort-77","etort-123",0.002041
"etort-96","etort-123",0.001907
"etort-97","etort-123",0.002196
"etort-98","etort-123",0.003205
"etort-99","etort-123",0.002133
"etort-100","etort-123",0.003459
"etort-102","etort-123",0.00168
"etort-103","etort-123",0.001487
"etort-104","etort-123",0.00283
"etort-105","etort-123",0.002087
"etort-106","etort-123",0.00529
"etort-107","etort-123",0.002944
"etort-108","etort-123",0.002634
"etort-109","etort-123",0.003204
"etort-110","etort-123",0.009502
"etort-111","etort-123",0.006186
"etort-115","etort-123",0.002291
"etort-116","etort-123",0.001372
"etort-117","etort-123",0.00148
"etort-119","etort-123",0.002188
"etort-120","etort-123",0.002084
"etort-121","etort-123",0.004127
"etort-122","etort-123",0.004245
"etort-123","etort-123",0.14537
"etort-2","etort-124",0.002521
"etort-3","etort-124",0.002693
"etort-4","etort-124",0.0031
"etort-5","etort-124",0.001896
"etort-6","etort-124",0.001339
"etort-9","etort-124",0.001606
"etort-10","etort-124",0.00173
"etort-11","etort-124",0.00184
"etort-13","etort-124",0.002789
"etort-14","etort-124",0.003364
"etort-16","etort-124",0.003468
"etort-18","etort-124",0.002416
"etort-19","etort-124",0.003192
"etort-20","etort-124",0.003156
"etort-21","etort-124",0.001879
"etort-22","etort-124",0.001798
"etort-23","etort-124",0.001474
"etort-24","etort-124",0.001511
"etort-25","etort-124",0.001983
"etort-26","etort-124",0.002075
"etort-27","etort-124",0.002232
"etort-28","etort-124",0.002226
"etort-33","etort-124",0.001686
"etort-34","etort-124",0.001955
"etort-39","etort-124",0.002007
"etort-40","etort-124",0.002113
"etort-41","etort-124",0.002275
"etort-42","etort-124",0.000891
"etort-43","etort-124",0.001892
"etort-44","etort-124",0.001554
"etort-45","etort-124",0.001441
"etort-52","etort-124",0.002019
"etort-54","etort-124",0.001391
"etort-57","etort-124",0.00299
"etort-60 (sheared2)","etort-124",0.002403
"etort-61","etort-124",0.005437
"etort-63","etort-124",0.004248
"etort-64","etort-124",0.003819
"etort-65","etort-124",0.003703
"etort-66","etort-124",0.002835
"etort-67","etort-124",0.004531
"etort-68","etort-124",0.002735
"etort-69","etort-124",0.002761
"etort-70","etort-124",0.001252
"etort-71","etort-124",0.003057
"etort-72","etort-124",0.002669
"etort-73","etort-124",0.00265
"etort-74","etort-124",0.003832
"etort-77","etort-124",0.001729
"etort-96","etort-124",0.002253
"etort-97","etort-124",0.001945
"etort-98","etort-124",0.002835
"etort-99","etort-124",0.002261
"etort-100","etort-124",0.003323
"etort-102","etort-124",0.001531
"etort-103","etort-124",0.00137
"etort-104","etort-124",0.002359
"etort-105","etort-124",0.002132
"etort-106","etort-124",0.004091
"etort-107","etort-124",0.002274
"etort-108","etort-124",0.002114
"etort-109","etort-124",0.002642
"etort-110","etort-124",0.007429
"etort-111","etort-124",0.004776
"etort-115","etort-124",0.002254
"etort-116","etort-124",0.001541
"etort-117","etort-124",0.001346
"etort-119","etort-124",0.002302
"etort-120","etort-124",0.001946
"etort-121","etort-124",0.003508
"etort-122","etort-124",0.003972
"etort-123","etort-124",0.003853
"etort-124","etort-124",0.127736
"etort-2","etort-125",0.003156
"etort-3","etort-125",0.003257
"etort-4","etort-125",0.004036
"etort-5","etort-125",0.002265
"etort-6","etort-125",0.002264
"etort-9","etort-125",0.002046
"etort-10","etort-125",0.002107
"etort-11","etort-125",0.002421
"etort-13","etort-125",0.003404
"etort-14","etort-125",0.003733
"etort-16","etort-125",0.005439
"etort-18","etort-125",0.00285
"etort-19","etort-125",0.003954
"etort-20","etort-125",0.003998
"etort-21","etort-125",0.00255
"etort-22","etort-125",0.002153
"etort-23","etort-125",0.001855
"etort-24","etort-125",0.002262
"etort-25","etort-125",0.002579
"etort-26","etort-125",0.002486
"etort-27","etort-125",0.003218
"etort-28","etort-125",0.003165
"etort-33","etort-125",0.002011
"etort-34","etort-125",0.002578
"etort-39","etort-125",0.002512
"etort-40","etort-125",0.002728
"etort-41","etort-125",0.002926
"etort-42","etort-125",0.001138
"etort-43","etort-125",0.002425
"etort-44","etort-125",0.001808
"etort-45","etort-125",0.001786
"etort-52","etort-125",0.002506
"etort-54","etort-125",0.00175
"etort-57","etort-125",0.003598
"etort-60 (sheared2)","etort-125",0.00298
"etort-61","etort-125",0.006345
"etort-63","etort-125",0.005439
"etort-64","etort-125",0.005071
"etort-65","etort-125",0.004721
"etort-66","etort-125",0.003324
"etort-67","etort-125",0.006094
"etort-68","etort-125",0.003515
"etort-69","etort-125",0.003394
"etort-70","etort-125",0.001493
"etort-71","etort-125",0.003129
"etort-72","etort-125",0.003132
"etort-73","etort-125",0.003667
"etort-74","etort-125",0.00538
"etort-77","etort-125",0.002295
"etort-96","etort-125",0.002619
"etort-97","etort-125",0.002489
"etort-98","etort-125",0.003557
"etort-99","etort-125",0.002863
"etort-100","etort-125",0.003875
"etort-102","etort-125",0.001708
"etort-103","etort-125",0.001887
"etort-104","etort-125",0.003357
"etort-105","etort-125",0.002412
"etort-106","etort-125",0.004232
"etort-107","etort-125",0.002237
"etort-108","etort-125",0.002058
"etort-109","etort-125",0.002814
"etort-110","etort-125",0.007615
"etort-111","etort-125",0.004744
"etort-115","etort-125",0.003098
"etort-116","etort-125",0.001827
"etort-117","etort-125",0.001474
"etort-119","etort-125",0.002912
"etort-120","etort-125",0.002829
"etort-121","etort-125",0.004179
"etort-122","etort-125",0.006011
"etort-123","etort-125",0.004197
"etort-124","etort-125",0.003853
"etort-125","etort-125",0.156653
"etort-2","etort-126",0.002923
"etort-3","etort-126",0.002884
"etort-4","etort-126",0.003608
"etort-5","etort-126",0.002051
"etort-6","etort-126",0.001748
"etort-9","etort-126",0.001722
"etort-10","etort-126",0.001881
"etort-11","etort-126",0.001932
"etort-13","etort-126",0.003199
"etort-14","etort-126",0.004464
"etort-16","etort-126",0.004339
"etort-18","etort-126",0.002525
"etort-19","etort-126",0.003407
"etort-20","etort-126",0.003743
"etort-21","etort-126",0.002275
"etort-22","etort-126",0.001933
"etort-23","etort-126",0.001545
"etort-24","etort-126",0.001934
"etort-25","etort-126",0.002241
"etort-26","etort-126",0.002546
"etort-27","etort-126",0.002822
"etort-28","etort-126",0.002941
"etort-33","etort-126",0.001785
"etort-34","etort-126",0.002461
"etort-39","etort-126",0.00231
"etort-40","etort-126",0.0023
"etort-41","etort-126",0.002651
"etort-42","etort-126",0.000838
"etort-43","etort-126",0.002168
"etort-44","etort-126",0.001648
"etort-45","etort-126",0.001644
"etort-52","etort-126",0.002026
"etort-54","etort-126",0.001542
"etort-57","etort-126",0.004142
"etort-60 (sheared2)","etort-126",0.002646
"etort-61","etort-126",0.00778
"etort-63","etort-126",0.005377
"etort-64","etort-126",0.004451
"etort-65","etort-126",0.004463
"etort-66","etort-126",0.002856
"etort-67","etort-126",0.005246
"etort-68","etort-126",0.00304
"etort-69","etort-126",0.003056
"etort-70","etort-126",0.001099
"etort-71","etort-126",0.004128
"etort-72","etort-126",0.003641
"etort-73","etort-126",0.003245
"etort-74","etort-126",0.004733
"etort-77","etort-126",0.002082
"etort-96","etort-126",0.002106
"etort-97","etort-126",0.00233
"etort-98","etort-126",0.003297
"etort-99","etort-126",0.002701
"etort-100","etort-126",0.003803
"etort-102","etort-126",0.001658
"etort-103","etort-126",0.00172
"etort-104","etort-126",0.002903
"etort-105","etort-126",0.00232
"etort-106","etort-126",0.005809
"etort-107","etort-126",0.002854
"etort-108","etort-126",0.002564
"etort-109","etort-126",0.003574
"etort-110","etort-126",0.009605
"etort-111","etort-126",0.006864
"etort-115","etort-126",0.002481
"etort-116","etort-126",0.001581
"etort-117","etort-126",0.001422
"etort-119","etort-126",0.002258
"etort-120","etort-126",0.002324
"etort-121","etort-126",0.004529
"etort-122","etort-126",0.004268
"etort-123","etort-126",0.005521
"etort-124","etort-126",0.004172
"etort-125","etort-126",0.004867
"etort-126","etort-126",0.155012
"etort-2","etort-127",0.004524
"etort-3","etort-127",0.004439
"etort-4","etort-127",0.005785
"etort-5","etort-127",0.002805
"etort-6","etort-127",0.002647
"etort-9","etort-127",0.00242
"etort-10","etort-127",0.002865
"etort-11","etort-127",0.003411
"etort-13","etort-127",0.004682
"etort-14","etort-127",0.00591
"etort-16","etort-127",0.006928
"etort-18","etort-127",0.004095
"etort-19","etort-127",0.005511
"etort-20","etort-127",0.006127
"etort-21","etort-127",0.003468
"etort-22","etort-127",0.002702
"etort-23","etort-127",0.002598
"etort-24","etort-127",0.002539
"etort-25","etort-127",0.003274
"etort-26","etort-127",0.003876
"etort-27","etort-127",0.004287
"etort-28","etort-127",0.004263
"etort-33","etort-127",0.002484
"etort-34","etort-127",0.003257
"etort-39","etort-127",0.003318
"etort-40","etort-127",0.003063
"etort-41","etort-127",0.003866
"etort-42","etort-127",0.001318
"etort-43","etort-127",0.002834
"etort-44","etort-127",0.00249
"etort-45","etort-127",0.002233
"etort-52","etort-127",0.003517
"etort-54","etort-127",0.002115
"etort-57","etort-127",0.005602
"etort-60 (sheared2)","etort-127",0.004202
"etort-61","etort-127",0.010904
"etort-63","etort-127",0.007879
"etort-64","etort-127",0.006995
"etort-65","etort-127",0.00807
"etort-66","etort-127",0.005148
"etort-67","etort-127",0.009129
"etort-68","etort-127",0.005124
"etort-69","etort-127",0.00443
"etort-70","etort-127",0.001467
"etort-71","etort-127",0.005454
"etort-72","etort-127",0.005283
"etort-73","etort-127",0.004915
"etort-74","etort-127",0.007366
"etort-77","etort-127",0.002609
"etort-96","etort-127",0.003107
"etort-97","etort-127",0.003437
"etort-98","etort-127",0.00475
"etort-99","etort-127",0.003582
"etort-100","etort-127",0.005852
"etort-102","etort-127",0.002371
"etort-103","etort-127",0.002378
"etort-104","etort-127",0.004723
"etort-105","etort-127",0.003063
"etort-106","etort-127",0.007375
"etort-107","etort-127",0.003661
"etort-108","etort-127",0.003366
"etort-109","etort-127",0.004351
"etort-110","etort-127",0.013106
"etort-111","etort-127",0.008819
"etort-115","etort-127",0.003684
"etort-116","etort-127",0.002079
"etort-117","etort-127",0.001682
"etort-119","etort-127",0.003697
"etort-120","etort-127",0.003508
"etort-121","etort-127",0.006203
"etort-122","etort-127",0.006714
"etort-123","etort-127",0.007338
"etort-124","etort-127",0.005771
"etort-125","etort-127",0.006712
"etort-126","etort-127",0.00706
"etort-127","etort-127",0.229443
"etort-2","etort-128",0.002809
"etort-3","etort-128",0.002509
"etort-4","etort-128",0.0029
"etort-5","etort-128",0.001385
"etort-6","etort-128",0.001306
"etort-9","etort-128",0.001363
"etort-10","etort-128",0.001447
"etort-11","etort-128",0.001428
"etort-13","etort-128",0.002824
"etort-14","etort-128",0.003658
"etort-16","etort-128",0.003498
"etort-18","etort-128",0.002087
"etort-19","etort-128",0.002845
"etort-20","etort-128",0.002923
"etort-21","etort-128",0.001739
"etort-22","etort-128",0.001345
"etort-23","etort-128",0.001488
"etort-24","etort-128",0.00134
"etort-25","etort-128",0.001753
"etort-26","etort-128",0.001662
"etort-27","etort-128",0.002159
"etort-28","etort-128",0.002158
"etort-33","etort-128",0.001756
"etort-34","etort-128",0.001756
"etort-39","etort-128",0.001814
"etort-40","etort-128",0.001994
"etort-41","etort-128",0.002065
"etort-42","etort-128",0.000753
"etort-43","etort-128",0.001574
"etort-44","etort-128",0.001204
"etort-45","etort-128",0.001174
"etort-52","etort-128",0.001667
"etort-54","etort-128",0.001237
"etort-57","etort-128",0.003557
"etort-60 (sheared2)","etort-128",0.002366
"etort-61","etort-128",0.006044
"etort-63","etort-128",0.004021
"etort-64","etort-128",0.00353
"etort-65","etort-128",0.003822
"etort-66","etort-128",0.002407
"etort-67","etort-128",0.004186
"etort-68","etort-128",0.002424
"etort-69","etort-128",0.002378
"etort-70","etort-128",0.001088
"etort-71","etort-128",0.003626
"etort-72","etort-128",0.003186
"etort-73","etort-128",0.002605
"etort-74","etort-128",0.003801
"etort-77","etort-128",0.001581
"etort-96","etort-128",0.00184
"etort-97","etort-128",0.001937
"etort-98","etort-128",0.002605
"etort-99","etort-128",0.002179
"etort-100","etort-128",0.003345
"etort-102","etort-128",0.001374
"etort-103","etort-128",0.001365
"etort-104","etort-128",0.002252
"etort-105","etort-128",0.001892
"etort-106","etort-128",0.004867
"etort-107","etort-128",0.002531
"etort-108","etort-128",0.00231
"etort-109","etort-128",0.002978
"etort-110","etort-128",0.008012
"etort-111","etort-128",0.005551
"etort-115","etort-128",0.001931
"etort-116","etort-128",0.001353
"etort-117","etort-128",0.001152
"etort-119","etort-128",0.002121
"etort-120","etort-128",0.001981
"etort-121","etort-128",0.003658
"etort-122","etort-128",0.003487
"etort-123","etort-128",0.00432
"etort-124","etort-128",0.003681
"etort-125","etort-128",0.003748
"etort-126","etort-128",0.004819
"etort-127","etort-128",0.006172
"etort-128","etort-128",0.131988
"etort-2","etort-129",0.002931
"etort-3","etort-129",0.002358
"etort-4","etort-129",0.00265
"etort-5","etort-129",0.001715
"etort-6","etort-129",0.001689
"etort-9","etort-129",0.001695
"etort-10","etort-129",0.001499
"etort-11","etort-129",0.001413
"etort-13","etort-129",0.002693
"etort-14","etort-129",0.003932
"etort-16","etort-129",0.00366
"etort-18","etort-129",0.001864
"etort-19","etort-129",0.002667
"etort-20","etort-129",0.002884
"etort-21","etort-129",0.001643
"etort-22","etort-129",0.00132
"etort-23","etort-129",0.001296
"etort-24","etort-129",0.001121
"etort-25","etort-129",0.001617
"etort-26","etort-129",0.00215
"etort-27","etort-129",0.001873
"etort-28","etort-129",0.001867
"etort-33","etort-129",0.001826
"etort-34","etort-129",0.001988
"etort-39","etort-129",0.001955
"etort-40","etort-129",0.002175
"etort-41","etort-129",0.002386
"etort-42","etort-129",0.000925
"etort-43","etort-129",0.001995
"etort-44","etort-129",0.001561
"etort-45","etort-129",0.001409
"etort-52","etort-129",0.002028
"etort-54","etort-129",0.001522
"etort-57","etort-129",0.004033
"etort-60 (sheared2)","etort-129",0.002017
"etort-61","etort-129",0.007056
"etort-63","etort-129",0.004297
"etort-64","etort-129",0.003327
"etort-65","etort-129",0.003802
"etort-66","etort-129",0.002386
"etort-67","etort-129",0.00393
"etort-68","etort-129",0.002516
"etort-69","etort-129",0.00242
"etort-70","etort-129",0.000951
"etort-71","etort-129",0.004101
"etort-72","etort-129",0.003622
"etort-73","etort-129",0.002605
"etort-74","etort-129",0.003568
"etort-77","etort-129",0.001873
"etort-96","etort-129",0.002241
"etort-97","etort-129",0.002478
"etort-98","etort-129",0.002877
"etort-99","etort-129",0.002469
"etort-100","etort-129",0.003628
"etort-102","etort-129",0.001461
"etort-103","etort-129",0.001498
"etort-104","etort-129",0.002853
"etort-105","etort-129",0.002039
"etort-106","etort-129",0.006069
"etort-107","etort-129",0.003229
"etort-108","etort-129",0.002871
"etort-109","etort-129",0.003614
"etort-110","etort-129",0.010482
"etort-111","etort-129",0.00725
"etort-115","etort-129",0.002412
"etort-116","etort-129",0.00143
"etort-117","etort-129",0.001328
"etort-119","etort-129",0.001913
"etort-120","etort-129",0.001776
"etort-121","etort-129",0.004084
"etort-122","etort-129",0.003883
"etort-123","etort-129",0.004807
"etort-124","etort-129",0.003703
"etort-125","etort-129",0.003783
"etort-126","etort-129",0.005072
"etort-127","etort-129",0.006612
"etort-128","etort-129",0.004305
"etort-129","etort-129",0.143314
"etort-2","etort-195",0.002285
"etort-3","etort-195",0.003177
"etort-4","etort-195",0.003163
"etort-5","etort-195",0.002018
"etort-6","etort-195",0.001359
"etort-9","etort-195",0.00159
"etort-10","etort-195",0.003064
"etort-11","etort-195",0.003106
"etort-13","etort-195",0.002513
"etort-14","etort-195",0.002389
"etort-16","etort-195",0.005417
"etort-18","etort-195",0.004148
"etort-19","etort-195",0.00296
"etort-20","etort-195",0.00338
"etort-21","etort-195",0.003544
"etort-22","etort-195",0.003104
"etort-23","etort-195",0.002734
"etort-24","etort-195",0.003032
"etort-25","etort-195",0.003737
"etort-26","etort-195",0.002008
"etort-27","etort-195",0.004358
"etort-28","etort-195",0.004305
"etort-33","etort-195",0.001637
"etort-34","etort-195",0.00201
"etort-39","etort-195",0.001929
"etort-40","etort-195",0.00207
"etort-41","etort-195",0.002243
"etort-42","etort-195",0.000876
"etort-43","etort-195",0.0018
"etort-44","etort-195",0.001599
"etort-45","etort-195",0.001439
"etort-52","etort-195",0.002146
"etort-54","etort-195",0.001328
"etort-57","etort-195",0.00203
"etort-60 (sheared2)","etort-195",0.003713
"etort-61","etort-195",0.004436
"etort-63","etort-195",0.004083
"etort-64","etort-195",0.004662
"etort-65","etort-195",0.003788
"etort-66","etort-195",0.003767
"etort-67","etort-195",0.005557
"etort-68","etort-195",0.003375
"etort-69","etort-195",0.003997
"etort-70","etort-195",0.002144
"etort-71","etort-195",0.001993
"etort-72","etort-195",0.001914
"etort-73","etort-195",0.002692
"etort-74","etort-195",0.006208
"etort-77","etort-195",0.002088
"etort-96","etort-195",0.002091
"etort-97","etort-195",0.001772
"etort-98","etort-195",0.003039
"etort-99","etort-195",0.002409
"etort-100","etort-195",0.003634
"etort-102","etort-195",0.001467
"etort-103","etort-195",0.001524
"etort-104","etort-195",0.002305
