"etort1","etort2","distance"
"etort-41","etort-109",170720.28074096
"etort-42","etort-109",187069.564413373
"etort-43","etort-109",153154.79135572
"etort-44","etort-109",155242.365878612
"etort-45","etort-109",142384.493965791
"etort-52","etort-109",152693.172818472
"etort-54","etort-109",159911.300300742
"etort-57","etort-109",14706.1889906635
"etort-60 (sheared2)","etort-109",171751.012321514
"etort-61","etort-109",40279.3840044041
"etort-63","etort-109",66973.5959049592
"etort-64","etort-109",84153.3596879646
"etort-65","etort-109",46469.511477647
"etort-66","etort-109",99684.7942639375
"etort-67","etort-109",89852.9255187031
"etort-68","etort-109",94341.6333496412
"etort-69","etort-109",163831.474443242
"etort-70","etort-109",175355.097991445
"etort-71","etort-109",20118.6880828537
"etort-72","etort-109",26467.5701243957
"etort-73","etort-109",65820.3773957535
"etort-74","etort-109",172900.916384325
"etort-77","etort-109",133499.08514163
"etort-96","etort-109",129185.503400333
"etort-97","etort-109",132274.170256083
"etort-98","etort-109",119298.031110834
"etort-99","etort-109",139459.912253491
"etort-100","etort-109",123062.176354902
"etort-102","etort-109",112050.913881172
"etort-103","etort-109",116543.16698554
"etort-104","etort-109",130976.395777344
"etort-105","etort-109",129817.014977609
"etort-106","etort-109",39970.9045690303
"etort-107","etort-109",37342.0357130577
"etort-108","etort-109",62077.9664099997
"etort-109","etort-109",0
"etort-2","etort-110",149646.547467354
"etort-3","etort-110",121568.292405548
"etort-4","etort-110",114553.262305932
"etort-5","etort-110",153365.695108056
"etort-6","etort-110",213882.760682717
"etort-9","etort-110",121379.291937904
"etort-10","etort-110",264525.088849586
"etort-11","etort-110",232132.283461658
"etort-13","etort-110",72153.0441222285
"etort-14","etort-110",66623.001355078
"etort-16","etort-110",181051.305951727
"etort-18","etort-110",228443.486078295
"etort-19","etort-110",88715.4488210612
"etort-20","etort-110",92868.6721739979
"etort-21","etort-110",268384.913050178
"etort-22","etort-110",254659.398001991
"etort-23","etort-110",223437.10013365
"etort-24","etort-110",261623.136164753
"etort-25","etort-110",244056.406759198
"etort-26","etort-110",117917.752869523
"etort-27","etort-110",306541.133649227
"etort-28","etort-110",321252.272089272
"etort-33","etort-110",169085.30785058
"etort-34","etort-110",135101.734607946
"etort-39","etort-110",143499.986055658
"etort-40","etort-110",154264.039422367
"etort-41","etort-110",190617.610473929
"etort-42","etort-110",207400.654204673
"etort-43","etort-110",178215.834453053
"etort-44","etort-110",180207.298336656
"etort-45","etort-110",166515.978692902
"etort-52","etort-110",178031.290384099
"etort-54","etort-110",184910.054896219
"etort-57","etort-110",42979.5321458349
"etort-60 (sheared2)","etort-110",199449.690258769
"etort-61","etort-110",66523.0666720005
"etort-63","etort-110",95362.4379050029
"etort-64","etort-110",112422.837027219
"etort-65","etort-110",74983.4796039307
"etort-66","etort-110",127088.780080393
"etort-67","etort-110",117281.952780026
"etort-68","etort-110",122349.743110821
"etort-69","etort-110",192493.760969855
"etort-70","etort-110",201724.366367491
"etort-71","etort-110",48806.1789493979
"etort-72","etort-110",46040.8989129151
"etort-73","etort-110",93273.4341878181
"etort-74","etort-110",201528.005437844
"etort-77","etort-110",160833.540149635
"etort-96","etort-110",155211.639729268
"etort-97","etort-110",146884.716250964
"etort-98","etort-110",139562.912976811
"etort-99","etort-110",158199.851004082
"etort-100","etort-110",134739.276724309
"etort-102","etort-110",130778.372948521
"etort-103","etort-110",142111.021229371
"etort-104","etort-110",151088.402521629
"etort-105","etort-110",147132.251167764
"etort-106","etort-110",20922.5513644013
"etort-107","etort-110",13340.9615862032
"etort-108","etort-110",38652.816082937
"etort-109","etort-110",28729.6350792891
"etort-110","etort-110",0
"etort-2","etort-111",143348.640007102
"etort-3","etort-111",111231.282025538
"etort-4","etort-111",103304.868432452
"etort-5","etort-111",141820.018174031
"etort-6","etort-111",202720.843033695
"etort-9","etort-111",111654.825482625
"etort-10","etort-111",256673.541606888
"etort-11","etort-111",222056.721616514
"etort-13","etort-111",62499.9245642983
"etort-14","etort-111",59923.5373749459
"etort-16","etort-111",169790.20443653
"etort-18","etort-111",219041.939828843
"etort-19","etort-111",77545.6295562053
"etort-20","etort-111",82173.2843934606
"etort-21","etort-111",259649.472123976
"etort-22","etort-111",246206.955422164
"etort-23","etort-111",212754.142096033
"etort-24","etort-111",251345.124537438
"etort-25","etort-111",233715.997280981
"etort-26","etort-111",109235.603364208
"etort-27","etort-111",297617.043767806
"etort-28","etort-111",312207.588060705
"etort-33","etort-111",157772.476877254
"etort-34","etort-111",125137.309944502
"etort-39","etort-111",133734.452858794
"etort-40","etort-111",143596.330155931
"etort-41","etort-111",179412.433855578
"etort-42","etort-111",196138.573574871
"etort-43","etort-111",166477.632005342
"etort-44","etort-111",168470.545728046
"etort-45","etort-111",154806.301731622
"etort-52","etort-111",166292.080047565
"etort-54","etort-111",173173.014520752
"etort-57","etort-111",33615.4176830313
"etort-60 (sheared2)","etort-111",190662.428949134
"etort-61","etort-111",58726.5642617579
"etort-63","etort-111",84330.949885602
"etort-64","etort-111",103028.816569832
"etort-65","etort-111",65283.7809751214
"etort-66","etort-111",118560.305936915
"etort-67","etort-111",108728.175402034
"etort-68","etort-111",113251.100110352
"etort-69","etort-111",182396.467152929
"etort-70","etort-111",190022.333428568
"etort-71","etort-111",38850.7770950452
"etort-72","etort-111",41065.2412248112
"etort-73","etort-111",81818.8690510141
"etort-74","etort-111",191520.133370385
"etort-77","etort-111",149281.356436727
"etort-96","etort-111",143495.162161001
"etort-97","etort-111",136664.783067956
"etort-98","etort-111",128239.323396731
"etort-99","etort-111",147154.562565348
"etort-100","etort-111",125198.150326828
"etort-102","etort-111",119683.05569036
"etort-103","etort-111",130377.873590022
"etort-104","etort-111",139804.714497938
"etort-105","etort-111",136333.718673038
"etort-106","etort-111",22143.7612022577
"etort-107","etort-111",18452.9948809125
"etort-108","etort-111",43651.4952142863
"etort-109","etort-111",18912.8609313798
"etort-110","etort-111",11739.3698993592
"etort-111","etort-111",0
"etort-2","etort-115",181609.490152077
"etort-3","etort-115",111642.395826674
"etort-4","etort-115",92745.2115752826
"etort-5","etort-115",64687.5245665176
"etort-6","etort-115",41446.126007896
"etort-9","etort-115",82682.0415513434
"etort-10","etort-115",225747.772677398
"etort-11","etort-115",150272.631549529
"etort-13","etort-115",136376.159297844
"etort-14","etort-115",159874.90945699
"etort-16","etort-115",81683.4828280259
"etort-18","etort-115",166140.125619171
"etort-19","etort-115",109522.540407244
"etort-20","etort-115",114861.964155764
"etort-21","etort-115",209785.1269989
"etort-22","etort-115",205953.798792779
"etort-23","etort-115",125210.242653821
"etort-24","etort-115",164481.785200704
"etort-25","etort-115",150044.628733848
"etort-26","etort-115",98760.0085464308
"etort-27","etort-115",235375.870916183
"etort-28","etort-115",244688.518270341
"etort-33","etort-115",18771.1764793441
"etort-34","etort-115",71882.5423818038
"etort-39","etort-115",72472.2456087798
"etort-40","etort-115",47625.5582004837
"etort-41","etort-115",23497.6026453209
"etort-42","etort-115",32743.3599104519
"etort-43","etort-115",29623.3176430037
"etort-44","etort-115",28445.819718491
"etort-45","etort-115",23882.7938359024
"etort-52","etort-115",32949.6822578304
"etort-54","etort-115",29273.2259733326
"etort-57","etort-115",151974.93818304
"etort-60 (sheared2)","etort-115",163459.773213763
"etort-61","etort-115",152529.372790781
"etort-63","etort-115",107931.125767888
"etort-64","etort-115",129349.975087828
"etort-65","etort-115",134797.20014221
"etort-66","etort-115",142951.014381387
"etort-67","etort-115",141575.642125613
"etort-68","etort-115",133702.249251335
"etort-69","etort-115",128095.984929547
"etort-70","etort-115",52906.4813858249
"etort-71","etort-115",145894.424381908
"etort-72","etort-115",169465.389070518
"etort-73","etort-115",100804.470068723
"etort-74","etort-115",134816.50989853
"etort-77","etort-115",62778.0650308329
"etort-96","etort-115",47433.1650649944
"etort-97","etort-115",61670.052971092
"etort-98","etort-115",43232.4880280543
"etort-99","etort-115",34704.2935196643
"etort-100","etort-115",79630.3020230331
"etort-102","etort-115",54625.2426867006
"etort-103","etort-115",51323.5198749682
"etort-104","etort-115",33451.0173022473
"etort-105","etort-115",48034.5146325002
"etort-106","etort-115",174885.059759976
"etort-107","etort-115",180171.114122421
"etort-108","etort-115",189853.517273403
"etort-109","etort-115",158775.84191956
"etort-110","etort-115",181000.282650494
"etort-111","etort-115",169459.198303813
"etort-115","etort-115",0
"etort-2","etort-116",192421.991738911
"etort-3","etort-116",121590.290525291
"etort-4","etort-116",101545.649743592
"etort-5","etort-116",76294.8067213739
"etort-6","etort-116",32830.2367924229
"etort-9","etort-116",77966.3731913355
"etort-10","etort-116",238520.660555209
"etort-11","etort-116",162976.127313041
"etort-13","etort-116",142967.853828284
"etort-14","etort-116",166519.712131483
"etort-16","etort-116",94419.3850068814
"etort-18","etort-116",178918.251199454
"etort-19","etort-116",116347.788685834
"etort-20","etort-116",122487.79005335
"etort-21","etort-116",222527.614346733
"etort-22","etort-116",218731.979093138
"etort-23","etort-116",137816.74492944
"etort-24","etort-116",176781.231742569
"etort-25","etort-116",162542.56379886
"etort-26","etort-116",93267.2848317651
"etort-27","etort-116",247893.570599868
"etort-28","etort-116",257061.103037797
"etort-33","etort-116",14336.5093630936
"etort-34","etort-116",65825.1472248168
"etort-39","etort-116",64923.7688606323
"etort-40","etort-116",40339.5216389972
"etort-41","etort-116",11396.109550554
"etort-42","etort-116",24924.5624171759
"etort-43","etort-116",42395.5379956867
"etort-44","etort-116",41219.2388782455
"etort-45","etort-116",35340.23195561
"etort-52","etort-116",45719.7760112369
"etort-54","etort-116",41884.8434186678
"etort-57","etort-116",156593.264030117
"etort-60 (sheared2)","etort-116",176001.697205955
"etort-61","etort-116",159086.96545592
"etort-63","etort-116",115444.488831004
"etort-64","etort-116",138837.400222857
"etort-65","etort-116",141579.727768046
"etort-66","etort-116",153257.840754486
"etort-67","etort-116",151362.892977968
"etort-68","etort-116",143794.708319241
"etort-69","etort-116",140783.649640176
"etort-70","etort-116",64822.8353132746
"etort-71","etort-116",150737.192790881
"etort-72","etort-116",174777.008860489
"etort-73","etort-116",107453.108456549
"etort-74","etort-116",147563.032468163
"etort-77","etort-116",74881.9577318151
"etort-96","etort-116",58709.0319662287
"etort-97","etort-116",54377.7429815668
"etort-98","etort-116",43672.2171891588
"etort-99","etort-116",28951.6936624552
"etort-100","etort-116",72975.2059734164
"etort-102","etort-116",53563.5166202379
"etort-103","etort-116",60774.3329873517
"etort-104","etort-116",32323.5974659222
"etort-105","etort-116",42770.4306399765
"etort-106","etort-116",175694.265350657
"etort-107","etort-116",181458.763872583
"etort-108","etort-116",189467.765781592
"etort-109","etort-116",162372.438294099
"etort-110","etort-116",183214.144226311
"etort-111","etort-116",171855.478036891
"etort-115","etort-116",12778.1818591382
"etort-116","etort-116",0
"etort-2","etort-117",210247.24571276
"etort-3","etort-117",139489.499488557
"etort-4","etort-117",119326.091387045
"etort-5","etort-117",93762.6134212764
"etort-6","etort-117",16890.9145724186
"etort-9","etort-117",85560.3960045211
"etort-10","etort-117",253386.878285278
"etort-11","etort-117",176571.939047395
"etort-13","etort-117",159895.891775577
"etort-14","etort-117",183428.23034952
"etort-16","etort-117",109966.714950945
"etort-18","etort-117",193549.253275735
"etort-19","etort-117",133453.16049911
"etort-20","etort-117",139902.977867655
"etort-21","etort-117",236369.165686217
"etort-22","etort-117",233336.170741354
"etort-23","etort-117",150885.754018214
"etort-24","etort-117",188378.358503661
"etort-25","etort-117",174988.48890654
"etort-26","etort-117",99320.5047011325
"etort-27","etort-117",260229.033599962
"etort-28","etort-117",268745.305574959
"etort-33","etort-117",29160.491111172
"etort-34","etort-117",72031.349180452
"etort-39","etort-117",68789.256564762
"etort-40","etort-117",46629.383622341
"etort-41","etort-117",6912.29094716148
"etort-42","etort-117",11970.821615603
"etort-43","etort-117",57952.3297908601
"etort-44","etort-117",56421.0080164641
"etort-45","etort-117",52811.8383001666
"etort-52","etort-117",61262.2306036642
"etort-54","etort-117",56096.2959493699
"etort-57","etort-117",172329.143681674
"etort-60 (sheared2)","etort-117",192249.784856787
"etort-61","etort-117",175964.772115041
"etort-63","etort-117",132832.45477199
"etort-64","etort-117",156705.02786303
"etort-65","etort-117",158602.629433726
"etort-66","etort-117",171149.104869802
"etort-67","etort-117",169254.448564097
"etort-68","etort-117",161693.789192641
"etort-69","etort-117",156523.891312299
"etort-70","etort-117",76366.0060250996
"etort-71","etort-117",166641.335655292
"etort-72","etort-117",190913.043094234
"etort-73","etort-117",124508.524261439
"etort-74","etort-117",162901.531304981
"etort-77","etort-117",91943.1286989138
"etort-96","etort-117",76324.9897737884
"etort-97","etort-117",59338.7283782697
"etort-98","etort-117",58065.756772266
"etort-99","etort-117",39053.422571204
"etort-100","etort-117",77936.0197184454
"etort-102","etort-117",66236.0551107809
"etort-103","etort-117",78669.3924700692
"etort-104","etort-117",46387.1355066641
"etort-105","etort-117",51679.3521798296
"etort-106","etort-117",188216.219065188
"etort-107","etort-117",194408.483113807
"etort-108","etort-117",200709.519447599
"etort-109","etort-117",177357.335127019
"etort-110","etort-117",196992.984454924
"etort-111","etort-117",185837.467191963
"etort-115","etort-117",29168.0619020029
"etort-116","etort-117",17899.4463999106
"etort-117","etort-117",0
"etort-2","etort-119",135001.694159146
"etort-3","etort-119",170787.300866555
"etort-4","etort-119",191117.323627847
"etort-5","etort-119",181523.290382015
"etort-6","etort-119",267874.872366252
"etort-9","etort-119",283395.518405336
"etort-10","etort-119",16341.9339734834
"etort-11","etort-119",86972.4627844993
"etort-13","etort-119",211455.757863821
"etort-14","etort-119",214203.929598684
"etort-16","etort-119",154848.0761749
"etort-18","etort-119",69736.3735202673
"etort-19","etort-119",208169.937834961
"etort-20","etort-119",198949.692764954
"etort-21","etort-119",28260.2974689261
"etort-22","etort-119",30315.3245637338
"etort-23","etort-119",113306.40772141
"etort-24","etort-119",87462.4529410204
"etort-25","etort-119",92952.2464459577
"etort-26","etort-119",298096.814497093
"etort-27","etort-119",42602.8002282802
"etort-28","etort-119",56438.7963139416
"etort-33","etort-119",248625.880237566
"etort-34","etort-119",282631.039602167
"etort-39","etort-119",289212.413064391
"etort-40","etort-119",270388.880140959
"etort-41","etort-119",258553.001725414
"etort-42","etort-119",260162.637710959
"etort-43","etort-119",206165.923252253
"etort-44","etort-119",207276.693732194
"etort-45","etort-119",216318.068542124
"etort-52","etort-119",202861.86404096
"etort-54","etort-119",206913.648768875
"etort-57","etort-119",239145.846095259
"etort-60 (sheared2)","etort-119",84791.7075557562
"etort-61","etort-119",214078.393562559
"etort-63","etort-119",201007.488207743
"etort-64","etort-119",171781.325185084
"etort-65","etort-119",208905.91965414
"etort-66","etort-119",154291.296376462
"etort-67","etort-119",164090.008244681
"etort-68","etort-119",160841.10526038
"etort-69","etort-119",110789.469591388
"etort-70","etort-119",187723.506131318
"etort-71","etort-119",234703.543892689
"etort-72","etort-119",235653.401031352
"etort-73","etort-119",210508.866825592
"etort-74","etort-119",102472.899786962
"etort-77","etort-119",179068.042614015
"etort-96","etort-119",197648.846017013
"etort-97","etort-119",280315.831856608
"etort-98","etort-119",245514.684101529
"etort-99","etort-119",258614.056839657
"etort-100","etort-119",290615.171865872
"etort-102","etort-119",253668.165412488
"etort-103","etort-119",205285.938367412
"etort-104","etort-119",247919.815363785
"etort-105","etort-119",264972.12157503
"etort-106","etort-119",293455.01583097
"etort-107","etort-119",291031.325946205
"etort-108","etort-119",315734.66603822
"etort-109","etort-119",253794.353706531
"etort-110","etort-119",280552.668999472
"etort-111","etort-119",272589.65535002
"etort-115","etort-119",235721.864557369
"etort-116","etort-119",248495.779468812
"etort-117","etort-119",262818.802349079
"etort-119","etort-119",0
"etort-2","etort-120",147557.106467798
"etort-3","etort-120",166132.259388844
"etort-4","etort-120",183142.696757397
"etort-5","etort-120",165416.866124339
"etort-6","etort-120",241109.744494905
"etort-9","etort-120",269313.557286538
"etort-10","etort-120",45841.7784297436
"etort-11","etort-120",63212.112204061
"etort-13","etort-120",212013.981793585
"etort-14","etort-120",219029.809423349
"etort-16","etort-120",135271.619288788
"etort-18","etort-120",56177.9509290412
"etort-19","etort-120",203732.919550044
"etort-20","etort-120",195673.494441887
"etort-21","etort-120",20090.3623463088
"etort-22","etort-120",36294.9016804073
"etort-23","etort-120",87402.5243870095
"etort-24","etort-120",52614.99970646
"etort-25","etort-120",63135.4941197131
"etort-26","etort-120",284947.015092438
"etort-27","etort-120",24177.4608552104
"etort-28","etort-120",37817.4918288354
"etort-33","etort-120",227328.85582844
"etort-34","etort-120",266642.133062616
"etort-39","etort-120",272279.66535983
"etort-40","etort-120",251490.65828345
"etort-41","etort-120",234475.731371451
"etort-42","etort-120",233954.401331746
"etort-43","etort-120",183727.999112313
"etort-44","etort-120",184480.307446698
"etort-45","etort-120",195586.512012543
"etort-52","etort-120",180543.070980301
"etort-54","etort-120",183347.906390363
"etort-57","etort-120",240886.941709307
"etort-60 (sheared2)","etort-120",84550.9892503009
"etort-61","etort-120",217540.006289095
"etort-63","etort-120",196337.664955722
"etort-64","etort-120",171454.45554895
"etort-65","etort-120",209269.648105127
"etort-66","etort-120",156838.293404475
"etort-67","etort-120",166535.996376503
"etort-68","etort-120",161242.322241097
"etort-69","etort-120",97537.3175832899
"etort-70","etort-120",161704.828720972
"etort-71","etort-120",235688.149360664
"etort-72","etort-120",240738.669585564
"etort-73","etort-120",204381.132612082
"etort-74","etort-120",88105.5574488063
"etort-77","etort-120",161540.995492076
"etort-96","etort-120",179733.249163828
"etort-97","etort-120",262659.977260631
"etort-98","etort-120",228551.580668811
"etort-99","etort-120",238969.790805255
"etort-100","etort-120",274911.187829144
"etort-102","etort-120",237963.716628693
"etort-103","etort-120",189370.038266842
"etort-104","etort-120",229225.219528462
"etort-105","etort-120",246967.925911751
"etort-106","etort-120",294076.220363483
"etort-107","etort-120",292803.230956913
"etort-108","etort-120",316309.533657575
"etort-109","etort-120",255554.750019314
"etort-110","etort-120",283564.337339964
"etort-111","etort-120",274453.154616237
"etort-115","etort-120",212612.607168243
"etort-116","etort-120",225214.467848525
"etort-117","etort-120",238021.273062637
"etort-119","etort-120",39766.1335269706
"etort-120","etort-120",0
"etort-2","etort-121",112706.444955862
"etort-3","etort-121",61781.6563515463
"etort-4","etort-121",50376.6936762707
"etort-5","etort-121",88806.8251773073
"etort-6","etort-121",160478.346563553
"etort-9","etort-121",87258.8863674589
"etort-10","etort-121",215325.180108958
"etort-11","etort-121",172183.247845231
"etort-13","etort-121",25423.8170531243
"etort-14","etort-121",44367.9120283555
"etort-16","etort-121",116755.889845175
"etort-18","etort-121",171730.636956024
"etort-19","etort-121",25101.6540631866
"etort-20","etort-121",32158.52263115
"etort-21","etort-121",214617.679294027
"etort-22","etort-121",202465.666118306
"etort-23","etort-121",160950.684819719
"etort-24","etort-121",200661.086671796
"etort-25","etort-121",182892.81499644
"etort-26","etort-121",93043.9910352591
"etort-27","etort-121",251568.481269594
"etort-28","etort-121",265622.151604008
"etort-33","etort-121",114881.533570124
"etort-34","etort-121",97267.5240125396
"etort-39","etort-121",106740.763394696
"etort-40","etort-121",108097.675772762
"etort-41","etort-121",137184.786886791
"etort-42","etort-121",152959.178019272
"etort-43","etort-121",115900.822192219
"etort-44","etort-121",118022.753780479
"etort-45","etort-121",105636.254713446
"etort-52","etort-121",115340.66399746
"etort-54","etort-121",122668.871372973
"etort-57","etort-121",28686.5055925321
"etort-60 (sheared2)","etort-121",146307.464653988
"etort-61","etort-121",37315.8654009739
"etort-63","etort-121",32350.4298030081
"etort-64","etort-121",59146.3226962739
"etort-65","etort-121",26543.4764363154
"etort-66","etort-121",78229.1622418517
"etort-67","etort-121",69106.1356043197
"etort-68","etort-121",70221.156219995
"etort-69","etort-121",132730.954149373
"etort-70","etort-121",137840.773554492
"etort-71","etort-121",22685.8785121146
"etort-72","etort-121",46997.7595148785
"etort-73","etort-121",28683.957352753
"etort-74","etort-121",142110.725219664
"etort-77","etort-121",96281.0547771889
"etort-96","etort-121",91691.9840709603
"etort-97","etort-121",105666.109490512
"etort-98","etort-121",86365.7495953805
"etort-99","etort-121",107676.536654257
"etort-100","etort-121",100748.627016293
"etort-102","etort-121",81206.9679992572
"etort-103","etort-121",79181.3014656258
"etort-104","etort-121",97902.629358059
"etort-105","etort-121",99975.595216683
"etort-106","etort-121",68405.1135297525
"etort-107","etort-121",69461.5103744531
"etort-108","etort-121",89930.4241297975
"etort-109","etort-121",37517.9268956572
"etort-110","etort-121",64593.9901269746
"etort-111","etort-121",53139.6573597797
"etort-115","etort-121",123291.674165404
"etort-116","etort-121",128051.329161565
"etort-117","etort-121",143992.1605462
"etort-119","etort-121",230592.363306425
"etort-120","etort-121",227831.142107359
"etort-121","etort-121",0
"etort-2","etort-122",115934.614610673
"etort-3","etort-122",64188.3313796852
"etort-4","etort-122",51826.9088457851
"etort-5","etort-122",89567.243734649
"etort-6","etort-122",159115.892052246
"etort-9","etort-122",84460.5865441729
"etort-10","etort-122",218167.313778605
"etort-11","etort-122",174315.955642161
"etort-13","etort-122",28648.0194258119
"etort-14","etort-122",47151.4962796545
"etort-16","etort-122",118005.368070892
"etort-18","etort-122",174176.263095256
"etort-19","etort-122",27050.7997943133
"etort-20","etort-122",34701.2387594299
"etort-21","etort-122",217230.173811999
"etort-22","etort-122",205176.191530136
"etort-23","etort-122",162714.104705914
"etort-24","etort-122",202641.874593902
"etort-25","etort-122",184858.327498023
"etort-26","etort-122",89995.5711781552
"etort-27","etort-122",254081.440068505
"etort-28","etort-122",268082.5875079
"etort-33","etort-122",113497.558047346
"etort-34","etort-122",94673.3946034658
"etort-39","etort-122",104138.233072818
"etort-40","etort-122",106019.127886043
"etort-41","etort-122",135780.681147487
"etort-42","etort-122",151685.507405263
"etort-43","etort-122",115717.088172753
"etort-44","etort-122",117811.220867499
"etort-45","etort-122",105134.606538749
"etort-52","etort-122",115249.508632901
"etort-54","etort-122",122476.083121297
"etort-57","etort-122",29793.7451902182
"etort-60 (sheared2)","etort-122",149024.460971842
"etort-61","etort-122",40201.4573451226
"etort-63","etort-122",34405.8672809819
"etort-64","etort-122",62097.126733192
"etort-65","etort-122",29794.6527194
"etort-66","etort-122",81285.7269704751
"etort-67","etort-122",72214.3397302893
"etort-68","etort-122",73175.8545753811
"etort-69","etort-122",134933.36227168
"etort-70","etort-122",138144.17173988
"etort-71","etort-122",24151.6526937893
"etort-72","etort-122",48727.196735318
"etort-73","etort-122",29756.3098510974
"etort-74","etort-122",144338.834994114
"etort-77","etort-122",97027.6773931083
"etort-96","etort-122",91825.0500061481
"etort-97","etort-122",103277.625401019
"etort-98","etort-122",84769.0927183817
"etort-99","etort-122",105925.930248505
"etort-100","etort-122",98007.6280381162
"etort-102","etort-122",79251.3653534106
"etort-103","etort-122",79102.5762138288
"etort-104","etort-122",96357.1041701569
"etort-105","etort-122",97932.433012225
"etort-106","etort-122",66699.3991710486
"etort-107","etort-122",68117.7827851442
"etort-108","etort-122",88007.8198081815
"etort-109","etort-122",37444.3369151858
"etort-110","etort-122",63830.3840181774
"etort-111","etort-122",52253.7443499646
"etort-115","etort-122",122334.979870169
"etort-116","etort-122",126803.07869779
"etort-117","etort-122",142561.434731302
"etort-119","etort-122",233391.957926136
"etort-120","etort-122",230305.109782504
"etort-121","etort-122",3253.76574788335
"etort-122","etort-122",0
"etort-2","etort-123",115467.769474688
"etort-3","etort-123",62830.4578941454
"etort-4","etort-123",50141.6755390714
"etort-5","etort-123",87784.1638695719
"etort-6","etort-123",157608.810194371
"etort-9","etort-123",83781.5198107117
"etort-10","etort-123",217083.917616166
"etort-11","etort-123",172813.451652828
"etort-13","etort-123",28668.2301393148
"etort-14","etort-123",47844.2111885465
"etort-16","etort-123",116273.029378276
"etort-18","etort-123",172819.711197454
"etort-19","etort-123",25533.427869571
"etort-20","etort-123",33449.7248788509
"etort-21","etort-123",215971.077008761
"etort-22","etort-123",203986.078799165
"etort-23","etort-123",161088.78509276
"etort-24","etort-123",201081.940228107
"etort-25","etort-123",183293.928963828
"etort-26","etort-123",89627.6618487309
"etort-27","etort-123",252759.31667025
"etort-28","etort-123",266730.210124435
"etort-33","etort-123",111995.25290434
"etort-34","etort-123",93808.923292346
"etort-39","etort-123",103280.896167974
"etort-40","etort-123",104814.818287541
"etort-41","etort-123",134286.591067593
"etort-42","etort-123",150149.541167933
"etort-43","etort-123",113956.255195053
"etort-44","etort-123",116053.472573504
"etort-45","etort-123",103415.546351397
"etort-52","etort-123",113479.609430853
"etort-54","etort-123",120716.455196145
"etort-57","etort-123",31340.1465383346
"etort-60 (sheared2)","etort-123",147843.094035628
"etort-61","etort-123",40791.4151145628
"etort-63","etort-123",32914.1678189275
"etort-64","etort-123",61146.6645454741
"etort-65","etort-123",29652.4579876576
"etort-66","etort-123",80457.1139266236
"etort-67","etort-123",71467.9113046041
"etort-68","etort-123",72224.1900728362
"etort-69","etort-123",133462.512459971
"etort-70","etort-123",136352.319474204
"etort-71","etort-123",25575.8524851346
"etort-72","etort-123",50070.9064873309
"etort-73","etort-123",28017.9136084842
"etort-74","etort-123",142878.23759836
"etort-77","etort-123",95243.5025819373
"etort-96","etort-123",90038.7492531401
"etort-97","etort-123",102260.676246812
"etort-98","etort-123",83341.0902021853
"etort-99","etort-123",104563.263863293
"etort-100","etort-123",97272.2171802948
"etort-102","etort-123",77980.8825898594
"etort-103","etort-123",77329.922801748
"etort-104","etort-123",94910.8609175209
"etort-105","etort-123",96708.6688493597
"etort-106","etort-123",68365.4772947712
"etort-107","etort-123",69853.8174097765
"etort-108","etort-123",89610.2823228154
"etort-109","etort-123",39213.7197234497
"etort-110","etort-123",65620.1377875441
"etort-111","etort-123",54038.7305590762
"etort-115","etort-123",120709.252533297
"etort-116","etort-123",125258.018436943
"etort-117","etort-123",141076.85784076
"etort-119","etort-123",232270.937291842
"etort-120","etort-123",228961.465302095
"etort-121","etort-123",3477.52897540076
"etort-122","etort-123",1793.45128553216
"etort-123","etort-123",0
"etort-2","etort-124",117095.968797959
"etort-3","etort-124",66953.589109315
"etort-4","etort-124",55110.1050269427
"etort-5","etort-124",92972.0639032539
"etort-6","etort-124",161876.087925357
"etort-9","etort-124",85641.5581587182
"etort-10","etort-124",220416.738217938
"etort-11","etort-124",177295.306749553
"etort-13","etort-124",29129.8113580674
"etort-14","etort-124",46206.341350732
"etort-16","etort-124",121349.400695305
"etort-18","etort-124",176908.372227816
"etort-19","etort-124",30113.0965510834
"etort-20","etort-124",37338.0834711964
"etort-21","etort-124",219789.420649579
"etort-22","etort-124",207615.672986712
"etort-23","etort-124",165894.784349039
"etort-24","etort-124",205714.873245468
"etort-25","etort-124",187939.466632397
"etort-26","etort-124",90578.3231974434
"etort-27","etort-124",256748.004940441
"etort-28","etort-124",270800.932525548
"etort-33","etort-124",116255.523373829
"etort-34","etort-124",96198.9914940292
"etort-39","etort-124",105643.451159378
"etort-40","etort-124",108192.81792568
"etort-41","etort-124",138517.826530115
"etort-42","etort-124",154505.288599812
"etort-43","etort-124",119019.823998684
"etort-44","etort-124",121106.472072292
"etort-45","etort-124",108342.497844316
"etort-52","etort-124",118574.595102106
"etort-54","etort-124",125775.677972976
"etort-57","etort-124",27069.4584170205
"etort-60 (sheared2)","etort-124",151456.68967011
"etort-61","etort-124",39493.0564978638
"etort-63","etort-124",37415.9291257369
"etort-64","etort-124",64174.6390753867
"etort-65","etort-124",30564.759603639
"etort-66","etort-124",83126.9647732851
"etort-67","etort-124",73919.5990100687
"etort-68","etort-124",75241.8259676936
"etort-69","etort-124",137863.695268675
"etort-70","etort-124",141533.72302351
"etort-71","etort-124",21753.2651516782
"etort-72","etort-124",46415.1332655087
"etort-73","etort-124",33116.0053513333
"etort-74","etort-124",147250.863290287
"etort-77","etort-124",100433.249682844
"etort-96","etort-124",95195.2603451211
