"etort1","etort2","pi"
"etort-164","etort-186",0.162246
"etort-166","etort-186",0.167051
"etort-167","etort-186",0.162831
"etort-168","etort-186",0.166809
"etort-169","etort-186",0.166738
"etort-170","etort-186",0.164197
"etort-172","etort-186",0.161316
"etort-173","etort-186",0.166624
"etort-174","etort-186",0.166985
"etort-175","etort-186",0.166087
"etort-176","etort-186",0.164879
"etort-177","etort-186",0.163447
"etort-178","etort-186",0.164317
"etort-179","etort-186",0.164609
"etort-180","etort-186",0.16441
"etort-181","etort-186",0.166767
"etort-182","etort-186",0.160196
"etort-183","etort-186",0.164297
"etort-184","etort-186",0.165814
"etort-185","etort-186",0.165093
"etort-186","etort-186",0.107669
"etort-15","etort-187",0.170271
"etort-17","etort-187",0.171626
"etort-31","etort-187",0.172203
"etort-36","etort-187",0.172268
"etort-37","etort-187",0.170749
"etort-38","etort-187",0.171734
"etort-46","etort-187",0.171519
"etort-47","etort-187",0.170965
"etort-48","etort-187",0.169218
"etort-49","etort-187",0.17299
"etort-51","etort-187",0.177224
"etort-53","etort-187",0.17161
"etort-55","etort-187",0.171485
"etort-56 (sheared2)","etort-187",0.171365
"etort-58","etort-187",0.170497
"etort-59","etort-187",0.175132
"etort-62","etort-187",0.171781
"etort-78","etort-187",0.171181
"etort-79","etort-187",0.170963
"etort-80","etort-187",0.170733
"etort-81","etort-187",0.169885
"etort-82","etort-187",0.168855
"etort-83","etort-187",0.171248
"etort-84","etort-187",0.169857
"etort-85","etort-187",0.171656
"etort-86","etort-187",0.171542
"etort-87","etort-187",0.170872
"etort-89","etort-187",0.170109
"etort-90","etort-187",0.168309
"etort-93","etort-187",0.171153
"etort-94","etort-187",0.172307
"etort-95","etort-187",0.168041
"etort-112","etort-187",0.175265
"etort-113","etort-187",0.175685
"etort-130","etort-187",0.170198
"etort-131","etort-187",0.166443
"etort-132","etort-187",0.168176
"etort-133","etort-187",0.170581
"etort-134","etort-187",0.169599
"etort-135","etort-187",0.165136
"etort-136","etort-187",0.168761
"etort-137","etort-187",0.170325
"etort-138","etort-187",0.16833
"etort-139","etort-187",0.170589
"etort-140","etort-187",0.167323
"etort-141","etort-187",0.16649
"etort-142","etort-187",0.171529
"etort-143","etort-187",0.16737
"etort-144","etort-187",0.168736
"etort-145","etort-187",0.167456
"etort-146","etort-187",0.168573
"etort-147","etort-187",0.167941
"etort-148","etort-187",0.173687
"etort-149","etort-187",0.16622
"etort-150","etort-187",0.168467
"etort-151","etort-187",0.166679
"etort-152","etort-187",0.169825
"etort-153","etort-187",0.16666
"etort-154","etort-187",0.171805
"etort-155","etort-187",0.16784
"etort-156","etort-187",0.166629
"etort-157","etort-187",0.170124
"etort-158","etort-187",0.172065
"etort-159","etort-187",0.169487
"etort-161","etort-187",0.16877
"etort-162","etort-187",0.167359
"etort-163","etort-187",0.167866
"etort-164","etort-187",0.16594
"etort-166","etort-187",0.168134
"etort-167","etort-187",0.166303
"etort-168","etort-187",0.168211
"etort-169","etort-187",0.170029
"etort-170","etort-187",0.169196
"etort-172","etort-187",0.166022
"etort-173","etort-187",0.169182
"etort-174","etort-187",0.168866
"etort-175","etort-187",0.167879
"etort-176","etort-187",0.168841
"etort-177","etort-187",0.167657
"etort-178","etort-187",0.166761
"etort-179","etort-187",0.144706
"etort-180","etort-187",0.167425
"etort-181","etort-187",0.169035
"etort-182","etort-187",0.167066
"etort-183","etort-187",0.167609
"etort-184","etort-187",0.168563
"etort-185","etort-187",0.167942
"etort-186","etort-187",0.16738
"etort-187","etort-187",0.111066
"etort-15","etort-188",0.171293
"etort-17","etort-188",0.17184
"etort-31","etort-188",0.173023
"etort-36","etort-188",0.17162
"etort-37","etort-188",0.170029
"etort-38","etort-188",0.173003
"etort-46","etort-188",0.172093
"etort-47","etort-188",0.170698
"etort-48","etort-188",0.168454
"etort-49","etort-188",0.174282
"etort-51","etort-188",0.176073
"etort-53","etort-188",0.172345
"etort-55","etort-188",0.1692
"etort-56 (sheared2)","etort-188",0.17084
"etort-58","etort-188",0.171632
"etort-59","etort-188",0.174935
"etort-62","etort-188",0.17148
"etort-78","etort-188",0.17254
"etort-79","etort-188",0.171521
"etort-80","etort-188",0.171521
"etort-81","etort-188",0.170411
"etort-82","etort-188",0.168088
"etort-83","etort-188",0.171613
"etort-84","etort-188",0.170888
"etort-85","etort-188",0.171585
"etort-86","etort-188",0.172271
"etort-87","etort-188",0.172004
"etort-89","etort-188",0.171763
"etort-90","etort-188",0.169232
"etort-93","etort-188",0.171127
"etort-94","etort-188",0.173022
"etort-95","etort-188",0.169195
"etort-112","etort-188",0.174777
"etort-113","etort-188",0.176234
"etort-130","etort-188",0.169475
"etort-131","etort-188",0.168036
"etort-132","etort-188",0.169495
"etort-133","etort-188",0.17182
"etort-134","etort-188",0.169368
"etort-135","etort-188",0.168819
"etort-136","etort-188",0.168148
"etort-137","etort-188",0.169961
"etort-138","etort-188",0.170595
"etort-139","etort-188",0.170961
"etort-140","etort-188",0.167885
"etort-141","etort-188",0.169406
"etort-142","etort-188",0.172794
"etort-143","etort-188",0.166613
"etort-144","etort-188",0.169921
"etort-145","etort-188",0.168974
"etort-146","etort-188",0.168564
"etort-147","etort-188",0.168185
"etort-148","etort-188",0.174538
"etort-149","etort-188",0.168504
"etort-150","etort-188",0.168442
"etort-151","etort-188",0.166449
"etort-152","etort-188",0.16938
"etort-153","etort-188",0.168404
"etort-154","etort-188",0.171277
"etort-155","etort-188",0.168354
"etort-156","etort-188",0.168729
"etort-157","etort-188",0.170095
"etort-158","etort-188",0.170059
"etort-159","etort-188",0.169626
"etort-161","etort-188",0.168522
"etort-162","etort-188",0.16793
"etort-163","etort-188",0.16879
"etort-164","etort-188",0.168186
"etort-166","etort-188",0.169987
"etort-167","etort-188",0.168394
"etort-168","etort-188",0.169337
"etort-169","etort-188",0.17086
"etort-170","etort-188",0.170233
"etort-172","etort-188",0.169109
"etort-173","etort-188",0.17122
"etort-174","etort-188",0.170427
"etort-175","etort-188",0.169086
"etort-176","etort-188",0.168405
"etort-177","etort-188",0.169615
"etort-178","etort-188",0.169992
"etort-179","etort-188",0.169019
"etort-180","etort-188",0.167361
"etort-181","etort-188",0.172324
"etort-182","etort-188",0.168548
"etort-183","etort-188",0.168498
"etort-184","etort-188",0.169378
"etort-185","etort-188",0.16978
"etort-186","etort-188",0.168039
"etort-187","etort-188",0.171066
"etort-188","etort-188",0.113461
"etort-15","etort-189",0.17291
"etort-17","etort-189",0.174398
"etort-31","etort-189",0.174814
"etort-36","etort-189",0.173848
"etort-37","etort-189",0.17335
"etort-38","etort-189",0.174875
"etort-46","etort-189",0.171962
"etort-47","etort-189",0.172131
"etort-48","etort-189",0.17099
"etort-49","etort-189",0.174166
"etort-51","etort-189",0.178058
"etort-53","etort-189",0.174448
"etort-55","etort-189",0.172064
"etort-56 (sheared2)","etort-189",0.173523
"etort-58","etort-189",0.174286
"etort-59","etort-189",0.17576
"etort-62","etort-189",0.174057
"etort-78","etort-189",0.174528
"etort-79","etort-189",0.174215
"etort-80","etort-189",0.172726
"etort-81","etort-189",0.169715
"etort-82","etort-189",0.170245
"etort-83","etort-189",0.172569
"etort-84","etort-189",0.171643
"etort-85","etort-189",0.170636
"etort-86","etort-189",0.173967
"etort-87","etort-189",0.172483
"etort-89","etort-189",0.173414
"etort-90","etort-189",0.170747
"etort-93","etort-189",0.173295
"etort-94","etort-189",0.172944
"etort-95","etort-189",0.172101
"etort-112","etort-189",0.176942
"etort-113","etort-189",0.176738
"etort-130","etort-189",0.170475
"etort-131","etort-189",0.17064
"etort-132","etort-189",0.171141
"etort-133","etort-189",0.173079
"etort-134","etort-189",0.171566
"etort-135","etort-189",0.169566
"etort-136","etort-189",0.169602
"etort-137","etort-189",0.172083
"etort-138","etort-189",0.171578
"etort-139","etort-189",0.173496
"etort-140","etort-189",0.169993
"etort-141","etort-189",0.16994
"etort-142","etort-189",0.173778
"etort-143","etort-189",0.169094
"etort-144","etort-189",0.172135
"etort-145","etort-189",0.169369
"etort-146","etort-189",0.170613
"etort-147","etort-189",0.170013
"etort-148","etort-189",0.174043
"etort-149","etort-189",0.172303
"etort-150","etort-189",0.171199
"etort-151","etort-189",0.170293
"etort-152","etort-189",0.171358
"etort-153","etort-189",0.170406
"etort-154","etort-189",0.171129
"etort-155","etort-189",0.170384
"etort-156","etort-189",0.170406
"etort-157","etort-189",0.171686
"etort-158","etort-189",0.172958
"etort-159","etort-189",0.172779
"etort-161","etort-189",0.171735
"etort-162","etort-189",0.169962
"etort-163","etort-189",0.170617
"etort-164","etort-189",0.168642
"etort-166","etort-189",0.17034
"etort-167","etort-189",0.169238
"etort-168","etort-189",0.171538
"etort-169","etort-189",0.17153
"etort-170","etort-189",0.171405
"etort-172","etort-189",0.170988
"etort-173","etort-189",0.169888
"etort-174","etort-189",0.172091
"etort-175","etort-189",0.172449
"etort-176","etort-189",0.172098
"etort-177","etort-189",0.170038
"etort-178","etort-189",0.170576
"etort-179","etort-189",0.170523
"etort-180","etort-189",0.170429
"etort-181","etort-189",0.173153
"etort-182","etort-189",0.169894
"etort-183","etort-189",0.171479
"etort-184","etort-189",0.1719
"etort-185","etort-189",0.171614
"etort-186","etort-189",0.169688
"etort-187","etort-189",0.171205
"etort-188","etort-189",0.171544
"etort-189","etort-189",0.11389
"etort-15","etort-190",0.17167
"etort-17","etort-190",0.173785
"etort-31","etort-190",0.174305
"etort-36","etort-190",0.173631
"etort-37","etort-190",0.171806
"etort-38","etort-190",0.174362
"etort-46","etort-190",0.171944
"etort-47","etort-190",0.171977
"etort-48","etort-190",0.169702
"etort-49","etort-190",0.174618
"etort-51","etort-190",0.178843
"etort-53","etort-190",0.173264
"etort-55","etort-190",0.170752
"etort-56 (sheared2)","etort-190",0.172564
"etort-58","etort-190",0.17265
"etort-59","etort-190",0.173845
"etort-62","etort-190",0.172054
"etort-78","etort-190",0.173808
"etort-79","etort-190",0.17304
"etort-80","etort-190",0.171888
"etort-81","etort-190",0.170576
"etort-82","etort-190",0.170777
"etort-83","etort-190",0.172268
"etort-84","etort-190",0.170911
"etort-85","etort-190",0.172552
"etort-86","etort-190",0.173397
"etort-87","etort-190",0.172914
"etort-89","etort-190",0.172006
"etort-90","etort-190",0.171709
"etort-93","etort-190",0.172314
"etort-94","etort-190",0.174197
"etort-95","etort-190",0.169498
"etort-112","etort-190",0.174692
"etort-113","etort-190",0.175586
"etort-130","etort-190",0.169673
"etort-131","etort-190",0.169733
"etort-132","etort-190",0.169714
"etort-133","etort-190",0.171485
"etort-134","etort-190",0.169556
"etort-135","etort-190",0.169317
"etort-136","etort-190",0.170817
"etort-137","etort-190",0.17243
"etort-138","etort-190",0.171575
"etort-139","etort-190",0.171445
"etort-140","etort-190",0.169419
"etort-141","etort-190",0.168989
"etort-142","etort-190",0.173556
"etort-143","etort-190",0.169266
"etort-144","etort-190",0.17264
"etort-145","etort-190",0.168428
"etort-146","etort-190",0.166716
"etort-147","etort-190",0.169925
"etort-148","etort-190",0.174899
"etort-149","etort-190",0.169848
"etort-150","etort-190",0.170284
"etort-151","etort-190",0.169201
"etort-152","etort-190",0.168592
"etort-153","etort-190",0.169418
"etort-154","etort-190",0.171374
"etort-155","etort-190",0.170233
"etort-156","etort-190",0.169828
"etort-157","etort-190",0.171435
"etort-158","etort-190",0.170846
"etort-159","etort-190",0.171195
"etort-161","etort-190",0.170753
"etort-162","etort-190",0.168655
"etort-163","etort-190",0.168573
"etort-164","etort-190",0.16864
"etort-166","etort-190",0.169884
"etort-167","etort-190",0.169853
"etort-168","etort-190",0.170394
"etort-169","etort-190",0.170035
"etort-170","etort-190",0.171376
"etort-172","etort-190",0.16978
"etort-173","etort-190",0.171594
"etort-174","etort-190",0.17229
"etort-175","etort-190",0.171577
"etort-176","etort-190",0.17039
"etort-177","etort-190",0.170405
"etort-178","etort-190",0.169884
"etort-179","etort-190",0.17034
"etort-180","etort-190",0.170905
"etort-181","etort-190",0.172211
"etort-182","etort-190",0.170065
"etort-183","etort-190",0.168312
"etort-184","etort-190",0.169865
"etort-185","etort-190",0.17087
"etort-186","etort-190",0.169609
"etort-187","etort-190",0.172196
"etort-188","etort-190",0.171998
"etort-189","etort-190",0.175308
"etort-190","etort-190",0.116752
"etort-15","etort-191",0.169475
"etort-17","etort-191",0.170391
"etort-31","etort-191",0.171225
"etort-36","etort-191",0.171019
"etort-37","etort-191",0.169121
"etort-38","etort-191",0.170226
"etort-46","etort-191",0.170163
"etort-47","etort-191",0.169775
"etort-48","etort-191",0.168191
"etort-49","etort-191",0.173281
"etort-51","etort-191",0.176911
"etort-53","etort-191",0.170601
"etort-55","etort-191",0.169185
"etort-56 (sheared2)","etort-191",0.171059
"etort-58","etort-191",0.169572
"etort-59","etort-191",0.174471
"etort-62","etort-191",0.169509
"etort-78","etort-191",0.171134
"etort-79","etort-191",0.170211
"etort-80","etort-191",0.16973
"etort-81","etort-191",0.169081
"etort-82","etort-191",0.1668
"etort-83","etort-191",0.169733
"etort-84","etort-191",0.169573
"etort-85","etort-191",0.169967
"etort-86","etort-191",0.16959
"etort-87","etort-191",0.170942
"etort-89","etort-191",0.169294
"etort-90","etort-191",0.168186
"etort-93","etort-191",0.170417
"etort-94","etort-191",0.171337
"etort-95","etort-191",0.167333
"etort-112","etort-191",0.174438
"etort-113","etort-191",0.175186
"etort-130","etort-191",0.168351
"etort-131","etort-191",0.16678
"etort-132","etort-191",0.168461
"etort-133","etort-191",0.169635
"etort-134","etort-191",0.167402
"etort-135","etort-191",0.165977
"etort-136","etort-191",0.167424
"etort-137","etort-191",0.168107
"etort-138","etort-191",0.168208
"etort-139","etort-191",0.169772
"etort-140","etort-191",0.165588
"etort-141","etort-191",0.16528
"etort-142","etort-191",0.170759
"etort-143","etort-191",0.165021
"etort-144","etort-191",0.168371
"etort-145","etort-191",0.166325
"etort-146","etort-191",0.166596
"etort-147","etort-191",0.167793
"etort-148","etort-191",0.173421
"etort-149","etort-191",0.165841
"etort-150","etort-191",0.167146
"etort-151","etort-191",0.167867
"etort-152","etort-191",0.16773
"etort-153","etort-191",0.168506
"etort-154","etort-191",0.16947
"etort-155","etort-191",0.166485
"etort-156","etort-191",0.167275
"etort-157","etort-191",0.168318
"etort-158","etort-191",0.169798
"etort-159","etort-191",0.168779
"etort-161","etort-191",0.167529
"etort-162","etort-191",0.166477
"etort-163","etort-191",0.166435
"etort-164","etort-191",0.163913
"etort-166","etort-191",0.168074
"etort-167","etort-191",0.166566
"etort-168","etort-191",0.168367
"etort-169","etort-191",0.169035
"etort-170","etort-191",0.168947
"etort-172","etort-191",0.16623
"etort-173","etort-191",0.167675
"etort-174","etort-191",0.167506
"etort-175","etort-191",0.167991
"etort-176","etort-191",0.169168
"etort-177","etort-191",0.166606
"etort-178","etort-191",0.167263
"etort-179","etort-191",0.166704
"etort-180","etort-191",0.167009
"etort-181","etort-191",0.171369
"etort-182","etort-191",0.165099
"etort-183","etort-191",0.166213
"etort-184","etort-191",0.167717
"etort-185","etort-191",0.16701
"etort-186","etort-191",0.165272
"etort-187","etort-191",0.169139
"etort-188","etort-191",0.168583
"etort-189","etort-191",0.17058
"etort-190","etort-191",0.170749
"etort-191","etort-191",0.111461
"etort-15","etort-192",0.17311
"etort-17","etort-192",0.173761
"etort-31","etort-192",0.174376
"etort-36","etort-192",0.173707
"etort-37","etort-192",0.172095
"etort-38","etort-192",0.175218
"etort-46","etort-192",0.171707
"etort-47","etort-192",0.172166
"etort-48","etort-192",0.16955
"etort-49","etort-192",0.174857
"etort-51","etort-192",0.178182
"etort-53","etort-192",0.174017
"etort-55","etort-192",0.171891
"etort-56 (sheared2)","etort-192",0.173538
"etort-58","etort-192",0.17337
"etort-59","etort-192",0.175094
"etort-62","etort-192",0.173522
"etort-78","etort-192",0.174396
"etort-79","etort-192",0.17367
"etort-80","etort-192",0.173309
"etort-81","etort-192",0.171108
"etort-82","etort-192",0.17144
"etort-83","etort-192",0.171148
"etort-84","etort-192",0.172154
"etort-85","etort-192",0.172399
"etort-86","etort-192",0.173879
"etort-87","etort-192",0.173262
"etort-89","etort-192",0.172628
"etort-90","etort-192",0.171095
"etort-93","etort-192",0.172612
"etort-94","etort-192",0.174495
"etort-95","etort-192",0.171365
"etort-112","etort-192",0.17576
"etort-113","etort-192",0.176091
"etort-130","etort-192",0.170036
"etort-131","etort-192",0.168815
"etort-132","etort-192",0.170561
"etort-133","etort-192",0.173109
"etort-134","etort-192",0.170543
"etort-135","etort-192",0.169603
"etort-136","etort-192",0.170602
"etort-137","etort-192",0.172328
"etort-138","etort-192",0.171982
"etort-139","etort-192",0.171792
"etort-140","etort-192",0.168185
"etort-141","etort-192",0.170379
"etort-142","etort-192",0.173388
"etort-143","etort-192",0.169973
"etort-144","etort-192",0.172037
"etort-145","etort-192",0.168145
"etort-146","etort-192",0.171081
"etort-147","etort-192",0.168602
"etort-148","etort-192",0.17331
"etort-149","etort-192",0.170252
"etort-150","etort-192",0.169947
"etort-151","etort-192",0.169851
"etort-152","etort-192",0.170489
"etort-153","etort-192",0.170267
"etort-154","etort-192",0.171608
"etort-155","etort-192",0.169897
"etort-156","etort-192",0.169636
"etort-157","etort-192",0.170766
"etort-158","etort-192",0.171102
"etort-159","etort-192",0.171705
"etort-161","etort-192",0.170585
"etort-162","etort-192",0.169352
"etort-163","etort-192",0.170496
"etort-164","etort-192",0.168015
"etort-166","etort-192",0.171317
"etort-167","etort-192",0.170276
"etort-168","etort-192",0.171555
"etort-169","etort-192",0.171405
"etort-170","etort-192",0.17311
"etort-172","etort-192",0.168871
"etort-173","etort-192",0.169581
"etort-174","etort-192",0.170193
"etort-175","etort-192",0.170977
"etort-176","etort-192",0.171404
"etort-177","etort-192",0.169612
"etort-178","etort-192",0.171893
"etort-179","etort-192",0.171167
"etort-180","etort-192",0.170961
"etort-181","etort-192",0.172418
"etort-182","etort-192",0.170288
"etort-183","etort-192",0.171181
"etort-184","etort-192",0.172826
"etort-185","etort-192",0.171031
"etort-186","etort-192",0.169635
"etort-187","etort-192",0.172616
"etort-188","etort-192",0.17298
"etort-189","etort-192",0.172949
"etort-190","etort-192",0.173111
"etort-191","etort-192",0.166055
"etort-192","etort-192",0.113114
"etort-15","etort-193",0.17087
"etort-17","etort-193",0.171433
"etort-31","etort-193",0.173092
"etort-36","etort-193",0.173043
"etort-37","etort-193",0.170314
"etort-38","etort-193",0.172936
"etort-46","etort-193",0.171486
"etort-47","etort-193",0.169819
"etort-48","etort-193",0.168082
"etort-49","etort-193",0.17378
"etort-51","etort-193",0.177761
"etort-53","etort-193",0.172194
"etort-55","etort-193",0.16974
"etort-56 (sheared2)","etort-193",0.170972
"etort-58","etort-193",0.17122
"etort-59","etort-193",0.173888
"etort-62","etort-193",0.171704
"etort-78","etort-193",0.173509
"etort-79","etort-193",0.170732
"etort-80","etort-193",0.171648
"etort-81","etort-193",0.170881
"etort-82","etort-193",0.169432
"etort-83","etort-193",0.171
"etort-84","etort-193",0.170362
"etort-85","etort-193",0.170307
"etort-86","etort-193",0.171779
"etort-87","etort-193",0.171708
"etort-89","etort-193",0.171052
"etort-90","etort-193",0.16842
"etort-93","etort-193",0.171598
"etort-94","etort-193",0.173542
"etort-95","etort-193",0.168585
"etort-112","etort-193",0.174829
"etort-113","etort-193",0.173541
"etort-130","etort-193",0.169698
"etort-131","etort-193",0.168602
"etort-132","etort-193",0.168015
"etort-133","etort-193",0.170688
"etort-134","etort-193",0.168419
"etort-135","etort-193",0.165409
"etort-136","etort-193",0.168877
"etort-137","etort-193",0.17031
"etort-138","etort-193",0.169578
"etort-139","etort-193",0.169997
"etort-140","etort-193",0.168015
"etort-141","etort-193",0.166644
"etort-142","etort-193",0.172436
"etort-143","etort-193",0.167559
"etort-144","etort-193",0.169482
"etort-145","etort-193",0.167252
"etort-146","etort-193",0.168373
"etort-147","etort-193",0.167353
"etort-148","etort-193",0.173421
"etort-149","etort-193",0.16851
"etort-150","etort-193",0.169194
"etort-151","etort-193",0.167967
"etort-152","etort-193",0.168493
"etort-153","etort-193",0.16702
"etort-154","etort-193",0.169772
"etort-155","etort-193",0.167333
"etort-156","etort-193",0.166675
"etort-157","etort-193",0.169532
"etort-158","etort-193",0.170371
"etort-159","etort-193",0.171056
"etort-161","etort-193",0.169099
"etort-162","etort-193",0.165433
"etort-163","etort-193",0.167698
"etort-164","etort-193",0.166495
"etort-166","etort-193",0.168946
"etort-167","etort-193",0.167966
"etort-168","etort-193",0.169696
"etort-169","etort-193",0.170006
"etort-170","etort-193",0.169968
"etort-172","etort-193",0.168788
"etort-173","etort-193",0.169991
"etort-174","etort-193",0.170113
"etort-175","etort-193",0.169839
"etort-176","etort-193",0.169035
"etort-177","etort-193",0.168644
"etort-178","etort-193",0.168452
"etort-179","etort-193",0.168497
"etort-180","etort-193",0.169343
"etort-181","etort-193",0.171241
"etort-182","etort-193",0.167247
"etort-183","etort-193",0.166319
"etort-184","etort-193",0.169693
"etort-185","etort-193",0.168478
"etort-186","etort-193",0.16725
"etort-187","etort-193",0.170289
"etort-188","etort-193",0.170735
"etort-189","etort-193",0.171168
"etort-190","etort-193",0.171368
"etort-191","etort-193",0.168348
"etort-192","etort-193",0.170535
"etort-193","etort-193",0.110155
"etort-15","etort-194",0.159945
"etort-17","etort-194",0.146961
"etort-31","etort-194",0.147037
"etort-36","etort-194",0.165592
"etort-37","etort-194",0.160616
"etort-38","etort-194",0.15832
"etort-46","etort-194",0.170681
"etort-47","etort-194",0.171241
"etort-48","etort-194",0.16876
"etort-49","etort-194",0.173585
"etort-51","etort-194",0.178344
"etort-53","etort-194",0.15946
"etort-55","etort-194",0.171646
"etort-56 (sheared2)","etort-194",0.169824
"etort-58","etort-194",0.156026
"etort-59","etort-194",0.172739
"etort-62","etort-194",0.164022
"etort-78","etort-194",0.163318
"etort-79","etort-194",0.167635
"etort-80","etort-194",0.166245
"etort-81","etort-194",0.171631
"etort-82","etort-194",0.16938
"etort-83","etort-194",0.171832
"etort-84","etort-194",0.171204
"etort-85","etort-194",0.171319
"etort-86","etort-194",0.154509
"etort-87","etort-194",0.167492
"etort-89","etort-194",0.171081
"etort-90","etort-194",0.169902
"etort-93","etort-194",0.166413
"etort-94","etort-194",0.172484
"etort-95","etort-194",0.163584
"etort-112","etort-194",0.171731
"etort-113","etort-194",0.172615
"etort-130","etort-194",0.169892
"etort-131","etort-194",0.167079
"etort-132","etort-194",0.169276
"etort-133","etort-194",0.170765
"etort-134","etort-194",0.168753
"etort-135","etort-194",0.166353
"etort-136","etort-194",0.16787
"etort-137","etort-194",0.169835
"etort-138","etort-194",0.169434
"etort-139","etort-194",0.170323
"etort-140","etort-194",0.166015
"etort-141","etort-194",0.166202
"etort-142","etort-194",0.171457
"etort-143","etort-194",0.166101
"etort-144","etort-194",0.169823
"etort-145","etort-194",0.166114
"etort-146","etort-194",0.166659
"etort-147","etort-194",0.166572
"etort-148","etort-194",0.175365
"etort-149","etort-194",0.16791
"etort-150","etort-194",0.168375
"etort-151","etort-194",0.16753
"etort-152","etort-194",0.169109
"etort-153","etort-194",0.168937
"etort-154","etort-194",0.170383
"etort-155","etort-194",0.166803
"etort-156","etort-194",0.16699
"etort-157","etort-194",0.168476
"etort-158","etort-194",0.170573
"etort-159","etort-194",0.169472
"etort-161","etort-194",0.168884
"etort-162","etort-194",0.167316
"etort-163","etort-194",0.166628
"etort-164","etort-194",0.166351
"etort-166","etort-194",0.167791
"etort-167","etort-194",0.167217
"etort-168","etort-194",0.168741
"etort-169","etort-194",0.169947
"etort-170","etort-194",0.168053
"etort-172","etort-194",0.166437
"etort-173","etort-194",0.170555
"etort-174","etort-194",0.170105
"etort-175","etort-194",0.168812
"etort-176","etort-194",0.16943
"etort-177","etort-194",0.168243
"etort-178","etort-194",0.167352
"etort-179","etort-194",0.167476
"etort-180","etort-194",0.16917
"etort-181","etort-194",0.170152
"etort-182","etort-194",0.166383
"etort-183","etort-194",0.168742
"etort-184","etort-194",0.167354
"etort-185","etort-194",0.166348
"etort-186","etort-194",0.166845
"etort-187","etort-194",0.17039
"etort-188","etort-194",0.171221
"etort-189","etort-194",0.173561
"etort-190","etort-194",0.17143
"etort-191","etort-194",0.168844
"etort-192","etort-194",0.172574
"etort-193","etort-194",0.170313
"etort-194","etort-194",0.100221
"etort-15","etort-196",0.163148
"etort-17","etort-196",0.162788
"etort-31","etort-196",0.164826
"etort-36","etort-196",0.160027
"etort-37","etort-196",0.153554
"etort-38","etort-196",0.163522
"etort-46","etort-196",0.169887
"etort-47","etort-196",0.170082
"etort-48","etort-196",0.167901
"etort-49","etort-196",0.171809
"etort-51","etort-196",0.177838
"etort-53","etort-196",0.16306
"etort-55","etort-196",0.170475
"etort-56 (sheared2)","etort-196",0.166292
"etort-58","etort-196",0.162292
"etort-59","etort-196",0.173011
"etort-62","etort-196",0.165644
"etort-78","etort-196",0.157797
"etort-79","etort-196",0.163464
"etort-80","etort-196",0.161073
"etort-81","etort-196",0.170083
"etort-82","etort-196",0.168187
"etort-83","etort-196",0.170728
"etort-84","etort-196",0.170619
"etort-85","etort-196",0.170236
"etort-86","etort-196",0.162601
"etort-87","etort-196",0.161453
"etort-89","etort-196",0.169695
"etort-90","etort-196",0.169094
"etort-93","etort-196",0.161087
"etort-94","etort-196",0.169198
"etort-95","etort-196",0.163872
"etort-112","etort-196",0.172627
"etort-113","etort-196",0.173592
"etort-130","etort-196",0.168982
"etort-131","etort-196",0.1663
"etort-132","etort-196",0.168648
"etort-133","etort-196",0.169692
"etort-134","etort-196",0.167641
"etort-135","etort-196",0.164931
"etort-136","etort-196",0.166677
"etort-137","etort-196",0.169235
"etort-138","etort-196",0.169228
"etort-139","etort-196",0.169788
"etort-140","etort-196",0.166092
"etort-141","etort-196",0.165864
"etort-142","etort-196",0.171273
"etort-143","etort-196",0.166584
"etort-144","etort-196",0.168662
"etort-145","etort-196",0.165101
"etort-146","etort-196",0.164719
"etort-147","etort-196",0.166591
"etort-148","etort-196",0.174212
"etort-149","etort-196",0.167902
"etort-150","etort-196",0.166836
"etort-151","etort-196",0.166898
"etort-152","etort-196",0.16845
"etort-153","etort-196",0.167192
"etort-154","etort-196",0.170656
"etort-155","etort-196",0.165884
"etort-156","etort-196",0.16638
"etort-157","etort-196",0.16884
"etort-158","etort-196",0.169638
"etort-159","etort-196",0.169575
"etort-161","etort-196",0.16816
"etort-162","etort-196",0.165407
"etort-163","etort-196",0.166716
"etort-164","etort-196",0.166229
"etort-166","etort-196",0.167063
"etort-167","etort-196",0.165771
"etort-168","etort-196",0.168491
"etort-169","etort-196",0.169479
"etort-170","etort-196",0.167457
"etort-172","etort-196",0.165518
"etort-173","etort-196",0.168921
"etort-174","etort-196",0.168795
"etort-175","etort-196",0.169021
"etort-176","etort-196",0.168333
"etort-177","etort-196",0.166957
"etort-178","etort-196",0.166282
"etort-179","etort-196",0.167333
"etort-180","etort-196",0.168731
"etort-181","etort-196",0.170121
"etort-182","etort-196",0.164956
"etort-183","etort-196",0.167957
"etort-184","etort-196",0.166663
"etort-185","etort-196",0.165785
"etort-186","etort-196",0.166329
"etort-187","etort-196",0.170039
"etort-188","etort-196",0.17031
"etort-189","etort-196",0.171818
"etort-190","etort-196",0.171373
"etort-191","etort-196",0.168581
"etort-192","etort-196",0.17197
"etort-193","etort-196",0.170061
"etort-194","etort-196",0.162133
"etort-196","etort-196",0.105286
"etort-15","etort-197",0.166061
"etort-17","etort-197",0.167471
"etort-31","etort-197",0.167893
"etort-36","etort-197",0.162267
"etort-37","etort-197",0.162113
"etort-38","etort-197",0.167891
"etort-46","etort-197",0.170322
"etort-47","etort-197",0.170905
"etort-48","etort-197",0.168531
"etort-49","etort-197",0.170845
"etort-51","etort-197",0.176253
"etort-53","etort-197",0.166621
