"etort1","etort2","covariance"
"etort-132","etort-153",0.002097
"etort-133","etort-153",0.002122
"etort-134","etort-153",0.002368
"etort-135","etort-153",0.002208
"etort-136","etort-153",0.002343
"etort-137","etort-153",0.002286
"etort-138","etort-153",0.003012
"etort-139","etort-153",0.002194
"etort-140","etort-153",0.002721
"etort-141","etort-153",0.003487
"etort-142","etort-153",0.00133
"etort-143","etort-153",0.00234
"etort-144","etort-153",0.001655
"etort-145","etort-153",0.001751
"etort-146","etort-153",0.002561
"etort-147","etort-153",0.002679
"etort-148","etort-153",0.001214
"etort-149","etort-153",0.002431
"etort-150","etort-153",0.002508
"etort-151","etort-153",0.003427
"etort-152","etort-153",0.002505
"etort-153","etort-153",0.133894
"etort-15","etort-154",0.00187
"etort-17","etort-154",0.00133
"etort-31","etort-154",0.002418
"etort-36","etort-154",0.001214
"etort-37","etort-154",0.00193
"etort-38","etort-154",0.001463
"etort-46","etort-154",0.000831
"etort-47","etort-154",0.001233
"etort-48","etort-154",0.000886
"etort-49","etort-154",0.000603
"etort-51","etort-154",8.6e-05
"etort-53","etort-154",0.001651
"etort-55","etort-154",0.001158
"etort-56 (sheared2)","etort-154",0.000899
"etort-58","etort-154",0.001822
"etort-59","etort-154",0.000552
"etort-62","etort-154",0.0022
"etort-78","etort-154",0.001302
"etort-79","etort-154",0.001248
"etort-80","etort-154",0.001147
"etort-81","etort-154",0.001417
"etort-82","etort-154",0.001582
"etort-83","etort-154",0.00163
"etort-84","etort-154",0.00159
"etort-85","etort-154",0.001711
"etort-86","etort-154",0.001067
"etort-87","etort-154",0.001147
"etort-89","etort-154",0.001571
"etort-90","etort-154",0.003206
"etort-93","etort-154",0.001331
"etort-94","etort-154",0.000836
"etort-95","etort-154",0.001867
"etort-112","etort-154",0.000976
"etort-113","etort-154",0.001063
"etort-130","etort-154",0.001817
"etort-131","etort-154",0.002031
"etort-132","etort-154",0.001672
"etort-133","etort-154",0.00177
"etort-134","etort-154",0.001613
"etort-135","etort-154",0.002345
"etort-136","etort-154",0.001781
"etort-137","etort-154",0.002568
"etort-138","etort-154",0.002203
"etort-139","etort-154",0.001527
"etort-140","etort-154",0.002029
"etort-141","etort-154",0.003004
"etort-142","etort-154",0.000654
"etort-143","etort-154",0.001952
"etort-144","etort-154",0.001772
"etort-145","etort-154",0.00167
"etort-146","etort-154",0.002081
"etort-147","etort-154",0.002229
"etort-148","etort-154",0.000669
"etort-149","etort-154",0.001945
"etort-150","etort-154",0.001943
"etort-151","etort-154",0.002995
"etort-152","etort-154",0.001527
"etort-153","etort-154",0.001905
"etort-154","etort-154",0.151398
"etort-15","etort-155",0.002377
"etort-17","etort-155",0.002123
"etort-31","etort-155",0.003392
"etort-36","etort-155",0.001938
"etort-37","etort-155",0.002573
"etort-38","etort-155",0.002276
"etort-46","etort-155",0.001439
"etort-47","etort-155",0.001582
"etort-48","etort-155",0.00112
"etort-49","etort-155",0.000799
"etort-51","etort-155",0.000649
"etort-53","etort-155",0.002381
"etort-55","etort-155",0.00168
"etort-56 (sheared2)","etort-155",0.001464
"etort-58","etort-155",0.002624
"etort-59","etort-155",0.00073
"etort-62","etort-155",0.002323
"etort-78","etort-155",0.002056
"etort-79","etort-155",0.001761
"etort-80","etort-155",0.001736
"etort-81","etort-155",0.001515
"etort-82","etort-155",0.00251
"etort-83","etort-155",0.001559
"etort-84","etort-155",0.001971
"etort-85","etort-155",0.002004
"etort-86","etort-155",0.002005
"etort-87","etort-155",0.001679
"etort-89","etort-155",0.002319
"etort-90","etort-155",0.002617
"etort-93","etort-155",0.001955
"etort-94","etort-155",0.001041
"etort-95","etort-155",0.002649
"etort-112","etort-155",0.001255
"etort-113","etort-155",0.001241
"etort-130","etort-155",0.002299
"etort-131","etort-155",0.002934
"etort-132","etort-155",0.002168
"etort-133","etort-155",0.001971
"etort-134","etort-155",0.002534
"etort-135","etort-155",0.002375
"etort-136","etort-155",0.002569
"etort-137","etort-155",0.002743
"etort-138","etort-155",0.002565
"etort-139","etort-155",0.002453
"etort-140","etort-155",0.002928
"etort-141","etort-155",0.003888
"etort-142","etort-155",0.001758
"etort-143","etort-155",0.002911
"etort-144","etort-155",0.001968
"etort-145","etort-155",0.001783
"etort-146","etort-155",0.002593
"etort-147","etort-155",0.002687
"etort-148","etort-155",0.001096
"etort-149","etort-155",0.002236
"etort-150","etort-155",0.0028
"etort-151","etort-155",0.003539
"etort-152","etort-155",0.002021
"etort-153","etort-155",0.002226
"etort-154","etort-155",0.001989
"etort-155","etort-155",0.137807
"etort-15","etort-156",0.002801
"etort-17","etort-156",0.00218
"etort-31","etort-156",0.003884
"etort-36","etort-156",0.001967
"etort-37","etort-156",0.002946
"etort-38","etort-156",0.002709
"etort-46","etort-156",0.001745
"etort-47","etort-156",0.001371
"etort-48","etort-156",0.001084
"etort-49","etort-156",0.000943
"etort-51","etort-156",5.7e-05
"etort-53","etort-156",0.002954
"etort-55","etort-156",0.001361
"etort-56 (sheared2)","etort-156",0.001302
"etort-58","etort-156",0.003067
"etort-59","etort-156",0.000781
"etort-62","etort-156",0.002544
"etort-78","etort-156",0.002116
"etort-79","etort-156",0.001642
"etort-80","etort-156",0.002065
"etort-81","etort-156",0.001391
"etort-82","etort-156",0.002106
"etort-83","etort-156",0.001842
"etort-84","etort-156",0.002121
"etort-85","etort-156",0.00192
"etort-86","etort-156",0.002254
"etort-87","etort-156",0.001608
"etort-89","etort-156",0.002041
"etort-90","etort-156",0.003494
"etort-93","etort-156",0.001799
"etort-94","etort-156",0.001185
"etort-95","etort-156",0.002771
"etort-112","etort-156",0.001316
"etort-113","etort-156",0.001083
"etort-130","etort-156",0.002345
"etort-131","etort-156",0.002853
"etort-132","etort-156",0.002669
"etort-133","etort-156",0.002096
"etort-134","etort-156",0.002607
"etort-135","etort-156",0.00292
"etort-136","etort-156",0.002495
"etort-137","etort-156",0.003023
"etort-138","etort-156",0.002667
"etort-139","etort-156",0.002383
"etort-140","etort-156",0.003324
"etort-141","etort-156",0.004654
"etort-142","etort-156",0.001613
"etort-143","etort-156",0.002969
"etort-144","etort-156",0.001742
"etort-145","etort-156",0.002078
"etort-146","etort-156",0.002487
"etort-147","etort-156",0.003148
"etort-148","etort-156",0.001004
"etort-149","etort-156",0.00241
"etort-150","etort-156",0.002132
"etort-151","etort-156",0.004468
"etort-152","etort-156",0.002138
"etort-153","etort-156",0.002768
"etort-154","etort-156",0.001735
"etort-155","etort-156",0.00287
"etort-156","etort-156",0.138994
"etort-15","etort-157",0.00219
"etort-17","etort-157",0.001802
"etort-31","etort-157",0.003069
"etort-36","etort-157",0.001904
"etort-37","etort-157",0.002483
"etort-38","etort-157",0.002038
"etort-46","etort-157",0.001225
"etort-47","etort-157",0.001023
"etort-48","etort-157",0.001206
"etort-49","etort-157",0.001077
"etort-51","etort-157",0.000385
"etort-53","etort-157",0.002275
"etort-55","etort-157",0.00113
"etort-56 (sheared2)","etort-157",0.001325
"etort-58","etort-157",0.002442
"etort-59","etort-157",0.000121
"etort-62","etort-157",0.002166
"etort-78","etort-157",0.001733
"etort-79","etort-157",0.00181
"etort-80","etort-157",0.001805
"etort-81","etort-157",0.001656
"etort-82","etort-157",0.002244
"etort-83","etort-157",0.001512
"etort-84","etort-157",0.001495
"etort-85","etort-157",0.001902
"etort-86","etort-157",0.001937
"etort-87","etort-157",0.001572
"etort-89","etort-157",0.00151
"etort-90","etort-157",0.002664
"etort-93","etort-157",0.001513
"etort-94","etort-157",0.001118
"etort-95","etort-157",0.00235
"etort-112","etort-157",0.001066
"etort-113","etort-157",0.001133
"etort-130","etort-157",0.002204
"etort-131","etort-157",0.002389
"etort-132","etort-157",0.002631
"etort-133","etort-157",0.0022
"etort-134","etort-157",0.002431
"etort-135","etort-157",0.002862
"etort-136","etort-157",0.002605
"etort-137","etort-157",0.003629
"etort-138","etort-157",0.002831
"etort-139","etort-157",0.002541
"etort-140","etort-157",0.002731
"etort-141","etort-157",0.004345
"etort-142","etort-157",0.001479
"etort-143","etort-157",0.002886
"etort-144","etort-157",0.001784
"etort-145","etort-157",0.001563
"etort-146","etort-157",0.002078
"etort-147","etort-157",0.002713
"etort-148","etort-157",0.000562
"etort-149","etort-157",0.002034
"etort-150","etort-157",0.002169
"etort-151","etort-157",0.003308
"etort-152","etort-157",0.001976
"etort-153","etort-157",0.001615
"etort-154","etort-157",0.001806
"etort-155","etort-157",0.001911
"etort-156","etort-157",0.002177
"etort-157","etort-157",0.156154
"etort-15","etort-158",0.001608
"etort-17","etort-158",0.001312
"etort-31","etort-158",0.002177
"etort-36","etort-158",0.001239
"etort-37","etort-158",0.002053
"etort-38","etort-158",0.001711
"etort-46","etort-158",0.00121
"etort-47","etort-158",0.000964
"etort-48","etort-158",0.000771
"etort-49","etort-158",0.000942
"etort-51","etort-158",0.000112
"etort-53","etort-158",0.001397
"etort-55","etort-158",0.000977
"etort-56 (sheared2)","etort-158",0.000993
"etort-58","etort-158",0.001848
"etort-59","etort-158",0.000195
"etort-62","etort-158",0.001578
"etort-78","etort-158",0.00119
"etort-79","etort-158",0.001153
"etort-80","etort-158",0.001381
"etort-81","etort-158",0.001227
"etort-82","etort-158",0.001902
"etort-83","etort-158",0.00139
"etort-84","etort-158",0.001721
"etort-85","etort-158",0.001618
"etort-86","etort-158",0.001312
"etort-87","etort-158",0.001424
"etort-89","etort-158",0.001431
"etort-90","etort-158",0.0022
"etort-93","etort-158",0.001404
"etort-94","etort-158",0.000961
"etort-95","etort-158",0.001669
"etort-112","etort-158",0.000533
"etort-113","etort-158",0.000537
"etort-130","etort-158",0.001474
"etort-131","etort-158",0.001874
"etort-132","etort-158",0.001521
"etort-133","etort-158",0.00203
"etort-134","etort-158",0.004436
"etort-135","etort-158",0.001978
"etort-136","etort-158",0.001751
"etort-137","etort-158",0.002924
"etort-138","etort-158",0.001731
"etort-139","etort-158",0.001219
"etort-140","etort-158",0.001814
"etort-141","etort-158",0.003103
"etort-142","etort-158",0.000961
"etort-143","etort-158",0.002159
"etort-144","etort-158",0.001215
"etort-145","etort-158",0.001626
"etort-146","etort-158",0.001886
"etort-147","etort-158",0.003011
"etort-148","etort-158",0.001137
"etort-149","etort-158",0.001695
"etort-150","etort-158",0.001861
"etort-151","etort-158",0.002841
"etort-152","etort-158",0.001939
"etort-153","etort-158",0.001554
"etort-154","etort-158",0.001391
"etort-155","etort-158",0.001901
"etort-156","etort-158",0.001788
"etort-157","etort-158",0.001653
"etort-158","etort-158",0.134544
"etort-15","etort-159",0.001664
"etort-17","etort-159",0.001533
"etort-31","etort-159",0.002431
"etort-36","etort-159",0.001357
"etort-37","etort-159",0.002087
"etort-38","etort-159",0.001641
"etort-46","etort-159",0.001192
"etort-47","etort-159",0.001202
"etort-48","etort-159",0.001189
"etort-49","etort-159",0.000759
"etort-51","etort-159",0.000512
"etort-53","etort-159",0.001831
"etort-55","etort-159",0.001086
"etort-56 (sheared2)","etort-159",0.001091
"etort-58","etort-159",0.002033
"etort-59","etort-159",0.000297
"etort-62","etort-159",0.001734
"etort-78","etort-159",0.001403
"etort-79","etort-159",0.001379
"etort-80","etort-159",0.001358
"etort-81","etort-159",0.0011
"etort-82","etort-159",0.001723
"etort-83","etort-159",0.001491
"etort-84","etort-159",0.001418
"etort-85","etort-159",0.001693
"etort-86","etort-159",0.001594
"etort-87","etort-159",0.001399
"etort-89","etort-159",0.001669
"etort-90","etort-159",0.003008
"etort-93","etort-159",0.001339
"etort-94","etort-159",0.001258
"etort-95","etort-159",0.001876
"etort-112","etort-159",0.001064
"etort-113","etort-159",0.000918
"etort-130","etort-159",0.001499
"etort-131","etort-159",0.001878
"etort-132","etort-159",0.002535
"etort-133","etort-159",0.001876
"etort-134","etort-159",0.001812
"etort-135","etort-159",0.002567
"etort-136","etort-159",0.002489
"etort-137","etort-159",0.002449
"etort-138","etort-159",0.002237
"etort-139","etort-159",0.002123
"etort-140","etort-159",0.002314
"etort-141","etort-159",0.003921
"etort-142","etort-159",0.001238
"etort-143","etort-159",0.002054
"etort-144","etort-159",0.001299
"etort-145","etort-159",0.001571
"etort-146","etort-159",0.002109
"etort-147","etort-159",0.002888
"etort-148","etort-159",0.001187
"etort-149","etort-159",0.001932
"etort-150","etort-159",0.002331
"etort-151","etort-159",0.002499
"etort-152","etort-159",0.001639
"etort-153","etort-159",0.0016
"etort-154","etort-159",0.001737
"etort-155","etort-159",0.001574
"etort-156","etort-159",0.001912
"etort-157","etort-159",0.00236
"etort-158","etort-159",0.001599
"etort-159","etort-159",0.133059
"etort-15","etort-161",0.001934
"etort-17","etort-161",0.001516
"etort-31","etort-161",0.002789
"etort-36","etort-161",0.001672
"etort-37","etort-161",0.002394
"etort-38","etort-161",0.002016
"etort-46","etort-161",0.00127
"etort-47","etort-161",0.001515
"etort-48","etort-161",0.001407
"etort-49","etort-161",0.000741
"etort-51","etort-161",0.000624
"etort-53","etort-161",0.00221
"etort-55","etort-161",0.001513
"etort-56 (sheared2)","etort-161",0.001022
"etort-58","etort-161",0.002254
"etort-59","etort-161",0.000684
"etort-62","etort-161",0.001808
"etort-78","etort-161",0.001475
"etort-79","etort-161",0.001448
"etort-80","etort-161",0.001502
"etort-81","etort-161",0.001723
"etort-82","etort-161",0.002222
"etort-83","etort-161",0.001886
"etort-84","etort-161",0.002176
"etort-85","etort-161",0.002328
"etort-86","etort-161",0.00176
"etort-87","etort-161",0.001431
"etort-89","etort-161",0.001948
"etort-90","etort-161",0.004183
"etort-93","etort-161",0.001549
"etort-94","etort-161",0.001197
"etort-95","etort-161",0.002401
"etort-112","etort-161",0.001303
"etort-113","etort-161",0.000861
"etort-130","etort-161",0.002256
"etort-131","etort-161",0.002376
"etort-132","etort-161",0.002176
"etort-133","etort-161",0.002102
"etort-134","etort-161",0.002455
"etort-135","etort-161",0.003011
"etort-136","etort-161",0.002455
"etort-137","etort-161",0.003107
"etort-138","etort-161",0.002354
"etort-139","etort-161",0.002641
"etort-140","etort-161",0.002547
"etort-141","etort-161",0.004134
"etort-142","etort-161",0.001469
"etort-143","etort-161",0.002695
"etort-144","etort-161",0.00161
"etort-145","etort-161",0.001836
"etort-146","etort-161",0.002389
"etort-147","etort-161",0.003261
"etort-148","etort-161",0.000705
"etort-149","etort-161",0.00275
"etort-150","etort-161",0.002327
"etort-151","etort-161",0.004107
"etort-152","etort-161",0.002315
"etort-153","etort-161",0.002501
"etort-154","etort-161",0.002146
"etort-155","etort-161",0.002536
"etort-156","etort-161",0.003012
"etort-157","etort-161",0.002314
"etort-158","etort-161",0.0014
"etort-159","etort-161",0.001712
"etort-161","etort-161",0.14204
"etort-15","etort-162",0.003674
"etort-17","etort-162",0.002837
"etort-31","etort-162",0.005803
"etort-36","etort-162",0.002942
"etort-37","etort-162",0.003931
"etort-38","etort-162",0.003784
"etort-46","etort-162",0.002019
"etort-47","etort-162",0.002374
"etort-48","etort-162",0.001688
"etort-49","etort-162",0.001293
"etort-51","etort-162",0.002345
"etort-53","etort-162",0.003591
"etort-55","etort-162",0.002626
"etort-56 (sheared2)","etort-162",0.001856
"etort-58","etort-162",0.004268
"etort-59","etort-162",0.000875
"etort-62","etort-162",0.003515
"etort-78","etort-162",0.00302
"etort-79","etort-162",0.002636
"etort-80","etort-162",0.002487
"etort-81","etort-162",0.002502
"etort-82","etort-162",0.003928
"etort-83","etort-162",0.002657
"etort-84","etort-162",0.003905
"etort-85","etort-162",0.003503
"etort-86","etort-162",0.002962
"etort-87","etort-162",0.00277
"etort-89","etort-162",0.003283
"etort-90","etort-162",0.005998
"etort-93","etort-162",0.002853
"etort-94","etort-162",0.002139
"etort-95","etort-162",0.003978
"etort-112","etort-162",0.001591
"etort-113","etort-162",0.001874
"etort-130","etort-162",0.003769
"etort-131","etort-162",0.004136
"etort-132","etort-162",0.004353
"etort-133","etort-162",0.004094
"etort-134","etort-162",0.00539
"etort-135","etort-162",0.004651
"etort-136","etort-162",0.004471
"etort-137","etort-162",0.005688
"etort-138","etort-162",0.004582
"etort-139","etort-162",0.004226
"etort-140","etort-162",0.004886
"etort-141","etort-162",0.007067
"etort-142","etort-162",0.002325
"etort-143","etort-162",0.004313
"etort-144","etort-162",0.003093
"etort-145","etort-162",0.003237
"etort-146","etort-162",0.003995
"etort-147","etort-162",0.005332
"etort-148","etort-162",0.001856
"etort-149","etort-162",0.003707
"etort-150","etort-162",0.004417
"etort-151","etort-162",0.005817
"etort-152","etort-162",0.004059
"etort-153","etort-162",0.003607
"etort-154","etort-162",0.003009
"etort-155","etort-162",0.00428
"etort-156","etort-162",0.00401
"etort-157","etort-162",0.003491
"etort-158","etort-162",0.004019
"etort-159","etort-162",0.003173
"etort-161","etort-162",0.003907
"etort-162","etort-162",0.200237
"etort-15","etort-163",0.002616
"etort-17","etort-163",0.002299
"etort-31","etort-163",0.004024
"etort-36","etort-163",0.002268
"etort-37","etort-163",0.003271
"etort-38","etort-163",0.002646
"etort-46","etort-163",0.001455
"etort-47","etort-163",0.00172
"etort-48","etort-163",0.001413
"etort-49","etort-163",0.001291
"etort-51","etort-163",0.00018
"etort-53","etort-163",0.002864
"etort-55","etort-163",0.001546
"etort-56 (sheared2)","etort-163",0.001704
"etort-58","etort-163",0.002876
"etort-59","etort-163",0.000403
"etort-62","etort-163",0.002344
"etort-78","etort-163",0.002202
"etort-79","etort-163",0.001945
"etort-80","etort-163",0.002136
"etort-81","etort-163",0.001516
"etort-82","etort-163",0.002915
"etort-83","etort-163",0.00226
"etort-84","etort-163",0.001953
"etort-85","etort-163",0.001995
"etort-86","etort-163",0.002229
"etort-87","etort-163",0.001923
"etort-89","etort-163",0.002473
"etort-90","etort-163",0.004516
"etort-93","etort-163",0.002085
"etort-94","etort-163",0.001422
"etort-95","etort-163",0.003108
"etort-112","etort-163",0.001229
"etort-113","etort-163",0.001004
"etort-130","etort-163",0.003128
"etort-131","etort-163",0.003003
"etort-132","etort-163",0.003317
"etort-133","etort-163",0.003065
"etort-134","etort-163",0.002936
"etort-135","etort-163",0.003644
"etort-136","etort-163",0.003134
"etort-137","etort-163",0.004426
"etort-138","etort-163",0.003015
"etort-139","etort-163",0.003582
"etort-140","etort-163",0.003788
"etort-141","etort-163",0.00575
"etort-142","etort-163",0.001804
"etort-143","etort-163",0.003668
"etort-144","etort-163",0.002004
"etort-145","etort-163",0.00236
"etort-146","etort-163",0.003181
"etort-147","etort-163",0.003361
"etort-148","etort-163",0.000884
"etort-149","etort-163",0.002504
"etort-150","etort-163",0.003153
"etort-151","etort-163",0.00474
"etort-152","etort-163",0.002515
"etort-153","etort-163",0.002371
"etort-154","etort-163",0.002228
"etort-155","etort-163",0.003015
"etort-156","etort-163",0.002854
"etort-157","etort-163",0.002399
"etort-158","etort-163",0.00179
"etort-159","etort-163",0.002304
"etort-161","etort-163",0.002935
"etort-162","etort-163",0.005092
"etort-163","etort-163",0.151333
"etort-15","etort-164",0.002752
"etort-17","etort-164",0.002102
"etort-31","etort-164",0.004006
"etort-36","etort-164",0.00209
"etort-37","etort-164",0.00314
"etort-38","etort-164",0.002639
"etort-46","etort-164",0.00157
"etort-47","etort-164",0.001568
"etort-48","etort-164",0.001398
"etort-49","etort-164",0.001141
"etort-51","etort-164",0.00039
"etort-53","etort-164",0.002714
"etort-55","etort-164",0.001728
"etort-56 (sheared2)","etort-164",0.001821
"etort-58","etort-164",0.003048
"etort-59","etort-164",0.000566
"etort-62","etort-164",0.002512
"etort-78","etort-164",0.00217
"etort-79","etort-164",0.002155
"etort-80","etort-164",0.00226
"etort-81","etort-164",0.001883
"etort-82","etort-164",0.002598
"etort-83","etort-164",0.001693
"etort-84","etort-164",0.002522
"etort-85","etort-164",0.002077
"etort-86","etort-164",0.002203
"etort-87","etort-164",0.002045
"etort-89","etort-164",0.00232
"etort-90","etort-164",0.003907
"etort-93","etort-164",0.001888
"etort-94","etort-164",0.001607
"etort-95","etort-164",0.002969
"etort-112","etort-164",0.001398
"etort-113","etort-164",0.001255
"etort-130","etort-164",0.002627
"etort-131","etort-164",0.003402
"etort-132","etort-164",0.003505
"etort-133","etort-164",0.002873
"etort-134","etort-164",0.003548
"etort-135","etort-164",0.005104
"etort-136","etort-164",0.003491
"etort-137","etort-164",0.003983
"etort-138","etort-164",0.003375
"etort-139","etort-164",0.002999
"etort-140","etort-164",0.003774
"etort-141","etort-164",0.005493
"etort-142","etort-164",0.001951
"etort-143","etort-164",0.002993
"etort-144","etort-164",0.002064
"etort-145","etort-164",0.002479
"etort-146","etort-164",0.003045
"etort-147","etort-164",0.004286
"etort-148","etort-164",0.001188
"etort-149","etort-164",0.002612
"etort-150","etort-164",0.003203
"etort-151","etort-164",0.005158
"etort-152","etort-164",0.003105
"etort-153","etort-164",0.002561
"etort-154","etort-164",0.002442
"etort-155","etort-164",0.002469
"etort-156","etort-164",0.003028
"etort-157","etort-164",0.002745
"etort-158","etort-164",0.002335
"etort-159","etort-164",0.002902
"etort-161","etort-164",0.00269
"etort-162","etort-164",0.004821
"etort-163","etort-164",0.003185
"etort-164","etort-164",0.140649
"etort-15","etort-166",0.002384
"etort-17","etort-166",0.001926
"etort-31","etort-166",0.003409
"etort-36","etort-166",0.001901
"etort-37","etort-166",0.002963
"etort-38","etort-166",0.002483
"etort-46","etort-166",0.001348
"etort-47","etort-166",0.00148
"etort-48","etort-166",0.000895
"etort-49","etort-166",0.001284
"etort-51","etort-166",0.000524
"etort-53","etort-166",0.002387
"etort-55","etort-166",0.001478
"etort-56 (sheared2)","etort-166",0.001432
"etort-58","etort-166",0.002751
"etort-59","etort-166",0.000496
"etort-62","etort-166",0.002462
"etort-78","etort-166",0.002205
"etort-79","etort-166",0.001879
"etort-80","etort-166",0.001839
"etort-81","etort-166",0.001735
"etort-82","etort-166",0.002511
"etort-83","etort-166",0.001785
"etort-84","etort-166",0.001672
"etort-85","etort-166",0.002323
"etort-86","etort-166",0.001927
"etort-87","etort-166",0.001785
"etort-89","etort-166",0.002096
"etort-90","etort-166",0.003878
"etort-93","etort-166",0.001742
"etort-94","etort-166",0.001288
"etort-95","etort-166",0.002505
"etort-112","etort-166",0.001339
"etort-113","etort-166",0.001054
"etort-130","etort-166",0.002271
"etort-131","etort-166",0.002656
"etort-132","etort-166",0.002287
"etort-133","etort-166",0.002385
"etort-134","etort-166",0.002914
"etort-135","etort-166",0.002996
"etort-136","etort-166",0.002543
"etort-137","etort-166",0.003327
"etort-138","etort-166",0.002861
"etort-139","etort-166",0.002363
"etort-140","etort-166",0.003143
"etort-141","etort-166",0.004883
"etort-142","etort-166",0.001867
"etort-143","etort-166",0.002914
"etort-144","etort-166",0.00205
"etort-145","etort-166",0.00209
"etort-146","etort-166",0.002659
"etort-147","etort-166",0.003246
"etort-148","etort-166",0.000994
"etort-149","etort-166",0.002125
"etort-150","etort-166",0.003189
"etort-151","etort-166",0.003778
"etort-152","etort-166",0.002161
"etort-153","etort-166",0.00219
"etort-154","etort-166",0.002037
"etort-155","etort-166",0.002779
"etort-156","etort-166",0.002795
"etort-157","etort-166",0.002199
"etort-158","etort-166",0.001988
"etort-159","etort-166",0.002174
"etort-161","etort-166",0.00256
"etort-162","etort-166",0.004093
"etort-163","etort-166",0.002957
"etort-164","etort-166",0.003089
"etort-166","etort-166",0.136859
"etort-15","etort-167",0.002482
"etort-17","etort-167",0.002051
"etort-31","etort-167",0.003658
"etort-36","etort-167",0.002086
"etort-37","etort-167",0.00288
"etort-38","etort-167",0.002571
"etort-46","etort-167",0.001467
"etort-47","etort-167",0.00133
"etort-48","etort-167",0.001248
"etort-49","etort-167",0.000991
"etort-51","etort-167",0.001044
"etort-53","etort-167",0.002779
"etort-55","etort-167",0.001863
"etort-56 (sheared2)","etort-167",0.001494
"etort-58","etort-167",0.002874
"etort-59","etort-167",0.000668
"etort-62","etort-167",0.002585
"etort-78","etort-167",0.002099
"etort-79","etort-167",0.002141
"etort-80","etort-167",0.002014
"etort-81","etort-167",0.001903
"etort-82","etort-167",0.002913
"etort-83","etort-167",0.001733
"etort-84","etort-167",0.00207
"etort-85","etort-167",0.002254
"etort-86","etort-167",0.002403
"etort-87","etort-167",0.001863
"etort-89","etort-167",0.002223
"etort-90","etort-167",0.003475
"etort-93","etort-167",0.001964
"etort-94","etort-167",0.001429
"etort-95","etort-167",0.002775
"etort-112","etort-167",0.001585
"etort-113","etort-167",0.001184
"etort-130","etort-167",0.002845
"etort-131","etort-167",0.003066
"etort-132","etort-167",0.003049
"etort-133","etort-167",0.002734
"etort-134","etort-167",0.002818
"etort-135","etort-167",0.002645
"etort-136","etort-167",0.003038
"etort-137","etort-167",0.003759
"etort-138","etort-167",0.002301
"etort-139","etort-167",0.002953
"etort-140","etort-167",0.003426
"etort-141","etort-167",0.005087
"etort-142","etort-167",0.001739
"etort-143","etort-167",0.003192
"etort-144","etort-167",0.002333
"etort-145","etort-167",0.002678
"etort-146","etort-167",0.002594
"etort-147","etort-167",0.003058
"etort-148","etort-167",0.001173
"etort-149","etort-167",0.002277
"etort-150","etort-167",0.003022
"etort-151","etort-167",0.003799
"etort-152","etort-167",0.00254
"etort-153","etort-167",0.002209
"etort-154","etort-167",0.002219
"etort-155","etort-167",0.00296
"etort-156","etort-167",0.003197
"etort-157","etort-167",0.002203
"etort-158","etort-167",0.002038
"etort-159","etort-167",0.00233
"etort-161","etort-167",0.002816
"etort-162","etort-167",0.005523
"etort-163","etort-167",0.003549
"etort-164","etort-167",0.003035
"etort-166","etort-167",0.003145
"etort-167","etort-167",0.139597
"etort-15","etort-168",0.002738
"etort-17","etort-168",0.002472
"etort-31","etort-168",0.004782
"etort-36","etort-168",0.002314
"etort-37","etort-168",0.003466
"etort-38","etort-168",0.003152
"etort-46","etort-168",0.001508
"etort-47","etort-168",0.001455
"etort-48","etort-168",0.001602
"etort-49","etort-168",0.001027
"etort-51","etort-168",0.000856
"etort-53","etort-168",0.002764
"etort-55","etort-168",0.001694
"etort-56 (sheared2)","etort-168",0.001446
"etort-58","etort-168",0.003293
"etort-59","etort-168",0.000541
"etort-62","etort-168",0.002521
"etort-78","etort-168",0.002341
"etort-79","etort-168",0.002177
"etort-80","etort-168",0.002463
"etort-81","etort-168",0.00206
"etort-82","etort-168",0.003104
"etort-83","etort-168",0.001726
"etort-84","etort-168",0.002461
"etort-85","etort-168",0.002587
"etort-86","etort-168",0.002663
"etort-87","etort-168",0.002097
"etort-89","etort-168",0.002422
"etort-90","etort-168",0.003782
"etort-93","etort-168",0.002178
"etort-94","etort-168",0.001589
"etort-95","etort-168",0.003004
"etort-112","etort-168",0.001366
"etort-113","etort-168",0.00117
"etort-130","etort-168",0.003024
"etort-131","etort-168",0.003597
"etort-132","etort-168",0.004007
"etort-133","etort-168",0.003198
"etort-134","etort-168",0.002896
"etort-135","etort-168",0.003444
"etort-136","etort-168",0.003706
"etort-137","etort-168",0.005156
"etort-138","etort-168",0.004047
"etort-139","etort-168",0.00325
"etort-140","etort-168",0.004175
"etort-141","etort-168",0.005836
"etort-142","etort-168",0.002544
"etort-143","etort-168",0.003203
"etort-144","etort-168",0.002441
"etort-145","etort-168",0.002278
"etort-146","etort-168",0.002838
"etort-147","etort-168",0.003409
"etort-148","etort-168",0.000857
"etort-149","etort-168",0.002525
"etort-150","etort-168",0.00298
"etort-151","etort-168",0.004236
"etort-152","etort-168",0.002223
"etort-153","etort-168",0.002862
"etort-154","etort-168",0.001659
"etort-155","etort-168",0.002242
"etort-156","etort-168",0.002745
"etort-157","etort-168",0.002612
"etort-158","etort-168",0.001989
"etort-159","etort-168",0.002429
"etort-161","etort-168",0.002451
"etort-162","etort-168",0.004533
"etort-163","etort-168",0.003594
"etort-164","etort-168",0.003472
"etort-166","etort-168",0.002269
"etort-167","etort-168",0.003284
"etort-168","etort-168",0.156949
"etort-15","etort-169",0.002607
