DISTANCE etort-1 etort-2 etort-3 etort-4 etort-5 etort-6 etort-7 etort-8 etort-9 etort-10 etort-11 etort-12 etort-13 etort-14 etort-15 etort-16 etort-17 etort-18 etort-19 etort-20 etort-21 etort-22 etort-23 etort-24 etort-25 etort-26 etort-27 etort-28 etort-30 etort-31 etort-32 etort-33 etort-34 etort-35 etort-36 etort-37 etort-38 etort-39 etort-40 etort-41 etort-42 etort-43 etort-44 etort-45 etort-46 etort-47 etort-48 etort-49 etort-50 etort-51 etort-52 etort-53 etort-54 etort-55 etort-56 etort-57 etort-58 etort-59 etort-60 etort-61 etort-62 etort-63 etort-64 etort-65 etort-66 etort-67 etort-68 etort-69 etort-70 etort-71 etort-72 etort-73 etort-74 etort-75 etort-76 etort-77 etort-78 etort-79 etort-80 etort-81 etort-82 etort-83 etort-84 etort-85 etort-86 etort-87 etort-88 etort-89 etort-90 etort-91 etort-92 etort-93 etort-94 etort-95 etort-96 etort-97 etort-98 etort-99 etort-100 etort-102 etort-103 etort-104 etort-105 etort-106 etort-107 etort-108 etort-109 etort-110 etort-111 etort-112 etort-113 etort-115 etort-116 etort-117 etort-119 etort-120 etort-121 etort-122 etort-123 etort-124 etort-125 etort-126 etort-127 etort-128 etort-129 etort-130 etort-131 etort-132 etort-133 etort-134 etort-135 etort-136 etort-137 etort-138 etort-139 etort-140 etort-141 etort-142 etort-143 etort-144 etort-145 etort-146 etort-147 etort-148 etort-149 etort-150 etort-151 etort-152 etort-153 etort-154 etort-155 etort-156 etort-157 etort-158 etort-159 etort-161 etort-162 etort-163 etort-164 etort-166 etort-167 etort-168 etort-169 etort-170 etort-172 etort-173 etort-174 etort-175 etort-176 etort-177 etort-178 etort-179 etort-180 etort-181 etort-182 etort-183 etort-184 etort-185 etort-186 etort-187
0.0001706064 0.8727304 0.9201989 0.9524645 0.9611817 0.9723039 0.9854115 0.9674564 0.9716738 0.9384161 0.8955405 0.9435312 0.9680983 0.9324238 0.93289 0.9051998 0.9966073 0.8656321 0.9345504 0.9530513 0.9541703 0.9070921 0.9054692 0.9605886 0.9311145 0.9567937 0.9331231 0.9072312 0.9038092 0.9639885 0.8949816 0.9706659 0.9722728 0.9520318 0.9764209 0.9316798 0.8837821 0.923357 0.953168 0.9665367 0.9901943 0.9647402 0.9848753 0.9837777 0.9752223 0.957553 0.9596593 0.9396693 0.9641186 0.9362007 0.9903007 0.9912491 0.9179947 0.9714006 0.9624083 0.9560071 0.9290034 0.8657571 0.9467136 0.9290035 0.9525261 0.9414452 0.9639985 0.9498256 0.9381794 0.9343644 0.9507129 0.9269052 0.9542228 0.9738116 0.9337534 0.9152145 0.9524368 0.9642616 0.982882 0.9767827 0.9770351 0.9078367 0.9469611 0.9378933 0.9643014 0.9695181 0.9710381 0.9702599 0.971861 0.8829337 0.9368462 0.972531 0.9771922 0.9846908 0.9836895 0.9735257 0.9356034 0.9636891 0.945147 0.9803574 0.9392987 0.9756778 0.9747085 0.9567681 0.9253033 0.9337225 0.9539407 0.9343219 0.8911883 0.8627761 0.8516665 0.8847903 0.9337366 0.93098 0.9648976 0.969642 0.9879562 0.9693705 0.96703 0.9038356 0.9144646 0.9477147 0.9500264 0.9523756 0.940293 0.9530947 0.9476645 0.9567224 0.9431539 0.9449757 0.9739725 0.9621398 0.9726079 0.9766171 0.969537 0.9608966 0.9653995 0.9812386 0.9712941 0.9730746 0.9700985 0.9732628 0.9669314 0.9669967 0.9675447 0.9532074 0.961049 0.9675304 0.9752952 0.9593633 0.9643066 0.9762273 0.970915 0.9630137 0.9679305 0.964177 0.9643097 0.9704355 0.9682741 0.9673634 0.9666673 0.9757443 0.9657432 0.9627013 0.9677512 0.9607183 0.9740473 0.9701411 0.9665405 0.9647933 0.9698354 0.9759378 0.9662055 0.9626738 0.9655582 0.9639355 0.9659133 0.9612564 0.971111 0.9608697 0.9747856 0.9727321 0.9695221 0.9571262 0.9716955
