"etort1","etort2","DISTANCE","pi","npi"
"etort-19","etort-74",117.4726619,0.197626,0.215046769480477
"etort-19","etort-75",116.2909858,0.216167,0.230765968194003
"etort-19","etort-76",115.4928212,0.213659,0.229512827307166
"etort-19","etort-77",73.50287633,0.202431,0.217395514774107
"etort-19","etort-78",276.8371531,0.221259,0.255727201787691
"etort-19","etort-79",210.9855906,0.219715,0.243450862328786
"etort-19","etort-80",219.2664084,0.219926,0.246040656570392
"etort-19","etort-81",152.1855805,0.2174,0.2365540866516
"etort-19","etort-82",151.106882,0.219445,0.237494473499584
"etort-19","etort-83",151.7488731,0.217794,0.235338703794177
"etort-19","etort-84",148.8267443,0.218999,0.236830579880062
"etort-19","etort-85",148.8632791,0.21777,0.235113543423016
"etort-19","etort-86",329.036762,0.22301,0.265020809080044
"etort-19","etort-87",219.4072236,0.219426,0.24575565279496
"etort-19","etort-88",121.1535224,0.213026,0.229833255888363
"etort-19","etort-89",151.2079215,0.219944,0.236165183347226
"etort-19","etort-90",154.306618,0.223646,0.238311481886891
"etort-19","etort-91",117.9233667,0.215452,0.229813873415308
"etort-19","etort-92",152.856208,0.213422,0.230025242397816
"etort-19","etort-93",216.9364655,0.219301,0.245941923672865
"etort-19","etort-94",174.6831371,0.217514,0.236828508204462
"etort-19","etort-95",211.3922688,0.221201,0.245567816072741
"etort-19","etort-96",71.80520052,0.203173,0.217452934027294
"etort-19","etort-97",105.1827776,0.197761,0.220912684248509
"etort-19","etort-98",78.83161609,0.202696,0.217982935809052
"etort-19","etort-99",100.7291941,0.203595,0.219167457813082
"etort-19","etort-100",104.7571694,0.202462,0.222034561260042
"etort-19","etort-102",77.21480224,0.19488,0.220987086033375
"etort-19","etort-103",60.84227314,0.19346,0.217398767699374
"etort-19","etort-104",89.4616491,0.20096,0.221040570165586
"etort-19","etort-105",96.0368536,0.194755,0.218713620231411
"etort-19","etort-106",93.52916861,0.194163,0.228602376660755
"etort-19","etort-107",94.38655877,0.188372,0.229087808783394
"etort-19","etort-108",115.0406844,0.188668,0.232440825572078
"etort-19","etort-109",60.55466968,0.188429,0.223455536048184
"etort-19","etort-110",88.71714198,0.204286,0.229560906358622
"etort-19","etort-111",77.55075728,0.200706,0.226205800743536
"etort-19","etort-112",203.5883856,0.21872,0.237843352644755
"etort-19","etort-113",192.7590675,0.216827,0.23463115183353
"etort-19","etort-115",109.5591625,0.203902,0.216554650449758
"etort-19","etort-116",116.4115331,0.202981,0.21970975497075
"etort-19","etort-117",133.5450037,0.204827,0.222244473993783
"etort-19","etort-119",208.4761917,0.202022,0.234527049077156
"etort-19","etort-120",203.981264,0.200139,0.229640533723359
"etort-19","etort-121",25.11049153,0.196645,0.217715330669616
"etort-19","etort-122",27.06450807,0.195693,0.21613412618487
"etort-19","etort-123",25.5479125,0.197116,0.21716876045034
"etort-19","etort-124",30.12576216,0.192672,0.215000342385247
"etort-19","etort-125",23.90731373,0.196634,0.216474265324792
"etort-19","etort-126",36.10642405,0.19872,0.220024317512593
"etort-19","etort-127",34.38601916,0.198008,0.217160350561069
"etort-19","etort-128",33.3557266,0.196066,0.218124010838993
"etort-19","etort-129",37.5610623,0.198164,0.220033021673876
"etort-19","etort-130",167.1514463,0.219639,0.236617293364879
"etort-19","etort-131",176.7024832,0.220001,0.239922085599441
"etort-19","etort-132",168.730101,0.220466,0.237841466703519
"etort-19","etort-133",166.6869558,0.219603,0.235937871262099
"etort-19","etort-134",164.7856336,0.219194,0.237218211938857
"etort-19","etort-135",163.1799742,0.220362,0.240626688409969
"etort-19","etort-136",169.5341112,0.219483,0.238548974386739
"etort-19","etort-137",163.0123182,0.221131,0.236460577607138
"etort-19","etort-138",168.3522255,0.219849,0.237496632456541
"etort-19","etort-139",172.5152954,0.219715,0.236917597945187
"etort-19","etort-140",168.3090845,0.222796,0.240976826948104
"etort-19","etort-141",172.0832281,0.22414,0.241642318261565
"etort-19","etort-142",171.3981935,0.218322,0.236911187709832
"etort-19","etort-143",162.8164834,0.220226,0.238961165242151
"etort-19","etort-144",161.7513092,0.217353,0.235710172630412
"etort-19","etort-145",165.8838255,0.217135,0.239015553982153
"etort-19","etort-146",170.2439685,0.220047,0.240244597854465
"etort-19","etort-147",173.9191468,0.22105,0.23972296208334
"etort-19","etort-148",164.6166131,0.214349,0.230605215074664
"etort-19","etort-149",167.5508882,0.218547,0.239026190444276
"etort-19","etort-150",171.2657775,0.219831,0.239198003254966
"etort-19","etort-151",161.9635111,0.222326,0.238958801419569
"etort-19","etort-152",165.6310262,0.218507,0.23613908360631
"etort-19","etort-153",165.9896158,0.21684,0.236260247718352
"etort-19","etort-154",164.3559113,0.217521,0.235798338622665
"etort-19","etort-155",166.9413768,0.219409,0.238770906808373
"etort-19","etort-156",165.3692804,0.222329,0.241915291931836
"etort-19","etort-157",172.1235614,0.219178,0.236981269227108
"etort-19","etort-158",170.7500877,0.215493,0.233517053343077
"etort-19","etort-159",161.5781442,0.216702,0.235048227440437
"etort-19","etort-161",159.6028396,0.219461,0.238212237084735
"etort-19","etort-162",160.260351,0.220756,0.23738880150379
"etort-19","etort-163",169.8878253,0.22055,0.239623348673157
"etort-19","etort-164",168.8155668,0.219824,0.239589213987544
"etort-19","etort-166",170.6152881,0.220448,0.239015549386187
"etort-19","etort-167",170.9602026,0.220585,0.240914898567059
"etort-19","etort-168",173.0961499,0.220988,0.238052304119906
"etort-19","etort-169",175.4319617,0.21964,0.237552855087559
"etort-19","etort-170",178.0618087,0.221765,0.240744666268521
"etort-19","etort-172",174.8614231,0.220557,0.23986687958458
"etort-19","etort-173",177.0480473,0.220718,0.238794028006519
"etort-19","etort-174",178.3673563,0.22123,0.237851344708221
"etort-19","etort-175",177.7783266,0.219915,0.238819109599894
"etort-19","etort-176",178.0534791,0.217692,0.237272308281297
"etort-19","etort-177",176.1981165,0.219322,0.238334806779158
"etort-19","etort-178",177.1037217,0.222093,0.241752306956364
"etort-19","etort-179",174.9035234,0.223724,0.243029045785163
"etort-19","etort-180",178.7297041,0.219525,0.239622972014166
"etort-19","etort-181",179.9479398,0.220094,0.23780614974066
"etort-19","etort-182",174.6067927,0.220352,0.240622494916627
"etort-19","etort-183",173.6700326,0.220684,0.237544779015981
"etort-19","etort-184",175.1965902,0.223507,0.241091332431529
"etort-19","etort-185",173.9084876,0.222325,0.240610348007386
"etort-19","etort-186",182.0173323,0.219758,0.240912428454758
"etort-19","etort-187",174.097612,0.223055,0.240860447258287
"etort-20","etort-21",182.7562545,0.196725,0.227291021219049
"etort-20","etort-22",170.7762984,0.197789,0.228929922073744
"etort-20","etort-23",130.6341635,0.20176,0.220126188949931
"etort-20","etort-24",169.5034984,0.197766,0.222598697684547
"etort-20","etort-25",151.79,0.201801,0.221044186041201
"etort-20","etort-26",112.6157314,0.201526,0.226342569125893
"etort-20","etort-27",219.6811449,0.199471,0.230428335281325
"etort-20","etort-28",233.7475086,0.202494,0.234806160702252
"etort-20","etort-30",184.2682881,0.214006,0.232663475062318
"etort-20","etort-31",331.7288448,0.229105,0.268283877657728
"etort-20","etort-32",168.4818168,0.20817,0.224761781957704
"etort-20","etort-33",111.3813005,0.201791,0.21751426090619
"etort-20","etort-34",109.3106198,0.203165,0.223651344192757
"etort-20","etort-35",177.9504116,0.210201,0.225616999082335
"etort-20","etort-36",231.1386799,0.22078,0.248351694971416
"etort-20","etort-37",309.0999326,0.225683,0.267625660331223
"etort-20","etort-38",278.9650873,0.2276,0.258331112279943
"etort-20","etort-39",118.5279513,0.203325,0.223560678471151
"etort-20","etort-40",112.9251843,0.203771,0.220952092055603
"etort-20","etort-41",133.1064041,0.206484,0.218544606902399
"etort-20","etort-42",147.0386233,0.202268,0.219730790532646
"etort-20","etort-43",100.2505627,0.206119,0.219336482001782
"etort-20","etort-44",102.5512527,0.20446,0.217813844553697
"etort-20","etort-45",93.459965,0.202496,0.2176140398324
"etort-20","etort-46",141.5381436,0.215367,0.235716743259909
"etort-20","etort-47",142.4656932,0.216484,0.236419233483045
"etort-20","etort-48",144.52817,0.211675,0.236085128438122
"etort-20","etort-49",115.2649166,0.214365,0.233022316840629
"etort-20","etort-50",113.7336502,0.202035,0.226168313888952
"etort-20","etort-51",111.1380677,0.217348,0.230018444693599
"etort-20","etort-52",98.85978467,0.204541,0.216257742181684
"etort-20","etort-53",271.6537819,0.225792,0.257776007121283
"etort-20","etort-54",106.8615432,0.199303,0.215025303298234
"etort-20","etort-55",145.4595551,0.215055,0.234187795336806
"etort-20","etort-56",170.6250157,0.217333,0.238253149993923
"etort-20","etort-57",50.92117241,0.197396,0.222687147028945
"etort-20","etort-58",370.9415297,0.22686,0.274622405994429
"etort-20","etort-59",205.2965046,0.211368,0.233988596590547
"etort-20","etort-60",114.5630006,0.195103,0.220100318454317
"etort-20","etort-61",39.58776106,0.198124,0.21798886075377
"etort-20","etort-62",234.3210714,0.220256,0.245192289314244
"etort-20","etort-63",7.110170532,0.192241,0.208998777124959
"etort-20","etort-64",29.27388386,0.194569,0.214686080750054
"etort-20","etort-65",22.04335133,0.192078,0.214568424186265
"etort-20","etort-66",49.29895274,0.194508,0.218170133871636
"etort-20","etort-67",41.43124352,0.197598,0.217824755048176
"etort-20","etort-68",40.10610339,0.190165,0.215015292227635
"etort-20","etort-69",101.0035989,0.195988,0.215255261274311
"etort-20","etort-70",117.2756998,0.203763,0.219292848468676
"etort-20","etort-71",44.50521575,0.197383,0.221539732724719
"etort-20","etort-72",61.34224996,0.195661,0.224055433295929
"etort-20","etort-73",17.82894571,0.190707,0.209847871368847
"etort-20","etort-74",110.327713,0.197364,0.214509802205688
"etort-20","etort-75",116.4614271,0.217093,0.231482705086689
"etort-20","etort-76",115.805606,0.21439,0.23002797566706
"etort-20","etort-77",73.31784019,0.202559,0.217277854947883
"etort-20","etort-78",276.7744874,0.223531,0.258050142943065
"etort-20","etort-79",211.3080483,0.21996,0.243436492830046
"etort-20","etort-80",219.1593845,0.220214,0.246073920826861
"etort-20","etort-81",154.2090541,0.216894,0.235726721094128
"etort-20","etort-82",153.2651484,0.220341,0.238184499849128
"etort-20","etort-83",153.895297,0.218521,0.235847342388629
"etort-20","etort-84",151.025604,0.220032,0.237668625530529
"etort-20","etort-85",150.925826,0.218401,0.235518257733705
"etort-20","etort-86",331.4802702,0.223694,0.265521892551195
"etort-20","etort-87",219.9062251,0.219943,0.246045788664083
"etort-20","etort-88",122.4672305,0.212896,0.229423615847136
"etort-20","etort-89",153.4433039,0.220824,0.236832002519114
"etort-20","etort-90",156.574583,0.223092,0.237442354853981
"etort-20","etort-91",119.1434718,0.214607,0.228644078300127
"etort-20","etort-92",153.4458909,0.212396,0.228650948256198
"etort-20","etort-93",215.9732845,0.219749,0.246155317919082
"etort-20","etort-94",174.761236,0.218009,0.237089078597842
"etort-20","etort-95",213.1241913,0.222755,0.247002975314766
"etort-20","etort-96",74.27896039,0.204722,0.218853832306214
"etort-20","etort-97",114.5463085,0.198715,0.221718032438301
"etort-20","etort-98",86.83403792,0.205962,0.221235482093827
"etort-20","etort-99",108.6219943,0.205138,0.220569490857357
"etort-20","etort-100",114.800612,0.205028,0.224584921701256
"etort-20","etort-102",86.13378785,0.195037,0.220905736660102
"etort-20","etort-103",64.67276479,0.195265,0.219169775108081
"etort-20","etort-104",97.04013923,0.200842,0.220651695646496
"etort-20","etort-105",104.7557094,0.196735,0.220678083845868
"etort-20","etort-106",99.65682542,0.194115,0.228277824746325
"etort-20","etort-107",99.72464447,0.186988,0.227137963464871
"etort-20","etort-108",121.568028,0.188757,0.232277739861518
"etort-20","etort-109",64.21456216,0.189465,0.22442060623236
"etort-20","etort-110",92.87717674,0.202966,0.227810103009389
"etort-20","etort-111",82.18679697,0.20113,0.226417816151598
"etort-20","etort-112",207.7191195,0.220241,0.239216456438987
"etort-20","etort-113",195.9789098,0.218882,0.236577109704633
"etort-20","etort-115",114.9158115,0.20425,0.21666983657452
"etort-20","etort-116",122.5708074,0.201989,0.21837958319717
"etort-20","etort-117",140.0152094,0.203869,0.220945581764015
"etort-20","etort-119",199.2319672,0.199071,0.230830202502138
"etort-20","etort-120",195.8948798,0.197827,0.226721522235738
"etort-20","etort-121",32.18261058,0.195864,0.216596325371681
"etort-20","etort-122",34.73050947,0.196756,0.217053303486075
"etort-20","etort-123",33.47998175,0.197478,0.217312424293228
"etort-20","etort-124",37.36584725,0.194362,0.216631829284124
"etort-20","etort-125",32.32645098,0.193907,0.213221752954321
"etort-20","etort-126",41.29861084,0.196261,0.217046842883348
"etort-20","etort-127",40.00206076,0.197446,0.216290028813582
"etort-20","etort-128",39.01043194,0.197079,0.218993839399017
"etort-20","etort-129",42.87786406,0.199989,0.22179899467431
"etort-20","etort-130",168.6875657,0.219623,0.236322572628139
"etort-20","etort-131",178.4187429,0.220149,0.239801917715803
"etort-20","etort-132",170.0670443,0.220747,0.237865317629371
"etort-20","etort-133",168.4334905,0.219077,0.235096700930557
"etort-20","etort-134",166.2804748,0.220302,0.238137707012726
"etort-20","etort-135",164.7943428,0.220354,0.240335756622447
"etort-20","etort-136",171.152941,0.221024,0.239942103566215
"etort-20","etort-137",164.7271322,0.221424,0.236496201603282
"etort-20","etort-138",169.6187547,0.222139,0.239689017719815
"etort-20","etort-139",173.891467,0.220333,0.237305346418872
"etort-20","etort-140",169.9288721,0.224734,0.242787898262933
"etort-20","etort-141",173.322787,0.223947,0.241151094109592
"etort-20","etort-142",172.8901595,0.217871,0.236144512134016
"etort-20","etort-143",164.2284355,0.222086,0.240696779993328
"etort-20","etort-144",163.3936954,0.218203,0.236354440483963
"etort-20","etort-145",167.2557361,0.217194,0.238800106395051
"etort-20","etort-146",171.4933915,0.221264,0.241289986896042
"etort-20","etort-147",175.6015686,0.220956,0.239339994631948
"etort-20","etort-148",167.3857575,0.217263,0.23346608275188
"etort-20","etort-149",169.9468929,0.217016,0.237073360902641
"etort-20","etort-150",172.672969,0.219447,0.238500132286209
"etort-20","etort-151",164.6570712,0.221684,0.237989330699176
"etort-20","etort-152",168.058955,0.218731,0.236103931739309
"etort-20","etort-153",168.2770683,0.21878,0.238094430238991
"etort-20","etort-154",166.8621802,0.218427,0.236502770335801
"etort-20","etort-155",169.2681018,0.219483,0.23857131265689
"etort-20","etort-156",168.0064119,0.221349,0.240566490845408
"etort-20","etort-157",173.6843747,0.219916,0.2375003482462
"etort-20","etort-158",172.0880346,0.216104,0.233904513304682
"etort-20","etort-159",163.4161998,0.217686,0.235838618277169
"etort-20","etort-161",161.5095117,0.219861,0.238366530091596
"etort-20","etort-162",161.9973228,0.222428,0.238906260272293
"etort-20","etort-163",171.3956894,0.219309,0.237995577632064
"etort-20","etort-164",170.2826637,0.218957,0.238364377354665
"etort-20","etort-166",172.1861284,0.222592,0.241057087796271
"etort-20","etort-167",172.65817,0.222215,0.242410492964861
"etort-20","etort-168",174.6081756,0.222174,0.239049199493114
"etort-20","etort-169",177.0723136,0.220154,0.23782952128357
"etort-20","etort-170",180.3617896,0.221646,0.240333288500195
"etort-20","etort-172",177.2156067,0.222641,0.241849361527481
"etort-20","etort-173",179.3732429,0.221374,0.239222862730831
"etort-20","etort-174",180.5519614,0.221074,0.237404869464591
"etort-20","etort-175",179.9363496,0.22192,0.240713821356777
"etort-20","etort-176",180.1573786,0.217658,0.23695702127544
"etort-20","etort-177",178.3078084,0.219548,0.23830059203306
"etort-20","etort-178",179.2103479,0.221946,0.241308955952148
"etort-20","etort-179",177.0726998,0.223671,0.242686516136404
"etort-20","etort-180",180.7776708,0.219704,0.239537101497958
"etort-20","etort-181",182.0277567,0.221695,0.239255063656371
"etort-20","etort-182",176.6296342,0.220871,0.240906372364511
"etort-20","etort-183",175.7024195,0.220488,0.237055459693365
"etort-20","etort-184",177.3207795,0.223925,0.241258938353745
"etort-20","etort-185",176.0442737,0.222559,0.240581109390513
"etort-20","etort-186",184.157964,0.218557,0.239314819991847
"etort-20","etort-187",176.3678287,0.222266,0.239726983748887
"etort-21","etort-22",16.34855483,0.185278,0.225579079321111
"etort-21","etort-23",86.18539575,0.189929,0.217972882368973
"etort-21","etort-24",59.58863755,0.189145,0.223944496959268
"etort-21","etort-25",64.94129233,0.191749,0.220934444982097
"etort-21","etort-26",277.1100085,0.199623,0.23584152492059
"etort-21","etort-27",38.71296482,0.18618,0.226237026135209
"etort-21","etort-28",54.02818866,0.18571,0.226520315650779
"etort-21","etort-30",238.3549677,0.211247,0.241583545591531
"etort-21","etort-31",346.8333627,0.224831,0.276943221409646
"etort-21","etort-32",234.5718302,0.204955,0.232775561052725
"etort-21","etort-33",223.9428659,0.202317,0.229399707587418
"etort-21","etort-34",260.2784788,0.199338,0.230827345277303
"etort-21","etort-35",225.3597628,0.207444,0.234213788319388
"etort-21","etort-36",167.1932616,0.216041,0.255633707211624
"etort-21","etort-37",210.1943688,0.221029,0.275710118215368
"etort-21","etort-38",276.7069428,0.22132,0.264240667476227
"etort-21","etort-39",266.4771501,0.202346,0.234031222722284
"etort-21","etort-40",246.7460433,0.202282,0.230721209748376
"etort-21","etort-41",232.9458223,0.205578,0.228878429945483
"etort-21","etort-42",233.9072286,0.201623,0.230397811988588
"etort-21","etort-43",180.8384386,0.202474,0.226640045849549
"etort-21","etort-44",181.8310216,0.20194,0.226294509085505
"etort-21","etort-45",191.6733461,0.198858,0.224795736344477
"etort-21","etort-46",181.5365108,0.209383,0.24106115420761
"etort-21","etort-47",183.4267878,0.213121,0.244826140557343
"etort-21","etort-48",183.1779371,0.206607,0.242392196370887
"etort-21","etort-49",158.8839681,0.207772,0.237577439825304
"etort-21","etort-50",160.9464663,0.197562,0.232639310728089
"etort-21","etort-51",159.924549,0.214004,0.238233836855218
"etort-21","etort-52",177.5564811,0.203512,0.226337154641037
"etort-21","etort-53",300.1710112,0.221302,0.265762573586888
"etort-21","etort-54",181.2055541,0.200625,0.227685473269153
"etort-21","etort-55",184.5360981,0.211738,0.242542617674841
"etort-21","etort-56",163.5224793,0.210327,0.242539536717649
"etort-21","etort-57",226.2128062,0.200328,0.237723983261205
"etort-21","etort-58",331.1093086,0.222127,0.282848533366502
"etort-21","etort-59",237.9963651,0.208322,0.242585663457602
"etort-21","etort-60",69.06512139,0.191241,0.226940636991426
"etort-21","etort-61",202.1604483,0.20204,0.233834783513956
"etort-21","etort-62",255.3267543,0.216871,0.253954014630092
"etort-21","etort-63",184.0152047,0.198601,0.227119121185308
"etort-21","etort-64",157.2027432,0.194787,0.22608135624135
"etort-21","etort-65",194.9775798,0.195954,0.23025913024277
"etort-21","etort-66",141.4252214,0.190247,0.224465803331937
"etort-21","etort-67",151.2317623,0.196005,0.227282700021078
"etort-21","etort-68",146.6389104,0.188849,0.224609432459011
"etort-21","etort-69",88.30265906,0.191442,0.221175010700437
"etort-21","etort-70",161.1513902,0.197439,0.223514975119301
"etort-21","etort-71",221.2758659,0.199382,0.235397783960794
"etort-21","etort-72",224.8924678,0.201011,0.242128312508695
"etort-21","etort-73",192.7459099,0.196969,0.22798714176424
"etort-21","etort-74",79.30009344,0.194314,0.22215589192681
"etort-21","etort-75",154.9843498,0.213548,0.239520548241372
"etort-21","etort-76",156.4957406,0.209912,0.23691248044683
"etort-21","etort-77",155.4625093,0.201293,0.227126146881956
"etort-21","etort-78",226.7705184,0.218313,0.265106563824785
"etort-21","etort-79",189.8523594,0.214601,0.249832108298286
"etort-21","etort-80",187.3406652,0.216238,0.254171715117196
"etort-21","etort-81",187.2213498,0.212687,0.243151393378823
"etort-21","etort-82",188.6242383,0.215021,0.244497035118864
"etort-21","etort-83",188.7283796,0.215651,0.244829544142099
"etort-21","etort-84",188.2415962,0.214411,0.243617011126588
"etort-21","etort-85",186.4121708,0.212986,0.241599234964972
"etort-21","etort-86",313.4631696,0.220109,0.274826331156601
"etort-21","etort-87",197.7732257,0.215252,0.253295530712849
"etort-21","etort-88",168.5801987,0.208591,0.236450765640995
"etort-21","etort-89",189.7202727,0.215176,0.242751814451114
"etort-21","etort-90",191.4900539,0.220266,0.246601775438948
"etort-21","etort-91",166.9067223,0.210753,0.236191562836058
"etort-21","etort-92",167.6222235,0.209241,0.236945246373921
"etort-21","etort-93",171.1883235,0.21382,0.251944673124382
"etort-21","etort-94",168.0452683,0.212712,0.243334482884509
"etort-21","etort-95",213.504753,0.217765,0.254002121050377
"etort-21","etort-96",174.0122433,0.201113,0.226154026607318
"etort-21","etort-97",257.2329503,0.197638,0.231961204534824
"etort-21","etort-98",222.56059,0.203363,0.2297810240625
"etort-21","etort-99",234.6155242,0.204382,0.231162034634732
"etort-21","etort-100",268.4236638,0.203971,0.235023010422292
"etort-21","etort-102",231.3079878,0.193562,0.230613446787692
"etort-21","etort-103",182.5632614,0.194835,0.230037040765358
"etort-21","etort-104",224.2500391,0.200698,0.231937150072507
"etort-21","etort-105",241.6717206,0.193446,0.228250568910642
"etort-21","etort-106",279.9838389,0.197788,0.244669090875242
"etort-21","etort-107",278.2715622,0.192523,0.245998892323487
"etort-21","etort-108",302.2876914,0.191763,0.248224063357324
"etort-21","etort-109",240.9232035,0.191717,0.238874010763187
"etort-21","etort-110",268.5561263,0.206874,0.244247506882294
"etort-21","etort-111",259.8397384,0.205083,0.24284990919192
"etort-21","etort-112",247.3721013,0.216763,0.247658122129052
"etort-21","etort-113",225.964303,0.214862,0.244285015062028
"etort-21","etort-115",210.3249043,0.204823,0.228554435236293
"etort-21","etort-116",223.1050008,0.199733,0.227147875302626
"etort-21","etort-117",237.0008737,0.202337,0.230666207551633
"etort-21","etort-119",28.31506147,0.182626,0.222752086916764
"etort-21","etort-120",20.08318391,0.188528,0.227278096861432
"etort-21","etort-121",214.8640097,0.200061,0.232719856343145
"etort-21","etort-122",217.4842051,0.198238,0.230038148112045
"etort-21","etort-123",216.2277765,0.201456,0.233195724257521
"etort-21","etort-124",220.0389547,0.199317,0.233684436703435
"etort-21","etort-125",214.9643688,0.200434,0.231837644605142
"etort-21","etort-126",222.4514516,0.203864,0.237156234958099
"etort-21","etort-127",221.641199,0.201685,0.232400093293342
"etort-21","etort-128",220.7311601,0.200644,0.234526685063822
"etort-21","etort-129",224.0702455,0.203126,0.236970083152646
"etort-21","etort-130",186.7165922,0.215989,0.244474496250081
"etort-21","etort-131",193.9076303,0.215731,0.247185522856442
"etort-21","etort-132",184.4897419,0.215677,0.244463872743317
"etort-21","etort-133",189.5841597,0.215584,0.24335530348958
"etort-21","etort-134",185.0697897,0.21534,0.244854999762003
"etort-21","etort-135",186.102114,0.213978,0.245494131295513
"etort-21","etort-136",189.0172917,0.214625,0.245087902941558
"etort-21","etort-137",187.4767381,0.216011,0.242688884431516
"etort-21","etort-138",183.2831073,0.217501,0.246864772778456
"etort-21","etort-139",186.787892,0.215231,0.243841341327645
"etort-21","etort-140",188.4684339,0.218369,0.248155427993207
"etort-21","etort-141",184.5459153,0.21936,0.248471147201439
"etort-21","etort-142",187.9989577,0.212733,0.242542491867221
"etort-21","etort-143",183.0253346,0.21577,0.245988440903707
"etort-21","etort-144",185.8873447,0.214297,0.244170774083769
"etort-21","etort-145",183.7551852,0.213513,0.246936651663739
"etort-21","etort-146",183.8661272,0.213542,0.244955043916428
"etort-21","etort-147",192.0360537,0.217271,0.247563025147066
"etort-21","etort-148",203.4074421,0.210492,0.237929427211699
"etort-21","etort-149",199.4659709,0.214579,0.246577110632622
"etort-21","etort-150",186.6757925,0.215605,0.246486049521794
"etort-21","etort-151",201.0094181,0.217877,0.246041896136109
"etort-21","etort-152",198.9860055,0.213443,0.242353522970047
"etort-21","etort-153",197.1254216,0.213697,0.24463274212214
"etort-21","etort-154",199.4941361,0.213663,0.243351357554882
"etort-21","etort-155",198.1578782,0.214445,0.245192847421755
"etort-21","etort-156",201.8808296,0.217839,0.249039217793872
"etort-21","etort-157",189.3630149,0.214351,0.243504772304296
"etort-21","etort-158",185.4101459,0.212283,0.241693823850367
"etort-21","etort-159",188.6150027,0.213365,0.243154405525265
"etort-21","etort-161",188.7274813,0.215767,0.246068849550913
"etort-21","etort-162",186.5990305,0.217185,0.245381852299324
"etort-21","etort-163",187.5393058,0.216269,0.246877348715305
"etort-21","etort-164",186.4494844,0.215233,0.2464710511989
"etort-21","etort-166",188.8077819,0.216625,0.246770629901226
"etort-21","etort-167",190.8544682,0.217507,0.249589218789557
"etort-21","etort-168",189.0919449,0.216654,0.245208381795743
"etort-21","etort-169",192.1381709,0.215422,0.244795694286413
"etort-21","etort-170",203.4166397,0.218814,0.249576492080551
"etort-21","etort-172",202.5543342,0.218514,0.249685664454202
"etort-21","etort-173",203.2623417,0.217193,0.246885983822357
"etort-21","etort-174",201.8345693,0.216897,0.245007872159375
"etort-21","etort-175",201.1253422,0.21621,0.246691906017362
"etort-21","etort-176",200.4508307,0.214264,0.245368436686964
"etort-21","etort-177",199.5810728,0.215786,0.24637318662371
"etort-21","etort-178",200.0005575,0.218183,0.249529310892535
"etort-21","etort-179",199.8106576,0.219517,0.250540919336587
"etort-21","etort-180",199.9553094,0.215057,0.246639680671846
"etort-21","etort-181",201.0746144,0.218922,0.248524487453449
"etort-21","etort-182",197.4710926,0.218229,0.250378246228895
"etort-21","etort-183",197.1444657,0.219304,0.248019653914728
"etort-21","etort-184",199.2867514,0.219188,0.248411755220659
"etort-21","etort-185",198.8064923,0.217509,0.247325066024113
"etort-21","etort-186",203.0985253,0.214904,0.247527760312836
"etort-21","etort-187",200.9073115,0.219628,0.249175956538175
"etort-22","etort-23",85.49752245,0.189563,0.217942766022019
"etort-22","etort-24",66.71079404,0.189504,0.224771689886066
"etort-22","etort-25",67.8518595,0.192645,0.222364658516161
"etort-22","etort-26",268.508764,0.201718,0.238743771131686
"etort-22","etort-27",54.22685316,0.187124,0.227791675836999
"etort-22","etort-28",69.67688361,0.186798,0.22825578325362
"etort-22","etort-30",239.1666881,0.211641,0.242467930367302
"etort-22","etort-31",353.0134027,0.224099,0.276536311504426
"etort-22","etort-32",234.188726,0.206079,0.234471629945606
"etort-22","etort-33",219.0956929,0.201102,0.22843075382426
"etort-22","etort-34",252.8753423,0.20224,0.234607513485858
"etort-22","etort-35",226.3763479,0.205562,0.232504902615138
"etort-22","etort-36",176.7773021,0.216833,0.257030711068809
"etort-22","etort-37",223.7250965,0.219634,0.274461047475628
"etort-22","etort-38",283.3852478,0.220438,0.26365933843948
"etort-22","etort-39",259.4703409,0.201028,0.232923565629332
"etort-22","etort-40",240.6719489,0.201729,0.230502859133885
"etort-22","etort-41",229.5032433,0.205321,0.229002012804274
"etort-22","etort-42",231.6437786,0.202982,0.232366493889363
"etort-22","etort-43",176.7822208,0.202384,0.226945335881916
"etort-22","etort-44",177.9576087,0.200794,0.225413589794799
"etort-22","etort-45",186.6840936,0.20055,0.227114764757874
"etort-22","etort-46",181.3686606,0.208893,0.240928069332938
"etort-22","etort-47",183.2703554,0.210319,0.242040337071162
"etort-22","etort-48",183.2321165,0.204391,0.240222161582066
"etort-22","etort-49",156.8024536,0.209384,0.23984980495283
"etort-22","etort-50",158.6659175,0.194912,0.229930172946146
"etort-22","etort-51",157.3979075,0.213801,0.238434440140975
"etort-22","etort-52",173.4583557,0.201887,0.224932331013952
"etort-22","etort-53",304.5849593,0.221501,0.266478314608945
"etort-22","etort-54",177.7478623,0.199282,0.226566682690606
"etort-22","etort-55",184.6223084,0.21059,0.241659959424238
"etort-22","etort-56",167.0929591,0.209968,0.242559521724577
"etort-22","etort-57",212.791746,0.200196,0.237993140019714
"etort-22","etort-58",341.5331587,0.22105,0.281981618552963
"etort-22","etort-59",240.73238,0.207327,0.241859726772674
"etort-22","etort-60",56.24109498,0.190429,0.226382082215597
"etort-22","etort-61",188.3048776,0.203316,0.235733340696702
"etort-22","etort-62",259.5471433,0.215764,0.253110572021855
"etort-22","etort-63",172.4804225,0.198049,0.226893796382039
