"pop.density","sigma","refugia.coords.1","refugia.coords.2","refugia.coords.3","refugia.coords.4","refugia.radii","refugia.time","expansion.time","expansion.speed","expansion.width","seed","hab.fact","score","dir"
7.6293e-07,6648.2057,681993.2701,841979.1357,3987707.9117,4051702.2579,32563.3718,16551.327,1515.7317,1.6442,31692.6515,87647408,32,633108,"./run_324098/iter_000061"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,922325559,32,647679.8,"./run_707608/iter_000068"
3.9656e-07,9733.1206,586001.7507,490010.2314,4019705.0848,4115696.6041,71846.926,33426.4127,2924.5157,1.5506,52447.1724,749942393,32,653270.8,"./run_324098/iter_000074"
8.3117e-08,5251.6236,553970.7876,586033.8834,3827690.953,3955751.2011,121847.6128,107216.0383,13247.0009,0.712,43266.1273,532465801,32,657082.8,"./run_847271/iter_037118"
8.7112e-08,5639.1776,538610.9194,604501.8188,3860765.9263,4015861.2054,124641.5664,112793.105,13595.2411,0.7311,43331.5992,1176967617,32,659821.8,"./run_847271/iter_714542"
3.1019e-07,12276.29,490010.2314,554004.5776,3987707.9117,3955710.7385,49627.0695,19505.49,6678.6239,0.8339,47991.8295,1219031733,32,661448.2,"./run_531040/iter_000004"
8.3331e-08,4010.021,426015.8851,681993.2701,3891716.3923,3955710.7385,130167.4393,1699.5705,7896.4082,1.0904,41299.1413,1497780065,32,662400,"./run_646859/iter_111089"
8.4331e-08,4010.021,426015.8851,681993.2701,3891716.3923,3955710.7385,130267.4393,1699.5705,7896.4082,1.0904,41299.1413,906429418,32,670726.2,"./run_646859/iter_158490"
8.6112e-08,5639.1776,538610.9194,604501.8188,3870765.9263,4015861.2054,124641.5664,112793.105,13595.2411,0.7311,43331.5992,302693269,32,683552.2,"./run_847271/iter_208200"
1.0844e-07,3278.5241,681993.2701,617998.9238,3891716.3923,4147693.7773,69889.8938,1799.988,18072.2221,0.5696,36681.8649,429255433,32,685336,"./run_646859/iter_000080"
3.4617e-07,8320.74,712990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,1829792324,32,696254.2,"./run_307183/iter_919112"
9.4641e-08,5340.1146,841979.1357,745987.6163,4019705.0848,3795724.8729,174854.8328,1005.2218,5595.3829,0.9453,33841.2284,1106797737,32,697494.7,"./run_646859/iter_000098"
8.4331e-08,3910.021,426015.8851,681993.2701,3891716.3923,3955710.7385,130167.4393,1699.5705,7896.4082,1.0904,41299.1413,1413358769,32,700254.5,"./run_646859/iter_162891"
8.4331e-08,4010.021,426015.8851,681993.2701,3891716.3923,3965710.7385,130167.4393,1699.5705,7896.4082,1.0904,41299.1413,1613495903,32,705352.7,"./run_646859/iter_138588"
2.783e-07,6899.1886,617998.9238,554004.5776,4051702.2579,4179690.9504,16751.9067,12481.2687,13076.9495,0.9331,81021.9293,1955221240,32,707156.5,"./run_538462/iter_000025"
3.4617e-07,8320.74,713990.4432,744987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,1987655465,32,708048.5,"./run_307183/iter_549649"
8.4517e-08,5684.993,542102.2195,597973.8105,3853055.6208,4001605.9853,123804.1537,101551.9984,13545.0299,0.7213,43257.5163,1243848751,32,714993.5,"./run_847271/iter_242982"
8.6112e-08,5639.1776,538610.9194,604501.8188,3860765.9263,4015861.2054,124641.5664,112793.105,13695.2411,0.7311,43331.5992,1481775802,32,718072.1,"./run_847271/iter_916949"
3.4617e-07,8320.74,713990.4432,745987.6163,3965710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,1531009915,32,719769.8,"./run_307183/iter_716130"
8.3517e-08,5584.993,542102.2195,597973.8105,3853055.6208,4001605.9853,123804.1537,101551.9984,13545.0299,0.7213,43257.5163,1472676710,32,720991.4,"./run_847271/iter_200956"
3.4617e-07,8320.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5439,81493.055,1687487328,32,723500.2,"./run_307183/iter_751206"
9.5286e-08,6826.3963,491558.0597,661075.8185,3972086.5931,4200000,132894.1258,129877.6875,14662.0277,0.7894,43532.1635,194883088,32,733611.8,"./run_847271/iter_714619"
8.6112e-08,5639.1776,538610.9194,604501.8188,3860765.9263,4015861.2054,124741.5664,112793.105,13595.2411,0.7311,43331.5992,1935590845,32,733623.6,"./run_847271/iter_308764"
3.5792e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,1418158212,32,739690.2,"./run_707608/iter_114112"
8.6112e-08,5639.1776,538610.9194,604501.8188,3860765.9263,4025861.2054,124641.5664,112793.105,13595.2411,0.7311,43331.5992,394531943,32,741186.3,"./run_847271/iter_335201"
5.5204e-07,12070.5569,841979.1357,777984.7894,4179690.9504,3987707.9117,40377.7355,17819.106,9534.9936,0.4487,52805.6393,247609615,32,748659,"./run_209052/iter_000012"
1.9962e-07,32312.1008,649996.097,713990.4432,4051702.2579,3859719.2192,92219.4234,4133.55,7018.8026,0.4866,37929.6973,200163757,32,749902.1,"./run_076982/iter_000043"
3.4617e-07,8320.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5429,81593.055,752477239,32,753946.2,"./run_307183/iter_405753"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3453,20693.9696,1528521914,32,756912.8,"./run_707608/iter_720681"
3.4617e-07,8320.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5449,81593.055,942049561,32,757521.5,"./run_307183/iter_660476"
3.4617e-07,8320.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,715537454,32,757792.3,"./run_307183/iter_747172"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20593.9696,1640433233,32,762890.2,"./run_707608/iter_672625"
3.4617e-07,8320.74,713990.4432,746987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,4141435,32,764870.7,"./run_307183/iter_692440"
8.5112e-08,5639.1776,538610.9194,604501.8188,3860765.9263,4015861.2054,124641.5664,112793.105,13595.2411,0.7311,43331.5992,1478602764,32,765972.2,"./run_847271/iter_393788"
8.6112e-08,5639.1776,539610.9194,604501.8188,3860765.9263,4015861.2054,124641.5664,112793.105,13595.2411,0.7311,43331.5992,494879208,32,768536,"./run_847271/iter_154611"
3.4717e-07,8320.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,1190257592,32,770585.4,"./run_307183/iter_951050"
3.5592e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,312686158,32,774225.4,"./run_707608/iter_784209"
3.4617e-07,8320.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13909.6129,0.5439,81593.055,608227137,32,779694.8,"./run_307183/iter_622068"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,1267326407,32,781428.5,"./run_707608/iter_566919"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3977707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,877360915,32,781510.2,"./run_707608/iter_849102"
3.4617e-07,8320.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10655.7641,13809.6129,0.5439,81593.055,1916491725,32,784526.6,"./run_307183/iter_340759"
8.4517e-08,5584.993,542102.2195,597973.8105,3853055.6208,4001605.9853,123804.1537,101551.9984,13545.0299,0.7213,43257.5163,1709344222,32,784701.7,"./run_847271/iter_975858"
8.3131e-08,5252.4936,554004.5776,586001.7507,3827722.0461,3955710.7385,121967.8147,7302.3346,13249.1954,0.6705,43273.2948,104678888,32,786314,"./run_847271/iter_246343"
3.5692e-07,7910.5432,682993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,583954738,32,788473.9,"./run_707608/iter_801418"
8.5048e-08,6089.1335,525965.9324,609709.1584,3887252.2036,4063060.3364,125990.4072,78880.0249,13993.6725,0.726,43156.9415,252631168,32,790241.9,"./run_847271/iter_852985"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2721.616,2844.3882,0.3443,20693.9696,147213066,32,792130.1,"./run_707608/iter_715286"
1.0003e-07,9520.7614,681993.2701,554004.5776,3891716.3923,3667736.1805,148568.9158,7891.7277,3124.6816,0.4783,61264.0924,1116179515,32,793034.2,"./run_321810/iter_000053"
3.4617e-07,8320.74,713990.4432,745987.6163,3955710.7385,3997707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,254257848,32,795874.2,"./run_307183/iter_390709"
8.4331e-08,4010.021,425015.8851,681993.2701,3891716.3923,3955710.7385,130167.4393,1699.5705,7896.4082,1.0904,41299.1413,1102855294,32,796510.7,"./run_646859/iter_462627"
3.4617e-07,8320.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,604046937,32,796911,"./run_307183/iter_000005"
3.4617e-07,8320.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10855.7641,13809.6129,0.5439,81593.055,1052124560,32,800885.5,"./run_307183/iter_603973"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2744.3882,0.3443,20693.9696,1421649561,32,801877.2,"./run_707608/iter_476125"
3.5692e-07,7910.5432,681993.2701,585001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,34940048,32,803059.7,"./run_707608/iter_223098"
3.4617e-07,8320.74,713990.4432,745987.6163,3955710.7385,3977707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,947846909,32,806426.4,"./run_307183/iter_913966"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2921.616,2844.3882,0.3443,20693.9696,588608413,32,810769.4,"./run_707608/iter_378441"
3.4617e-07,8320.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31807.1089,10755.7641,13809.6129,0.5439,81593.055,1771759441,32,817028.1,"./run_307183/iter_432763"
3.4617e-07,8320.74,714990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,485059450,32,822017.5,"./run_307183/iter_054482"
4.0001e-07,10000.1422,649996.1,617998.9277,4179690.9377,4051702.2614,50000.0856,15200.0478,10790.0052,0.4,49999.9988,1662422051,32,825658.9,"./run_416870/iter_229696"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2944.3882,0.3443,20693.9696,1816979526,32,830366.3,"./run_707608/iter_841928"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20793.9696,1123359193,32,835687.1,"./run_707608/iter_419141"
4.0026e-07,10003.0782,649996.1633,617999.0065,4179690.6749,4050702.3336,50001.8517,15201.0345,10800.1119,0.4002,49999.9745,163514964,32,835745.6,"./run_416870/iter_711583"
3.4617e-07,8220.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,1029593913,32,837696.5,"./run_307183/iter_928858"
5.7293e-08,5661.5426,649996.097,777984.7894,3891716.3923,4115696.6041,179047.3844,1645.9726,9700.9142,1.301,61562.0389,322609500,32,844318.2,"./run_646859/iter_000096"
8.4331e-08,4010.021,426015.8851,681993.2701,3891716.3923,3945710.7385,130167.4393,1699.5705,7896.4082,1.0904,41299.1413,33429378,32,846384.5,"./run_646859/iter_213989"
8.6424e-08,5524.3129,554004.5776,617998.9238,4211688.1235,3955710.7385,154693.1815,7760.2213,8999.2999,0.7874,62495.859,644275734,32,851607.1,"./run_847271/iter_000068"
3.5692e-07,8010.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,42363089,32,860502.6,"./run_707608/iter_663224"
8.4331e-08,4010.021,426015.8851,681993.2701,3891716.3923,3955710.7385,130167.4393,1699.5705,7896.4082,1.0894,41299.1413,476810556,32,862675.7,"./run_646859/iter_562675"
4.0308e-07,10036.7521,649996.8892,617999.9111,4179687.6615,4051703.1616,50022.1092,15212.352,10801.3362,0.4028,50009.6953,1256405153,32,863225.4,"./run_416870/iter_605196"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64829.0081,2821.616,2844.3882,0.3443,20693.9696,1572411504,32,871009,"./run_707608/iter_360577"
4e-07,10000,649996.097,617998.9238,4179690.9504,4051702.2579,50000,15200,10800,0.4,50000,556004410,32,872938.4,"./run_416870/iter_839191"
4.0084e-07,10009.998,649996.3125,617999.1924,4179690.0557,4050702.5038,50006.0146,15203.3602,10800.3635,0.4008,49999.9171,1517731414,32,874965.3,"./run_416870/iter_470870"
8.6112e-08,5639.1776,538610.9194,604501.8188,3860765.9263,4015861.2054,124641.5664,112793.105,13595.2411,0.7311,43231.5992,1777997330,32,886456.4,"./run_847271/iter_406944"
3.5692e-07,7910.5432,681993.2701,586001.7507,3945710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,40646252,32,887642.8,"./run_707608/iter_616718"
3.5692e-07,7910.5432,681993.2701,586001.7507,3965710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,1162068603,32,890446.8,"./run_707608/iter_413752"
3.5692e-07,7910.5432,681993.2701,587001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,1324590581,32,890637.4,"./run_707608/iter_390061"
5.3968e-07,5743.1216,362021.5389,841979.1357,4019705.0848,4147693.7773,18391.5921,9654.62,9735.9606,1.4514,84126.1267,1170845726,32,892129,"./run_538462/iter_000024"
4.0026e-07,10003.0782,649996.1633,617999.0065,4179690.6749,4051702.3336,50001.8517,15201.0345,10810.1119,0.4002,49999.9745,220339194,32,894476.1,"./run_416870/iter_634906"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3997707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,181046395,32,904673.9,"./run_707608/iter_419321"
3.4617e-07,8420.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,364615946,32,904707.7,"./run_307183/iter_481335"
1.0477e-07,5601.4018,554004.5776,522007.4045,3891716.3923,3827722.0461,126897.1271,1297.5789,4541.9038,1.295,28584.4301,1967964189,32,907514.4,"./run_646859/iter_000094"
3.9994e-07,9998.3015,714002.006,779990.2289,4147635.1527,4115753.3408,49991.4779,15197.3314,12598.7637,0.3999,49991.2683,807573925,32,907620.1,"./run_588915/iter_770359"
4.0001e-07,10000.1422,649996.1,617998.9277,4178690.9377,4051702.2614,50000.0856,15200.0478,10800.0052,0.4,49999.9988,1252459126,32,908675.9,"./run_416870/iter_552601"
3.242e-07,9135.214,522007.4045,617998.9238,3955710.7385,4019705.0848,37604.2106,20884.2475,5502.4587,0.5678,41708.9406,196383325,32,908733.5,"./run_209052/iter_000040"
3.999e-07,10000,649996.097,617998.9238,4179690.9504,4051702.2579,50000,15200,10800,0.4,50000,369659091,32,915202.9,"./run_416870/iter_851235"
1.5954e-07,15168.1244,649996.097,681993.2701,3987707.9117,3763727.6998,64568.8568,5097.2486,19975.7359,0.5229,76286.8513,854329404,32,917221.7,"./run_076982/iter_000035"
4.0308e-07,10046.7521,649996.8892,617999.9111,4179687.6615,4051703.1616,50022.1092,15212.352,10801.3362,0.4028,49999.6953,876911546,32,919851,"./run_416870/iter_303984"
7.7324e-08,3190.9188,649996.097,713990.4432,3987707.9117,3667736.1805,97865.0999,4911.7017,18448.062,0.969,44086.2403,1680662631,32,920771.5,"./run_847271/iter_000032"
3.271e-07,11176.87,649996.097,458013.0582,3955710.7385,4083699.431,24739.176,12643.3673,14548.1493,0.5799,89813.2308,1715095142,32,920781.5,"./run_307183/iter_000034"
4.0001e-07,10000.1422,649996.1,617998.9277,4179690.9377,4051702.2614,50000.0856,15200.0478,10800.0052,0.4001,49999.9988,1443435194,32,925466.3,"./run_416870/iter_192628"
1.0147e-07,18440.4618,362021.5389,617998.9238,4051702.2579,3827722.0461,162706.2764,13428.3427,4199.8465,0.241,152656.7183,79884377,32,928457,"./run_321810/iter_000032"
5.8451e-07,5190.4646,649996.097,586001.7507,4019705.0848,4083699.431,46740.5566,6719.0776,4992.2814,0.2292,83844.9084,1652051038,32,929548.3,"./run_835117/iter_000083"
4.9556e-07,6638.8333,617998.9238,617998.9238,3987707.9117,4115696.6041,65890.8437,4964.5489,3897.3204,0.2584,21001.6293,1986709779,32,930406,"./run_707608/iter_000005"
4.0308e-07,10036.7521,649996.8892,617999.9111,4179687.6615,4051703.1616,50022.1092,15212.352,10801.3362,0.4028,49989.6953,353734083,32,931841.3,"./run_416870/iter_670859"
3.4517e-07,8320.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13809.6129,0.5439,81593.055,1048028312,32,933513.9,"./run_307183/iter_003236"
4.0026e-07,10003.0782,649996.1633,617999.0065,4179690.6749,4051702.3336,50001.8517,15201.0345,10790.1119,0.4002,49999.9745,1016435669,32,934407.6,"./run_416870/iter_079271"
3.5692e-07,7810.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3443,20693.9696,981125727,32,936553.9,"./run_707608/iter_633782"
3.9993e-07,9998.3489,714001.3418,780000,4147609.9536,4115710.5232,49991.7447,15197.4904,12605.8985,0.3999,49991.7447,591604263,32,943131.2,"./run_588915/iter_939552"
3.1765e-07,15528.6204,586001.7507,426015.8851,3923713.5654,4019705.0848,32754.9568,10179.0047,3597.8943,1.102,29966.1011,1203096268,32,945953.2,"./run_531040/iter_000026"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,64929.0081,2821.616,2844.3882,0.3433,20693.9696,685077453,32,946094.8,"./run_707608/iter_397110"
3.5692e-07,7910.5432,681993.2701,586001.7507,3955710.7385,3987707.9117,65029.0081,2821.616,2844.3882,0.3443,20693.9696,1597698167,32,950871.7,"./run_707608/iter_860794"
4.0084e-07,10009.998,649996.3125,617899.1924,4179690.0557,4051702.5038,50006.0146,15203.3602,10800.3635,0.4008,49999.9171,1124513861,32,951504.7,"./run_416870/iter_454378"
4.5794e-07,11011.652,777984.7894,713990.4432,4147693.7773,4147693.7773,52408.3001,23475.0368,8327.0035,0.9353,69078.9351,1433937360,32,953337.4,"./run_531040/iter_000039"
4e-07,10010,649996.097,617998.9238,4179690.9504,4051702.2579,50000,15200,10800,0.4,50000,1301530160,32,955207.5,"./run_416870/iter_262178"
4e-07,10000.0048,649996.0971,617998.924,4179690.95,4051702.258,50000.0029,15200.0016,10790.0002,0.4,50000,1717165934,32,955995.3,"./run_416870/iter_927653"
3.9993e-07,9988.3489,714001.3418,780000,4147609.9536,4115710.5232,49991.7447,15197.4904,12615.8985,0.3999,49991.7447,306826683,32,958369.3,"./run_588915/iter_272043"
4.0007e-07,10010.8218,649996.1147,617998.9459,4179690.8768,4051702.2781,50000.4944,15200.2762,10800.0299,0.4001,49999.9932,24807113,32,961027.1,"./run_416870/iter_470960"
8.4331e-08,4010.021,426015.8851,681993.2701,3891716.3923,3955710.7385,130067.4393,1699.5705,7896.4082,1.0904,41299.1413,1085094453,32,965293.1,"./run_646859/iter_906291"
3.7363e-07,8474.8733,777984.7894,649996.097,4051702.2579,4051702.2579,41133.7461,5423.0784,5315.7849,0.3387,17262.4555,446536374,32,965455.9,"./run_707608/iter_000013"
3.9993e-07,9998.347,714001.3683,779999.6099,4147610.9595,4115712.2324,49991.734,15197.484,12615.6137,0.4,49991.7256,1178741479,32,966218,"./run_588915/iter_415839"
4.0001e-07,10000.1422,649996.1,617998.9277,4179690.9377,4051702.2614,50000.0856,15200.0478,10800.0052,0.3999,49999.9988,1201934339,32,968002.1,"./run_416870/iter_301587"
4e-07,10010,705991.1499,780000,4027704.3781,4107697.3109,50000,15200,10800,0.4,50000,1166623074,16,970956.7,"./run_012131/iter_912485"
4e-07,10000,649996.097,617998.9238,4178690.9504,4051702.2579,50000,15200,10800,0.4,50000,467455744,32,970988.7,"./run_416870/iter_348709"
4e-07,10000.0048,649996.0971,617998.924,4179690.95,4051702.258,49990.0029,15200.0016,10800.0002,0.4,50000,1741584766,32,971579.7,"./run_416870/iter_719895"
4e-07,10000,650096.097,617998.9238,4179690.9504,4051702.2579,50000,15200,10800,0.4,50000,13927847,32,976357.5,"./run_416870/iter_085395"
4.0308e-07,10036.7521,649996.8892,617999.9111,4179687.6615,4051703.1616,50022.1092,15212.352,10801.3362,0.4029,49999.6953,188195082,32,978770,"./run_416870/iter_312585"
4.2486e-07,9994.4432,777746.969,780000,4147411.6645,4083764.0563,56947.3238,21949.2911,10793.9987,0.3998,49972.2162,845174960,32,979251.8,"./run_255941/iter_836736"
4.2486e-07,9994.4432,777746.969,780000,4147411.6645,4083764.0563,56947.3238,21949.2911,10793.9987,0.3997,49972.2162,358622852,32,981561.5,"./run_255941/iter_503803"
4e-07,10000,649996.097,618098.9238,4179690.9504,4051702.2579,50000,15200,10800,0.4,50000,1216717211,32,983385.9,"./run_416870/iter_069023"
5.8451e-07,5190.4646,649996.097,586001.7507,4019705.0848,4083699.431,46740.5566,6819.0776,4992.2814,0.2292,83844.9084,1090007447,32,984911.6,"./run_835117/iter_589184"
4.0001e-07,10000.1422,649996.1,617998.9277,4179690.9377,4051702.2614,50010.0856,15200.0478,10800.0052,0.4,49999.9988,1762537126,32,985019.2,"./run_416870/iter_722752"
3.4617e-07,8320.74,713990.4432,745987.6163,3955710.7385,3987707.9117,31907.1089,10755.7641,13709.6129,0.5439,81593.055,1996578877,32,985636.5,"./run_307183/iter_920146"
4.0026e-07,10003.0782,649996.1633,617999.0065,4179690.6749,4051702.3336,50001.8517,15191.0345,10800.1119,0.4002,49999.9745,1691319448,32,992053.9,"./run_416870/iter_860706"
4.0308e-07,10036.7521,649996.8892,617999.9111,4179687.6615,4052703.1616,50022.1092,15212.352,10801.3362,0.4028,49999.6953,876505383,32,992387.5,"./run_416870/iter_781094"
4.0007e-07,10000.8218,649996.1147,617998.9459,4179690.8768,4051702.2781,49990.4944,15200.2762,10800.0299,0.4001,49999.9932,1477922727,32,993481.2,"./run_416870/iter_078100"
4e-07,10000,649996.097,617998.9238,4179690.9504,4051702.2579,50000,15200,10810,0.4,50000,1887544263,32,999397.9,"./run_416870/iter_219364"
