"pop.density","sigma","refugia.coords.1","refugia.coords.2","refugia.coords.3","refugia.coords.4","refugia.radii","refugia.time","expansion.time","expansion.speed","expansion.width","seed","score","dir","ntrees","hab.fact"
8.4381e-08,5316.5929,547440.7902,593867.5416,3841745.9968,3981288.3104,123091.6485,109392.0599,13395.2689,0.72,43293.1721,1069766562,430416,"./run_847271/iter_495494",500,32
8.4747e-08,5468.1897,545407.1716,597267.39,3846085.8465,3989137.436,123447.3133,109051.5712,13441.9357,0.7221,43298.1655,1261251636,431331.9,"./run_847271/iter_046469",500,32
8.4332e-08,5409.6388,547714.875,593544.0975,3841161.0854,3980230.4298,123043.7131,109537.9499,13388.9793,0.7197,43292.4991,183812538,431880.1,"./run_847271/iter_511463",500,32
8.443e-08,5402.2256,544751.4009,595882.9797,3847441.3832,3991516.6927,123445.2246,105274.1787,13471.3738,0.7206,43274.0283,664331940,432671.4,"./run_847271/iter_749995",500,32
8.3331e-08,5408.7629,547742.9097,593521.9714,3841101.6731,3980123.6605,123039.9147,109477.3396,13388.1999,0.7197,43292.6738,1707261477,432937.6,"./run_847271/iter_038837",500,32
8.3131e-08,5352.4936,554004.5776,586001.7507,3827722.0461,3955710.7385,121967.8147,7302.3346,13249.1954,0.6705,43273.2948,1559702044,432980.1,"./run_847271/iter_315056",500,32
8.3131e-08,5252.4936,554004.5776,586001.7507,3827722.0461,3965710.7385,121967.8147,7302.3346,13249.1954,0.6705,43273.2948,1320953927,433281.9,"./run_847271/iter_446805",500,32
8.4747e-08,5468.1897,545407.1716,596267.39,3836085.8465,3989137.436,123447.3133,109051.5712,13441.9357,0.7221,43298.1655,1524851449,434503.6,"./run_847271/iter_535689",500,32
8.4332e-08,5409.6388,547714.875,592544.0975,3841161.0854,3980230.4298,123043.7131,109437.9499,13388.9793,0.7197,43292.4991,263391685,434512.5,"./run_847271/iter_585039",500,32
8.3131e-08,5252.4936,554004.5776,587001.7507,3827722.0461,3955710.7385,121967.8147,7302.3346,13249.1954,0.6705,43273.2948,1018601624,434821.7,"./run_847271/iter_382751",500,32
8.543e-08,5502.2256,544751.4009,595882.9797,3847441.3832,3991516.6927,123445.2246,105274.1787,13471.3738,0.7206,43274.0283,379839768,435567,"./run_847271/iter_674141",500,32
8.3379e-08,5454.5461,546277.5031,594678.524,3844207.214,3985704.5983,123238.4579,107418.3988,13428.9431,0.7201,43283.5402,137973692,437633.8,"./run_847271/iter_520636",500,32
8.5048e-08,5989.1335,525965.9324,610709.1584,3887252.2036,4063060.3364,125990.4072,78880.0249,13993.6725,0.726,43156.9415,951551748,437723,"./run_847271/iter_115316",500,32
8.4517e-08,5584.993,542102.2195,597973.8105,3843055.6208,4001605.9853,123804.1537,101551.9984,13545.0299,0.7213,43257.5163,558300707,438236.6,"./run_847271/iter_261162",500,32
8.4331e-08,5408.7629,547742.9097,593521.9714,3841101.6731,3980123.6605,123039.9147,109577.3396,13388.1999,0.7197,43292.6738,258011332,438285.3,"./run_847271/iter_784085",500,32
8.3117e-08,5251.6236,553970.7876,586033.8834,3827690.953,3955751.2011,122047.6128,107216.0383,13247.0009,0.712,43266.1273,734100546,438520,"./run_847271/iter_744844",500,32
8.4357e-08,5433.6213,546947.2554,594149.9309,3832787.8515,3983153.8755,123147.7154,108359.4211,13410.3217,0.72,43287.7147,351443428,438819.7,"./run_847271/iter_138505",500,32
8.4332e-08,5409.6388,547714.875,593544.0975,3841161.0854,3980230.4298,123043.7131,109337.9499,13388.9793,0.7197,43292.4991,150980192,439117.6,"./run_847271/iter_025017",500,32
8.4331e-08,5408.7629,547742.9097,593521.9714,3841101.6731,3980123.6605,123039.9147,109477.3396,13388.1999,0.7197,43192.6738,693376264,439453.9,"./run_847271/iter_999164",500,32
8.5332e-08,5409.6388,547714.875,593544.0975,3841161.0854,3980230.4298,123043.7131,109437.9499,13388.9793,0.7197,43292.4991,1844795663,439543.7,"./run_847271/iter_166497",500,32
8.3117e-08,5151.6236,553970.7876,586033.8834,3827690.953,3955751.2011,121947.6128,107216.0383,13247.0009,0.712,43266.1273,486188044,439709.7,"./run_847271/iter_923084",500,32
8.4379e-08,5454.5461,546277.5031,594678.524,3844207.214,3985704.5983,123238.4579,107418.3988,13428.9431,0.7201,43283.5402,760317397,440363.7,"./run_847271/iter_922029",500,32
8.5048e-08,6189.1335,525965.9324,610709.1584,3887252.2036,4063060.3364,125990.4072,78880.0249,13993.6725,0.726,43156.9415,1509530780,440368.1,"./run_847271/iter_940564",500,32
6.9108e-07,9674.0092,490010.2314,586001.7507,4051702.2579,4083699.431,49877.3957,23693.7913,2867.0586,1.1796,42041.3921,1474373485,440530.2,"./run_324098/iter_000034",500,32
8.4331e-08,4010.021,426015.8851,681993.2701,3891716.3923,3955710.7385,130167.4393,1699.5705,7896.4082,1.0904,41299.1413,570180783,440571.6,"./run_646859/iter_000087",500,32
8.4332e-08,5409.6388,548714.875,593544.0975,3841161.0854,3980230.4298,123043.7131,109437.9499,13388.9793,0.7197,43292.4991,747431519,441396.1,"./run_847271/iter_877564",500,32
8.443e-08,5502.2256,544751.4009,595882.9797,3847441.3832,3991516.6927,123445.2246,105274.1787,13471.3738,0.7196,43274.0283,47849376,441718.7,"./run_847271/iter_471300",500,32
8.4332e-08,5409.6388,547714.875,593544.0975,3851161.0854,3980230.4298,123043.7131,109437.9499,13388.9793,0.7197,43292.4991,1881062440,442827.2,"./run_847271/iter_445104",500,32
8.3117e-08,5251.6236,553970.7876,586033.8834,3827690.953,3955751.2011,121947.6128,107216.0383,13247.0009,0.712,43266.1273,1192970633,444222.1,"./run_847271/iter_594631",500,32
8.4331e-08,5408.7629,546742.9097,593521.9714,3841101.6731,3980123.6605,123039.9147,109477.3396,13388.1999,0.7197,43292.6738,114084927,445496.5,"./run_847271/iter_687301",500,32
8.5331e-08,5408.7629,547742.9097,593521.9714,3841101.6731,3980123.6605,123039.9147,109477.3396,13388.1999,0.7197,43292.6738,1965141001,445830.7,"./run_847271/iter_738474",500,32
8.443e-08,5502.2256,543751.4009,595882.9797,3847441.3832,3991516.6927,123445.2246,105274.1787,13471.3738,0.7206,43274.0283,1378605327,447637.7,"./run_847271/iter_157894",500,32
8.4381e-08,5416.5929,547440.7902,593867.5416,3841745.9968,3991288.3104,123091.6485,109392.0599,13395.2689,0.72,43293.1721,1489002208,448041.5,"./run_847271/iter_498620",500,32
1.7786e-07,21772.0871,586001.7507,522007.4045,3859719.2192,4051702.2579,64145.9442,4044.5845,11171.1875,0.7642,63560.1058,931737595,448367,"./run_076982/iter_000041",500,32
8.343e-08,5502.2256,544751.4009,595882.9797,3847441.3832,3991516.6927,123445.2246,105274.1787,13471.3738,0.7206,43274.0283,1935051856,448490.5,"./run_847271/iter_177706",500,32
8.4381e-08,5416.5929,547440.7902,593867.5416,3841745.9968,3981288.3104,123091.6485,109392.0599,13395.2689,0.72,43393.1721,1521417551,448770.3,"./run_847271/iter_152828",500,32
8.4379e-08,5454.5461,546277.5031,594678.524,3844207.214,3985704.5983,123338.4579,107418.3988,13428.9431,0.7201,43283.5402,1022539137,449527.8,"./run_847271/iter_951906",500,32
8.4357e-08,5433.6213,546947.2554,594149.9309,3842787.8515,3983153.8755,123147.7154,108359.4211,13410.3217,0.72,43187.7147,1681807606,449705.2,"./run_847271/iter_569595",500,32
8.3131e-08,5252.4936,554004.5776,586001.7507,3817722.0461,3955710.7385,121967.8147,7302.3346,13249.1954,0.6705,43273.2948,78699043,450170.8,"./run_847271/iter_980199",500,32
6.9108e-07,9674.0092,490010.2314,586001.7507,4051702.2579,4083699.431,49877.3957,23693.7913,2967.0586,1.1796,42041.3921,950338010,450324.9,"./run_324098/iter_143582",500,32
8.4379e-08,5454.5461,546277.5031,594678.524,3854207.214,3985704.5983,123238.4579,107418.3988,13428.9431,0.7201,43283.5402,225579211,450672.5,"./run_847271/iter_193981",500,32
8.4381e-08,5416.5929,547440.7902,593867.5416,3841745.9968,3981288.3104,123091.6485,109392.0599,13395.2689,0.721,43293.1721,458330621,450863,"./run_847271/iter_043817",500,32
8.3131e-08,5252.4936,554004.5776,586001.7507,3827722.0461,3955710.7385,121967.8147,7302.3346,13249.1954,0.6705,43173.2948,1820374304,451692.9,"./run_847271/iter_378410",500,32
8.6112e-08,5639.1776,538610.9194,604501.8188,3860765.9263,4015861.2054,124641.5664,112793.105,13595.2411,0.7311,43331.5992,1077371537,452048.5,"./run_847271/iter_554460",500,32
8.4357e-08,5433.6213,546947.2554,594149.9309,3842787.8515,3983153.8755,123147.7154,108359.4211,13510.3217,0.72,43287.7147,462351956,452478,"./run_847271/iter_660424",500,32
8.5048e-08,6089.1335,525965.9324,610709.1584,3887252.2036,4063060.3364,125990.4072,78880.0249,13993.6725,0.726,43256.9415,404743309,452534.1,"./run_847271/iter_276580",500,32
6.9108e-07,9674.0092,490010.2314,586001.7507,4051702.2579,4083699.431,49877.3957,23693.7913,2867.0586,1.1786,42041.3921,1068248438,452905.4,"./run_324098/iter_314008",500,32
8.5048e-08,6089.1335,525965.9324,610709.1584,3887252.2036,4063060.3364,125890.4072,78880.0249,13993.6725,0.726,43156.9415,1287433323,453286,"./run_847271/iter_214480",500,32
8.4332e-08,5409.6388,547714.875,593544.0975,3841161.0854,3980230.4298,123043.7131,109437.9499,13488.9793,0.7197,43292.4991,1010673020,453772.2,"./run_847271/iter_223517",500,32
8.3117e-08,5251.6236,553970.7876,586033.8834,3827690.953,3955751.2011,121947.6128,107216.0383,13347.0009,0.712,43266.1273,895313019,454175.9,"./run_847271/iter_265232",500,32
9.5286e-08,6826.3963,491558.0597,661075.8185,3962086.5931,4200000,132894.1258,129777.6875,14662.0277,0.7894,43532.1635,1712397587,455082.9,"./run_847271/iter_111310",500,32
8.443e-08,5502.2256,544751.4009,596882.9797,3847441.3832,3991516.6927,123445.2246,105274.1787,13471.3738,0.7206,43274.0283,408201388,455425.8,"./run_847271/iter_558231",500,32
8.5048e-08,6089.1335,525965.9324,610709.1584,3887252.2036,4063060.3364,125990.4072,78780.0249,13993.6725,0.726,43156.9415,202715090,456009.3,"./run_847271/iter_137582",500,32
8.4331e-08,5408.7629,547742.9097,593521.9714,3841101.6731,3980123.6605,123039.9147,109477.3396,13388.1999,0.7197,43392.6738,630454570,457157.2,"./run_847271/iter_400075",500,32
8.3131e-08,5252.4936,554004.5776,586001.7507,3827722.0461,3955710.7385,121967.8147,7302.3346,13149.1954,0.6705,43273.2948,1408873356,457277.7,"./run_847271/iter_426829",500,32
8.3117e-08,5251.6236,553970.7876,586033.8834,3827690.953,3945751.2011,121947.6128,107216.0383,13247.0009,0.712,43266.1273,1377362123,457402.6,"./run_847271/iter_676927",500,32
8.4517e-08,5584.993,542102.2195,598973.8105,3853055.6208,4001605.9853,123804.1537,101551.9984,13545.0299,0.7213,43257.5163,150633705,458025.1,"./run_847271/iter_931850",500,32
9.5286e-08,6826.3963,491558.0597,661075.8185,3962086.5931,4200000,132794.1258,129877.6875,14662.0277,0.7894,43532.1635,497176948,458328.7,"./run_847271/iter_007427",500,32
8.4048e-08,6089.1335,525965.9324,610709.1584,3887252.2036,4063060.3364,125990.4072,78880.0249,13993.6725,0.726,43156.9415,80677845,458589,"./run_847271/iter_136879",500,32
8.2117e-08,5251.6236,553970.7876,586033.8834,3827690.953,3955751.2011,121947.6128,107216.0383,13247.0009,0.712,43266.1273,459879145,459712.3,"./run_847271/iter_190886",500,32
9.5286e-08,6826.3963,491558.0597,661075.8185,3962086.5931,4200000,132894.1258,129877.6875,14662.0277,0.7894,43632.1635,820522570,460294.9,"./run_847271/iter_902216",500,32
8.4357e-08,5433.6213,546947.2554,595149.9309,3842787.8515,3983153.8755,123147.7154,108359.4211,13410.3217,0.72,43287.7147,1014178163,461463,"./run_847271/iter_512579",500,32
8.4379e-08,5454.5461,546277.5031,594678.524,3844207.214,3985704.5983,123238.4579,107418.3988,13328.9431,0.7201,43283.5402,1960525624,461497.2,"./run_847271/iter_866751",500,32
8.4357e-08,5433.6213,546947.2554,594149.9309,3842787.8515,3983153.8755,123147.7154,108359.4211,13410.3217,0.72,43287.7147,1314106526,461895.5,"./run_847271/iter_221782",500,32
8.4357e-08,5433.6213,546947.2554,594149.9309,3842787.8515,3983153.8755,123147.7154,108259.4211,13410.3217,0.72,43287.7147,789803326,464780.2,"./run_847271/iter_518721",500,32
6.9108e-07,9674.0092,491010.2314,586001.7507,4051702.2579,4083699.431,49877.3957,23693.7913,2867.0586,1.1796,42041.3921,1738449309,464807.2,"./run_324098/iter_370721",500,32
9.5286e-08,6726.3963,491558.0597,661075.8185,3962086.5931,4200000,132894.1258,129877.6875,14662.0277,0.7894,43532.1635,570425665,465859.9,"./run_847271/iter_777122",500,32
6.9108e-07,9674.0092,490010.2314,586001.7507,4051702.2579,4083699.431,49877.3957,23693.7913,2867.0586,1.1796,41941.3921,1474448148,466620.7,"./run_324098/iter_397426",500,32
8.4379e-08,5454.5461,546277.5031,594678.524,3844207.214,3985704.5983,123238.4579,107418.3988,13428.9431,0.7201,43183.5402,630796921,467544.5,"./run_847271/iter_212431",500,32
8.4331e-08,5408.7629,547742.9097,593521.9714,3831101.6731,3980123.6605,123039.9147,109477.3396,13388.1999,0.7197,43292.6738,343770525,467654.3,"./run_847271/iter_530664",500,32
8.4381e-08,5416.5929,547440.7902,594867.5416,3841745.9968,3981288.3104,123091.6485,109392.0599,13395.2689,0.72,43293.1721,1273976816,468160.4,"./run_847271/iter_296262",500,32
8.443e-08,5502.2256,544751.4009,595882.9797,3847441.3832,3991516.6927,123445.2246,105374.1787,13471.3738,0.7206,43274.0283,1992191553,468178.3,"./run_847271/iter_710404",500,32
8.4331e-08,5408.7629,547742.9097,593521.9714,3841101.6731,3980123.6605,123039.9147,109477.3396,13288.1999,0.7197,43292.6738,461428485,468905.1,"./run_847271/iter_797642",500,32
8.443e-08,5502.2256,544751.4009,595882.9797,3847441.3832,3991516.6927,123445.2246,105274.1787,13371.3738,0.7206,43274.0283,999084921,469581.7,"./run_847271/iter_403248",500,32
8.3117e-08,5251.6236,553970.7876,586033.8834,3827690.953,3955751.2011,121947.6128,107216.0383,13247.0009,0.713,43266.1273,1492938903,470041.1,"./run_847271/iter_934130",500,32
9.5286e-08,6826.3963,491558.0597,661075.8185,3962086.5931,4200000,132894.1258,129877.6875,14662.0277,0.7894,43532.1635,286420595,470661.8,"./run_847271/iter_043141",500,32
8.3357e-08,5433.6213,546947.2554,594149.9309,3842787.8515,3983153.8755,123147.7154,108359.4211,13410.3217,0.72,43287.7147,211191922,471583.4,"./run_847271/iter_409806",500,32
9.5286e-08,6826.3963,491558.0597,661075.8185,3962086.5931,4200000,132894.1258,129877.6875,14562.0277,0.7894,43532.1635,1616222480,472099.1,"./run_847271/iter_754512",500,32
9.5286e-08,6826.3963,491558.0597,661075.8185,3962086.5931,4200000,132894.1258,129877.6875,14662.0277,0.7894,43532.1635,903402348,472467.9,"./run_847271/iter_024487",500,32
8.4357e-08,5433.6213,546947.2554,594149.9309,3842787.8515,3983153.8755,123247.7154,108359.4211,13410.3217,0.72,43287.7147,1745364354,473205.7,"./run_847271/iter_201238",500,32
8.3131e-08,5252.4936,553004.5776,586001.7507,3827722.0461,3955710.7385,121967.8147,7302.3346,13249.1954,0.6705,43273.2948,1770226367,474839.4,"./run_847271/iter_232904",500,32
6.9108e-07,9674.0092,490010.2314,586001.7507,4051702.2579,4083699.431,49877.3957,23693.7913,2867.0586,1.1806,42041.3921,400566996,474888.2,"./run_324098/iter_033157",500,32
8.6048e-08,6089.1335,525965.9324,610709.1584,3887252.2036,4063060.3364,125990.4072,78880.0249,13993.6725,0.726,43156.9415,993575110,474996.8,"./run_847271/iter_905105",500,32
8.3131e-08,5252.4936,554004.5776,586001.7507,3827722.0461,3955710.7385,121967.8147,7402.3346,13249.1954,0.6705,43273.2948,1959903190,475810.8,"./run_847271/iter_356352",500,32
8.4332e-08,5409.6388,547714.875,593544.0975,3841161.0854,3980230.4298,123043.7131,109437.9499,13388.9793,0.7207,43292.4991,722516068,476011.3,"./run_847271/iter_497095",500,32
8.443e-08,5502.2256,544751.4009,595882.9797,3847441.3832,3991516.6927,123445.2246,105274.1787,13471.3738,0.7206,43174.0283,332236091,476844.2,"./run_847271/iter_758766",500,32
8.4342e-08,5418.5302,547430.2841,593768.707,3841764.2003,3981314.2818,123082.2714,108938.0911,13396.8919,0.7198,43290.7253,377626651,477058,"./run_847271/iter_074854",500,32
8.6112e-08,5639.1776,538610.9194,604501.8188,3860765.9263,4015861.2054,124641.5664,112793.105,13595.2411,0.7311,43431.5992,484688200,479581.3,"./run_847271/iter_720657",500,32
8.4381e-08,5416.5929,548440.7902,593867.5416,3841745.9968,3981288.3104,123091.6485,109392.0599,13395.2689,0.72,43293.1721,1347487252,479988.8,"./run_847271/iter_966318",500,32
9.5286e-08,6826.3963,491558.0597,661075.8185,3962086.5931,4200000,132894.1258,129877.6875,14762.0277,0.7894,43532.1635,171633376,480106.3,"./run_847271/iter_121007",500,32
6.9108e-07,9674.0092,490010.2314,586001.7507,4051702.2579,4073699.431,49877.3957,23693.7913,2867.0586,1.1796,42041.3921,549538585,480922.6,"./run_324098/iter_661018",500,32
6.9108e-07,9674.0092,490010.2314,586001.7507,4051702.2579,4083699.431,49977.3957,23693.7913,2867.0586,1.1796,42041.3921,1480019766,481337.6,"./run_324098/iter_719406",500,32
9.5286e-08,6826.3963,491558.0597,661075.8185,3962086.5931,4200000,132894.1258,129877.6875,14662.0277,0.7884,43532.1635,1023141093,481670.8,"./run_847271/iter_292844",500,32
8.6112e-08,5639.1776,537610.9194,604501.8188,3860765.9263,4015861.2054,124641.5664,112793.105,13595.2411,0.7311,43331.5992,584443302,484118.4,"./run_847271/iter_649504",500,32
8.4342e-08,5418.5302,547430.2841,593768.707,3841764.2003,3981314.2818,123082.2714,109038.0911,13396.8919,0.7208,43290.7253,765699160,484373.6,"./run_847271/iter_915420",500,32
8.3117e-08,5251.6236,553970.7876,586033.8834,3827690.953,3955751.2011,121947.6128,107216.0383,13147.0009,0.712,43266.1273,1740666431,484698.5,"./run_847271/iter_616886",500,32
8.4332e-08,5509.6388,547714.875,593544.0975,3841161.0854,3980230.4298,123043.7131,109437.9499,13388.9793,0.7197,43292.4991,1940209520,484886.2,"./run_847271/iter_214569",500,32
8.4379e-08,5454.5461,546277.5031,595678.524,3844207.214,3985704.5983,123238.4579,107418.3988,13428.9431,0.7201,43283.5402,1632363786,485318.4,"./run_847271/iter_167415",500,32
8.5517e-08,5584.993,542102.2195,597973.8105,3853055.6208,4001605.9853,123804.1537,101551.9984,13545.0299,0.7213,43257.5163,195580493,486160.3,"./run_847271/iter_911479",500,32
6.9108e-07,9674.0092,490010.2314,586001.7507,4051702.2579,4083699.431,49877.3957,23593.7913,2867.0586,1.1796,42041.3921,1752327319,487542.6,"./run_324098/iter_417318",500,32
9.5286e-08,6826.3963,491558.0597,661075.8185,3962086.5931,4200000,132994.1258,129877.6875,14662.0277,0.7894,43532.1635,1112088756,488665.8,"./run_847271/iter_299095",500,32
8.5048e-08,6089.1335,525965.9324,610709.1584,3897252.2036,4063060.3364,125990.4072,78880.0249,13993.6725,0.726,43156.9415,115414720,489018.5,"./run_847271/iter_476652",500,32
8.5048e-08,6089.1335,525965.9324,610709.1584,3887252.2036,4063060.3364,125990.4072,78880.0249,13993.6725,0.726,43056.9415,86679012,490041.6,"./run_847271/iter_360545",500,32
9.5286e-08,6826.3963,491558.0597,661075.8185,3962086.5931,4190000,132894.1258,129877.6875,14662.0277,0.7894,43532.1635,1703408046,490439.4,"./run_847271/iter_250538",500,32
6.9108e-07,9674.0092,490010.2314,586001.7507,4051702.2579,4083699.431,49877.3957,23693.7913,2867.0586,1.1796,42141.3921,736936560,490947.2,"./run_324098/iter_672217",500,32
8.4379e-08,5454.5461,546277.5031,594678.524,3834207.214,3985704.5983,123238.4579,107418.3988,13428.9431,0.7201,43283.5402,1822513121,491768.2,"./run_847271/iter_996424",500,32
8.6112e-08,5639.1776,538610.9194,604501.8188,3860765.9263,4015861.2054,124641.5664,112693.105,13595.2411,0.7311,43331.5992,1916067876,491994.7,"./run_847271/iter_202334",500,32
8.4342e-08,5418.5302,547430.2841,593768.707,3841764.2003,3981314.2818,123182.2714,109038.0911,13396.8919,0.7198,43290.7253,1752641073,492531.2,"./run_847271/iter_538424",500,32
9.5286e-08,6826.3963,490558.0597,661075.8185,3962086.5931,4200000,132894.1258,129877.6875,14662.0277,0.7894,43532.1635,101021892,493997.5,"./run_847271/iter_870186",500,32
8.4379e-08,5454.5461,545277.5031,594678.524,3844207.214,3985704.5983,123238.4579,107418.3988,13428.9431,0.7201,43283.5402,660575156,494095.4,"./run_847271/iter_117856",500,32
8.4331e-08,4010.021,426015.8851,681993.2701,3891716.3923,3955710.7385,130167.4393,1799.5705,7896.4082,1.0904,41299.1413,201397634,497155.3,"./run_646859/iter_221381",500,32
8.4332e-08,5409.6388,547714.875,593544.0975,3841161.0854,3990230.4298,123043.7131,109437.9499,13388.9793,0.7197,43292.4991,1312766049,497478.2,"./run_847271/iter_975608",500,32
1.1726e-07,13669.1336,713990.4432,713990.4432,4051702.2579,3795724.8729,139976.5135,14159.1834,3523.0331,0.3917,102975.6157,1479185108,497734.7,"./run_321810/iter_000025",500,32
8.443e-08,5502.2256,544751.4009,595882.9797,3847441.3832,4001516.6927,123445.2246,105274.1787,13471.3738,0.7206,43274.0283,362346680,498293.3,"./run_847271/iter_659683",500,32
