"pop.density","sigma","refugia.coords.1","refugia.coords.2","refugia.coords.3","refugia.coords.4","refugia.radii","refugia.time","expansion.time","expansion.speed","expansion.width","seed","score","dir","hab.fact","ntrees"
3.9814e-07,10433.5286,458483.62,395021.1394,3927429.5242,3849809.6099,53087.9369,15360.0624,11057.3167,0.4035,49973.688,1830319332,4014988,"./run_340422/iter_149610",32,500
4e-07,10000,458113.0582,394018.712,3923713.5654,3827722.0461,50000,15200,10800,0.4,50000,253772455,4015740,"./run_340422/iter_562578",32,500
4.0819e-07,13818.5295,429347.5039,353013.7276,3956867.8204,3882182.1093,50237.2081,19865.6168,15199.9092,0.4057,50617.934,1177625151,4024462,"./run_351751/iter_933705",32,NA
4.001e-07,10000,458013.0582,394018.712,3923713.5654,3827722.0461,50000,15200,10800,0.4,50000,680000864,4026112,"./run_340422/iter_275872",32,500
3.9723e-07,8129.0795,712596.5332,705550.9051,3780723.5558,3640000,74441.6431,14849.2352,10873.6977,0.4062,50394.3587,1501235001,4028450,"./run_406721/iter_679815",32,500
3.999e-07,10095.2036,458058.973,394134.0842,3924212.4539,3830016.3937,52207.3516,15216.232,10869.9508,0.4025,49995.8352,36140230,4034519,"./run_340422/iter_509534",32,500
3.3057e-07,3036.8719,522007.4045,713990.4432,4147693.7773,3891716.3923,26475.6877,17959.6704,9178.1429,0.336,61989.2221,1864295364,4034549,"./run_668613/iter_000014",32,500
4.006e-07,11336.0003,394077.7606,520827.2424,4134161.9691,4055723.3496,57624.6403,16666.5737,10750.1141,0.4018,49989.1424,997551251,4040460,"./run_347746/iter_109830",32,500
3.9994e-07,10263.66,457996.8442,394076.6523,3923755.0393,3827693.8668,59931.3704,15197.7183,11027.2907,0.4112,49982.4944,1330898646,4041186,"./run_340422/iter_269159",32,500
4.0819e-07,13818.5295,429347.5039,353013.7276,3956867.8204,3882182.1093,50237.2081,19875.6168,15199.9092,0.4057,50617.934,1983307083,4041573,"./run_351751/iter_84169",32,NA
3.9876e-07,9155.0027,714360.9343,709192.9607,3857201.6351,3640000,61632.7032,15018.5602,10752.4614,0.4034,50251.9632,1302380190,4043778,"./run_406721/iter_969663",32,500
3.9985e-07,10073.4787,458044.2566,394103.3428,3924066.3086,3829330.447,52176.8343,15211.2475,10863.4575,0.4025,49996.6028,1548106214,4044567,"./run_340422/iter_546951",32,500
3.9999e-07,10055.8843,458009.6216,394030.9928,3923722.356,3826716.0733,52105.012,15199.5164,10848.1756,0.4024,49998.4091,636023984,4048705,"./run_340422/iter_863641",32,500
3.9824e-07,10433.5286,458483.62,395021.1394,3928429.5242,3849809.6099,53087.9369,15360.0624,11057.3167,0.4035,49973.688,627131140,4054112,"./run_340422/iter_467007",32,500
3.9876e-07,9155.0496,714360.5548,709193.1897,3857211.032,3640000,61632.7343,15018.6413,10752.458,0.4035,50251.9807,989200062,4058523,"./run_406721/iter_514456",32,500
3.172e-07,12968.1729,713990.4432,745987.6163,4083699.431,4211688.1235,38309.2614,16731.8328,9865.4014,0.538,60167.6631,1304860558,4063236,"./run_307183/iter_000002",32,500
4.0032e-07,10856.324,394060.7513,521450.6892,4141207.1154,4053635.6507,54961.7226,16125.3156,10775.6956,0.4008,49993.0158,154070280,4063924,"./run_347746/iter_804223",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,765703874,4065431,"./run_all_same/iter_0001",32,NA
3.9984e-07,10263.66,457996.8442,394076.6523,3923755.0393,3827693.8668,59931.3704,15197.7183,11027.2907,0.4112,49992.4944,28344728,4069415,"./run_340422/iter_556512",32,500
3.9997e-07,10433.6417,394045.0816,522025.0301,4147697.3507,4051712.3894,52508.5495,15626.6897,10799.2622,0.4,50006.5841,94207473,4072088,"./run_347746/iter_378150",32,500
3.9995e-07,10828.4597,394069.0904,522041.0778,4148700.6043,4051721.6138,54792.5095,16015.178,10798.5904,0.3999,49993.474,1691762187,4078389,"./run_347746/iter_724095",32,500
4.3686e-07,10429.5276,650005.5717,618010.7306,4179651.6174,4051713.0659,50264.4102,15347.7211,10815.9804,0.4335,49996.356,115113093,4081421,"./run_416870/iter_273640",32,500
3.9723e-07,8129.0795,712696.5332,705550.9051,3780723.5558,3640000,74441.6431,14839.2352,10873.6977,0.4062,50394.3587,676339426,4083186,"./run_406721/iter_679773",32,500
4e-07,10000,394118.712,522007.4045,4147693.7773,4051702.2579,50000,15200,10800,0.4,50000,984738617,4085898,"./run_347746/iter_999932",32,500
9.8569e-08,4491.6222,681993.2701,458013.0582,3891716.3923,3859719.2192,173309.9026,8425.9998,8733.5918,0.6092,34411.9024,953801370,4086714,"./run_847271/iter_000065",32,500
3.9989e-07,11679.9535,394120.8696,522075.6873,4147707.6211,4051741.5078,59708.2673,16853.0208,10797.1416,0.3999,49986.7665,610344634,4086924,"./run_347746/iter_212527",32,500
4.0819e-07,13818.5295,429347.5039,353013.7276,3956867.8204,3882182.1093,50237.2081,19865.6168,15199.9092,0.4058,50617.934,566424433,4089860,"./run_351751/iter_805469",32,NA
3.9971e-07,10112.7329,458080.9748,394180.0443,3923430.9486,3831041.9192,52252.9764,15223.6841,10879.6586,0.4025,49994.6877,1200436338,4091066,"./run_340422/iter_840558",32,500
3.2866e-07,9715.8539,586001.7507,745987.6163,3667736.1805,3763727.6998,44319.7252,8251.7513,7244.9047,0.5239,43732.764,1144527663,4100846,"./run_015059/iter_000018",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,699819893,4101435,"./run_all_same/iter_0011",32,NA
4.0032e-07,10866.324,394060.7513,521450.6892,4141207.1154,4053635.6507,54961.7226,16125.3156,10775.6956,0.4007,49993.0158,1409337380,4101704,"./run_347746/iter_486076",32,500
4.3686e-07,10439.5276,650005.5717,618010.7306,4179651.6174,4051713.0659,50274.4102,15347.7211,10815.9804,0.4335,49996.356,1399060075,4102035,"./run_416870/iter_094034",32,500
2.213e-07,6932.6997,586001.7507,681993.2701,3859719.2192,3891716.3923,13473.8443,4843.3592,15629.8177,0.458,30654.3205,623728183,4102541,"./run_076420/iter_000040",32,500
4e-07,10010,394018.712,522007.4045,4147693.7773,4051702.2579,50000,15200,10800,0.4,50000,868700788,4102948,"./run_347746/iter_720433",32,500
3.8932e-07,7064.6297,809981.9626,458013.0582,4179690.9504,4211688.1235,15285.589,6939.769,4522.8333,0.5561,55597.0795,1484610474,4114857,"./run_076420/iter_000030",32,500
3.9872e-07,9151.1106,714368.3916,709090.284,3857187.2096,3640000,61631.8655,15018.4793,10752.6579,0.4035,50253.3377,1029087013,4122062,"./run_406721/iter_088374",32,500
4.0819e-07,13818.5295,429347.5039,353113.7276,3956867.8204,3882182.1093,50237.2081,19865.6168,15199.9092,0.4057,50617.934,814085847,4123259,"./run_351751/iter_904384",32,NA
4e-07,10000,394018.712,522007.4045,4147693.7773,4051702.2579,50000,15200,10800,0.3999,50000,160969713,4128893,"./run_347746/iter_824033",32,500
3.9994e-07,10263.66,457996.8442,394076.6523,3923755.0393,3827693.8668,59931.3704,15197.7183,11017.2907,0.4112,49992.4944,1373134029,4132339,"./run_340422/iter_160906",32,500
3.9995e-07,10828.4597,394069.0904,522041.0778,4146700.6043,4051721.6138,54792.5095,16015.178,10798.5904,0.3999,49993.474,1787147717,4133784,"./run_347746/iter_817576",32,500
3.9997e-07,10433.6417,394045.0816,522025.0301,4147697.3507,4051712.3894,52498.5495,15626.6897,10799.2622,0.4,49996.5841,1933029118,4134291,"./run_347746/iter_720178",32,500
3.9989e-07,11679.9535,394120.8696,522075.6873,4147707.6211,4051741.5078,59718.2673,16843.0208,10797.1416,0.3999,49986.7665,1693520762,4138956,"./run_347746/iter_831679",32,500
3.9984e-07,10085.9981,458147.4188,394109.9484,3924097.7118,3829477.841,52183.3918,15212.3185,10864.8528,0.4025,49996.4378,1766382745,4140418,"./run_340422/iter_377424",32,500
3.998e-07,10095.2036,458058.973,394134.0842,3924212.4539,3830016.3937,52207.3516,15216.232,10869.9508,0.4025,49995.8352,558586808,4140715,"./run_340422/iter_581909",32,500
5.3651e-07,15828.0636,617998.9238,649996.097,3699733.3536,3763727.6998,10795.0535,8410.3783,7047.933,0.5611,24147.0324,529412042,4143281,"./run_632188/iter_000057",32,500
3.9997e-07,10433.6417,394045.0816,522025.0301,4147697.3507,4051712.3894,52518.5495,15626.6897,10799.2622,0.4,49996.5841,1716220774,4144569,"./run_347746/iter_387825",32,500
3.982e-07,9071.4789,714575.2943,709291.0194,3857371.5338,3640000,61821.4083,14989.2075,10764.8202,0.4035,50258.7586,1423121341,4149417,"./run_406721/iter_585774",32,500
3.9971e-07,10112.7329,458080.9748,394180.0443,3924430.9486,3831041.9192,52252.9764,15223.6841,10879.6586,0.4025,49984.6877,30907474,4149907,"./run_340422/iter_714968",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,1324293,4160268,"./run_all_same/iter_0004",32,NA
3.9984e-07,10095.9981,458047.4188,394109.9484,3924097.7118,3829477.841,52183.3918,15212.3185,10864.8528,0.4025,49996.4378,822286796,4163615,"./run_340422/iter_941281",32,500
4e-07,10000,458013.0582,394018.712,3923713.5654,3827722.0461,49990,15200,10800,0.4,50000,480491015,4164736,"./run_340422/iter_204530",32,500
3.9995e-07,10828.4597,394069.0904,522041.0778,4147700.6043,4051721.6138,54792.5095,16025.178,10798.5904,0.3999,49993.474,127504434,4165988,"./run_347746/iter_203821",32,500
3.9876e-07,9155.0027,714360.9343,709192.9607,3857201.6351,3640000,61632.7032,15018.5602,10752.4614,0.4036,50251.9632,73082585,4166982,"./run_406721/iter_109225",32,500
3.9984e-07,10085.9981,458047.4188,394109.9484,3924097.7118,3829477.841,52183.3918,15212.3185,10864.8528,0.4025,49996.4378,1709022982,4169880,"./run_340422/iter_522548",32,500
4e-07,10000,394018.712,522007.4045,4147693.7773,4051702.2579,49990,15200,10800,0.4,50000,511573913,4171762,"./run_347746/iter_626442",32,500
4.1185e-07,15880.7937,425998.5681,350000,4000003.7683,3899995.1013,50449.5067,20950.3453,16345.4201,0.4,49999.0579,701849719,4177349,"./run_351751/iter_723473",32,NA
3.9971e-07,10122.7329,458080.9748,394180.0443,3924430.9486,3831041.9192,52252.9764,15223.6841,10879.6586,0.4025,49994.6877,1324635125,4181679,"./run_340422/iter_235717",32,500
4.0093e-07,11498.5951,394083.649,520611.4147,4131723.0473,4056446.079,58546.5017,16853.9489,10741.2581,0.4021,49987.8015,1472277862,4187432,"./run_347746/iter_805387",32,500
3.9995e-07,10828.4597,394069.0904,522041.0778,4147700.6043,4050721.6138,54792.5095,16015.178,10798.5904,0.3999,49993.474,986025343,4193055,"./run_347746/iter_573439",32,500
3.9723e-07,8129.0795,712796.5332,705550.9051,3780723.5558,3640000,74441.6431,14849.2352,10873.6977,0.4062,50394.3587,1870281549,4197756,"./run_406721/iter_721585",32,500
1.396e-07,7122.4948,394018.712,458013.0582,4051702.2579,3827722.0461,58145.1103,1226.7882,13914.3545,0.5708,29629.1733,1440815962,4205851,"./run_646859/iter_000051",32,500
4.0819e-07,13818.5295,429347.5039,353013.7276,3956867.8204,3882182.1093,50237.2081,19855.6168,15199.9092,0.4057,50617.934,419352710,4206691,"./run_351751/iter_88412",32,NA
3.9989e-07,11679.9535,394120.8696,522075.6873,4146707.6211,4051741.5078,59718.2673,16853.0208,10797.1416,0.3999,49986.7665,524872202,4211222,"./run_347746/iter_606695",32,500
4e-07,10000,426000,330000,4e+06,3899000,50000,15200,10800,0.4,50000,909071618,4211790,"./run_308323/iter_870447",32,NA
4e-07,10000,458013.0582,394018.712,3923713.5654,3827722.0461,50000,15200,10800,0.4,50000,1928851494,4214547,"./run_340422/iter_690703",32,500
3.9994e-07,10263.66,457996.8442,394076.6523,3923755.0393,3828693.8668,59931.3704,15197.7183,11027.2907,0.4112,49992.4944,1634473070,4215216,"./run_340422/iter_158971",32,500
5.6979e-07,10136.9554,358797.9791,772482.3213,3640000,4055672.9401,48616.869,16074.9098,9955.9719,0.4435,48441.3417,1120376982,4220739,"./run_341467/iter_448160",32,500
4e-07,10000,426000,330000,4e+06,3900000,50010,15200,10800,0.4,50000,644452603,4221089,"./run_308323/iter_307235",32,NA
4e-07,10000,426000,330000,4e+06,3900000,50000,15210,10790,0.4,50000,472765337,4223673,"./run_308323/iter_237772",32,NA
4e-07,9990,394018.712,522007.4045,4147693.7773,4051702.2579,50000,15200,10800,0.4,50000,937661425,4229895,"./run_347746/iter_660490",32,500
4.3686e-07,10439.5276,650005.5717,618010.7306,4179651.6174,4051713.0659,50264.4102,15347.7211,10805.9804,0.4335,49996.356,425583573,4232143,"./run_416870/iter_361319",32,500
3.9985e-07,10083.4787,458044.2566,394103.3428,3924066.3086,3829330.447,52186.8343,15211.2475,10863.4575,0.4025,49996.6028,1216966999,4232800,"./run_340422/iter_442994",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,699064682,4241750,"./run_all_same/iter_0016",32,NA
4e-07,10000,425900,330000,4e+06,3900000,50000,15200,10800,0.4,50000,11156973,4243481,"./run_308323/iter_823169",32,NA
4e-07,10000,394018.712,522007.4045,4147693.7773,4050702.2579,50000,15200,10800,0.4,50000,1975890769,4247083,"./run_347746/iter_962606",32,500
3.9989e-07,11679.9535,394120.8696,522075.6873,4147707.6211,4051741.5078,59718.2673,16853.0208,10797.1416,0.3999,49976.7665,13548601,4251326,"./run_347746/iter_947459",32,500
4.0819e-07,13818.5295,429347.5039,353013.7276,3956867.8204,3882182.1093,50237.2081,19865.6168,15209.9092,0.4057,50617.934,1875552745,4252154,"./run_351751/iter_265901",32,NA
3.7817e-07,3594.8437,681993.2701,554004.5776,3603741.8342,3731730.5267,14617.0922,17995.6689,13147.7749,0.7718,60177.8858,969381892,4252201,"./run_538462/iter_000085",32,500
3.982e-07,9081.4789,714575.2943,709291.0194,3857371.5338,3640000,61821.4083,14989.2075,10764.8202,0.4034,50258.7586,1503451682,4255635,"./run_406721/iter_461053",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,1608789753,4264320,"./run_all_same/iter_0007",32,NA
4.3696e-07,10439.5276,650005.5717,618010.7306,4179651.6174,4051713.0659,50264.4102,15347.7211,10815.9804,0.4335,49996.356,338697141,4265419,"./run_416870/iter_593128",32,500
3.9989e-07,11679.9535,394120.8696,522075.6873,4147707.6211,4051741.5078,59718.2673,16853.0208,10807.1416,0.3999,49986.7665,1139391211,4272253,"./run_347746/iter_814949",32,500
3.9792e-07,8801.7532,714037.571,708220.5551,3835433.9893,3640000,65433.4666,14949.1458,10795.9822,0.4042,50287.569,1905708714,4276890,"./run_406721/iter_148431",32,500
3.9994e-07,10263.66,457996.8442,394076.6523,3923755.0393,3827693.8668,59931.3704,15197.7183,11027.2907,0.4112,49992.4944,613689900,4278705,"./run_340422/iter_091109",32,500
4.0083e-07,11498.5951,394083.649,520611.4147,4131723.0473,4056446.079,58556.5017,16853.9489,10741.2581,0.4021,49987.8015,120826934,4279042,"./run_347746/iter_396005",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,638257583,4280674,"./run_all_same/iter_0002",32,NA
2.7157e-07,5722.1097,554004.5776,490010.2314,4083699.431,4115696.6041,102413.1971,4295.2812,18556.9431,0.2969,37789.224,1720885364,4283828,"./run_646859/iter_000036",32,500
3.9971e-07,10112.7329,458080.9748,394180.0443,3924430.9486,3831041.9192,52262.9764,15223.6841,10879.6586,0.4025,49994.6877,406489378,4284250,"./run_340422/iter_930929",32,500
3.998e-07,10095.2036,458058.973,394134.0842,3924212.4539,3830016.3937,52207.3516,15216.232,10869.9508,0.4025,50005.8352,1587468196,4285688,"./run_340422/iter_876232",32,500
3.9989e-07,11679.9535,394120.8696,522075.6873,4147707.6211,4050741.5078,59718.2673,16853.0208,10797.1416,0.3999,49986.7665,900165042,4285797,"./run_347746/iter_500443",32,500
4e-07,10000,394018.712,521907.4045,4147693.7773,4051702.2579,50000,15200,10800,0.4,50000,1811003908,4293078,"./run_347746/iter_969384",32,500
4.3686e-07,10439.5276,650005.5717,618010.7306,4180651.6174,4051713.0659,50264.4102,15347.7211,10815.9804,0.4335,49996.356,1980397372,4293191,"./run_416870/iter_704538",32,500
4.0028e-07,9922.7918,552617.7487,712735.3967,4059018.9039,4196752.2481,50272.2693,15156.5958,13321.4434,0.4002,56544.5943,1588171690,4294002,"./run_784195/iter_699117",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,1018082920,4297591,"./run_all_same/iter_0006",32,NA
4.0819e-07,13818.5295,429447.5039,353013.7276,3956867.8204,3882182.1093,50237.2081,19865.6168,15199.9092,0.4057,50617.934,1963187627,4298489,"./run_351751/iter_206812",32,NA
4.0028e-07,9922.7918,552617.7487,712835.3967,4059018.9039,4196752.2481,50272.2693,15156.5958,13331.4434,0.4002,56544.5943,229818481,4307905,"./run_784195/iter_247663",32,500
3.5504e-07,10401.1912,394018.712,809981.9626,3955710.7385,4179690.9504,34804.1443,2236.9997,3040.166,0.4904,18144.1815,1143797275,4311624,"./run_707608/iter_000087",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,1891479217,4314103,"./run_all_same/iter_0010",32,NA
4e-07,10000,426000,330100,4e+06,3900000,50000,15200,10800,0.4,50000,208670644,4314291,"./run_308323/iter_557634",32,NA
4.3686e-07,10439.5276,650005.5717,618010.7306,4179651.6174,4051713.0659,50264.4102,15357.7211,10815.9804,0.4335,49996.356,1959609649,4319683,"./run_416870/iter_896427",32,500
4e-07,10000,426100,330000,4e+06,3900000,50000,15200,10800,0.4,50000,1972651828,4321363,"./run_308323/iter_96144",32,NA
3.9984e-07,10085.9981,458047.4188,394109.9484,3924097.7118,3829477.841,52183.3918,15212.3185,10864.8528,0.4026,49996.4378,1393230641,4322208,"./run_340422/iter_815443",32,500
3.9999e-07,10055.8843,457909.6216,394030.9928,3923722.356,3827716.0733,52105.012,15199.5164,10848.1756,0.4024,49998.4091,14705163,4325501,"./run_340422/iter_341347",32,500
3.999e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,1108010326,4325597,"./run_308323/iter_728138",32,NA
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,98110984,4326241,"./run_all_same/iter_0005",32,NA
4.007e-07,11336.0003,394077.7606,520827.2424,4134161.9691,4055723.3496,57624.6403,16666.5737,10760.1141,0.4018,49989.1424,315866308,4327777,"./run_347746/iter_502301",32,500
3.9984e-07,10085.9981,458047.4188,394109.9484,3924097.7118,3829477.841,52183.3918,15222.3185,10864.8528,0.4025,49996.4378,710168070,4329435,"./run_340422/iter_160349",32,500
2.9902e-07,5857.5126,362021.5389,426015.8851,3795724.8729,3795724.8729,74326.7199,8285.2741,7807.7002,0.4249,114519.9415,908730997,4330010,"./run_192210/iter_0002",32,NA
3.9876e-07,9154.3817,714365.9612,709189.9282,3857077.1638,3640000,61632.2901,15017.4861,10752.5069,0.4036,50251.7316,735585189,4333137,"./run_406721/iter_132298",32,500
3.9886e-07,9155.0027,714360.9343,709192.9607,3857201.6351,3640000,61632.7032,15018.5602,10752.4614,0.4035,50251.9632,405883907,4336594,"./run_406721/iter_563561",32,500
3.9985e-07,10828.4597,394069.0904,522041.0778,4147700.6043,4051721.6138,54792.5095,16015.178,10798.5904,0.3999,49993.474,805981602,4344486,"./run_347746/iter_919354",32,500
3.998e-07,10095.2036,458058.973,394134.0842,3924212.4539,3830016.3937,52207.3516,15216.232,10859.9508,0.4025,49995.8352,1044549361,4348672,"./run_340422/iter_158857",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,1670539780,4349101,"./run_all_same/iter_0017",32,NA
4e-07,10000,426000,330000,4001000,3900000,50000,15200,10800,0.4,50000,738553158,4352518,"./run_308323/iter_503492",32,NA
4.0032e-07,10866.324,394060.7513,521550.6892,4141207.1154,4053635.6507,54961.7226,16125.3156,10775.6956,0.4008,49993.0158,1582693068,4355628,"./run_347746/iter_120587",32,500
4.0022e-07,10866.324,394060.7513,521450.6892,4141207.1154,4053635.6507,54961.7226,16125.3156,10775.6956,0.4008,49993.0158,335662469,4356125,"./run_347746/iter_125927",32,500
4e-07,10000,458013.0582,394018.712,3923713.5654,3828722.0461,50000,15200,10800,0.4,50000,1461738385,4357835,"./run_340422/iter_906474",32,500
3.982e-07,9071.4789,714575.2943,709291.0194,3857371.5338,3640000,61821.4083,14989.2075,10764.8202,0.4034,50248.7586,769996079,4365861,"./run_406721/iter_989632",32,500
4e-07,9990,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,141597119,4369144,"./run_308323/iter_224777",32,NA
4.0032e-07,10866.324,394060.7513,521450.6892,4141207.1154,4053635.6507,54961.7226,16115.3156,10775.6956,0.4008,49993.0158,1682249316,4371162,"./run_347746/iter_920935",32,500
2.7804e-07,6084.9596,873976.3088,649996.097,4051702.2579,3987707.9117,70146.5116,3612.8973,2734.1903,0.241,23965.2556,1469353595,4372678,"./run_707608/iter_000075",32,500
9.5286e-08,6826.3963,491558.0597,661075.8185,3952086.5931,4200000,132894.1258,129877.6875,14662.0277,0.7894,43532.1635,496392948,4373328,"./run_847271/iter_355124",32,500
4.0032e-07,10866.324,394060.7513,521450.6892,4141207.1154,4053635.6507,54961.7226,16125.3156,10775.6956,0.4008,49993.0158,1863695744,4376844,"./run_347746/iter_616662",32,500
5.6979e-07,10136.9554,358797.9791,772582.3213,3640000,4055672.9401,48616.869,16074.9098,9955.9719,0.4435,48441.3417,972217220,4377444,"./run_341467/iter_559593",32,500
4.0028e-07,9922.7918,552717.7487,712735.3967,4059018.9039,4196752.2481,50272.2693,15156.5958,13331.4434,0.4002,56544.5943,1378679393,4379270,"./run_784195/iter_887986",32,500
4.0032e-07,10866.324,394060.7513,521450.6892,4141207.1154,4053635.6507,54961.7226,16125.3156,10775.6956,0.4008,49983.0158,879939384,4382082,"./run_347746/iter_894969",32,500
4.3686e-07,10439.5276,649905.5717,618010.7306,4179651.6174,4051713.0659,50264.4102,15347.7211,10815.9804,0.4335,49996.356,1859557338,4384609,"./run_416870/iter_419400",32,500
4.3686e-07,10439.5276,650005.5717,618010.7306,4179651.6174,4051713.0659,50264.4102,15347.7211,10815.9804,0.4336,49996.356,124728298,4386361,"./run_416870/iter_343887",32,500
4e-07,10000,458013.0582,394018.712,3924713.5654,3827722.0461,50000,15200,10800,0.4,50000,1474820912,4387708,"./run_340422/iter_425711",32,500
4.3686e-07,10439.5276,650005.5717,618010.7306,4179651.6174,4051713.0659,50264.4102,15347.7211,10825.9804,0.4335,49996.356,445078826,4387880,"./run_416870/iter_308758",32,500
3.9876e-07,9154.3817,714365.9612,709189.9282,3857077.1638,3640000,61632.2901,15007.4861,10752.5069,0.4035,50251.7316,1363763296,4389550,"./run_406721/iter_384908",32,500
4.0032e-07,10866.324,394060.7513,521450.6892,4140207.1154,4053635.6507,54961.7226,16125.3156,10775.6956,0.4008,49993.0158,65653420,4391467,"./run_347746/iter_392661",32,500
3.9987e-07,10433.6417,394045.0816,522025.0301,4147697.3507,4051712.3894,52508.5495,15626.6897,10799.2622,0.4,49996.5841,1150765397,4400958,"./run_347746/iter_085047",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,119701404,4404205,"./run_all_same/iter_0008",32,NA
4.0032e-07,10866.324,393960.7513,521450.6892,4141207.1154,4053635.6507,54961.7226,16125.3156,10775.6956,0.4008,49993.0158,1122144500,4405936,"./run_347746/iter_149983",32,500
3.9989e-07,11679.9535,394220.8696,522075.6873,4147707.6211,4051741.5078,59718.2673,16853.0208,10797.1416,0.3999,49986.7665,929918718,4405996,"./run_347746/iter_155379",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,1341490114,4410186,"./run_all_same/iter_0019",32,NA
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,1439354682,4422417,"./run_all_same/iter_0013",32,NA
3.9994e-07,10273.66,457996.8442,394076.6523,3923755.0393,3827693.8668,59931.3704,15197.7183,11027.2907,0.4112,49992.4944,1935228088,4427398,"./run_340422/iter_340436",32,500
8.7548e-08,5098.1846,617998.9238,617998.9238,3699733.3536,3827722.0461,47479.9579,693.5471,9808.1787,0.824,17698.0054,1757940144,4433395,"./run_646859/iter_000068",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,1179035207,4435625,"./run_all_same/iter_0009",32,NA
3.9814e-07,10423.5286,458483.62,395021.1394,3928429.5242,3849809.6099,53087.9369,15360.0624,11057.3167,0.4035,49973.688,202823369,4437377,"./run_340422/iter_823905",32,500
4.4493e-07,10136.3607,745987.6163,777984.7894,3763727.6998,4211688.1235,29408.3671,9776.0068,11464.451,0.4424,55176.6706,858260477,4439363,"./run_307183/iter_000086",32,500
5.4007e-07,9939.8098,360060.7903,771617.3653,3640000,4044140.1683,48827.972,15698.0711,10342.995,0.4355,49001.4347,525372600,4441495,"./run_341467/iter_626107",32,500
7.6592e-07,9354.7002,713990.4432,745987.6163,4115696.6041,4179690.9504,67045.3846,20588.1849,4043.3272,0.7732,30218.1774,66552234,4441802,"./run_324098/iter_000065",32,500
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,1363738631,4443245,"./run_all_same/iter_0018",32,NA
4e-07,10000,426000,330000,4e+06,3900000,50000,15200,10800,0.4,50000,1680288389,4443680,"./run_all_same/iter_0003",32,NA
1.1753e-06,24903.0802,681984.3377,426013.8399,4200000,4179691.4968,16295.0889,19769.3621,3289.6052,0.6666,21218.4487,1447334418,4449321,"./run_668613/iter_553228",32,500
3.9814e-07,10433.5286,458483.62,395021.1394,3928429.5242,3848809.6099,53087.9369,15360.0624,11057.3167,0.4035,49973.688,1464998007,4451510,"./run_340422/iter_784341",32,500
3.5925e-07,7084.9707,426015.8851,426015.8851,3827722.0461,3987707.9117,37889.3863,16540.4031,8648.6564,0.3547,87293.4996,581858206,4453148,"./run_668613/iter_000028",32,500
1.5124e-07,11709.8918,681993.2701,841979.1357,4051702.2579,4083699.431,41028.7875,13325.7348,5026.6461,0.3043,37466.0172,1691147236,4454003,"./run_015059/iter_000040",32,500
5.6452e-07,3092.3404,809981.9626,777984.7894,3987707.9117,4211688.1235,75918.1867,14683.6233,7268.2264,0.4055,70776.1147,364753480,4457566,"./run_835117/iter_000030",32,500
3.5821e-07,8321.3864,714238.723,746075.1063,3955025.7061,3986617.2705,31817.431,10753.8038,15459.9795,0.5439,81593.8515,1352076519,4458789,"./run_307183/iter_339417",32,500
3.9872e-07,9151.1106,714368.3916,709190.284,3857187.2096,3640000,61621.8655,15018.4793,10752.6579,0.4035,50253.3377,1470509059,4462500,"./run_406721/iter_616609",32,500
3.9999e-07,10055.8843,458009.6216,394030.9928,3923722.356,3827716.0733,52095.012,15199.5164,10848.1756,0.4024,49998.4091,832090643,4462585,"./run_340422/iter_983016",32,500
3.9964e-07,9990.908,714050.4589,780000,4147232.1836,4115773.2525,49954.5401,15196.1802,20799.6445,0.3996,49954.5401,1438513083,4464602,"./run_588915/iter_282130",32,500
4e-07,10000,394018.712,522007.4045,4147693.7773,4051702.2579,50000,15200,10800,0.4001,50000,1502734048,4466096,"./run_347746/iter_925272",32,500
3.982e-07,9071.4789,714575.2943,709291.0194,3857371.5338,3640000,61821.4083,14989.2075,10754.8202,0.4034,50258.7586,1500668926,4470056,"./run_406721/iter_656210",32,500
4.3686e-07,10439.5276,650005.5717,618010.7306,4179651.6174,4051713.0659,50264.4102,15347.7211,10815.9804,0.4335,49986.356,93305220,4472430,"./run_416870/iter_530986",32,500
